Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Grand Ice Mammoth,|cFFFFD200Vendor: |rLillehoff|n|cFFFFD200Zone: |rThe Storm Peaks|n|cFFFFD200Faction: |rThe Sons of Hodir - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"At home on the narrow, icy trails of the Storm Peaks, these mammoths are the only mounts the ice giants trust to carry large loads and multiple riders.",288,230,4,2,61469,0,0,45,0,0
Grand Ice Mammoth,|cFFFFD200Vendor: |rLillehoff|n|cFFFFD200Zone: |rThe Storm Peaks|n|cFFFFD200Faction: |rThe Sons of Hodir - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Due to high winds and avalanches, the Sons of Hodir recommend bringing at least two companions if venturing into the dangerous Storm Peaks.",289,230,4,2,61470,0,0,45,0,0
Blue Dragonhawk,|cFFFFD200Achievement: |rMountain o' Mounts|n|cFFFFD200Category: |rGeneral,"Dragonhawks are among the deadliest known predators. They are able to spot prey from great distances, rush in, and rend with both talon and beak.",291,248,132,5,61996,0,0,4,0,0
Red Dragonhawk,|cFFFFD200Achievement: |rMountain o' Mounts|n|cFFFFD200Category: |rGeneral,"Dragonhawks are among the deadliest known predators. They are able to spot prey from great distances, rush in, and rend with both talon and beak.",292,248,132,5,61997,0,0,4,0,0
Illidari Doomhawk,|cFFFFD200Drop: |rDoomwalker|n|cFFFFD200Zone: |rTanaris,"Once a year, a rift in time appears, and strange things occur. The Illidari scouts and Doomwalker were quite surprised to find themselves in Tanaris.",293,248,192,0,62048,0,0,4,0,0
Stormwind Steed,|cFFFFD200Vendor: |rCorporal Arthur Flew|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"Although raised in Stormwind, this breed showed unusual aptitude for the cold weather in Icecrown.",294,230,0,2,63232,0,0,4,0,0
Darkspear Raptor,|cFFFFD200Vendor: |rSamamba|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"This raptor breed was originally cultivated by the Drakkari, but has since been adopted by the Darkspear tribe in Northrend.",295,230,0,2,63635,0,0,4,0,0
Ironforge Ram,|cFFFFD200Vendor: |rDerrick Brindlebeard|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,Wildhammer Fact Checker claims that this specific breed was the first type of ram domesticated by the dwarves when they settled in Dun Morogh.,296,230,0,2,63636,0,0,4,0,0
Darnassian Nightsaber,|cFFFFD200Vendor: |rRook Hawkfist|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"When a night elf's mount perishes, it is custom for the rider to keep one of the saber's great fangs as a token of remembrance.",297,230,0,2,63637,0,0,4,0,0
Gnomeregan Mechanostrider,|cFFFFD200Vendor: |rRillie Spindlenut|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"When you absolutely, positively have to be there right now. -Rillie Spindlenut",298,230,0,2,63638,0,0,4,0,0
Exodar Elekk,|cFFFFD200Vendor: |rIrisee|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"Exodar Elekk are elekk which have been anointed by O'ros, the Naaru who journeyed from Draenor to Azeroth with Velen and his followers.",299,230,0,2,63639,0,0,45,0,0
Orgrimmar Wolf,|cFFFFD200Vendor: |rFreka Bloodaxe|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"For a brief time, many orcs would declare themselves ""hungry like an Orgrimmar wolf."" Some blood elves still use the phrase ironically.",300,230,0,2,63640,0,0,4,0,0
Thunder Bluff Kodo,|cFFFFD200Vendor: |rDoru Thunderhorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through Mulgore.",301,230,0,2,63641,0,0,4,0,0
Silvermoon Hawkstrider,|cFFFFD200Vendor: |rTrellis Morningsun|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"So I says I feel like chicken tonight. Next thing, I am flat out and that thing is trying to see what my eyes taste like. -Bozzle Blastbolt",302,230,0,2,63642,0,0,44,0,0
Forsaken Warhorse,|cFFFFD200Vendor: |rEliza Killian|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"When fallen heroes are raised into undeath, so too are their horses.",303,230,0,2,63643,0,0,4,0,0
Mimiron's Head,|cFFFFD200Drop:|r Yogg-Saron|n|cFFFFD200Location:|r Ulduar,"A token of titan craftsmanship hoarded by the Old God, Yogg-Saron. Currently the single largest mechanical gnome head in Azeroth.",304,248,128,0,63796,0,0,4,0,0
Argent Hippogryph,"|cFFFFD200Vendor: |rFaction Quartermasters|n|cFFFFD200Location: |rArgent Tournament, Icecrown|n|cFFFFD200Cost: |r150|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h|n",Argent Hippogryphs will partner with only the bravest and most battle-tested champions.,305,248,128,2,63844,0,0,4,0,0
Ironbound Proto-Drake,|cFFFFD200Achievement: |rGlory of the Ulduar Raider|n|cFFFFD200Category: |rDungeons & Raids,"His skin more hard than brass was found, that sword nor spear could pierce nor wound.",306,248,128,5,63956,0,5.5,44,0,0
Rusted Proto-Drake,|cFFFFD200Achievement: |rGlory of the Ulduar Raider|n|cFFFFD200Category: |rDungeons & Raids,"Not as shiny as the other one, but it's still a great find lads. Brann Bronzebeard",307,248,128,5,63963,0,5.5,44,0,0
Blue Skeletal Warhorse,|cFFFFD200Legacy|r,A rare sight. Most disappeared once Baron Rivendare ruled in Stratholme.,308,230,64,2,64656,0,0,45,0,0
White Kodo,|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof",309,230,0,2,64657,0,0,4,0,0
Black Wolf,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Can howl loudly enough to be heard for miles.,310,230,0,2,64658,0,0,4,0,0
Venomhide Ravasaur,|cFFFFD200Quest: |rThey Grow Up So Fast|n|cFFFFD200Zone: |rUn'Goro Crater,You raised this thing from a scaly pup - Mor'vek would be so proud. But he'd still make you clean up the mess it made in the corner.,311,230,4,1,64659,0,0,4,0,0
Sea Turtle,|cFFFFD200Profession:|r Fishing|n,"Often caught by fishermen at a young age, these mounts are much more comfortable in the water than they are on land.",312,231,2192,3,64731,0,0,4,0,0
Deadly Gladiator's Frost Wyrm,|cFFFFD200Legacy|r,These reanimated vessels of destruction do not fear death; they dispense it.,313,248,192,2,64927,0,0,4,0,0
Black Skeletal Horse,|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The Forsaken believe that without a purpose, even beasts of burden suffer in undeath.",314,230,0,2,64977,0,0,4,0,0
Furious Gladiator's Frost Wyrm,|cFFFFD200Legacy|r,Some of Azeroth's mightiest dragons have been summoned across the veil between life and death to serve new masters with undying loyalty.,317,248,192,2,65439,0,0,4,0,0
Great Red Elekk,|cFFFFD200Vendor: |rIrisee|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Never seen in Nagrand, the first red elekk calves were born in Azeroth after the Exodar's arrival. Some breeders theorize that the unique coloration is somehow caused by the same radiation which ravaged Bloodmyst Isle.",318,230,0,2,65637,0,0,45,0,0
Swift Moonsaber,|cFFFFD200Vendor: |rRook Hawkfist|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Many night elves revere these proud mounts because their shimmering coats symbolize the goddess of the moon, Elune.",319,230,0,2,65638,0,0,4,0,0
Swift Red Hawkstrider,|cFFFFD200Vendor: |rTrellis Morningsun|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"What do you mean is it dyed? Oh, the bird. We did touch up the red just a little. -Trellis Morningsun",320,230,0,2,65639,0,0,44,0,0
Swift Gray Steed,|cFFFFD200Vendor: |rCorporal Arthur Flew|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,A veteran of some of the toughest battles fought by the Argent Crusade.,321,230,0,2,65640,0,0,4,0,0
Great Golden Kodo,|cFFFFD200Vendor: |rDoru Thunderhorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through the Southern Barrens.",322,230,4,2,65641,0,0,4,0,0
Turbostrider,|cFFFFD200Vendor: |rRillie Spindlenut|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The mirror's not so you can look back, but so your foes can see something besides your tailpipes. -Rillie Spindlenut",323,230,0,2,65642,0,0,4,0,0
Swift Violet Ram,|cFFFFD200Vendor: |rDerrick Brindlebeard|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,The Barak Tor'ol ram's thick bony skull and massive horns make it the ideal mount for charging through groups of armored enemies.,324,230,0,2,65643,0,0,4,0,0
Swift Purple Raptor,|cFFFFD200Vendor: |rSamamba|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Longtime allies of the trolls, these jungle hunters form a special bond with their masters. They become mount, guardian, and friend.",325,230,0,2,65644,0,0,4,0,0
White Skeletal Warhorse,|cFFFFD200Vendor: |rEliza Killian|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"When fallen heroes are raised into undeath, so too are their horses.",326,230,0,2,65645,0,0,4,0,0
Swift Burgundy Wolf,|cFFFFD200Vendor: |rFreka Bloodaxe|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The wolves of the Horde are befriended, not domesticated.",327,230,0,2,65646,0,0,4,0,0
Magic Rooster,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Magic in the hands of a genius can do wonderful, miraculous things. Magic in the hands of an idiot can make a giant rooster.",328,230,64,8,65917,0,0,4,0,0
Silver Covenant Hippogryph,|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Silver Covenant - Exalted|n|cFFFFD200Cost: |r150|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"Silver Covenant Hippogryphs are fiercely loyal, both to their riding partners, and to the Alliance.",329,248,132,2,66087,0,0,4,0,0
Sunreaver Dragonhawk,|cFFFFD200Vendor: |rVasarin Redmorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Sunreavers - Exalted|n|cFFFFD200Cost: |r150|Hcurrency:241|h|TInterface\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,The Sunreavers of Dalaran select only the swiftest and most formidable of dragonhawks as their mounts.,330,248,132,2,66088,0,0,4,0,0
Quel'dorei Steed,|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Silver Covenant - Exalted|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,Comes from a lineage of fine horses that once grazed near the shores of the Well of Eternity.,331,230,4,2,66090,0,0,4,0,0
Sunreaver Hawkstrider,|cFFFFD200Vendor: |rVasarin Redmorn|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Faction: |rThe Sunreavers - Exalted|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TInterface\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,"I demand speed, grace and discipline on the battlefield. This one will serve nicely. -Eressea Dawnsinger",332,230,4,2,66091,0,0,44,0,0
Magic Rooster,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Magic in the hands of a genius can do wonderful, miraculous things. Magic in the hands of an idiot can make a giant rooster.",333,230,64,8,66122,0,0,4,0,0
Magic Rooster,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Magic in the hands of a genius can do wonderful, miraculous things. Magic in the hands of an idiot can make a giant rooster.",334,230,64,8,66123,0,0,4,0,0
Magic Rooster,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Magic in the hands of a genius can do wonderful, miraculous things. Magic in the hands of an idiot can make a giant rooster.",335,230,64,8,66124,0,0,4,0,0
Ochre Skeletal Warhorse,|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"When fallen heroes are raised into undeath, so too are their horses.",336,230,0,2,66846,0,0,4,0,0
Striped Dawnsaber,|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Night elves once believed that seeing this light colored saber breed in the wild was an ill omen.,337,230,0,2,66847,0,0,4,0,0
Argent Charger,|cFFFFD200Vendor: |rDame Evniki Kapsalis|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h|n,Trained to accept only champions of the Light as a rider.,338,230,0,2,66906,27943,0,4,0,0
Relentless Gladiator's Frost Wyrm,|cFFFFD200Legacy|r,"In life, it could not be tamed, but necromancy and esoteric binding rituals have now combined to bend this indomitable creature to its rider's will.",340,248,192,5,67336,0,0,4,0,0
Argent Warhorse,|cFFFFD200Vendor: |rDame Evniki Kapsalis|n|cFFFFD200Zone: |rIcecrown|n|cFFFFD200Cost: |r100|Hcurrency:241|h|TINTERFACE\ICONS\Ability_Paladin_ArtofWar.blp:0|t|h,Given only to those who prove themselves a champion in the Argent Tournament.,341,230,0,2,67466,0,0,4,0,0
Swift Horde Wolf,|cFFFFD200Legacy|r,A few of the Argent Crusade's swiftest mounts were awarded to those members of the Horde who performed exceptionally during the tournament in Icecrown.,342,230,68,2,68056,0,0,4,0,0
Swift Alliance Steed,|cFFFFD200Legacy|r,A few of the Argent Crusade's swiftest mounts were awarded to those members of the Alliance who performed exceptionally during the tournament in Icecrown.,343,230,68,2,68057,0,0,4,0,0
Crusader's White Warhorse,|cFFFFD200Legacy|r,"Awarded to only the most skilled champions from the Trial of the Crusader, these steeds were chosen for Alliance members from Tirion Fordring's own personal stable.",344,230,68,5,68187,0,0,4,0,0
Crusader's Black Warhorse,|cFFFFD200Legacy|r,"Awarded to only the most skilled champions from the Trial of the Crusader, these steeds were chosen for Horde members from Tirion Fordring's own personal stable.",345,230,68,5,68188,0,0,4,0,0
Onyxian Drake,|cFFFFD200Drop: |rOnyxia|n|cFFFFD200Zone: |rOnyxia's Lair,"She has a lot in common with her mother, except for the being killed and reanimated. But she is young still. -Maloriak",349,248,128,0,69395,0,0,4,0,0
Sunwalker Kodo,|cFFFFD200Paladin|r,"This magnificent beast, adorned in sacred charms and painted with holy imagery, radiates with the warmth of the sun.",350,230,4,1,69820,27945,0,4,0,0
Great Sunwalker Kodo,|cFFFFD200Paladin|r,"At daybreak, the noble Sunwalkers often perform rituals to bless their mounts, imbuing them with holy magic.",351,230,4,1,69826,27945,0,4,0,0
X-45 Heartbreaker,|cFFFFD200Drop:|r Heart-Shaped Box,Apothecary Hummel painted this masterpiece bright pink for an unrequited love.,352,248,0,0,71342,0,0,4,0,0
Wrathful Gladiator's Frost Wyrm,|cFFFFD200Legacy|r,"Many believe that during their early lives, these wyrms were forced to fight their own kind for the amusement of others. Perhaps that is why they possess a particularly combative temperament.",358,248,192,5,71810,0,0,4,0,0
Invincible,|cFFFFD200Drop: |rThe Lich King|n|cFFFFD200Zone: |rIcecrown Citadel,"The famous steed of Arthas Menethil, who serves its master in life and in death.  Riding him is truly a feat of strength.",363,248,0,0,72286,0,1.25,4,0,0
Icebound Frostbrood Vanquisher,|cFFFFD200Achievement: |rGlory of the Icecrown Raider (25 player)|n|cFFFFD200Category: |rDungeons & Raids,"Raised from the chilling depths of Icecrown, Frostbrood Vanquishers are considered among the fiercest and most relentless of all frost wyrms.",364,248,128,5,72807,0,0,4,0,0
Bloodbathed Frostbrood Vanquisher,|cFFFFD200Achievement: |rGlory of the Icecrown Raider (10 player)|n|cFFFFD200Category: |rDungeons & Raids,Bloodbathed Vanquishers are so named when it is determined that a reanimated frost wyrm died a particularly gruesome and bloody death.,365,248,128,5,72808,0,0,4,0,0
Crimson Deathcharger,|cFFFFD200Quest: |rMograine's Reunion|n|cFFFFD200Zone: |rIcecrown Citadel,Stabled in the Icecrown Citadel to serve the Lich King's most favored minions.,366,230,0,1,73313,0,0,4,0,0
Exarch's Elekk,|cFFFFD200Legacy|r,"Draenei exarchs have long marched into war atop these imposing mounts, bred for their razor-sharp tusks.",367,230,4,1,73629,27946,0,44,0,0
Great Exarch's Elekk,|cFFFFD200Quest|r |n,Only the most distinguished paladins are given the honor of riding this elekk. Its plated armor and purple adornments have been blessed by Prophet Velen himself.,368,230,4,1,73630,27946,0,44,0,0
Blazing Hippogryph,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Hippogryphs are highly intelligent, sentient beings; far more than mere ""mounts.""",371,248,192,8,74856,0,0,4,0,0
Wooly White Rhino,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Captured by Toby ""Mother Goose"" Ironbolt on the Borean Tundra, this shaggy beast carries an enormous grudge after being bridled by a gnome.",372,230,64,8,74918,0,0,4,0,0
Vashj'ir Seahorse,|cFFFFD200Quest: |rThe Abyssal Ride|n|cFFFFD200Zone: |rKelp'thar Forest,"Stubborn until broken, these underwater mounts provide the swiftest means of travel around the depths of Vashj'ir.",373,232,2064,1,75207,0,0,45,0,0
Frosty Flying Carpet,|cFFFFD200Profession: |rTailoring,"""I remember my first flying carpet... yeti hair and burlap.  Not nearly as nice as this one here."" - Frozo the Renowned",375,248,1024,3,75596,26503,0,4,0,0
Celestial Steed,|cFFFFD200Trading Post|r,A beacon of hope; a guiding light in the darkness.,376,248,0,9,75614,0,1.25,4,0,0
X-53 Touring Rocket,|cFFFFD200Recruit-a-Friend |r,Riding a giant cylinder filled with highly explosive goblin rocket fuel all by yourself is just crazy...so bring a friend.,382,248,0,7,75973,0,0,4,0,0
Fossilized Raptor,|cFFFFD200Profession: |rArchaeology,Legends tell of a spell placed upon a hunting raptor who dared to snarl at young Tyrande Whisperwind as she bathed in a jungle pool. The beast is cursed to wander Azeroth -  until it apologizes.,386,230,0,3,84751,0,0,4,0,0
Goblin Trike,|cFFFFD200Vendor: |rKall Worthaton|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"A compilation of nuts, bolts, gears, and treated wood paneling make for an unusually smooth ride.",388,230,0,2,87090,0,0,4,0,0
Goblin Turbo-Trike,|cFFFFD200Vendor: |rKall Worthaton|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,The turbo trike's tri-wheel design adds superior stability and a smaller turn radius over its two wheeled cousins.,389,230,0,2,87091,0,0,4,0,0
Volcanic Stone Drake,|cFFFFD200Achievement: |rGlory of the Cataclysm Hero|n|cFFFFD200Category: |rDungeons & Raids,"Fire can transform stone in exciting ways, but never let the Stonemother know I said that. -Earthcaller Yevaa",391,248,128,5,88331,0,0,4,0,0
Drake of the East Wind,|cFFFFD200Achievement: |rGlory of the Cataclysm Raider|n|cFFFFD200Category: |rDungeons & Raids,"In Deathwing's mad quest to forge new dragons, he ignored amazing breeds never before seen on Azeroth. -Thrall",392,248,128,5,88335,0,0,4,0,0
Phosphorescent Stone Drake,|cFFFFD200Drop:|r Aeonaxx|n|cFFFFD200Location:|r Deepholm|n,"The Stonemother has shown little concern for the rebellious Aeonaxx, even allowing his spawn to be taken from her realm.",393,248,128,0,88718,0,0,4,0,0
Drake of the West Wind,|cFFFFD200Vendor: |rQuartermaster Brazie|n|cFFFFD200Zone: |rTol Barad Peninsula|n|cFFFFD200Faction: |rBaradin's Wardens - Exalted,"Harnessing the elemental powers of the storm, these majestic beasts crackle like lightning and roar like thunder.",394,248,128,2,88741,0,0,4,0,0
Drake of the North Wind,|cFFFFD200Drop: |rAltairus|n|cFFFFD200Zone: |rThe Vortex Pinnacle,They sicken of the calm who know the storm.,395,248,128,0,88742,0,0,4,0,0
Drake of the South Wind,|cFFFFD200Drop: |rAl'Akir|n|cFFFFD200Zone: |rThrone of the Four Winds,"Gentle as a summer breeze, but that says little considering where it came from. -Itesh",396,248,128,0,88744,0,0,4,0,0
Vitreous Stone Drake,|cFFFFD200Drop: |rSlabhide|n|cFFFFD200Zone: |rThe Stonecore,"Those would be perfect in a pendant, and that would make a fantastic ring. Let me know if this thing sheds or molts or whatever. -Kalinda",397,248,128,0,88746,0,0,4,0,0
Brown Riding Camel,|cFFFFD200Vendor: |rBlacksmith Abasi|n|cFFFFD200Zone: |rUldum|n|cFFFFD200Faction: |rRamkahen - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Fennimore Quigley is credited with milking the first camel and breaking the record for ""longest unintentional flight,"" all in the same afternoon.",398,230,0,2,88748,0,0,4,0,0
Tan Riding Camel,|cFFFFD200Vendor: |rBlacksmith Abasi|n|cFFFFD200Zone: |rUldum|n|cFFFFD200Faction: |rRamkahen - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Fennimore Quigley is credited with milking the first camel and breaking the record for ""longest unintentional flight,"" all in the same afternoon.",399,230,0,2,88749,0,0,4,0,0
Grey Riding Camel,|cFFFFD200Drop: |rDormus the Camel-Hoarder|n|cFFFFD200Zone: |rFeralas,"Fennimore Quigley is credited with milking the first camel and breaking the record for ""longest unintentional flight,"" all in the same afternoon.",400,230,0,0,88750,0,0,4,0,0
Dark Phoenix,|cFFFFD200Vendor: |rGuild Vendors|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Despite their name, Dark Phoenixes are known to have a warm and cheerful disposition.",401,248,128,2,88990,0,0,4,0,0
Golden King,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Don't let the saddle fool you, he's wild, not a tame lion.",403,230,4,2,90621,0,0,4,0,0
Ultramarine Qiraji Battle Tank,|cFFFFD200Profession: |rArchaeology,The Tol'vir sorcerer Azj'Aqir was said to possess a scepter that would allow him to control a Qiraj battle tank outside of its Silithus home.,404,230,0,3,92155,0,0,44,0,0
Spectral Steed,|cFFFFD200Vendor: |rQuartermaster Brazie|n|cFFFFD200Zone: |rTol Barad Peninsula|n|cFFFFD200Faction: |rBaradin's Wardens - Exalted|n|cFFFFD200Cost: |r165|Hcurrency:391|h|Tinterface\icons\achievement_zone_tolbarad.blp:0|t|h,Dark spirits flee before the radiance of its presence.,405,230,4,2,92231,0,0,4,0,0
Spectral Wolf,|cFFFFD200Vendor: |rPogg|n|cFFFFD200Zone: |rTol Barad Peninsula|n|cFFFFD200Faction: |rHellscream's Reach - Exalted|n|cFFFFD200Cost: |r165|Hcurrency:391|h|TInterface\ICONS\Achievement_Zone_TolBarad.blp:0|t|h,Fears only fire.,406,230,4,2,92232,0,0,4,0,0
Sandstone Drake,|cFFFFD200Profession: |rAlchemy,Sandstone Drakes were studied in great detail long ago by the famed alchemist Walleye Sprysprocket. It has even been said that Walleye developed potions to mimic the drakes' physiology.,407,248,5250,3,93326,0,0,4,0,0
Mottled Drake,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay|n,I thought the thing was ill until it took to the air. It flies as true as any of my own. -Alexstrasza,408,248,192,8,93623,0,0,4,0,0
Kor'kron Annihilator,|cFFFFD200Vendor: |rGoram|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Vicious in battle and surprisingly loyal, this battle scorpion serves only those who show true commitment to a powerful guild.",409,230,4,2,93644,0,0,4,0,0
Armored Razzashi Raptor,|cFFFFD200Drop: |rBloodlord Mandokir|n|cFFFFD200Zone: |rZul'Gurub,"The purebred royal raptors of Zul'Gurub, these mounts have become a rare sight in Stranglethorn Vale. The Gurubashi have been known to fly into a rage at the sight of any non-troll riding one of their precious beasts.",410,230,0,0,96491,0,0,4,0,0
Swift Zulian Panther,|cFFFFD200Drop: |rHigh Priestess Kilnara|n|cFFFFD200Zone: |rZul'Gurub,"The jungle trolls have long coveted panther fangs, using them for rituals or as ingredients in mojos.",411,230,0,0,96499,0,0,4,0,0
Amani Dragonhawk,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,Dragonhawks liberated from troll enslavement are considered among the most loyal of all their kin.,412,248,192,8,96503,0,0,4,0,0
Flameward Hippogryph,|cFFFFD200Achievement: |rThe Molten Front Offensive|n|cFFFFD200Category: |rCataclysm,"Flameward Hippogryphs revel in the defeat of Ragnaros, Lord of Fire.",413,248,128,5,97359,0,0,4,0,0
Pureblood Fire Hawk,|cFFFFD200Drop: |rRagnaros|n|cFFFFD200Zone: |rFirelands,Legends state that the Pureblood line may be traced back to the very creation of the Firelands.,415,248,128,0,97493,0,5,4,0,0
