RaceMask,AbilityVerb_lang,AbilityAllVerb_lang,ID,SkillLine,Spell,MinSkillLineRank,ClassMask,SupercedesSpell,AcquireMethod,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Flags,NumSkillUps,UniqueBit,TradeSkillCategoryID,SkillupSkillLineID
0,,,13974,171,28558,1,0,0,0,75,65,0,1,133,634,2484
0,,,13975,171,28562,1,0,0,0,75,65,0,1,134,633,2484
0,,,13976,171,28563,1,0,0,0,75,65,0,1,135,633,2484
0,,,13977,171,28564,1,0,0,0,75,65,0,1,136,633,2484
0,,,13978,171,28565,1,0,0,0,75,65,0,1,137,633,2484
0,Transmute,Transmute All,13979,171,28566,1,0,0,0,75,65,0,1,138,636,2484
0,Transmute,Transmute All,13980,171,28567,1,0,0,0,75,65,0,1,139,636,2484
0,Transmute,Transmute All,13981,171,28568,1,0,0,0,75,65,0,1,140,636,2484
0,Transmute,Transmute All,13982,171,28569,1,0,0,0,75,65,0,1,141,636,2484
0,,,13983,171,28570,1,0,0,0,75,70,0,1,142,634,2484
0,,,13984,171,28575,1,0,0,0,75,75,0,1,143,633,2484
0,,,13985,171,28571,1,0,0,0,75,75,0,1,144,633,2484
0,,,13986,171,28572,1,0,0,0,75,75,0,1,145,633,2484
0,,,13987,171,28577,1,0,0,0,75,75,0,1,146,633,2484
0,,,13988,171,28573,1,0,0,0,75,75,0,1,147,633,2484
0,,,13989,171,28576,1,0,0,0,75,75,0,1,148,633,2484
0,,,13990,171,28578,1,0,0,0,75,75,0,1,149,634,2484
0,,,13991,171,28579,1,0,0,0,75,75,0,1,150,633,2484
0,Transmute,Transmute All,13992,171,28585,1,0,0,0,75,75,0,1,151,636,2484
0,Transmute,Transmute All,13993,171,28583,1,0,0,0,75,75,0,1,152,636,2484
0,Transmute,Transmute All,13994,171,28584,1,0,0,0,75,75,0,1,153,636,2484
0,Transmute,Transmute All,13995,171,28582,1,0,0,0,75,75,0,1,154,636,2484
0,Transmute,Transmute All,13996,171,28580,1,0,0,0,75,75,0,1,155,636,2484
0,Transmute,Transmute All,13997,171,28581,1,0,0,0,75,75,0,1,156,636,2484
0,,,13998,171,28586,1,0,0,0,75,75,0,1,157,633,2484
0,,,13999,171,28590,1,0,0,0,75,75,0,1,158,635,2484
0,,,14000,171,28587,1,0,0,0,75,75,0,1,159,635,2484
0,,,14001,171,28588,1,0,0,0,75,75,0,1,160,635,2484
0,,,14002,171,28589,1,0,0,0,75,75,0,1,161,635,2484
0,,,14003,171,28591,1,0,0,0,75,75,0,1,162,635,2484
0,,,14007,171,28677,1,0,0,0,1,1,0,1,163,0,0
0,,,14008,171,28675,1,0,0,0,1,1,0,1,164,0,0
0,,,14009,171,28672,1,0,0,0,1,1,0,1,165,0,0
0,,,14010,182,28695,1,0,11993,0,1,1,0,1,6,0,0
0,,,14016,755,28894,1,0,25230,0,1,1,0,1,63,0,0
0,,,14017,755,28895,1,0,28894,0,1,1,0,1,64,0,0
0,,,14018,755,28897,1,0,28895,0,1,1,0,1,65,0,0
512,,,14019,756,822,1,0,0,2,0,0,0,1,0,0,0
512,,,14020,756,28877,1,0,0,2,0,0,0,1,0,0,0
1024,,,14022,760,6562,1,0,0,2,0,0,0,1,0,0,0
1024,,,14024,760,28880,1,1,0,2,0,0,0,1,0,0,0
1024,,,14025,760,28875,1,0,0,2,0,0,0,1,0,0,0
0,,,14026,755,28903,1,0,0,1,25,1,0,1,66,861,2523
0,,,14027,755,28905,1,0,0,0,45,5,0,1,67,861,2523
0,,,14030,755,28910,1,0,0,0,40,1,0,1,70,859,2523
0,,,14031,755,28912,1,0,0,0,45,5,0,1,71,859,2523
0,,,14032,755,28914,1,0,0,0,55,15,0,1,72,860,2523
0,,,14033,755,28915,1,0,0,0,55,25,0,1,73,859,2523
0,,,14034,755,28916,1,0,0,0,40,1,0,1,74,858,2523
0,,,14035,755,28917,1,0,0,0,45,5,0,1,75,858,2523
0,,,14036,755,28918,1,0,0,0,55,15,0,1,76,858,2523
0,,,14038,755,28925,1,0,0,1,25,1,0,1,78,860,2523
0,,,14039,755,28927,1,0,0,0,45,5,0,1,79,860,2523
0,,,14040,755,28933,1,0,0,0,55,15,0,1,80,860,2523
0,,,14041,755,28936,1,0,0,0,55,25,0,1,81,860,2523
0,,,14043,755,28944,1,0,0,0,45,5,0,1,83,862,2523
0,,,14044,755,28947,1,0,0,0,55,15,0,1,84,862,2523
0,,,14045,755,28948,1,0,0,0,55,25,0,1,85,857,2523
0,,,14046,755,28950,1,0,0,0,40,1,0,1,86,857,2523
0,,,14047,755,28953,1,0,0,0,45,5,0,1,87,857,2523
0,,,14048,755,28955,1,0,0,0,55,15,0,1,88,857,2523
0,,,14112,186,29354,1,0,10248,0,1,1,0,1,19,0,0
0,,,14113,186,29356,1,0,0,0,25,1,0,1,20,1081,2571
0,,,14114,186,29358,1,0,0,0,40,25,0,1,21,1081,2571
0,,,14115,186,29359,1,0,0,0,65,50,0,1,22,1081,2571
0,,,14116,186,29360,1,0,0,0,75,40,0,1,23,1081,2571
0,,,14117,186,29361,1,0,0,0,75,75,0,1,24,1081,2571
0,,,14156,186,29686,1,0,0,0,75,75,0,1,25,1081,2571
0,Transmute,Transmute All,14157,171,29688,1,0,0,0,75,65,0,1,166,636,2484
0,,,14181,164,29545,1,0,0,0,30,10,0,1,260,586,2476
0,,,14182,164,29547,1,0,0,0,35,15,0,1,261,586,2476
0,,,14183,164,29548,1,0,0,0,45,25,0,1,262,586,2476
0,,,14184,164,29549,1,0,0,0,45,25,0,1,263,586,2476
0,,,14185,164,29550,1,0,0,0,55,35,0,1,264,586,2476
0,,,14186,164,29551,1,0,0,0,30,10,0,1,265,586,2476
0,,,14187,164,29552,1,0,0,0,40,20,0,1,266,586,2476
0,,,14188,164,29553,1,0,0,0,45,25,0,1,267,586,2476
0,,,14189,164,29556,1,0,0,0,50,30,0,1,268,586,2476
0,,,14190,164,29557,1,0,0,0,40,20,0,1,269,588,2476
0,,,14191,164,29558,1,0,0,0,45,25,0,1,270,588,2476
0,,,14192,164,29565,1,0,0,0,50,30,0,1,271,588,2476
0,,,14193,164,29566,1,0,0,0,55,35,0,1,272,588,2476
0,,,14194,164,29568,1,0,0,0,60,40,0,1,273,588,2476
0,,,14195,164,29569,1,0,0,0,60,40,0,1,274,588,2476
0,,,14196,164,29571,1,0,0,0,65,45,0,1,275,588,2476
0,,,14197,164,29603,1,0,0,0,65,45,0,1,276,586,2476
0,,,14198,164,29605,1,0,0,0,65,45,0,1,277,586,2476
0,,,14199,164,29606,1,0,0,0,70,50,0,1,278,586,2476
0,,,14200,164,29608,1,0,0,0,70,65,0,1,279,586,2476
0,,,14201,164,29611,1,0,0,0,70,65,0,1,280,586,2476
0,,,14202,164,29610,1,0,0,0,75,70,0,1,281,586,2476
0,,,14203,164,29613,1,0,0,0,75,70,0,1,282,586,2476
0,,,14204,164,29614,1,0,0,0,70,60,0,1,283,586,2476
0,,,14205,164,29615,1,0,0,0,70,65,0,1,284,586,2476
0,,,14206,164,29616,1,0,0,0,75,70,0,1,285,586,2476
0,,,14207,164,29617,1,0,0,0,75,70,0,1,286,586,2476
0,,,14208,164,29619,1,0,0,0,75,70,0,1,287,586,2476
0,,,14209,164,29620,1,0,0,0,75,70,0,1,288,586,2476
0,,,14210,164,29621,1,0,0,0,75,70,0,1,289,586,2476
0,,,14211,164,29628,1,0,0,0,75,70,0,1,290,586,2476
0,,,14212,164,29629,1,0,0,0,75,70,0,1,291,586,2476
0,,,14213,164,29630,1,0,0,0,75,70,0,1,292,586,2476
0,,,14214,164,29642,1,0,0,0,75,70,0,1,293,586,2476
0,,,14215,164,29643,1,0,0,0,75,70,0,1,294,586,2476
0,,,14216,164,29645,1,0,0,0,75,70,0,1,295,586,2476
0,,,14217,164,29648,1,0,0,0,75,70,0,1,296,586,2476
0,,,14218,164,29649,1,0,0,0,75,70,0,1,297,586,2476
0,,,14219,164,29654,1,0,0,0,10,1,0,1,298,585,2476
0,,,14220,164,29656,1,0,0,0,60,50,0,1,299,585,2476
0,,,14221,164,29657,1,0,0,0,75,70,0,1,300,585,2476
0,,,14222,164,29658,1,0,0,0,75,70,0,1,301,586,2476
0,,,14223,164,29622,1,0,0,0,75,70,0,1,302,586,2476
0,,,14224,164,29662,1,0,0,0,75,70,0,1,303,586,2476
0,,,14225,164,29663,1,0,0,0,75,70,0,1,304,586,2476
0,,,14226,164,29664,1,0,0,0,75,70,0,1,305,586,2476
0,,,14227,164,29668,1,0,0,0,75,70,0,1,306,586,2476
0,,,14228,164,29669,1,0,0,0,75,70,0,1,307,586,2476
0,,,14229,164,29671,1,0,0,0,75,70,0,1,308,586,2476
0,,,14230,164,29672,1,0,0,0,75,70,0,1,309,586,2476
0,,,14231,164,29692,1,0,0,0,75,70,0,1,310,588,2476
0,,,14232,164,29693,1,0,0,0,75,70,0,1,311,588,2476
0,,,14233,164,29694,1,0,0,0,75,70,0,1,312,588,2476
0,,,14234,164,29695,1,0,0,0,75,70,0,1,313,588,2476
0,,,14235,164,29696,1,0,0,0,75,70,0,1,314,588,2476
0,,,14236,164,29697,1,0,0,0,75,70,0,1,315,588,2476
0,,,14237,164,29698,1,0,0,0,75,70,0,1,316,588,2476
0,,,14238,164,29699,1,0,0,0,75,70,0,1,317,588,2476
0,,,14239,164,29700,1,0,0,0,75,70,0,1,318,588,2476
0,,,14240,164,29728,1,0,0,0,50,40,0,1,319,585,2476
0,,,14241,164,29729,1,0,0,0,75,70,0,1,320,585,2476
0,,,14248,164,29844,1,0,9785,0,1,1,0,1,321,0,0
536871936,,,14260,759,29932,1,0,0,2,0,0,0,1,0,0,0
0,,,14304,761,30151,1,0,0,2,0,0,0,1,0,0,0
0,,,14305,761,30153,1,0,0,0,0,0,0,1,0,0,0
0,,,14314,761,30213,1,0,0,2,0,0,0,1,0,0,0
0,,,14347,202,30350,1,0,12656,0,1,1,0,1,175,0,0
0,,,14348,202,30310,1,0,0,0,40,20,0,1,176,751,2505
0,,,14349,202,30311,1,0,0,0,55,35,0,1,177,751,2505
0,,,14350,202,30312,1,0,0,0,50,30,0,1,178,754,2505
0,,,14351,202,30313,1,0,0,0,70,60,0,1,179,754,2505
0,,,14352,202,30314,1,0,0,0,75,70,0,1,180,754,2505
0,,,14353,202,30315,1,0,0,0,75,75,0,1,181,754,2505
0,,,14354,202,30316,1,0,0,0,70,50,0,1,182,752,2505
0,,,14355,202,30317,1,0,0,0,70,50,0,1,183,752,2505
0,,,14356,202,30318,1,0,0,0,70,60,0,1,184,752,2505
0,,,14357,202,30325,1,0,0,0,75,70,0,1,185,752,2505
0,,,14358,202,30329,1,0,0,0,65,45,0,1,186,755,2505
0,,,14359,202,30332,1,0,0,0,75,70,0,1,187,755,2505
0,,,14360,202,30334,1,0,0,0,75,75,0,1,188,755,2505
0,,,14361,202,30337,1,0,0,0,55,35,0,1,189,753,2505
0,,,14362,202,30341,1,0,0,0,55,35,0,1,190,757,2505
0,,,14363,202,30342,1,0,0,0,55,35,0,1,191,757,2505
0,,,14364,202,30343,1,0,0,0,55,35,0,1,192,757,2505
0,,,14365,202,30344,1,0,0,0,55,35,0,1,193,757,2505
0,,,14368,202,30348,1,0,0,0,45,25,0,1,196,753,2505
0,,,14369,202,30349,1,0,0,0,65,50,0,1,197,746,2504
0,,,14370,202,30303,1,0,0,1,20,1,0,1,198,750,2505
0,,,14371,202,30304,1,0,0,0,20,1,0,1,199,750,2505
0,,,14372,202,30305,1,0,0,1,10,1,0,1,200,750,2505
0,,,14373,202,30306,1,0,0,0,35,25,0,1,201,750,2505
0,,,14374,202,30307,1,0,0,0,70,50,0,1,202,750,2505
0,,,14375,202,30308,1,0,0,0,70,50,0,1,203,750,2505
0,,,14376,202,30309,1,0,0,0,70,50,0,1,204,750,2505
0,,,14391,202,30547,1,0,0,0,60,50,0,1,205,751,2505
0,,,14392,202,30548,1,0,0,0,25,5,0,1,206,753,2505
0,,,14394,202,30551,1,0,0,0,50,30,0,1,208,753,2505
0,,,14395,202,30552,1,0,0,0,65,45,0,1,209,753,2505
0,,,14397,202,30556,1,0,0,0,70,65,0,1,210,753,2505
0,,,14398,202,30558,1,0,0,0,45,25,0,1,211,751,2505
0,,,14399,202,30560,1,0,0,0,60,40,0,1,212,751,2505
0,,,14401,202,30563,1,0,0,0,70,60,0,1,214,753,2505
0,,,14402,202,30565,1,0,0,0,75,75,0,1,215,753,2505
0,,,14403,202,30566,1,0,0,0,75,75,0,1,216,753,2505
0,,,14404,202,30568,1,0,0,0,55,35,0,1,217,753,2505
0,,,14405,202,30569,1,0,0,0,70,60,0,1,218,753,2505
0,,,14406,202,30570,1,0,0,0,70,60,0,1,219,753,2505
0,,,14408,202,30574,1,0,0,0,75,75,0,1,221,752,2505
0,,,14409,202,30575,1,0,0,0,75,75,0,1,222,752,2505
0,,,14514,755,31112,1,0,0,0,70,50,0,1,92,860,2523
0,,,14515,755,31085,1,0,0,0,70,50,0,1,93,861,2523
0,,,14517,755,31106,1,0,0,0,70,50,0,1,95,859,2523
0,,,14518,755,31091,1,0,0,0,70,50,0,1,96,861,2523
0,,,14520,755,31109,1,0,0,0,70,50,0,1,98,860,2523
0,,,14521,755,31104,1,0,0,0,70,50,0,1,99,860,2523
0,,,14522,755,31113,1,0,0,0,70,50,0,1,100,858,2523
0,,,14524,755,31108,1,0,0,0,70,50,0,1,101,859,2523
0,,,14526,755,31101,1,0,0,0,70,50,0,1,103,862,2523
0,,,14527,755,31107,1,0,0,0,70,50,0,1,104,859,2523
0,,,14528,755,31111,1,0,0,0,70,50,0,1,105,858,2523
0,,,14529,755,31098,1,0,0,0,70,50,0,1,106,857,2523
0,,,14531,755,31088,1,0,0,0,70,50,0,1,108,861,2523
0,,,14532,755,31103,1,0,0,0,70,50,0,1,109,860,2523
0,,,14533,755,31097,1,0,0,0,70,50,0,1,110,862,2523
0,,,14534,755,31102,1,0,0,0,70,50,0,1,111,860,2523
0,,,14535,755,31092,1,0,0,0,70,50,0,1,112,857,2523
0,,,14536,755,31149,1,0,0,0,70,50,0,1,113,857,2523
0,,,14537,755,31095,1,0,0,0,70,50,0,1,114,857,2523
0,,,14538,755,31090,1,0,0,0,70,50,0,1,115,862,2523
0,,,14541,755,31084,1,0,0,0,70,50,0,1,118,861,2523
0,,,14542,755,31048,1,0,0,0,40,20,0,1,119,865,2523
0,,,14543,755,31049,1,0,0,0,50,20,0,1,120,865,2523
0,,,14544,755,31050,1,0,0,0,50,30,0,1,121,865,2523
0,,,14545,755,31051,1,0,0,0,65,45,0,1,122,864,2523
0,,,14546,755,31052,1,0,0,0,65,45,0,1,123,865,2523
0,,,14547,755,31053,1,0,0,0,75,60,0,1,124,865,2523
0,,,14548,755,31054,1,0,0,0,75,65,0,1,125,865,2523
0,,,14549,755,31055,1,0,0,0,75,65,0,1,126,865,2523
0,,,14550,755,31056,1,0,0,0,75,70,0,1,127,865,2523
0,,,14551,755,31057,1,0,0,0,75,70,0,1,128,865,2523
0,,,14552,755,31058,1,0,0,0,75,55,0,1,129,865,2523
0,,,14553,755,31060,1,0,0,0,75,65,0,1,130,865,2523
0,,,14554,755,31061,1,0,0,0,75,75,0,1,131,865,2523
0,,,14555,755,31062,1,0,0,0,75,70,0,1,132,864,2523
0,,,14556,755,31063,1,0,0,0,75,70,0,1,133,864,2523
0,,,14557,755,31064,1,0,0,0,75,70,0,1,134,865,2523
0,,,14558,755,31065,1,0,0,0,75,70,0,1,135,864,2523
0,,,14559,755,31066,1,0,0,0,75,70,0,1,136,864,2523
0,,,14560,755,31067,1,0,0,0,75,65,0,1,137,864,2523
0,,,14561,755,31068,1,0,0,0,75,65,0,1,138,864,2523
0,,,14562,755,31070,1,0,0,0,75,70,0,1,139,864,2523
0,,,14563,755,31071,1,0,0,0,75,70,0,1,140,864,2523
0,,,14564,755,31072,1,0,0,0,75,75,0,1,141,864,2523
0,,,14565,755,31076,1,0,0,0,75,75,0,1,142,864,2523
0,,,14566,755,31077,1,0,0,0,75,75,0,1,143,869,2523
0,,,14567,755,31078,1,0,0,0,75,75,0,1,144,869,2523
0,,,14568,755,31079,1,0,0,0,75,75,0,1,145,866,2523
0,,,14569,755,31080,1,0,0,0,75,75,0,1,146,866,2523
0,,,14570,755,31081,1,0,0,0,75,75,0,1,147,866,2523
0,,,14571,755,31082,1,0,0,0,75,75,0,1,148,866,2523
0,,,14572,755,31083,1,0,0,0,75,75,0,1,149,866,2523
0,,,14619,197,31430,1,0,0,0,55,45,0,1,278,1001,2539
0,,,14620,197,31431,1,0,0,0,55,45,0,1,279,1001,2539
0,,,14621,197,31432,1,0,0,0,75,75,0,1,280,1001,2539
0,,,14622,197,31433,1,0,0,0,75,75,0,1,281,1001,2539
0,,,14623,197,31434,1,0,0,0,70,60,0,1,282,1006,2539
0,,,14624,197,31435,1,0,0,0,70,60,0,1,283,1006,2539
0,,,14625,197,31437,1,0,0,0,70,60,0,1,284,1006,2539
0,,,14626,197,31438,1,0,0,0,70,60,0,1,285,1011,2539
0,,,14627,197,31440,1,0,0,0,70,60,0,1,286,1011,2539
0,,,14628,197,31441,1,0,0,0,70,60,0,1,287,1011,2539
0,,,14629,197,31442,1,0,0,0,75,75,0,1,288,1007,2539
0,,,14630,197,31443,1,0,0,0,75,75,0,1,289,1007,2539
0,,,14631,197,31444,1,0,0,0,75,75,0,1,290,1007,2539
0,,,14632,197,31448,1,0,0,0,75,75,0,1,291,1011,2539
0,,,14633,197,31449,1,0,0,0,75,75,0,1,292,1011,2539
0,,,14634,197,31450,1,0,0,0,75,75,0,1,293,1011,2539
0,,,14635,197,31451,1,0,0,0,75,75,0,1,294,1009,2539
0,,,14636,197,31452,1,0,0,0,75,75,0,1,295,1009,2539
0,,,14637,197,31453,1,0,0,0,75,75,0,1,296,1009,2539
0,,,14638,197,31454,1,0,0,0,75,75,0,1,297,1003,2539
0,,,14639,197,31455,1,0,0,0,75,75,0,1,298,1003,2539
0,,,14640,197,31456,1,0,0,0,75,75,0,1,299,1003,2539
0,,,14641,197,31459,1,0,0,0,60,50,0,1,300,1002,2539
0,,,14642,197,31460,1,0,0,1,20,1,0,1,301,1012,2539
0,,,14644,197,31373,1,0,0,0,60,50,0,1,303,1000,2539
0,,,14791,755,32178,1,0,0,0,80,50,0,1,151,171,2524
0,,,14792,755,32179,1,0,0,0,80,50,0,1,152,176,2524
0,,,14811,761,32233,1,0,0,2,0,0,0,1,0,0,0
0,,,14814,755,32259,1,0,0,1,50,30,0,1,153,178,2524
0,,,14819,164,32284,1,0,0,0,35,25,0,1,322,585,2476
0,,,14820,164,32285,1,0,0,0,60,50,0,1,323,585,2476
0,,,14849,165,32454,1,0,0,1,10,1,0,1,243,927,2531
0,,,14850,165,32455,1,0,0,0,35,25,0,1,244,927,2531
0,,,14851,165,32456,1,0,0,0,40,10,0,1,245,928,2531
0,,,14852,165,32457,1,0,0,0,45,35,0,1,246,928,2531
0,,,14853,165,32458,1,0,0,0,45,35,0,1,247,928,2531
0,,,14854,165,32461,1,0,0,0,75,60,0,1,248,939,2531
0,,,14855,165,32462,1,0,0,0,30,10,0,1,249,934,2531
0,,,14856,165,32463,1,0,0,0,40,20,0,1,250,937,2531
0,,,14857,165,32464,1,0,0,0,50,30,0,1,251,936,2531
0,,,14858,165,32465,1,0,0,0,65,45,0,1,252,932,2531
0,,,14859,165,32466,1,0,0,0,30,10,0,1,253,936,2531
0,,,14860,165,32467,1,0,0,0,40,20,0,1,254,934,2531
0,,,14861,165,32468,1,0,0,0,55,35,0,1,255,932,2531
0,,,14862,165,32469,1,0,0,0,65,45,0,1,256,937,2531
0,,,14863,165,32470,1,0,0,0,30,10,0,1,257,934,2531
0,,,14864,165,32471,1,0,0,0,45,25,0,1,258,936,2531
0,,,14865,165,32472,1,0,0,0,50,30,0,1,259,937,2531
0,,,14866,165,32473,1,0,0,0,60,40,0,1,260,932,2531
0,,,14867,165,32478,1,0,0,0,30,10,0,1,261,937,2531
0,,,14868,165,32479,1,0,0,0,40,20,0,1,262,934,2531
0,,,14869,165,32480,1,0,0,0,50,30,0,1,263,936,2531
0,,,14870,165,32481,1,0,0,0,60,40,0,1,264,932,2531
0,,,14871,165,32482,1,0,0,1,10,1,0,1,265,928,2531
0,,,14872,165,32485,1,0,0,0,75,60,0,1,266,930,2531
0,,,14873,165,32487,1,0,0,0,75,60,0,1,267,930,2531
0,,,14874,165,32489,1,0,0,0,75,60,0,1,268,930,2531
0,,,14875,165,32488,1,0,0,0,75,60,0,1,269,930,2531
0,,,14876,165,32490,1,0,0,0,70,50,0,1,270,934,2531
0,,,14877,165,32493,1,0,0,0,75,60,0,1,271,937,2531
0,,,14878,165,32494,1,0,0,0,75,60,0,1,272,936,2531
0,,,14879,165,32495,1,0,0,0,75,70,0,1,273,932,2531
0,,,14880,165,32496,1,0,0,0,75,65,0,1,274,936,2531
0,,,14881,165,32497,1,0,0,0,75,65,0,1,275,937,2531
0,,,14882,165,32498,1,0,0,0,75,60,0,1,276,935,2531
0,,,14883,165,32499,1,0,0,0,75,70,0,1,277,933,2531
0,,,14884,165,32500,1,0,0,0,75,70,0,1,278,932,2531
0,,,14885,165,32501,1,0,0,0,70,50,0,1,279,935,2531
0,,,14886,165,32502,1,0,0,0,70,50,0,1,280,936,2531
0,,,14887,165,32503,1,0,0,0,75,60,0,1,281,937,2531
0,,,14888,165,32549,1,0,10662,0,1,1,0,1,282,0,0
0,,,14898,182,32605,1,0,0,1,1,1,0,1,7,0,0
0,,,14899,186,32606,1,0,0,1,1,1,0,1,26,0,0
0,,,14907,393,32678,1,0,10768,0,0,0,0,1,5,0,0
0,Transmute,Transmute All,14913,171,32765,1,0,0,0,75,65,0,1,167,636,2484
0,Transmute,Transmute All,14914,171,32766,1,0,0,0,75,65,0,1,168,636,2484
0,,,14917,755,32801,1,0,0,0,90,70,0,1,154,178,2524
0,,,14918,202,32814,1,0,0,0,55,35,0,1,223,757,2505
0,,,14919,755,32807,1,0,0,0,140,120,0,1,155,178,2524
0,,,14920,755,32808,1,0,0,0,195,175,0,1,156,178,2524
0,,,14921,755,32809,1,0,0,0,245,225,0,1,157,178,2524
0,,,14922,755,32810,1,0,0,0,20,1,0,1,158,867,2523
0,,,14926,755,32867,1,0,0,0,75,75,0,1,159,863,2523
0,,,14927,755,32869,1,0,0,0,75,75,0,1,160,863,2523
0,,,14928,755,32870,1,0,0,0,75,75,0,1,161,863,2523
0,,,14929,755,32866,1,0,0,0,75,75,0,1,162,863,2523
0,,,14930,755,32868,1,0,0,0,75,75,0,1,163,863,2523
0,,,14931,755,32871,1,0,0,0,75,75,0,1,164,863,2523
0,,,14932,755,32874,1,0,0,0,75,75,0,1,165,863,2523
0,,,14933,755,32872,1,0,0,0,75,75,0,1,166,863,2523
0,,,14934,755,32873,1,0,0,0,75,75,0,1,167,863,2523
0,,,14943,356,33095,1,0,18248,0,0,0,0,1,0,0,0
0,,,15000,185,33276,1,0,0,0,85,45,0,1,87,1023,2548
-1,,,15001,185,33277,1,0,0,0,85,45,0,1,88,1023,2548
0,,,15002,185,33278,1,0,0,0,130,90,0,1,89,1023,2548
0,,,15003,185,33279,1,0,0,0,40,20,0,1,90,1024,2547
0,,,15004,185,33284,1,0,0,0,40,20,0,1,91,1024,2547
0,,,15006,185,33286,1,0,0,0,55,35,0,1,93,1024,2547
0,,,15007,185,33287,1,0,0,0,65,45,0,1,94,1024,2547
0,,,15008,185,33288,1,0,0,0,65,45,0,1,95,1024,2547
0,,,15009,185,33289,1,0,0,0,65,45,0,1,96,1024,2547
0,,,15010,185,33290,1,0,0,0,40,20,0,1,97,1024,2547
0,,,15011,185,33291,1,0,0,0,40,20,0,1,98,1024,2547
0,,,15012,185,33292,1,0,0,0,50,30,0,1,99,1024,2547
0,,,15013,185,33293,1,0,0,0,60,40,0,1,100,1024,2547
0,,,15014,185,33294,1,0,0,0,60,40,0,1,101,1024,2547
0,,,15016,185,33295,1,0,0,0,65,45,0,1,102,1024,2547
0,,,15017,185,33296,1,0,0,0,75,70,0,1,103,1024,2547
0,,,15021,185,33359,1,0,18260,0,1,1,0,1,104,0,0
0,,,15030,762,33391,1,6111,33388,0,0,0,0,1,0,0,0
2,,,15034,125,33702,1,400,0,2,0,0,0,1,0,0,0
2,,,15035,125,33697,1,576,0,2,0,0,0,1,0,0,0
0,,,15043,171,33732,1,0,0,1,30,15,0,1,169,633,2484
0,,,15044,171,33738,1,0,0,0,30,15,0,1,170,634,2484
0,,,15045,171,33740,1,0,0,0,30,15,0,1,171,634,2484
0,,,15046,171,33733,1,0,0,0,40,25,0,1,172,633,2484
0,,,15047,171,33741,1,0,0,0,45,30,0,1,173,634,2484
0,,,15058,95,32215,1,1,0,2,0,0,0,1,0,0,0
0,,,15122,333,33990,1,0,0,0,60,30,0,1,200,683,2493
0,,,15123,333,33991,1,0,0,1,40,10,0,1,201,683,2493
0,,,15124,333,33992,1,0,0,0,75,55,0,1,202,683,2493
0,,,15125,333,33993,1,0,0,0,45,15,0,1,203,685,2493
0,,,15126,333,33994,1,0,0,0,75,70,0,1,204,685,2493
0,,,15127,333,33995,1,0,0,0,75,50,0,1,205,685,2493
0,,,15128,333,33996,1,0,0,0,50,20,0,1,206,685,2493
0,,,15129,333,33997,1,0,0,0,75,70,0,1,207,685,2493
0,,,15130,333,33999,1,0,0,0,75,70,0,1,208,685,2493
0,,,15131,333,34001,1,0,0,0,45,15,0,1,209,682,2493
0,,,15132,333,34002,1,0,0,0,40,10,0,1,210,682,2493
0,,,15133,333,34003,1,0,0,0,65,35,0,1,211,684,2493
0,,,15134,333,34004,1,0,0,0,50,20,0,1,212,684,2493
0,,,15137,333,34007,1,0,0,0,75,70,0,1,215,681,2493
0,,,15138,333,34008,1,0,0,0,75,70,0,1,216,681,2493
0,,,15139,333,34009,1,0,0,0,65,35,0,1,217,687,2493
0,,,15140,333,34010,1,0,0,0,75,70,0,1,218,686,2493
0,,,15148,183,34082,1,4,0,2,0,0,0,1,0,0,0
0,,,15149,762,34090,1,-1,33391,0,0,0,0,1,0,0,0
0,,,15155,333,28027,1,0,0,0,35,25,0,1,219,689,2493
0,,,15156,333,28028,1,0,0,0,75,70,0,1,220,689,2493
0,,,15222,164,34533,1,0,0,0,70,60,0,1,327,586,2476
0,,,15223,164,34545,1,0,0,0,70,60,0,1,328,588,2476
0,,,15224,164,34538,1,0,0,0,70,60,0,1,329,588,2476
0,,,15225,164,34529,1,0,0,0,70,60,0,1,330,586,2476
0,,,15226,164,34535,1,0,0,0,70,60,0,1,331,588,2476
0,,,15227,164,34541,1,0,0,0,70,60,0,1,332,588,2476
0,,,15228,164,34547,1,0,0,0,70,60,0,1,333,588,2476
0,,,15229,164,34543,1,0,0,0,70,60,0,1,334,588,2476
0,,,15230,164,34542,1,0,0,0,75,70,0,1,335,588,2476
0,,,15231,164,34534,1,0,0,0,75,70,0,1,336,586,2476
0,,,15232,164,34548,1,0,0,0,75,70,0,1,337,588,2476
0,,,15233,164,34546,1,0,0,0,75,70,0,1,338,588,2476
0,,,15234,164,34540,1,0,0,0,75,70,0,1,339,588,2476
0,,,15235,164,34544,1,0,0,0,75,70,0,1,340,588,2476
0,,,15236,164,34537,1,0,0,0,75,70,0,1,341,588,2476
0,,,15237,164,34530,1,0,0,0,75,70,0,1,342,586,2476
0,,,15238,755,34590,1,0,0,0,45,5,0,1,169,861,2523
0,,,15239,164,34607,1,0,0,0,10,1,0,1,343,585,2476
0,,,15240,164,34608,1,0,0,0,60,50,0,1,344,585,2476
0,,,15275,270,8875,1,0,0,2,0,0,0,1,0,0,0
0,,,15277,270,19581,1,0,0,2,0,0,0,1,0,0,0
0,,,15286,270,34902,1,0,0,2,0,0,0,1,0,0,0
