ID,Name_lang,HordeName_lang,EffectArg[0],EffectArg[1],EffectArg[2],EffectScalingPoints[0],EffectScalingPoints[1],EffectScalingPoints[2],TransmogUnlockConditionID,TransmogCost,IconFileDataID,EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect[0],Effect[1],Effect[2],ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
224,Increases Nature Effects +7,,7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
225,Increases Nature Effects +9,,7695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
226,Increases Nature Effects +10,,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
227,Increases Frost Effects +1,,7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
228,Increases Frost Effects +3,,7698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
229,Increases Frost Effects +4,,7699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
230,Increases Frost Effects +6,,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
231,Increases Frost Effects +7,,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
232,Increases Frost Effects +9,,7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
233,Increases Frost Effects +10,,7703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
234,Increases Shadow Effects +1,,7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
235,Increases Shadow Effects +3,,7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
236,Increases Shadow Effects +4,,7706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
237,Increases Shadow Effects +6,,7707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
238,Increases Shadow Effects +7,,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
239,Increases Shadow Effects +9,,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
240,Increases Shadow Effects +10,,7709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
241,Weapon Damage +2,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
242,Health +15,,7747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
243,Spirit +1,,7456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
244,Intellect +4,,7768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
245,Armor +5,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
246,Mana +20,,7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
247,Agility +1,,7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
248,Strength +1,,7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
249,Beastslaying +2,,7784,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,0
250,Weapon Damage +1 ,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
251,Intellect +1,,7792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
252,Spirit +6,,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
253,Absorption (50),,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
254,Health +25,,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
255,Spirit +3,,7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
256,+5 Fire Resistance,,7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
257,Armor +10,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
263,Fishing Lure +25,,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
264,Fishing Lure +50,,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
265,Fishing Lure +75,,8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
266,Fishing Lure +100,,8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
283,Windfury 1,,8233,0,0,0,0,0,0,0,0,20,0,0,81,1,0,0,1,0,1,0,0,0,0,0,0,0
284,Windfury 2,,8236,0,0,0,0,0,0,0,0,20,0,0,81,1,0,0,1,0,1,0,0,0,0,0,0,0
285,Flametongue Totem 2,,8248,0,0,0,0,0,0,0,0,100,0,0,32,7,0,0,1,0,1,0,0,0,0,0,0,0
286,+2 Weapon Fire Damage,,7711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
287,+4 Weapon Fire Damage,,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
288,+6 Weapon Fire Damage,,7722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
289,+8 Weapon Fire Damage,,7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
290,+10 Weapon Fire Damage,,7724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
291,+12 Weapon Fire Damage,,7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
292,+14 Weapon Fire Damage,,7726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
303,Orb of Fire,,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,1,0,0,0,0,0,0,0,0,0
323,Instant Poison,,8680,0,0,0,0,0,0,0,0,20,0,0,26,1,0,0,1,40,1,0,0,0,0,0,0,0
324,Instant Poison II,,8685,0,0,0,0,0,0,0,0,20,0,0,26,1,0,0,1,55,1,0,0,0,0,0,0,0
325,Instant Poison III,,8689,0,0,0,0,0,0,0,0,20,0,0,26,1,0,0,1,70,1,0,0,0,0,0,0,0
343,+8 Agility,,9098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
344,+32 Armor,,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
345,+40 Armor,,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
346,+36 Armor,,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
347,+44 Armor,,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
348,+48 Armor,,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
349,+9 Agility,,9099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
350,+8 Intellect,,9104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
351,+8 Spirit,,9109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
352,+8 Strength,,9103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
353,+8 Stamina,,9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
354,+9 Intellect,,9105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
355,+9 Spirit,,9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
356,+9 Stamina,,9115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
357,+9 Strength,,9120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
358,+10 Agility,,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
359,+10 Intellect,,9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
360,+10 Spirit,,9111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
361,+10 Stamina,,9117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
362,+10 Strength,,9121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
363,+11 Agility,,9101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
364,+11 Intellect,,9107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
365,+11 Spirit,,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
366,+11 Stamina,,9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
367,+11 Strength,,9122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
368,+12 Agility,,9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
369,+12 Intellect,,9108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
370,+12 Spirit,,9113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
371,+12 Stamina,,9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
372,+12 Strength,,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
383,+52 Armor,,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
384,+56 Armor,,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
385,+60 Armor,,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
386,+16 Armor,,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
387,+17 Armor,,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
388,+18 Armor,,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
389,+19 Armor,,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
403,+13 Agility,,9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
404,+14 Agility,,9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
405,+13 Intellect,,9260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
406,+14 Intellect,,9261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
407,+13 Spirit,,9262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
408,+14 Spirit,,9263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
409,+13 Stamina,,9264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
410,+13 Strength,,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
411,+14 Stamina,,9265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
412,+14 Strength,,9267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
423,Increase Spell Damage +1,,9392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
424,Increase Spell Damage +2,,9393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
425,Increase Spell Damage +4,,9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
426,Increase Spell Damage +5,,9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
427,Increase Spell Damage +6,,9396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
428,Increase Spell Damage +7,,9397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
429,Increase Spell Damage +8,,9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
430,Increase Spell Damage +9,,9415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
431,Increase Spell Damage +11,,9416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
432,Increase Spell Damage +12,,9417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
433,Increase Fire Damage +11,,9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
434,Increase Fire Damage +13,,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
435,Increases Fire Damage +14,,9401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
436,Critical Hit +5%,,9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
437,Increases Frost Effects +11,,9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
438,Increases Frost Effects +13,,9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
439,Increases Frost Effects +14,,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
440,Increases Healing +12,,9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
441,Increases Healing +20,,9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
442,Increases Healing +22,,9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
443,Increases Nature Effects +11,,9409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
444,Increases Nature Effects +13,,9410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
445,Increases Nature Effects +14,,9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
446,Increases Shadow Effects +11,,9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
447,Increases Shadow Effects +13,,9413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
448,Increases Shadow Effects +14,,9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
463,Mithril Spike (16-20),,9782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
464,Mithril Spurs,,7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
483,Sharpened +6,,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
484,Weighted +6,,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
503,Rockbiter 4,,15569,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,3,0,0,0,0,0,0,0
504,Rockbiter +80,,0,0,0,0,0,0,0,0,0,80,0,0,61,1,0,0,1,0,2,0,0,0,0,0,0,0
523,Flametongue 4,,10445,0,0,0,0,0,0,0,0,100,0,0,32,1,0,0,1,0,1,0,0,0,0,0,0,0
524,Frostbrand 3,,10458,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,1,0,1,0,0,0,0,0,0,0
525,Windfury 3,,10484,0,0,0,0,0,0,0,0,20,0,0,81,1,0,0,1,0,1,0,0,0,0,0,0,0
543,Flametongue Totem 3,,10523,0,0,0,0,0,0,0,0,100,0,0,32,7,0,0,1,0,1,0,0,0,0,0,0,0
563,Windfury Totem 2,,10608,0,0,0,0,0,0,0,0,20,0,0,81,7,0,0,1,0,1,0,0,0,0,0,0,0
564,Windfury Totem 3,,10610,0,0,0,0,0,0,0,0,20,0,0,81,7,0,0,1,0,1,0,0,0,0,0,0,0
583,+1 Agility / +1 Spirit,,7471,7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
584,+1 Agility / +1 Intellect,,7471,7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
585,+1 Agility / +1 Stamina,,7471,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
586,+1 Agility / +1 Strength,,7471,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
587,+1 Intellect / +1 Spirit,,7468,7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
588,+1 Intellect / +1 Stamina,,7468,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
589,+1 Intellect / +1 Strength,,7468,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
590,+1 Spirit / +1 Stamina,,7474,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
591,+1 Spirit / +1 Strength,,7474,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
592,+1 Stamina / +1 Strength,,7477,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0
603,Crippling Poison II,,11201,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
623,Instant Poison IV,,11335,0,0,0,0,0,0,0,0,20,0,0,26,1,0,0,1,85,1,0,0,0,0,0,0,0
624,Instant Poison V,,11336,0,0,0,0,0,0,0,0,20,0,0,26,1,0,0,1,100,1,0,0,0,0,0,0,0
625,Instant Poison VI,,11337,0,0,0,0,0,0,0,0,20,0,0,26,1,0,0,1,115,1,0,0,0,0,0,0,0
626,Deadly Poison III,,11353,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,90,1,0,0,0,0,0,0,0
627,Deadly Poison IV,,11354,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,105,1,0,0,0,0,0,0,0
643,Mind-Numbing Poison III,,11398,0,0,0,0,0,0,0,0,20,0,0,26,1,0,0,1,100,1,0,0,0,0,0,0,0
663,Scope (+5 Damage),,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
664,Scope (+7 Damage),,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
683,Rockbiter 6,,16312,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,3,0,0,0,0,0,0,0
684,+15 Strength,,13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
703,Wound Poison,,13218,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,60,1,0,0,0,0,0,0,0
704,Wound Poison II,,13222,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,75,1,0,0,0,0,0,0,0
705,Wound Poison III,,13223,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,90,1,0,0,0,0,0,0,0
706,Wound Poison IV,,13224,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,105,1,0,0,0,0,0,0,0
723,Intellect +3,,13363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
724,Stamina +3,,13369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
743,Stealth +2,,13418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
744,Armor +20,,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
763,Block +1%,,13462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
783,Armor +10,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
803,Fiery Weapon,,13897,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,1,0,0,0,0,0,0,0
804,+10 Shadow Resistance,,13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
805,Weapon Damage +4,,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
823,Strength +3,,13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
843,Mana +30,,13606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
844,Mining +2,,13611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
845,Herbalism +2,,13614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
846,Fishing +2,,13615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
847,All Stats +1,,13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
848,Armor +30,,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
849,Agility +3,,13364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
850,Health +35,,13639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
851,Spirit +5,,13368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
852,Stamina +5,,13370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
853,Beastslaying +6,,13650,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,0
854,Elemental Slayer +6,,13651,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,0
855,+5 Fire Resistance,,7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
856,Strength +5,,13372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
857,Mana +50,,13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
863,Blocking +2%,,13690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
864,Weapon Damage +4,,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
865,Skinning +5,,13697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
866,All Stats +2,,13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
883,+15 Agility,,13735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
884,Armor +50,,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
903,+3 All Resistances,,13796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
904,Agility +5,,13365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
905,Intellect +5,,13366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
906,Mining +5,,13838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
907,Spirit +7,,13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
908,Health +50,,13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
909,Herbalism +5,,13839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
910,Increased Stealth,,13840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
911,Minor Speed Increase,,13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
912,Demonslaying,,13907,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,1,0,0,0,0,0,0,0
913,Mana +65,,13918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
923,Defense +3,,13922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
924,Defense +1,,7427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
925,Defense +2,,13930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
926,+8 Frost Resistance,,13923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
927,Strength +7,,13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
928,All Stats +3,,13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
929,Stamina +7,,13827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
