ID,UniqueBitFlag,UiQuestDetailsThemeID
26496,9618,0
26497,9489,0
26498,11701,0
26499,9673,0
26500,9674,0
26501,9675,0
26502,9676,0
26503,9677,0
26504,9678,0
26505,9679,0
26506,9680,0
26507,9681,0
26508,9682,0
26509,9683,0
26510,9684,0
26511,9685,0
26512,9686,0
26513,9687,0
26514,9688,0
26515,9550,0
26516,9491,0
26517,9544,0
26518,9547,0
26519,9689,0
26520,9690,0
26521,9538,0
26522,9538,0
26523,9493,0
26524,9492,0
26525,9548,0
26526,9549,0
26527,9691,0
26528,9561,0
26529,9599,0
26530,9610,0
26531,9692,0
26532,9611,0
26533,9693,0
26534,9694,0
26535,9695,0
26536,9607,0
26537,9696,0
26538,9698,0
26539,9699,0
26540,9700,0
26542,11458,0
26543,9702,0
26544,9703,0
26545,9704,0
26546,9705,0
26547,9706,0
26548,9707,0
26549,9708,0
26550,9709,0
26551,9710,0
26552,9711,0
26553,9712,0
26554,9713,0
26555,9714,0
26556,9702,0
26557,9702,0
26558,9692,0
26559,9715,0
26560,9716,0
26561,9717,0
26562,9718,0
26563,9719,0
26564,9720,0
26565,9702,0
26566,9721,0
26567,9722,0
26568,9723,0
26569,9724,0
26570,9725,0
26571,9726,0
26572,9702,0
26573,9727,0
26574,9728,0
26575,9729,0
26576,9730,0
26577,9731,0
26578,9732,0
26579,9733,0
26580,9734,0
26581,9735,0
26582,9736,0
26583,9737,0
26584,9738,0
26585,9739,0
26586,9740,0
26587,9741,0
26588,9702,0
26589,7952,0
26590,9619,0
26591,9742,0
26592,9743,0
26593,9744,0
26594,9745,0
26595,9746,0
26596,11420,0
26597,9748,0
26599,9749,0
26600,9750,0
26601,9752,0
26602,9751,0
26603,9753,0
26604,9754,0
26605,9755,0
26606,9756,0
26607,9757,0
26608,9758,0
26609,9759,0
26610,9760,0
26611,9761,0
26612,9762,0
26613,9763,0
26614,9764,0
26616,9765,0
26617,9766,0
26618,9768,0
26619,9767,0
26620,9771,0
26621,9769,0
26622,9770,0
26623,9772,0
26624,9773,0
26625,9774,0
26626,9775,0
26627,9776,0
26628,9778,0
26629,9779,0
26631,9781,0
26632,9782,0
26633,9783,0
26634,9784,0
26635,9785,0
26636,9786,0
26637,9787,0
26638,9788,0
26639,9789,0
26640,9790,0
26641,9562,0
26642,9792,0
26643,9565,0
26644,9793,0
26645,9794,0
26646,9798,0
26647,9799,0
26648,9800,0
26649,9801,0
26650,9802,0
26651,9803,0
26652,9838,0
26653,9804,0
26654,9806,0
26655,9807,0
26656,9808,0
26657,9809,0
26658,9810,0
26659,9811,0
26660,9812,0
26661,9813,0
26662,9814,0
26663,9815,0
26664,9816,0
26665,9817,0
26666,9819,0
26667,9820,0
26668,9821,0
26669,9822,0
26670,9823,0
26671,9860,0
26672,9861,0
26673,9823,0
26674,9824,0
26675,9825,0
26676,9826,0
26677,9827,0
26678,9828,0
26679,9829,0
26680,9830,0
26681,9831,0
26682,9832,0
26683,9833,0
26684,9834,0
26685,9835,0
26686,9836,0
26687,9837,0
26688,9839,0
26689,9840,0
26690,9841,0
26691,9842,0
26692,9843,0
26693,9844,0
26694,9845,0
26695,9846,0
26696,11422,0
26697,9848,0
26698,9849,0
26699,9850,0
26700,9851,0
26701,11423,0
26702,11421,0
26703,9854,0
26704,9855,0
26705,9856,0
26706,9857,0
26707,9858,0
26708,9859,0
26709,9862,0
26710,9863,0
26711,9864,0
26712,9864,0
26713,9865,0
26714,9866,0
26715,9867,0
26716,9868,0
26717,9869,0
26718,9870,0
26719,9871,0
26720,9872,0
26721,9873,0
26722,9874,0
26723,9875,0
26724,9876,0
26725,9906,0
26726,9877,0
26727,9878,0
26728,9879,0
26729,9880,0
26730,9881,0
26731,9882,0
26732,9883,0
26733,9884,0
26734,9885,0
26735,9886,0
26736,9887,0
26737,9888,0
26738,9500,0
26739,9505,0
26740,9889,0
26741,9524,0
26742,9899,0
26743,9890,0
26744,9891,0
26745,9506,0
26746,9508,0
26747,9513,0
26748,9517,0
26749,9531,0
26750,9892,0
26751,9522,0
26752,9893,0
26753,9894,0
26754,9895,0
26755,9896,0
26756,2611,0
26757,2608,0
26758,2609,0
26759,2610,0
26760,9897,0
26761,9898,0
26762,9900,0
26763,9597,0
26764,9901,0
26765,9902,0
26766,9903,0
26767,9904,0
26768,9905,0
26769,9907,0
26770,9908,0
26771,9909,0
26772,9532,0
26773,9540,0
26774,9542,0
26775,9543,0
26776,9566,0
26777,9910,0
26778,9911,0
26779,9600,0
26780,9487,0
26781,9486,0
26782,9594,0
26783,9594,0
26784,9912,0
26785,9913,0
26786,9914,0
26787,9915,0
26788,9916,0
26789,9917,0
26790,9918,0
26791,9919,0
26792,9920,0
26793,9922,0
26794,9921,0
26795,9923,0
26796,9924,0
26797,9925,0
26798,9926,0
26799,9927,0
26800,9928,0
26801,9929,0
26802,9930,0
26803,9931,0
26804,9932,0
26805,9933,0
26806,9934,0
26807,9935,0
26808,9672,0
26809,9709,0
26810,9710,0
26811,9711,0
26812,9712,0
26813,9713,0
26814,9714,0
26815,9693,0
26816,9695,0
26817,9619,0
26818,9620,0
26819,9669,0
26820,9628,0
26821,9621,0
26822,9670,0
26823,9936,0
26824,9937,0
26825,9938,0
26826,9938,0
26827,9939,0
26828,9940,0
26829,9941,0
26830,9942,0
26831,9943,0
26832,9944,0
26833,9945,0
26834,9946,0
26835,9947,0
26836,9948,0
26837,9949,0
26838,9950,0
26839,9951,0
26840,9952,0
26841,11764,0
26842,9953,0
26843,9954,0
26844,9955,0
26845,9956,0
26846,9957,0
26847,9958,0
26848,9959,0
26849,9960,0
26850,9961,0
26851,9962,0
26852,9963,0
26853,9964,0
26854,9965,0
26855,9966,0
26856,9972,0
26857,9967,0
26858,9973,0
26859,2429,0
26860,385,0
26861,9969,0
26862,9971,0
26863,9970,0
26864,9974,0
26865,9975,0
26866,9975,0
26867,9975,0
26868,9976,0
26869,9977,0
26870,9978,0
26871,9979,0
26872,9980,0
26873,9981,0
26874,9982,0
26875,9983,0
26876,9984,0
26877,9963,0
26878,9985,0
26879,9985,0
26880,9986,0
26881,9987,0
26882,9988,0
26883,9989,0
26884,9644,0
26885,9990,0
26886,8867,0
26887,8874,0
26888,9992,0
26889,9991,0
26890,9994,0
26891,9995,0
26892,9997,0
26893,9999,0
26894,9999,0
26895,10000,0
26896,10000,0
26897,9999,0
26898,9999,0
26899,10001,0
26900,10006,0
26901,10004,0
26902,10005,0
26903,1074,0
26904,7842,0
26905,10007,0
26906,10008,0
26907,10009,0
26908,10010,0
26909,9523,0
26910,1802,0
26911,9527,0
26912,9298,0
26913,10011,0
26914,10011,0
26915,10011,0
26916,10011,0
26917,10011,0
26918,10011,0
26919,10011,0
26920,10012,0
26921,10013,0
26922,10014,0
26923,10015,0
26924,10016,0
26925,10017,0
26926,10018,0
26927,10019,0
26928,10020,0
26929,10021,0
26930,10022,0
26931,10023,0
26932,10024,0
26933,10025,0
26934,10026,0
26935,10103,0
26936,10028,0
26937,10029,0
26938,10030,0
26939,10031,0
26940,10032,0
26941,10033,0
26942,10035,0
26943,10036,0
26944,10036,0
26945,10032,0
26946,10032,0
26947,10032,0
26948,10032,0
26949,10032,0
26950,10037,0
26951,10038,0
26952,10039,0
26953,10040,0
26954,10041,0
26955,10042,0
26956,10043,0
26957,10044,0
26958,10045,0
26959,10046,0
26960,10047,0
26961,274,0
26962,10048,0
26963,10045,0
26964,10049,0
26965,10177,0
26966,10045,0
26967,10051,0
26968,10045,0
26969,10045,0
26970,10045,0
26971,10052,0
26972,10037,0
26973,10053,0
26974,10054,0
26975,10055,0
26976,10051,0
26977,10056,0
26978,10027,0
26979,10068,0
26980,10057,0
26981,10058,0
26982,10059,0
26983,10060,0
26984,10061,0
26985,10062,0
26986,10063,0
26987,10064,0
26988,10066,0
26989,10065,0
26990,10067,0
26991,10069,0
26992,10070,0
26993,10071,0
26994,10072,0
26995,10073,0
26996,10074,0
26997,10075,0
26998,10076,0
26999,10077,0
27000,10078,0
27001,10079,0
27002,10080,0
27003,10081,0
27004,10082,0
27005,10082,0
27006,10083,0
27007,10084,0
27008,10083,0
27009,10085,0
27010,10086,0
27011,10087,0
27012,10088,0
27013,10089,0
27014,1792,0
27015,1792,0
27016,10090,0
27017,10091,0
27018,10092,0
27019,10094,0
27020,10093,0
27021,10093,0
27022,10095,0
27023,10093,0
27024,10096,0
27025,10097,0
27026,10098,0
27027,10093,0
27028,10099,0
27029,10100,0
27030,10101,0
27031,10102,0
27032,10104,0
27033,10105,0
27034,10106,0
27035,10107,0
27036,248,0
27037,10108,0
27038,10109,0
27039,10110,0
27040,10111,0
27041,10111,0
27042,10112,0
27043,10112,0
27044,10113,0
27045,10114,0
27046,10115,0
27047,10116,0
27048,10117,0
27049,10118,0
27050,10119,0
27051,10120,0
27052,11621,0
27053,10122,0
27054,10123,0
27055,10124,0
27056,10125,0
27057,10126,0
27058,10127,0
27059,10127,0
27060,10128,0
27061,10129,0
27062,10130,0
27063,10132,0
27064,10133,0
27065,10134,0
27066,10093,0
27067,10093,0
27068,10135,0
27069,10136,0
27070,10137,0
27071,10138,0
27072,10139,0
27073,10140,0
27074,10141,0
27075,10142,0
27076,10143,0
27077,10144,0
27078,10145,0
27079,10146,0
27080,10147,0
27081,10148,0
27082,10149,0
27083,10150,0
27084,10151,0
27085,10152,0
27086,10153,0
27087,10154,0
27088,10155,0
27089,10156,0
27090,10157,0
27091,4256,0
27092,10158,0
27093,10159,0
27094,10160,0
27095,10161,0
27096,10162,0
27097,10163,0
27098,10191,0
27099,10165,0
27100,10166,0
27101,10167,0
27102,10168,0
27103,10169,0
27104,10170,0
27105,10171,0
27106,10172,0
27107,10173,0
27108,10174,0
27109,10175,0
27110,10178,0
27111,10179,0
27112,10180,0
27113,10181,0
27114,10182,0
27115,10183,0
27116,10184,0
27117,10185,0
27119,10186,0
27122,10187,0
27123,10188,0
27124,10189,0
27125,10190,0
27126,10192,0
27127,10193,0
27128,10194,0
27129,10195,0
27130,10196,0
27131,10197,0
27132,10198,0
27133,10199,0
27134,10200,0
27135,10201,0
27136,10202,0
27137,10203,0
27138,10203,0
27139,10204,0
27140,10205,0
27141,10206,0
27142,10207,0
27143,10209,0
27144,10208,0
27145,10210,0
27146,10211,0
27147,11705,0
27148,10213,0
27149,10214,0
27150,10039,0
27151,10215,0
27152,10216,0
27153,10217,0
27154,10218,0
27155,10219,0
27156,10220,0
27157,10221,0
27158,10222,0
27159,10223,0
27160,10224,0
27161,10225,0
27162,10226,0
27163,10227,0
27164,10228,0
27165,10229,0
27166,10230,0
27167,10231,0
27168,10232,0
27169,10233,0
27170,10234,0
27171,10235,0
27172,10236,0
27173,10237,0
27174,10238,0
27175,10239,0
27176,10240,0
27177,10241,0
27178,10242,0
27179,10243,0
27180,10244,0
27181,10245,0
27182,10246,0
27183,10247,0
27184,10249,0
27185,10248,0
27186,10250,0
27187,10251,0
27188,10252,0
27189,10254,0
27190,10253,0
27191,10256,0
27192,10255,0
27193,10257,0
27194,10258,0
27195,10259,0
27196,10260,0
27197,10262,0
27198,10263,0
27199,10264,0
27200,10261,0
27201,10265,0
27202,10266,0
27203,10267,0
27204,10268,0
27205,10269,0
27206,10270,0
27207,10271,0
27208,10272,0
27209,10273,0
27210,10274,0
27211,10275,0
27212,10276,0
27213,10277,0
27214,10278,0
27215,10286,0
27216,10279,0
27217,10280,0
27218,10281,0
27219,10282,0
27220,10283,0
27221,10284,0
27222,10285,0
27223,10287,0
27224,10288,0
27225,10289,0
27226,10290,0
27227,10291,0
27228,10292,0
27229,10293,0
27230,10296,0
27231,10295,0
27232,10297,0
27233,10239,0
27234,10298,0
27235,10299,0
27236,10300,0
27237,10301,0
27238,10302,0
27239,10303,0
27240,10304,0
27241,10305,0
27242,10306,0
27243,5159,0
27244,10307,0
27245,10308,0
27246,10309,0
27247,10310,0
27248,10311,0
27249,10315,0
27250,1193,0
27251,10312,0
27252,10314,0
27253,10313,0
27254,1149,0
27255,10316,0
27256,10317,0
27257,10318,0
27258,10319,0
27259,10320,0
27260,10321,0
27261,10322,0
27262,10324,0
27263,10323,0
27264,10329,0
27265,10289,0
27266,10289,0
27267,10289,0
27268,10289,0
27269,10289,0
27270,10289,0
27271,10289,0
27272,10289,0
27273,10289,0
27274,10289,0
27275,10325,0
27276,10325,0
27277,10326,0
27278,10326,0
27279,10326,0
27280,10326,0
27281,10326,0
27282,10326,0
27283,10326,0
27284,10327,0
27285,10328,0
27286,10330,0
27287,10331,0
27288,10332,0
27289,10333,0
27290,10334,0
27291,10432,0
27292,10336,0
27293,10335,0
27294,10337,0
27295,10338,0
27296,10339,0
27297,10340,0
27298,10326,0
27299,10341,0
27300,10342,0
27301,10343,0
27302,10344,0
27303,10345,0
27304,10326,0
27305,10347,0
27306,10346,0
27307,10348,0
27308,10348,0
27309,10335,0
27310,10349,0
27311,10349,0
27312,10350,0
27313,10350,0
27314,10351,0
27315,10351,0
27316,10352,0
27317,10352,0
27318,10353,0
27319,10353,0
27320,10354,0
27321,10354,0
27322,10355,0
27323,10356,0
27324,10356,0
27325,10357,0
27326,10357,0
27327,10358,0
27328,10358,0
27329,10359,0
27330,10359,0
27331,10326,0
27332,10326,0
27333,10360,0
27334,10326,0
27335,10326,0
27336,10362,0
27337,10361,0
27338,10363,0
27339,10364,0
27340,10365,0
27341,10366,0
27342,10367,0
27343,10361,0
27344,10361,0
27345,10368,0
27346,10369,0
27347,10370,0
27348,5216,0
27349,10371,0
27350,10372,0
27351,10361,0
27352,10373,0
27353,10361,0
27354,10361,0
27355,10361,0
27356,10361,0
27357,10374,0
27358,10374,0
27359,10375,0
27360,10377,0
27361,10361,0
27362,10361,0
27363,10361,0
27364,10379,0
27365,10361,0
27366,10381,0
27367,10382,0
27368,10383,0
27369,10384,0
27370,10385,0
27371,10386,0
27372,10387,0
27373,10388,0
27374,10389,0
27375,10389,0
27376,10390,0
27377,10391,0
27378,10392,0
27379,10393,0
27380,10394,0
27381,10395,0
27382,10396,0
27383,10397,0
27384,10398,0
27385,10399,0
27386,10400,0
27387,10401,0
27388,10402,0
27389,10403,0
27390,10404,0
27391,10405,0
27392,10406,0
27393,10407,0
27394,10407,0
27395,10361,0
27396,10361,0
27397,10361,0
27398,10408,0
27399,10408,0
27400,10361,0
27401,10410,0
27402,10361,0
27403,10361,0
27404,10361,0
27405,10411,0
27406,10412,0
27407,10413,0
27408,10414,0
27409,10416,0
27410,10418,0
27411,10419,0
27412,10423,0
27413,10421,0
27414,1099,0
27415,1102,0
27416,10424,0
27417,10425,0
27418,10426,0
27419,1098,0
27420,10415,0
27421,10417,0
27422,10420,0
27423,10422,0
27424,1096,0
27425,10427,0
27426,5156,0
27427,10428,0
27428,10429,0
27429,10430,0
27430,10431,0
27431,10433,0
27432,10434,0
27433,10435,0
27434,10361,0
27435,10361,0
27436,10361,0
27437,10361,0
27438,10436,0
27439,10361,0
27440,10437,0
27441,10361,0
27442,10408,0
27443,10408,0
27444,10439,0
27445,10440,0
27446,10441,0
27447,10441,0
27448,10442,0
27449,10443,0
27450,10444,0
27451,10445,0
27452,10446,0
27453,10447,0
27454,10448,0
27455,10449,0
27456,10450,0
27457,10451,0
27458,10452,0
27459,10453,0
27460,10454,0
27461,10455,0
27462,10456,0
27463,10457,0
27464,10458,0
27465,10459,0
27466,10460,0
27467,10461,0
27468,10462,0
27469,10463,0
27470,10464,0
27471,10465,0
27472,10466,0
27473,10467,0
27474,10468,0
27475,10469,0
27476,10470,0
27477,10471,0
27478,10472,0
27479,10473,0
27480,10474,0
27481,10475,0
27482,10478,0
27483,10476,0
27484,10477,0
27485,10479,0
27486,10479,0
27487,10480,0
27488,10481,0
27489,10482,0
27490,10483,0
27491,10483,0
27492,10484,0
27493,10484,0
27494,10485,0
27495,10485,0
27496,10486,0
27497,10486,0
27498,10487,0
27499,10487,0
27500,10488,0
27501,10488,0
27502,10489,0
27503,10489,0
27504,10490,0
27505,10491,0
27506,10492,0
27507,10493,0
27508,10494,0
27509,10495,0
27510,10496,0
27511,10497,0
27512,10498,0
27513,10499,0
27514,10500,0
27515,10501,0
27516,10502,0
27517,10503,0
27518,10504,0
27519,10505,0
27520,10506,0
27521,10507,0
27522,10508,0
27523,10509,0
27524,10510,0
27525,10511,0
27526,10512,0
27527,10513,0
27528,10514,0
27529,10515,0
27530,10516,0
27531,10517,0
27532,10518,0
27533,10519,0
27534,10520,0
27535,10521,0
27536,10522,0
27537,10523,0
27538,10524,0
27539,10525,0
27540,10526,0
27541,10527,0
27542,10528,0
27543,10529,0
27544,10530,0
27545,10531,0
27546,10526,0
27547,10532,0
27548,10533,0
27549,10534,0
27550,10535,0
27551,10536,0
27552,10537,0
27553,10538,0
27554,10539,0
27563,10542,0
27564,10543,0
27565,10544,0
27566,10545,0
27567,10546,0
27568,10547,0
27569,10548,0
27570,10549,0
27571,10550,0
27572,10545,0
27573,10556,0
27574,10551,0
27575,10552,0
27576,10553,0
27577,10554,0
27578,10555,0
27579,10558,0
27580,10559,0
27581,10561,0
27582,10562,0
27583,10563,0
27584,10564,0
27585,10566,0
27586,10565,0
27587,10567,0
27588,10487,0
27589,10568,0
27590,10487,0
27591,10569,0
27592,10570,0
27593,10572,0
27594,10571,0
27595,10573,0
27596,10574,0
27597,10575,0
27598,10576,0
27599,10577,0
27600,10578,0
27601,10579,0
27602,10580,0
27603,10581,0
27604,10582,0
27605,10609,0
27606,10584,0
27607,10585,0
27608,10488,0
27609,10488,0
27610,10586,0
27611,10587,0
27612,10588,0
27613,10589,0
27614,10590,0
27615,10591,0
27616,10592,0
27617,10593,0
27618,10594,0
27619,10595,0
27620,10596,0
27621,10597,0
27622,10598,0
27623,10599,0
27624,10600,0
27625,10601,0
27626,10602,0
27627,10603,0
27628,10604,0
27629,10605,0
27630,10606,0
27631,10607,0
27632,10608,0
27633,10612,0
27634,1918,0
27635,10613,0
27636,10614,0
27637,10614,0
27638,10614,0
27639,10614,0
27640,10615,0
27641,10616,0
27642,10617,0
27643,10618,0
27644,10619,0
27645,10620,0
27646,10621,0
27647,10622,0
27648,10623,0
27649,10624,0
27650,10625,0
27651,10626,0
27652,10627,0
27653,10627,0
27654,10628,0
27655,10628,0
27656,10630,0
27657,10631,0
27658,10631,0
27659,10632,0
27660,10755,0
27661,10754,0
27662,10635,0
27663,10636,0
27668,10637,0
27669,10638,0
27670,10639,0
27671,10640,0
27672,10641,0
27673,10643,0
27674,10642,0
27676,10644,0
27677,10646,0
27678,10647,0
27679,10648,0
27680,10650,0
27681,10651,0
27682,10653,0
27683,10654,0
27684,10654,0
27685,10655,0
27687,10656,0
27688,10657,0
27689,10657,0
27690,10658,0
27691,10659,0
27692,10660,0
27693,10661,0
27694,10662,0
27695,10663,0
27696,10663,0
27697,10664,0
27698,10667,0
27699,10668,0
27700,10669,0
27701,10669,0
27702,10670,0
27703,10670,0
27704,10671,0
27705,10672,0
27706,10673,0
27707,10674,0
27708,10675,0
27709,10676,0
27711,10677,0
27712,10677,0
27713,10678,0
27714,10679,0
27715,10680,0
27716,9057,0
27717,9057,0
27718,10681,0
27719,10756,0
27720,10683,0
27721,10684,0
27722,10685,0
27723,10686,0
27724,10687,0
27725,10688,0
27726,10689,0
27727,10690,0
27729,10691,0
27733,10694,0
27737,10697,0
27738,10696,0
27739,10698,0
27740,10699,0
27741,10700,0
27742,10701,0
27743,10702,0
27744,10703,0
27745,10704,0
27746,10705,0
27747,10706,0
27748,11489,0
27749,10709,0
27750,10710,0
27751,10711,0
27752,10712,0
27753,10713,0
27754,10714,0
27755,10715,0
27756,10716,0
27757,10717,0
27758,10718,0
27760,10719,0
27761,10720,0
27762,10721,0
27763,10722,0
27764,10723,0
27765,10724,0
27766,10725,0
27767,10726,0
27768,10727,0
27769,10728,0
27770,10729,0
27771,10730,0
27772,10731,0
27773,10732,0
27774,10733,0
27775,10734,0
27776,10735,0
27777,10736,0
27778,10737,0
27779,10738,0
27780,10739,0
27781,10740,0
27782,10741,0
27783,10741,0
27784,10742,0
27785,10743,0
27786,10742,0
27787,10744,0
27788,10744,0
27789,10745,0
27790,10746,0
27791,10747,0
27792,10748,0
27793,10749,0
27794,10750,0
27795,10751,0
27796,10752,0
27797,10753,0
27798,10756,0
27799,10739,0
27800,10726,0
27801,10757,0
27802,10709,0
27803,10758,0
27804,10759,0
27805,10760,0
27806,10761,0
27807,10762,0
27808,10763,0
27809,10764,0
27810,10765,0
27811,10766,0
27812,10767,0
27813,10768,0
27814,10769,0
27815,10770,0
27816,10771,0
27817,10772,0
27818,10773,0
27819,10774,0
27821,10775,0
27822,10776,0
27823,10777,0
27824,10778,0
27825,10779,0
27826,10780,0
27827,10781,0
27828,10782,0
27829,10783,0
27830,10784,0
27831,10785,0
27832,10786,0
27833,10787,0
27834,10788,0
27835,10789,0
27836,10790,0
27837,10791,0
27838,10792,0
27839,10793,0
27840,10794,0
27841,7590,0
27842,10795,0
27843,10796,0
27844,10798,0
27845,10797,0
27846,7590,0
27847,10799,0
27848,10800,0
27849,10801,0
27850,10802,0
27851,10803,0
27852,10775,0
27853,10776,0
27854,10751,0
27855,10796,0
27856,10797,0
27857,10801,0
27858,10805,0
27859,10870,0
27860,10807,0
27861,10808,0
27862,10808,0
27863,10808,0
27864,10809,0
27865,10809,0
27866,10810,0
27867,10812,0
27868,10811,0
27869,10813,0
27870,10814,0
27871,10814,0
27872,10815,0
27873,10816,0
27874,10817,0
27875,10818,0
27876,10819,0
27877,10820,0
27878,10821,0
27879,10822,0
27880,10823,0
27881,10824,0
27882,10825,0
27883,10827,0
27884,10826,0
27885,10828,0
27886,10829,0
27887,10830,0
27888,10831,0
27889,10832,0
27890,10833,0
27891,10834,0
27892,10835,0
27893,10836,0
27894,10837,0
27895,10838,0
27896,10839,0
27897,10840,0
27898,10841,0
27899,10842,0
27900,10843,0
27901,10844,0
27902,10845,0
27903,10846,0
27904,10847,0
27905,10848,0
27906,10849,0
27907,10818,0
27908,10819,0
27909,10845,0
27910,10850,0
27911,10851,0
27912,10852,0
27913,10853,0
27914,10854,0
27915,10855,0
27916,10856,0
27917,10857,0
27918,10858,0
27919,10859,0
27920,10860,0
27921,10861,0
27922,10862,0
27923,10863,0
27924,10864,0
27925,10865,0
27926,10866,0
27927,10867,0
27928,10868,0
27929,10869,0
27930,10806,0
27931,10871,0
27932,10872,0
27933,10873,0
27934,10874,0
27935,10875,0
27936,10875,0
27937,10876,0
27938,10877,0
27939,10878,0
27940,10879,0
27941,10880,0
27942,10881,0
27943,10882,0
27944,11174,0
27945,10885,0
27946,10886,0
27947,10887,0
27948,11174,0
27949,11178,0
27950,10888,0
27951,10889,0
27952,10890,0
27953,10890,0
27954,10891,0
27955,10892,0
27956,10893,0
27957,10894,0
27958,10895,0
27959,10896,0
27960,10897,0
27961,10898,0
27962,10899,0
27963,10900,0
27964,10901,0
27965,10902,0
27966,11178,0
27967,11178,0
27968,10903,0
27969,10904,0
27970,11180,0
27971,11180,0
27972,11180,0
27973,10884,0
27974,10906,0
27975,10884,0
27976,10907,0
27977,10908,0
27978,11176,0
27979,10909,0
27980,10910,0
27981,10911,0
27982,10912,0
27983,10913,0
27984,10914,0
27985,10915,0
27986,10916,0
27987,11176,0
27988,10917,0
27989,10918,0
27990,10919,0
27991,11176,0
27992,11173,0
27993,10920,0
27994,10921,0
27995,10922,0
27996,10923,0
27997,10924,0
27998,10925,0
27999,10926,0
28000,10927,0
28001,10928,0
28002,10930,0
28003,11561,0
28004,11551,0
28005,11550,0
28006,10936,0
28007,10937,0
28008,10938,0
28009,10939,0
28010,11545,0
28011,11544,0
28012,10942,0
28013,11558,0
28014,10945,0
28015,10946,0
28016,10947,0
28017,10948,0
28018,10949,0
28019,10950,0
28020,10951,0
28021,10952,0
28022,10953,0
28023,10954,0
28024,11562,0
28025,10956,0
28026,10957,0
28027,10958,0
28028,10959,0
28029,10960,0
28030,10961,0
28031,10962,0
28032,10963,0
28033,10964,0
28034,10965,0
28035,10966,0
28036,10967,0
28037,10968,0
28038,10969,0
28039,11560,0
28040,11559,0
28041,10972,0
28042,10962,0
28043,10973,0
28044,10974,0
28045,10975,0
28046,11173,0
28047,10976,0
28048,10977,0
28049,10978,0
28050,11180,0
28051,10979,0
28052,10980,0
28053,10981,0
28054,10982,0
28055,10983,0
28056,10984,0
28057,10985,0
28058,10986,0
28059,11179,0
28060,10987,0
28061,10988,0
28062,10989,0
28063,11179,0
28064,10990,0
28065,12034,0
28066,10991,0
28067,10992,0
28068,11546,0
28069,11547,0
28070,11549,0
28071,11548,0
28072,11552,0
28073,11553,0
28074,11557,0
28075,11556,0
28076,11554,0
28077,11555,0
28078,11003,0
28079,11004,0
28080,11005,0
28081,11006,0
28082,11007,0
28083,11008,0
28084,11009,0
28085,11010,0
28086,11011,0
28087,11012,0
28088,11013,0
28089,11014,0
28090,11015,0
28091,11016,0
28092,11017,0
28093,11018,0
28094,11019,0
28095,11020,0
28096,11021,0
28097,11022,0
28098,11023,0
28099,11024,0
28100,11025,0
28101,10553,0
28102,11026,0
28103,11016,0
28104,11015,0
28105,11027,0
28106,11022,0
28107,11019,0
28108,11017,0
28109,11018,0
28110,11020,0
28111,11028,0
28112,11029,0
28113,11030,0
28114,11031,0
28115,11032,0
28116,11033,0
28117,11172,0
28118,11171,0
28119,11035,0
28120,11170,0
28121,11038,0
28122,11163,0
28123,11039,0
28124,11040,0
28125,11041,0
28126,11043,0
28127,11042,0
28128,11044,0
28129,11045,0
28130,11175,0
28131,11046,0
28132,11047,0
28133,11048,0
28134,11050,0
28135,11051,0
28136,11052,0
28137,11175,0
28138,11053,0
28139,11054,0
28140,11055,0
28141,11056,0
28142,11057,0
28143,11057,0
28144,11058,0
28145,11059,0
28146,11060,0
28147,11061,0
28148,11062,0
28149,11063,0
28150,11064,0
28151,11065,0
28152,11066,0
28153,11067,0
28154,11068,0
28155,11069,0
28156,11070,0
28157,11071,0
28158,11072,0
28159,11073,0
28160,11074,0
28161,11074,0
28162,11162,0
28163,11161,0
28164,10326,0
28165,11169,0
28166,11075,0
28167,11076,0
28168,11077,0
28169,11078,0
28170,11079,0
28171,11080,0
28172,11081,0
28173,11082,0
28174,11085,0
28175,11083,0
28176,11084,0
28177,11086,0
28178,11087,0
28179,11088,0
28180,11089,0
28181,11090,0
28182,11091,0
28183,11092,0
28184,11093,0
28185,11168,0
28186,11167,0
28187,11094,0
28188,11166,0
28189,11095,0
28190,11096,0
28191,11097,0
28192,11099,0
28193,11100,0
28194,11101,0
28195,11102,0
28196,11103,0
28197,11104,0
28198,11105,0
28199,11106,0
28200,11107,0
28201,11108,0
28202,11109,0
28203,11109,0
28204,11109,0
28205,11109,0
28206,11110,0
28207,11111,0
28208,11112,0
28209,11113,0
28210,11114,0
28211,11115,0
28212,11116,0
28213,11117,0
28214,11118,0
28215,11119,0
28216,11120,0
28217,11121,0
28218,11122,0
28219,11123,0
28220,11127,0
28221,11128,0
28222,11129,0
28223,11165,0
28224,11130,0
28225,11124,0
28226,11125,0
28227,11126,0
28228,11131,0
28229,11132,0
28230,11133,0
28231,11134,0
28232,11164,0
28233,11140,0
28234,11139,0
28235,11135,0
28236,10597,0
28237,11137,0
28238,11138,0
28239,11141,0
28240,11142,0
28241,11143,0
28242,11144,0
28243,11145,0
28244,11146,0
28245,11147,0
28246,11148,0
28247,11149,0
28248,11150,0
28249,11150,0
28250,11152,0
28251,11153,0
28252,11154,0
28253,11155,0
28254,11156,0
28255,11157,0
28256,11158,0
28257,11159,0
28258,11160,0
28259,11160,0
28260,11160,0
28261,11177,0
28262,11160,0
28263,11160,0
28264,11181,0
28265,11182,0
28266,11183,0
28267,11184,0
28268,11160,0
28269,11185,0
28270,11186,0
28271,11187,0
28272,11188,0
28273,11189,0
