ID,Parent,Operator,Amount,Type,Asset,SecondaryAsset,TertiaryAsset
304813,304809,2,1,104,410101,0,0
304815,304814,2,1,104,425477,0,0
304816,304814,2,1,104,425476,0,0
304817,304814,2,1,104,416008,0,0
304838,304837,2,1,2,118919,0,0
304843,304842,2,1,2,121514,0,0
304878,304877,2,1,2,121421,0,0
304880,304879,2,1,2,116976,0,0
304923,304922,2,1,104,410029,0,0
304924,304922,2,1,104,410118,0,0
304925,304922,2,1,104,401752,0,0
304926,304922,2,1,104,416031,0,0
304927,304922,2,1,104,431663,0,0
304928,304922,2,1,104,425102,0,0
304929,304922,2,1,104,425883,0,0
304930,304922,2,1,104,426452,0,0
304931,304922,2,1,104,403467,0,0
304933,304932,2,1,110,80120,0,0
304935,304934,2,1,104,431745,0,0
304936,304934,2,1,104,429309,0,0
304937,304934,2,1,104,431673,0,0
304938,304934,2,1,104,429255,0,0
304964,304963,2,1,86,41008,0,0
305186,305185,2,1,114,231386,1,0
305379,305378,2,1,174,85453,0,0
307464,307463,2,1,112,454995,0,0
308201,308200,3,1,112,454995,0,0
308311,308310,2,1,110,86181,0,0
308312,308310,2,1,114,230904,1,0
308313,308310,2,1,114,230903,1,0
308314,308310,2,1,114,230909,1,0
308315,308310,2,1,114,230908,1,0
308367,308366,2,1,2,4874,0,0
308368,308366,2,1,2,131401,0,0
308370,308369,2,1,2,4874,0,0
308371,308369,2,1,2,131402,0,0
308373,308372,2,1,2,4874,0,0
308374,308372,2,1,2,131403,0,0
308439,308438,2,1,2,131405,0,0
308699,308698,2,1,2,4082,0,0
308700,308698,2,1,2,131504,0,0
308707,308706,2,1,2,4083,0,0
308708,308706,2,1,2,131507,0,0
308710,308709,2,1,67,42414,0,0
308711,308709,2,1,67,44971,0,0
308713,308712,2,1,67,42414,0,0
308714,308712,2,1,67,44970,0,0
308716,308715,2,1,2,119706,0,0
308717,308715,2,1,2,131510,0,0
308719,308718,2,1,2,119706,0,0
308720,308718,2,1,2,131512,0,0
308722,308721,2,1,2,119705,0,0
308723,308721,2,1,2,131514,0,0
308725,308724,2,1,2,119705,0,0
308726,308724,2,1,2,131515,0,0
310432,310431,4,1,0,0,0,0
310433,310432,2,1,110,8741,0,0
310434,310432,2,1,110,8730,0,0
310435,310432,2,1,110,8729,0,0
310437,310436,2,1,110,86445,0,0
310438,310436,2,1,110,86442,0,0
310439,310436,2,1,110,8741,0,0
310444,310443,4,1,0,0,0,0
310445,310444,2,1,110,8620,0,0
310446,310444,2,1,110,8587,0,0
310447,310444,2,1,110,8578,0,0
310449,310448,2,1,110,86444,0,0
310450,310448,2,1,110,8587,0,0
310451,310448,2,1,110,8578,0,0
341545,341544,2,1,282,974,0,0
341550,139568,2,1,2,132538,0,0
380987,380986,2,1,26,8,0,0
380988,380986,2,1,99,333,1,0
382434,382433,4,1,0,0,0,0
382435,382434,2,1,110,86964,0,0
382437,382436,3,1,110,86970,0,0
382439,382438,3,1,112,457666,0,0
382652,388884,2,1,105,237037,1,0
382653,382651,2,1,8,1221309,0,0
382655,388886,3,1,105,237037,1,0
382656,382654,3,1,8,1221309,0,0
383684,285264,3,1,68,186,0,0
383685,285264,3,1,68,185,0,0
383696,285264,3,1,68,226,0,0
388260,388791,4,1,0,0,0,0
388261,388260,2,1,84,89255,0,0
388262,388260,3,1,111,89255,0,0
388264,388263,2,1,84,89260,0,0
388265,388263,3,1,111,89260,0,0
388267,388266,2,1,84,89256,0,0
388268,388266,3,1,111,89256,0,0
388270,388269,2,1,84,89257,0,0
388271,388269,3,1,111,89257,0,0
388273,388272,2,1,84,89258,0,0
388274,388272,3,1,111,89258,0,0
388276,388275,2,1,84,89259,0,0
388277,388275,3,1,111,89259,0,0
388279,388278,2,1,84,89261,0,0
388280,388278,3,1,111,89261,0,0
388282,388281,2,1,84,89262,0,0
388283,388281,3,1,111,89262,0,0
388645,388644,2,1,8,28282,0,0
388791,388259,8,1,0,0,0,0
388792,388259,3,1,114,238960,1,0
388793,388259,3,1,114,238985,1,0
388861,388860,2,1,110,89236,0,0
388862,388860,2,1,110,89245,0,0
388863,388860,2,1,110,89253,0,0
388884,382651,8,1,0,0,0,0
388885,388884,2,1,110,89342,0,0
388886,382654,4,1,0,0,0,0
388887,388886,3,1,110,89342,0,0
388898,388897,3,1,114,239092,1,0
388899,388897,3,1,271,89340,0,0
389685,389684,8,1,0,0,0,0
389686,389685,4,1,0,0,0,0
389687,389686,2,1,84,89261,0,0
389688,389686,3,1,111,89261,0,0
389690,389689,2,1,84,89259,0,0
389691,389689,3,1,111,89259,0,0
389693,389692,2,1,84,89257,0,0
389694,389692,3,1,111,89257,0,0
389696,389695,2,1,84,89255,0,0
389697,389695,3,1,111,89255,0,0
389699,389698,2,1,84,89256,0,0
389700,389698,3,1,111,89256,0,0
389702,389701,2,1,84,89258,0,0
389703,389701,3,1,111,89258,0,0
389705,389704,2,1,84,89260,0,0
389706,389704,3,1,111,89260,0,0
389708,389707,2,1,84,89262,0,0
389709,389707,3,1,111,89262,0,0
391186,391185,2,1,84,89485,0,0
391187,391185,2,1,112,460993,0,0
391188,391185,8,1,0,0,0,0
391189,391188,3,1,112,460994,0,0
391190,391188,3,1,112,460995,0,0
391386,391385,8,1,0,0,0,0
391387,391386,4,1,0,0,0,0
391388,391387,2,1,84,89261,0,0
391389,391387,3,1,111,89261,0,0
391391,391390,2,1,84,89259,0,0
391392,391390,3,1,111,89259,0,0
391394,391393,2,1,84,89257,0,0
391395,391393,3,1,111,89257,0,0
391397,391396,2,1,84,89255,0,0
391398,391396,3,1,111,89255,0,0
391400,391399,2,1,84,89256,0,0
391401,391399,3,1,111,89256,0,0
391403,391402,2,1,84,89258,0,0
391404,391402,3,1,111,89258,0,0
391406,391405,2,1,84,89260,0,0
391407,391405,3,1,111,89260,0,0
391409,391408,2,1,84,89262,0,0
391410,391408,3,1,111,89262,0,0
391411,391385,3,1,114,238985,1,0
392343,392342,3,1,110,90611,0,0
392344,392342,4,1,0,0,0,0
392345,392344,3,1,114,241201,0,0
392346,392344,3,1,114,242266,0,0
392347,392344,3,1,114,242269,0,0
392349,392348,3,1,110,90612,0,0
392350,392348,4,1,0,0,0,0
392351,392350,3,1,114,241195,0,0
392352,392350,3,1,114,242267,0,0
392353,392350,3,1,114,242270,0,0
392355,392354,3,1,110,90613,0,0
392356,392354,4,1,0,0,0,0
392357,392356,3,1,114,241191,0,0
392358,392356,3,1,114,242268,0,0
392359,392356,3,1,114,242271,0,0
392397,392396,3,1,110,90624,0,0
392398,392396,4,1,0,0,0,0
392399,392398,3,1,114,242361,0,0
392400,392398,3,1,114,242363,0,0
392401,392398,3,1,114,242362,0,0
392605,392604,3,1,114,237020,1,0
392606,392604,8,1,0,0,0,0
392607,392606,2,1,84,90510,0,0
392608,392606,2,1,110,90510,0,0
394969,394968,2,1,68,207,0,0
395015,392342,2,1,2,138478,0,0
395016,392348,2,1,2,138478,0,0
395017,392354,2,1,2,138478,0,0
395018,392396,2,1,2,138478,0,0
395684,395683,2,1,9,36,0,0
396185,396184,2,1,2,136738,0,0
396186,396184,2,1,67,47007,0,0
396188,396187,2,1,2,136738,0,0
396189,396187,2,1,67,47008,0,0
396191,396190,2,1,2,136738,0,0
396192,396190,2,1,67,47009,0,0
396227,396226,2,1,2,138478,0,0
397591,397590,3,1,289,1359,0,0
398813,285264,3,1,68,9,0,0
400889,400888,3,1,68,207,0,0
404724,404723,2,1,174,8741,0,0
404725,404723,2,1,174,8730,0,0
404726,404723,2,1,174,8555,0,0
404727,404723,2,1,174,8519,0,0
404728,404723,2,1,174,8305,0,0
404729,404723,2,1,174,8303,0,0
404730,404723,2,1,174,8729,0,0
404731,404723,2,1,174,8742,0,0
404732,404723,2,1,174,8753,0,0
404733,404723,2,1,174,8752,0,0
404734,404723,2,1,174,8755,0,0
404735,404723,2,1,174,8754,0,0
404736,404723,2,1,174,8760,0,0
404737,404723,2,1,174,8759,0,0
404738,404723,2,1,174,8757,0,0
404739,404723,2,1,174,8758,0,0
404740,404723,2,1,174,8747,0,0
404741,404723,2,1,174,8749,0,0
404742,404723,2,1,174,8750,0,0
404743,404723,2,1,174,8748,0,0
404744,404723,2,1,84,8741,0,0
404745,404723,2,1,84,8519,0,0
404746,404723,2,1,84,8305,0,0
404747,404723,2,1,84,8729,0,0
404748,404723,2,1,84,8742,0,0
404749,404723,2,1,84,8555,0,0
404750,404723,2,1,84,8730,0,0
404751,404723,2,1,84,8303,0,0
407917,407916,2,1,282,1091,0,0
407919,407918,2,1,282,1092,0,0
407921,407920,2,1,282,1093,0,0
407951,407950,2,1,282,1091,0,0
407952,407950,2,1,282,1092,0,0
407953,407950,2,1,282,1093,0,0
407974,139568,8,1,0,0,0,0
407975,407974,2,1,2,143417,0,0
407976,407974,2,1,2,143418,0,0
407977,407974,2,1,2,143420,0,0
423294,140312,2,1,8,6197,0,0
423295,140312,2,1,8,6196,0,0
138132,0,4,1,0,0,0,0
167358,0,4,1,0,0,0,0
167903,0,4,1,0,0,0,0
177347,0,4,1,0,0,0,0
177373,0,4,1,0,0,0,0
177424,0,4,1,0,0,0,0
177471,0,4,1,0,0,0,0
177629,0,4,1,0,0,0,0
177660,0,4,1,0,0,0,0
177664,0,4,1,0,0,0,0
177670,0,4,1,0,0,0,0
178002,0,4,1,0,0,0,0
178005,0,4,1,0,0,0,0
178064,0,4,1,0,0,0,0
178413,0,4,1,0,0,0,0
180497,0,4,1,0,0,0,0
181859,0,4,1,0,0,0,0
182046,0,4,1,0,0,0,0
182634,0,4,1,0,0,0,0
182796,0,4,1,0,0,0,0
183055,0,4,1,0,0,0,0
183063,0,4,1,0,0,0,0
214757,0,4,1,0,0,0,0
220563,0,4,1,0,0,0,0
236085,0,4,1,0,0,0,0
237281,0,4,1,0,0,0,0
240516,0,4,1,0,0,0,0
240669,0,4,1,0,0,0,0
272040,0,4,1,0,0,0,0
272724,0,4,1,0,0,0,0
273970,0,4,1,0,0,0,0
273973,0,4,1,0,0,0,0
273976,0,4,1,0,0,0,0
273979,0,4,1,0,0,0,0
274124,0,4,1,0,0,0,0
274211,0,4,1,0,0,0,0
274473,0,4,1,0,0,0,0
274498,0,4,1,0,0,0,0
278461,0,4,1,0,0,0,0
279655,0,4,1,0,0,0,0
280803,0,4,1,0,0,0,0
280834,0,4,1,0,0,0,0
285264,0,4,1,0,0,0,0
289903,0,4,1,0,0,0,0
299111,0,4,1,0,0,0,0
299118,0,4,1,0,0,0,0
299121,0,4,1,0,0,0,0
299645,0,4,1,0,0,0,0
299655,0,4,1,0,0,0,0
302173,0,4,1,0,0,0,0
302181,0,4,1,0,0,0,0
302467,0,4,1,0,0,0,0
302602,0,4,1,0,0,0,0
302607,0,4,1,0,0,0,0
302878,0,4,1,0,0,0,0
303055,0,4,1,0,0,0,0
303800,0,4,1,0,0,0,0
303884,0,4,1,0,0,0,0
304339,0,4,1,0,0,0,0
304837,0,4,1,0,0,0,0
304842,0,4,1,0,0,0,0
304877,0,4,1,0,0,0,0
304879,0,4,1,0,0,0,0
304932,0,4,1,0,0,0,0
304963,0,4,1,0,0,0,0
305185,0,4,1,0,0,0,0
305378,0,4,1,0,0,0,0
307463,0,4,1,0,0,0,0
308200,0,4,1,0,0,0,0
308438,0,4,1,0,0,0,0
308709,0,4,1,0,0,0,0
308712,0,4,1,0,0,0,0
341544,0,4,1,0,0,0,0
382433,0,4,1,0,0,0,0
382651,0,4,1,0,0,0,0
388058,0,4,1,0,0,0,0
388259,0,4,1,0,0,0,0
388644,0,4,1,0,0,0,0
388860,0,4,1,0,0,0,0
388897,0,4,1,0,0,0,0
389684,0,4,1,0,0,0,0
391185,0,4,1,0,0,0,0
391385,0,4,1,0,0,0,0
392342,0,4,1,0,0,0,0
392348,0,4,1,0,0,0,0
392354,0,4,1,0,0,0,0
392396,0,4,1,0,0,0,0
392604,0,4,1,0,0,0,0
394968,0,4,1,0,0,0,0
396184,0,4,1,0,0,0,0
396187,0,4,1,0,0,0,0
396190,0,4,1,0,0,0,0
396226,0,4,1,0,0,0,0
397590,0,4,1,0,0,0,0
400888,0,4,1,0,0,0,0
407916,0,4,1,0,0,0,0
407918,0,4,1,0,0,0,0
407920,0,4,1,0,0,0,0
407950,0,4,1,0,0,0,0
140312,0,8,1,0,0,0,0
177469,0,8,1,0,0,0,0
181864,0,8,1,0,0,0,0
181876,0,8,1,0,0,0,0
182636,0,8,1,0,0,0,0
182651,0,8,1,0,0,0,0
182666,0,8,1,0,0,0,0
182681,0,8,1,0,0,0,0
183114,0,8,1,0,0,0,0
241119,0,8,1,0,0,0,0
244605,0,8,1,0,0,0,0
263631,0,8,1,0,0,0,0
264237,0,8,1,0,0,0,0
264256,0,8,1,0,0,0,0
271056,0,8,1,0,0,0,0
271090,0,8,1,0,0,0,0
273257,0,8,1,0,0,0,0
273918,0,8,1,0,0,0,0
274119,0,8,1,0,0,0,0
275811,0,8,1,0,0,0,0
278336,0,8,1,0,0,0,0
279501,0,8,1,0,0,0,0
279507,0,8,1,0,0,0,0
279661,0,8,1,0,0,0,0
280006,0,8,1,0,0,0,0
280016,0,8,1,0,0,0,0
280024,0,8,1,0,0,0,0
280144,0,8,1,0,0,0,0
280147,0,8,1,0,0,0,0
280150,0,8,1,0,0,0,0
280225,0,8,1,0,0,0,0
281241,0,8,1,0,0,0,0
282490,0,8,1,0,0,0,0
294739,0,8,1,0,0,0,0
296039,0,8,1,0,0,0,0
297477,0,8,1,0,0,0,0
299284,0,8,1,0,0,0,0
301127,0,8,1,0,0,0,0
302148,0,8,1,0,0,0,0
303973,0,8,1,0,0,0,0
304661,0,8,1,0,0,0,0
304775,0,8,1,0,0,0,0
304922,0,8,1,0,0,0,0
304934,0,8,1,0,0,0,0
308310,0,8,1,0,0,0,0
308366,0,8,1,0,0,0,0
308369,0,8,1,0,0,0,0
308372,0,8,1,0,0,0,0
308698,0,8,1,0,0,0,0
308706,0,8,1,0,0,0,0
308715,0,8,1,0,0,0,0
308718,0,8,1,0,0,0,0
308721,0,8,1,0,0,0,0
308724,0,8,1,0,0,0,0
310431,0,8,1,0,0,0,0
310443,0,8,1,0,0,0,0
380986,0,8,1,0,0,0,0
382654,0,8,1,0,0,0,0
395683,0,8,1,0,0,0,0
404723,0,8,1,0,0,0,0
264241,264237,4,1,0,0,0,0
264244,264237,4,1,0,0,0,0
264247,264237,4,1,0,0,0,0
273922,273918,4,1,0,0,0,0
273925,273918,4,1,0,0,0,0
273928,273918,4,1,0,0,0,0
276399,273918,4,1,0,0,0,0
278457,273918,4,1,0,0,0,0
280839,273918,4,1,0,0,0,0
279964,279501,4,1,0,0,0,0
280009,280006,4,1,0,0,0,0
280019,280016,4,1,0,0,0,0
280027,280024,4,1,0,0,0,0
280230,280225,4,1,0,0,0,0
289909,289903,4,1,0,0,0,0
302472,302467,4,1,0,0,0,0
304667,304661,4,1,0,0,0,0
304672,304661,4,1,0,0,0,0
304677,304661,4,1,0,0,0,0
304682,304661,4,1,0,0,0,0
304686,304661,4,1,0,0,0,0
304690,304661,4,1,0,0,0,0
304694,304661,4,1,0,0,0,0
304699,304661,4,1,0,0,0,0
304780,304775,4,1,0,0,0,0
304785,304775,4,1,0,0,0,0
304790,304775,4,1,0,0,0,0
304795,304775,4,1,0,0,0,0
304801,304775,4,1,0,0,0,0
304805,304775,4,1,0,0,0,0
304809,304775,4,1,0,0,0,0
304814,304775,4,1,0,0,0,0
310436,310431,4,1,0,0,0,0
310448,310443,4,1,0,0,0,0
382436,382433,4,1,0,0,0,0
382438,382433,4,1,0,0,0,0
388263,388791,4,1,0,0,0,0
388266,388791,4,1,0,0,0,0
388269,388791,4,1,0,0,0,0
388272,388791,4,1,0,0,0,0
388275,388791,4,1,0,0,0,0
388278,388791,4,1,0,0,0,0
388281,388791,4,1,0,0,0,0
389689,389685,4,1,0,0,0,0
389692,389685,4,1,0,0,0,0
389695,389685,4,1,0,0,0,0
389698,389685,4,1,0,0,0,0
389701,389685,4,1,0,0,0,0
389704,389685,4,1,0,0,0,0
389707,389685,4,1,0,0,0,0
391390,391386,4,1,0,0,0,0
391393,391386,4,1,0,0,0,0
391396,391386,4,1,0,0,0,0
391399,391386,4,1,0,0,0,0
391402,391386,4,1,0,0,0,0
391405,391386,4,1,0,0,0,0
391408,391386,4,1,0,0,0,0
