ID,ItemID,ItemAppearanceModifierID,ItemAppearanceID,OrderIndex,TransmogSourceTypeEnum
128971,17711,0,50285,0,0
128974,17714,0,49430,0,0
128975,17715,0,50850,0,0
128977,17717,0,46781,0,0
128978,17718,0,49005,0,0
128979,17719,0,50851,0,0
128981,17721,0,50852,0,0
128983,17723,0,50853,0,0
128988,17728,0,47691,0,0
128990,17730,0,50854,0,0
128992,17732,0,50855,0,0
128993,17734,0,49054,0,0
128995,17736,0,50144,0,0
128996,17737,0,50856,0,0
128997,17738,0,50336,0,0
128998,17739,0,50857,0,0
128999,17740,0,49294,0,0
129000,17741,0,47965,0,0
129001,17742,0,50858,0,0
129002,17743,0,49147,0,0
129004,17745,0,50859,0,0
129005,17746,0,50860,0,0
129007,17748,0,50861,0,0
129008,17749,0,50862,0,0
129009,17750,0,50863,0,0
129010,17751,0,48040,0,0
129011,17752,0,46263,0,0
129012,17753,0,50864,0,0
129013,17754,0,50865,0,0
129014,17755,0,46876,0,0
129025,17766,0,50866,0,0
129026,17767,0,50867,0,0
129028,17770,0,50868,0,0
129033,17775,0,50869,0,0
129034,17776,0,50870,0,0
129035,17777,0,50871,0,0
129036,17778,0,47113,0,0
129037,17779,0,50872,0,0
129038,17780,0,50873,0,0
129111,17922,0,46080,0,0
129112,17942,0,46440,0,0
129113,17943,0,46040,0,0
129121,18002,0,50874,0,0
129124,18042,0,50875,0,0
129125,18043,0,50876,0,0
129126,18044,0,46491,0,0
129129,18047,0,49037,0,0
129130,18048,0,47379,0,0
129131,18062,0,50877,0,0
129132,18082,0,47436,0,0
129133,18083,0,50878,0,0
129134,18102,0,47670,0,0
129136,18104,0,50197,0,0
129139,18122,0,50879,0,0
129140,18123,0,50880,0,0
129160,18161,0,45733,0,0
129161,18162,0,45733,0,0
129162,18163,0,45733,0,0
129163,18164,0,45733,0,0
129164,18165,0,45733,0,0
129165,18166,0,50881,0,0
129166,18167,0,48258,0,0
129167,18168,0,49006,0,0
129174,18202,0,50882,0,0
129175,18203,0,50883,0,0
129176,18204,0,50884,0,0
129180,18208,0,47170,0,0
129191,18231,0,50885,0,0
129198,18238,0,48101,0,0
129223,18263,0,50014,0,0
129230,18282,0,50886,0,0
129241,18293,0,50887,0,0
129243,18295,0,50888,0,0
129244,18296,0,48545,0,0
129246,18298,0,50138,0,0
129249,18301,0,50889,0,0
129251,18303,0,47076,0,0
129252,18304,0,50890,0,0
129253,18305,0,50891,0,0
129254,18306,0,47052,0,0
129255,18307,0,47059,0,0
129256,18308,0,50892,0,0
129257,18309,0,48542,0,0
129258,18310,0,45863,0,0
129259,18311,0,46272,0,0
129260,18312,0,50893,0,0
129261,18313,0,49394,0,0
129264,18316,0,49334,0,0
129266,18318,0,46816,0,0
129267,18319,0,47087,0,0
129268,18320,0,49820,0,0
129269,18321,0,45817,0,0
129270,18322,0,50894,0,0
129271,18323,0,47343,0,0
129272,18324,0,47879,0,0
129273,18325,0,48164,0,0
129274,18326,0,49946,0,0
129275,18327,0,46560,0,0
129276,18328,0,49619,0,0
129285,18337,0,50895,0,0
129286,18338,0,47217,0,0
129287,18339,0,50896,0,0
129289,18341,0,49529,0,0
129290,18342,0,47447,0,0
129292,18344,0,47834,0,0
129294,18346,0,45781,0,0
129295,18347,0,48153,0,0
129296,18348,0,50897,0,0
129297,18349,0,47997,0,0
129298,18350,0,45880,0,0
129299,18351,0,50898,0,0
129300,18352,0,49435,0,0
129301,18353,0,46791,0,0
129314,18366,0,50899,0,0
129315,18367,0,50900,0,0
129316,18368,0,47747,0,0
129317,18369,0,45983,0,0
129320,18372,0,48158,0,0
129321,18373,0,48039,0,0
129322,18374,0,49464,0,0
129323,18375,0,48392,0,0
129324,18376,0,48405,0,0
129325,18377,0,48967,0,0
129326,18378,0,46258,0,0
129327,18379,0,49561,0,0
129328,18380,0,50901,0,0
129330,18382,0,49191,0,0
129331,18383,0,48757,0,0
129332,18384,0,50902,0,0
129333,18385,0,48628,0,0
129334,18386,0,48068,0,0
129335,18387,0,47054,0,0
129336,18388,0,47474,0,0
129337,18389,0,47302,0,0
129338,18390,0,48251,0,0
129339,18391,0,50903,0,0
129340,18392,0,46526,0,0
129341,18393,0,50904,0,0
129342,18394,0,47288,0,0
129344,18396,0,49146,0,0
129353,18405,0,50905,0,0
129355,18407,0,48263,0,0
129356,18408,0,46828,0,0
129357,18409,0,50906,0,0
129358,18410,0,50907,0,0
129359,18411,0,50908,0,0
129361,18413,0,50909,0,0
129367,18419,0,49114,0,0
129368,18420,0,47530,0,0
129369,18421,0,50910,0,0
129372,18424,0,48163,0,0
129373,18425,0,46491,0,0
129375,18427,0,50380,0,0
129377,18429,0,50911,0,0
129378,18430,0,50911,0,0
129379,18432,0,50470,0,0
129380,18434,0,50449,0,0
129381,18435,0,50453,0,0
129382,18436,0,50449,0,0
129383,18437,0,50443,0,0
129385,18439,0,50380,0,0
129386,18440,0,50379,0,0
129387,18441,0,50379,0,0
129391,18445,0,50370,0,0
129392,18447,0,50370,0,0
129393,18448,0,50912,0,0
129394,18449,0,50912,0,0
129395,18450,0,48117,0,0
129396,18451,0,50913,0,0
129397,18452,0,50428,0,0
129398,18453,0,50428,0,0
129399,18454,0,50388,0,0
129400,18455,0,50388,0,0
129401,18456,0,50384,0,0
129402,18457,0,50384,0,0
129403,18458,0,48203,0,0
129404,18459,0,48284,0,0
129405,18460,0,48404,0,0
129406,18461,0,50380,0,0
129407,18462,0,50914,0,0
129408,18463,0,47221,0,0
129420,18475,0,48038,0,0
129421,18476,0,50915,0,0
129422,18477,0,47824,0,0
129423,18478,0,47813,0,0
129424,18479,0,48950,0,0
129425,18480,0,48620,0,0
129426,18481,0,47643,0,0
129427,18482,0,46419,0,0
129428,18483,0,48064,0,0
129429,18484,0,49337,0,0
129430,18485,0,48469,0,0
129431,18486,0,50916,0,0
129435,18490,0,46769,0,0
129436,18491,0,47825,0,0
129438,18493,0,50917,0,0
129439,18494,0,46699,0,0
129440,18495,0,48427,0,0
129441,18496,0,50918,0,0
129442,18497,0,50919,0,0
129443,18498,0,46532,0,0
129444,18499,0,47210,0,0
129447,18502,0,47325,0,0
129448,18503,0,50920,0,0
129449,18504,0,47683,0,0
129450,18505,0,48046,0,0
129451,18506,0,50921,0,0
129452,18507,0,47795,0,0
129453,18508,0,50922,0,0
129454,18509,0,48468,0,0
129455,18510,0,50923,0,0
129456,18511,0,50924,0,0
129465,18520,0,50925,0,0
129466,18521,0,50253,0,0
129468,18523,0,50348,0,0
129469,18524,0,50926,0,0
129470,18525,0,48045,0,0
129471,18526,0,48831,0,0
129472,18527,0,50927,0,0
129473,18528,0,46094,0,0
129474,18529,0,50928,0,0
129475,18530,0,48497,0,0
129476,18531,0,46674,0,0
129477,18532,0,50929,0,0
129478,18533,0,50930,0,0
129479,18534,0,48093,0,0
129480,18535,0,49170,0,0
129481,18536,0,49270,0,0
129483,18538,0,50931,0,0
129486,18541,0,50118,0,0
129487,18542,0,50932,0,0
129489,18544,0,50933,0,0
129490,18545,0,47058,0,0
129491,18546,0,50934,0,0
129492,18547,0,50935,0,0
129497,18582,0,50936,0,0
129498,18583,0,50937,0,0
129499,18584,0,50938,0,0
129509,18596,0,50325,0,0
129515,18602,0,49270,0,0
129521,18608,0,50939,0,0
129522,18609,0,50940,0,0
129523,18610,0,45857,0,0
129524,18611,0,45735,0,0
129525,18612,0,46372,0,0
129548,18644,0,50941,0,0
129575,18671,0,50942,0,0
129576,18672,0,50355,0,0
129577,18673,0,47149,0,0
129580,18676,0,50320,0,0
129581,18677,0,46937,0,0
129584,18680,0,50943,0,0
129585,18681,0,48668,0,0
129586,18682,0,45728,0,0
129587,18683,0,50768,0,0
129590,18686,0,47107,0,0
129593,18689,0,47426,0,0
129594,18690,0,49762,0,0
129596,18692,0,50944,0,0
129597,18693,0,50945,0,0
129598,18694,0,45755,0,0
129599,18695,0,49271,0,0
129600,18696,0,48292,0,0
129601,18697,0,50946,0,0
129602,18698,0,50947,0,0
129603,18699,0,50948,0,0
129604,18700,0,49800,0,0
129606,18702,0,50949,0,0
129613,18709,0,50950,0,0
129614,18710,0,48018,0,0
129615,18711,0,49422,0,0
129616,18712,0,49381,0,0
129617,18713,0,50951,0,0
129619,18715,0,50952,0,0
129620,18716,0,50953,0,0
129621,18717,0,46447,0,0
129622,18718,0,49054,0,0
129624,18720,0,47923,0,0
129625,18721,0,48573,0,0
129626,18722,0,50954,0,0
129629,18725,0,50955,0,0
129630,18726,0,50956,0,0
129631,18727,0,50957,0,0
129633,18729,0,46899,0,0
129634,18730,0,46395,0,0
129636,18732,0,50032,0,0
129637,18733,0,50031,0,0
129638,18734,0,47426,0,0
129639,18735,0,50958,0,0
129640,18736,0,48160,0,0
129641,18737,0,46908,0,0
129642,18738,0,46446,0,0
129643,18739,0,50959,0,0
129644,18740,0,50960,0,0
129645,18741,0,50961,0,0
129646,18742,0,45837,0,0
129647,18743,0,50962,0,0
129648,18744,0,48014,0,0
129649,18745,0,49315,0,0
129651,18747,0,50401,0,0
129658,18754,0,48722,0,0
129659,18755,0,50963,0,0
129660,18756,0,50964,0,0
129661,18757,0,49536,0,0
129662,18758,0,48435,0,0
129663,18759,0,50965,0,0
129665,18761,0,50966,0,0
129666,18762,0,48512,0,0
129667,18763,0,50967,0,0
129668,18764,0,50968,0,0
129669,18765,0,50969,0,0
129704,18800,0,50970,0,0
129705,18801,0,50971,0,0
129707,18803,0,50972,0,0
129709,18805,0,50973,0,0
129710,18806,0,50974,0,0
129711,18807,0,50867,0,0
129712,18808,0,50975,0,0
129713,18809,0,47657,0,0
129714,18810,0,50976,0,0
129715,18811,0,50022,0,0
129716,18812,0,50977,0,0
129720,18816,0,50978,0,0
129721,18817,0,49067,0,0
129726,18822,0,50979,0,0
129727,18823,0,48820,0,0
129728,18824,0,50980,0,0
129729,18825,0,50981,0,0
129730,18826,0,50982,0,0
129731,18827,0,50983,0,0
129732,18828,0,50984,0,0
129733,18829,0,50985,0,0
129734,18830,0,50986,0,0
129735,18831,0,50987,0,0
129736,18832,0,49145,0,0
129737,18833,0,50988,0,0
129739,18835,0,50989,0,0
129740,18836,0,50990,0,0
129741,18837,0,50991,0,0
129742,18838,0,50992,0,0
129744,18840,0,50993,0,0
129746,18842,0,50994,0,0
129747,18843,0,50995,0,0
129748,18844,0,50996,0,0
129751,18847,0,50997,0,0
129752,18848,0,50998,0,0
129759,18855,0,50999,0,0
129764,18860,0,51000,0,0
129765,18861,0,51001,0,0
129769,18865,0,51002,0,0
129770,18866,0,51003,0,0
129771,18867,0,51004,0,0
129772,18868,0,51005,0,0
129773,18869,0,51006,0,0
129774,18870,0,51007,0,0
129775,18871,0,51008,0,0
129776,18872,0,48031,0,0
129777,18873,0,51009,0,0
129778,18874,0,51010,0,0
129779,18875,0,46836,0,0
129780,18876,0,51011,0,0
129781,18877,0,51012,0,0
129782,18878,0,51013,0,0
129785,18881,0,50794,0,0
129786,18882,0,51014,0,0
129797,18948,0,51015,0,0
129806,18957,0,51016,0,0
129823,18983,0,51017,0,0
129825,18985,0,51018,0,0
129840,19014,0,47224,0,0
129841,19015,0,46128,0,0
129845,19019,0,51019,0,0
129847,19022,0,45864,0,0
129853,19028,0,51020,0,0
129856,19031,0,51021,0,0
129857,19032,0,51022,0,0
129862,19037,0,48813,0,0
129864,19039,0,51023,0,0
129865,19040,0,51024,0,0
129866,19041,0,51025,0,0
129867,19042,0,51026,0,0
129868,19043,0,51027,0,0
129869,19044,0,48486,0,0
129872,19047,0,47270,0,0
129873,19048,0,51028,0,0
129874,19049,0,51029,0,0
129875,19050,0,51030,0,0
129876,19051,0,50949,0,0
129877,19052,0,51031,0,0
129878,19053,0,47109,0,0
129881,19056,0,51032,0,0
129882,19057,0,51033,0,0
129883,19058,0,51034,0,0
129884,19059,0,51035,0,0
129897,19082,0,51036,0,0
129898,19083,0,50312,0,0
129899,19084,0,49831,0,0
129900,19085,0,51037,0,0
129901,19086,0,46319,0,0
129902,19087,0,48690,0,0
129903,19088,0,47767,0,0
129904,19089,0,47683,0,0
129905,19090,0,47283,0,0
129906,19091,0,51038,0,0
129907,19092,0,48844,0,0
129908,19093,0,48774,0,0
129909,19094,0,48267,0,0
129914,19099,0,51039,0,0
129915,19100,0,51040,0,0
129916,19101,0,51041,0,0
129917,19102,0,51042,0,0
129918,19103,0,51043,0,0
129919,19104,0,49454,0,0
129920,19105,0,51044,0,0
129921,19106,0,51045,0,0
129922,19107,0,49341,0,0
129923,19108,0,48421,0,0
129925,19110,0,51046,0,0
129926,19111,0,47192,0,0
129927,19112,0,51047,0,0
129928,19113,0,48674,0,0
129929,19114,0,51048,0,0
129930,19115,0,46286,0,0
129931,19116,0,48188,0,0
129932,19117,0,48812,0,0
129933,19118,0,51049,0,0
129934,19119,0,48041,0,0
129936,19121,0,51050,0,0
129937,19123,0,48630,0,0
129938,19124,0,51051,0,0
129939,19125,0,47467,0,0
129940,19126,0,50899,0,0
129941,19127,0,51052,0,0
129942,19128,0,51053,0,0
129943,19129,0,49055,0,0
129944,19130,0,51054,0,0
129945,19131,0,49480,0,0
129946,19132,0,48955,0,0
129947,19133,0,48627,0,0
129948,19134,0,51055,0,0
129949,19135,0,47671,0,0
129950,19136,0,49632,0,0
129951,19137,0,51056,0,0
129953,19139,0,50024,0,0
129956,19142,0,49269,0,0
129957,19143,0,51057,0,0
129958,19144,0,51058,0,0
129959,19145,0,51059,0,0
129960,19146,0,46829,0,0
129962,19148,0,51060,0,0
129963,19149,0,51061,0,0
129970,19156,0,51062,0,0
129971,19157,0,51063,0,0
129972,19158,0,50794,0,0
129974,19160,0,51064,0,0
129975,19162,0,51065,0,0
129976,19163,0,51066,0,0
129977,19164,0,51067,0,0
129978,19165,0,51068,0,0
129979,19166,0,46263,0,0
129980,19167,0,51069,0,0
129981,19168,0,51070,0,0
129982,19169,0,51071,0,0
129983,19170,0,51072,0,0
129998,19214,0,46791,0,0
130010,19226,0,46424,0,0
130069,19285,0,47478,0,0
130070,19286,0,46427,0,0
130076,19292,0,51073,0,0
130077,19293,0,46282,0,0
130078,19294,0,46775,0,0
130079,19295,0,46493,0,0
130092,19308,0,49238,0,0
130093,19309,0,49237,0,0
130094,19310,0,49272,0,0
130095,19311,0,49270,0,0
130096,19312,0,46775,0,0
130097,19315,0,51074,0,0
130098,19316,0,51075,0,0
130099,19317,0,46427,0,0
130103,19321,0,51076,0,0
130104,19323,0,51077,0,0
130105,19324,0,51078,0,0
130115,19334,0,51079,0,0
130116,19335,0,51080,0,0
130127,19346,0,51081,0,0
130128,19347,0,51082,0,0
130129,19348,0,51083,0,0
130130,19349,0,51084,0,0
130131,19350,0,51085,0,0
130132,19351,0,51086,0,0
130133,19352,0,51087,0,0
130134,19353,0,51088,0,0
130135,19354,0,51089,0,0
130136,19355,0,51090,0,0
130137,19356,0,51091,0,0
130138,19357,0,51092,0,0
130139,19358,0,51093,0,0
130140,19359,0,51080,0,0
130141,19360,0,51094,0,0
130142,19361,0,51095,0,0
130143,19362,0,51096,0,0
130144,19363,0,51097,0,0
130145,19364,0,51098,0,0
130146,19365,0,51099,0,0
130147,19366,0,51100,0,0
130148,19367,0,51101,0,0
130149,19368,0,50969,0,0
130150,19369,0,49692,0,0
130151,19370,0,48643,0,0
130153,19372,0,51102,0,0
130154,19373,0,45837,0,0
130155,19374,0,48730,0,0
130156,19375,0,51103,0,0
130159,19378,0,50774,0,0
130161,19380,0,51104,0,0
130162,19381,0,48819,0,0
130166,19385,0,49478,0,0
130167,19386,0,48571,0,0
130168,19387,0,51105,0,0
130169,19388,0,49201,0,0
130170,19389,0,51106,0,0
130171,19390,0,51107,0,0
130172,19391,0,51108,0,0
130173,19392,0,51109,0,0
130174,19393,0,51110,0,0
130175,19394,0,51111,0,0
130177,19396,0,51112,0,0
130179,19398,0,49567,0,0
130180,19399,0,51113,0,0
130181,19400,0,46859,0,0
130182,19401,0,46377,0,0
130183,19402,0,51114,0,0
130185,19404,0,51094,0,0
130186,19405,0,51115,0,0
130188,19407,0,51116,0,0
130195,19430,0,47208,0,0
130198,19433,0,51117,0,0
130200,19435,0,51118,0,0
130201,19436,0,51119,0,0
130202,19437,0,48731,0,0
130203,19438,0,51120,0,0
130204,19439,0,49206,0,0
130224,19485,0,47614,0,0
130225,19486,0,47478,0,0
130226,19487,0,47616,0,0
130227,19488,0,47617,0,0
130229,19505,0,51121,0,0
130230,19506,0,51122,0,0
130231,19507,0,48579,0,0
130232,19508,0,47003,0,0
130233,19509,0,48882,0,0
130250,19526,0,51123,0,0
130251,19527,0,51124,0,0
130252,19528,0,50115,0,0
130253,19529,0,47241,0,0
130254,19530,0,51125,0,0
130255,19531,0,47004,0,0
130256,19532,0,50113,0,0
130257,19533,0,47484,0,0
130266,19542,0,46661,0,0
130267,19543,0,46661,0,0
130268,19544,0,46661,0,0
130269,19545,0,46661,0,0
130270,19546,0,47044,0,0
130271,19547,0,47044,0,0
130272,19548,0,47044,0,0
130273,19549,0,47044,0,0
130274,19550,0,51126,0,0
130275,19551,0,51126,0,0
130276,19552,0,51126,0,0
130277,19553,0,51126,0,0
130278,19554,0,47438,0,0
130279,19555,0,47438,0,0
130280,19556,0,47438,0,0
130281,19557,0,47438,0,0
130282,19558,0,51048,0,0
130283,19559,0,51048,0,0
130284,19560,0,51048,0,0
130285,19561,0,51048,0,0
130286,19562,0,46530,0,0
130287,19563,0,46530,0,0
130288,19564,0,46530,0,0
130289,19565,0,46530,0,0
130290,19566,0,46445,0,0
130291,19567,0,46445,0,0
130292,19568,0,46445,0,0
130293,19569,0,46445,0,0
130294,19570,0,46032,0,0
130295,19571,0,46032,0,0
130296,19572,0,46032,0,0
130297,19573,0,46032,0,0
130302,19578,0,51127,0,0
130304,19580,0,51127,0,0
130305,19581,0,51127,0,0
130306,19582,0,51128,0,0
130307,19583,0,51128,0,0
130308,19584,0,51128,0,0
130311,19587,0,48305,0,0
130313,19589,0,48305,0,0
130314,19590,0,48305,0,0
130319,19595,0,51129,0,0
130320,19596,0,51129,0,0
130321,19597,0,51129,0,0
130346,19623,0,51130,0,0
130348,19682,0,51131,0,0
130349,19683,0,49635,0,0
130350,19684,0,51132,0,0
130351,19685,0,48277,0,0
130352,19686,0,51133,0,0
130353,19687,0,48276,0,0
130354,19688,0,49977,0,0
130355,19689,0,51134,0,0
130356,19690,0,51135,0,0
130357,19691,0,49908,0,0
130358,19692,0,49906,0,0
130359,19693,0,51136,0,0
130360,19694,0,51137,0,0
130361,19695,0,51138,0,0
130394,19742,0,51139,0,0
130395,19743,0,48968,0,0
130396,19762,0,51140,0,0
130397,19763,0,47193,0,0
130431,19808,0,47617,0,0
130442,19822,0,51141,0,0
130443,19823,0,48856,0,0
130444,19824,0,51142,0,0
130445,19825,0,51143,0,0
130446,19826,0,51144,0,0
130447,19827,0,51145,0,0
130448,19828,0,48834,0,0
130449,19829,0,48837,0,0
130450,19830,0,48840,0,0
130451,19831,0,51146,0,0
130452,19832,0,48963,0,0
130453,19833,0,49058,0,0
130454,19834,0,49980,0,0
130455,19835,0,49464,0,0
130456,19836,0,46834,0,0
130457,19838,0,48744,0,0
130458,19839,0,51112,0,0
130459,19840,0,48741,0,0
130460,19841,0,47923,0,0
130461,19842,0,51147,0,0
130462,19843,0,51148,0,0
130463,19845,0,48643,0,0
130464,19846,0,51148,0,0
130465,19848,0,51148,0,0
130466,19849,0,49469,0,0
130469,19852,0,51149,0,0
130470,19853,0,51150,0,0
130471,19854,0,51151,0,0
130472,19855,0,51152,0,0
130474,19857,0,49462,0,0
130476,19859,0,51153,0,0
130478,19861,0,51154,0,0
130479,19862,0,51155,0,0
130481,19864,0,51156,0,0
130482,19865,0,51157,0,0
130483,19866,0,51157,0,0
130484,19867,0,51158,0,0
130485,19869,0,48077,0,0
130486,19870,0,51159,0,0
130490,19874,0,51160,0,0
130491,19875,0,48135,0,0
130493,19877,0,51161,0,0
130494,19878,0,50008,0,0
130495,19879,0,51010,0,0
130500,19884,0,51162,0,0
130502,19886,0,51163,0,0
130503,19887,0,50926,0,0
130504,19888,0,51164,0,0
130505,19889,0,48201,0,0
130506,19890,0,51165,0,0
130507,19891,0,51166,0,0
130508,19892,0,51167,0,0
130510,19894,0,51168,0,0
130511,19895,0,51169,0,0
130512,19896,0,51170,0,0
130513,19897,0,49670,0,0
130515,19899,0,51171,0,0
130516,19900,0,51172,0,0
130517,19901,0,51173,0,0
130519,19903,0,51174,0,0
130520,19904,0,49117,0,0
130522,19906,0,48195,0,0
130523,19907,0,51175,0,0
130524,19908,0,51176,0,0
130525,19909,0,51177,0,0
130526,19910,0,51178,0,0
130529,19913,0,51179,0,0
130531,19915,0,51180,0,0
130532,19916,0,47381,0,0
130533,19917,0,48500,0,0
130534,19918,0,51181,0,0
130535,19919,0,49037,0,0
130537,19921,0,50325,0,0
130538,19922,0,51182,0,0
130540,19924,0,51183,0,0
130542,19927,0,51184,0,0
130543,19928,0,51185,0,0
130544,19929,0,51186,0,0
130559,19944,0,51187,0,0
130560,19945,0,45871,0,0
130561,19946,0,51188,0,0
130576,19961,0,51189,0,0
130577,19962,0,51190,0,0
130578,19963,0,51191,0,0
130579,19964,0,51192,0,0
130580,19965,0,51193,0,0
130581,19967,0,51194,0,0
130582,19968,0,51195,0,0
130583,19969,0,51196,0,0
130584,19970,0,45864,0,0
130586,19972,0,46963,0,0
130594,19980,0,49560,0,0
130595,19981,0,51197,0,0
130596,19982,0,47264,0,0
130597,19983,0,51198,0,0
130598,19984,0,51199,0,0
130599,19985,0,51200,0,0
130600,19986,0,45871,0,0
130601,19987,0,48987,0,0
130602,19988,0,51201,0,0
130603,19989,0,51202,0,0
130607,19993,0,51203,0,0
130612,19998,0,51204,0,0
130613,19999,0,50361,0,0
130617,20003,0,51205,0,0
130619,20005,0,51206,0,0
130646,20032,0,47927,0,0
130647,20033,0,51207,0,0
130648,20034,0,50916,0,0
130649,20035,0,51208,0,0
130652,20038,0,51209,0,0
130653,20039,0,51210,0,0
130655,20041,0,50928,0,0
130656,20042,0,50928,0,0
130657,20043,0,46378,0,0
130658,20044,0,46378,0,0
130659,20045,0,48672,0,0
130660,20046,0,48672,0,0
130661,20047,0,48672,0,0
130662,20048,0,49193,0,0
130663,20049,0,49193,0,0
130664,20050,0,49443,0,0
130665,20051,0,49443,0,0
130666,20052,0,51211,0,0
130667,20053,0,51211,0,0
130668,20054,0,48664,0,0
130669,20055,0,51212,0,0
130670,20056,0,51213,0,0
130671,20057,0,51214,0,0
130672,20058,0,51214,0,0
130673,20059,0,49464,0,0
130674,20060,0,49464,0,0
130675,20061,0,51215,0,0
130682,20068,0,47264,0,0
130683,20069,0,51216,0,0
130684,20070,0,51217,0,0
130687,20073,0,47264,0,0
130696,20082,0,51218,0,0
130697,20083,0,51219,0,0
130702,20088,0,46378,0,0
130703,20089,0,46378,0,0
130704,20090,0,46378,0,0
130705,20091,0,49443,0,0
130706,20092,0,49443,0,0
130707,20093,0,49443,0,0
130708,20094,0,48664,0,0
130709,20095,0,48664,0,0
130710,20096,0,48664,0,0
130711,20097,0,48672,0,0
130712,20098,0,48672,0,0
130713,20099,0,48672,0,0
130714,20100,0,51211,0,0
130715,20101,0,51211,0,0
130716,20102,0,51211,0,0
130717,20103,0,48672,0,0
130718,20104,0,48672,0,0
130719,20105,0,48672,0,0
130720,20106,0,50928,0,0
130721,20107,0,50928,0,0
130722,20108,0,50928,0,0
130723,20109,0,49193,0,0
130724,20110,0,49193,0,0
130725,20111,0,49193,0,0
130726,20112,0,51211,0,0
130727,20113,0,51211,0,0
130728,20114,0,51211,0,0
130729,20115,0,48672,0,0
130730,20116,0,48672,0,0
130731,20117,0,48672,0,0
130732,20118,0,46378,0,0
130733,20119,0,46378,0,0
130734,20120,0,46378,0,0
130735,20121,0,49443,0,0
130736,20122,0,49443,0,0
130737,20123,0,49443,0,0
130738,20124,0,50928,0,0
130739,20125,0,50928,0,0
130740,20126,0,50928,0,0
130741,20127,0,49193,0,0
130742,20128,0,49193,0,0
130743,20129,0,49193,0,0
130745,20131,0,51221,0,0
130746,20132,0,51222,0,0
130747,20133,0,51223,0,0
130748,20134,0,51224,0,0
130749,20150,0,46378,0,0
130750,20151,0,46378,0,0
130751,20152,0,46378,0,0
130752,20153,0,46378,0,0
130753,20154,0,49443,0,0
130754,20155,0,49443,0,0
130755,20156,0,49443,0,0
130756,20157,0,49443,0,0
130757,20158,0,51212,0,0
130758,20159,0,48664,0,0
130759,20160,0,48664,0,0
130760,20161,0,48664,0,0
130761,20162,0,48664,0,0
130762,20163,0,48672,0,0
130763,20164,0,48672,0,0
130764,20165,0,48672,0,0
130765,20166,0,48672,0,0
130766,20167,0,51211,0,0
130767,20168,0,51211,0,0
130768,20169,0,51211,0,0
130769,20170,0,51211,0,0
130770,20171,0,48672,0,0
130771,20172,0,48672,0,0
130772,20173,0,48672,0,0
130773,20174,0,48672,0,0
130774,20175,0,49464,0,0
130775,20176,0,51215,0,0
130776,20177,0,50928,0,0
130777,20178,0,50928,0,0
130778,20179,0,50928,0,0
130779,20180,0,50928,0,0
130780,20181,0,49193,0,0
130781,20182,0,49193,0,0
130782,20183,0,49193,0,0
130783,20184,0,51214,0,0
130784,20185,0,49193,0,0
130785,20186,0,51211,0,0
130786,20187,0,51211,0,0
130787,20188,0,51211,0,0
130788,20189,0,51211,0,0
130789,20190,0,48672,0,0
130790,20191,0,48672,0,0
130791,20192,0,48672,0,0
130792,20193,0,48672,0,0
130793,20194,0,49464,0,0
130794,20195,0,46378,0,0
130795,20196,0,46378,0,0
130796,20197,0,46378,0,0
130797,20198,0,46378,0,0
130798,20199,0,49443,0,0
130799,20200,0,49443,0,0
130800,20201,0,49443,0,0
130801,20202,0,49443,0,0
130802,20203,0,51213,0,0
130803,20204,0,50928,0,0
130804,20205,0,50928,0,0
130805,20206,0,50928,0,0
130806,20207,0,50928,0,0
130807,20208,0,49193,0,0
130808,20209,0,49193,0,0
130809,20210,0,49193,0,0
130810,20211,0,49193,0,0
130811,20212,0,51214,0,0
130812,20213,0,51225,0,0
130813,20214,0,51217,0,0
130814,20215,0,51226,0,0
130815,20216,0,47786,0,0
130816,20217,0,49628,0,0
130817,20218,0,51227,0,0
130818,20219,0,51228,0,0
130819,20220,0,51216,0,0
130841,20255,0,51229,0,0
130843,20257,0,48836,0,0
130844,20258,0,51230,0,0
130845,20259,0,47371,0,0
130846,20260,0,48838,0,0
130847,20261,0,50903,0,0
130848,20262,0,49561,0,0
130849,20263,0,49001,0,0
130850,20264,0,51231,0,0
130851,20265,0,51232,0,0
130852,20266,0,50901,0,0
130853,20294,0,50575,0,0
130854,20295,0,49397,0,0
130855,20296,0,51233,0,0
130857,20326,0,50548,0,0
130858,20337,0,51234,0,0
130859,20340,0,50548,0,0
130860,20353,0,50548,0,0
130865,20369,0,51235,0,0
130866,20370,0,45855,0,0
130868,20372,0,45855,0,0
130876,20380,0,46729,0,0
130882,20386,0,51236,0,0
130887,20391,0,51237,0,0
130888,20392,0,51238,0,0
130902,20406,0,51240,0,0
130903,20407,0,51241,0,0
130904,20408,0,51242,0,0
130908,20412,0,51243,0,0
130913,20417,0,49889,0,0
130921,20425,0,46445,0,0
130923,20427,0,47241,0,0
130924,20428,0,47484,0,0
130926,20430,0,51126,0,0
130930,20434,0,46032,0,0
130933,20437,0,51048,0,0
130934,20438,0,46530,0,0
130936,20440,0,47438,0,0
130937,20441,0,46661,0,0
130939,20443,0,47044,0,0
130963,20468,0,48512,0,0
130971,20476,0,49911,0,0
130972,20477,0,49913,0,0
130973,20478,0,51244,0,0
130974,20479,0,49124,0,0
130975,20480,0,48456,0,0
130976,20481,0,49853,0,0
130982,20487,0,50952,0,0
130983,20488,0,50951,0,0
