ID,ClassID,SubclassID,Material,InventoryType,SheatheType,Sound_override_subclassID,IconFileDataID,ItemGroupSoundsID,ContentTuningID,ModifiedCraftingReagentItemID,Field_12_0_0_63534_010,CraftingQualityID,ItemSquishEraID,RecraftReagentCountPercentage,OrderSource
133109,3,11,0,0,0,-1,519379,24,0,0,0,0,0,0,0
133110,3,11,0,0,0,-1,134415,24,0,0,0,0,0,0,0
133111,3,11,0,0,0,-1,236295,24,0,0,0,0,0,0,0
133112,3,11,0,0,0,-1,132867,24,0,0,0,0,0,0,0
133113,3,11,0,0,0,-1,132927,24,0,0,0,0,0,0,0
133114,3,11,0,0,0,-1,237537,24,0,0,0,0,0,0,0
133115,3,11,0,0,0,-1,132781,24,0,0,0,0,0,0,0
133116,3,11,0,0,0,-1,132787,24,0,0,0,0,0,0,0
133117,3,11,0,0,0,-1,538745,24,0,0,0,0,0,0,0
133118,3,11,0,0,0,-1,1020381,24,0,0,0,0,0,0,0
133120,3,11,0,0,0,-1,294481,24,0,0,0,0,0,0,0
133121,3,11,0,0,0,-1,136079,24,0,0,0,0,0,0,0
133122,3,11,0,0,0,-1,651083,24,0,0,0,0,0,0,0
133123,3,11,0,0,0,-1,134225,24,0,0,0,0,0,0,0
133124,3,11,0,0,0,-1,237572,24,0,0,0,0,0,0,0
133129,3,11,0,0,0,-1,514016,24,0,0,0,0,0,0,0
133136,3,11,0,0,0,-1,612968,24,0,0,0,0,0,0,0
133137,3,11,0,0,0,-1,135739,24,0,0,0,0,0,0,0
133138,3,11,0,0,0,-1,463855,24,0,0,0,0,0,0,0
133139,3,11,0,0,0,-1,1058937,24,0,0,0,0,0,0,0
133141,3,11,0,0,0,-1,613602,24,0,0,0,0,0,0,0
133142,3,11,0,0,0,-1,132772,24,0,0,0,0,0,0,0
133143,3,11,0,0,0,-1,136099,24,0,0,0,0,0,0,0
133144,3,11,0,0,0,-1,136221,24,0,0,0,0,0,0,0
133149,0,8,0,0,0,-1,514277,24,0,0,0,0,0,0,0
133151,0,8,0,0,0,-1,463480,24,0,0,0,0,0,0,0
133152,0,8,0,0,0,-1,513195,24,0,0,0,0,0,0,0
133154,0,8,0,0,0,-1,133278,24,0,0,0,0,0,0,0
133159,0,8,0,0,0,-1,1016351,24,0,0,0,0,0,0,0
133160,0,8,0,0,0,-1,132783,24,0,0,0,0,0,0,0
133176,2,4,4,13,3,-1,0,8,0,0,0,0,0,0,0
133327,2,9,6,21,2,-1,0,9,0,0,0,0,0,0,0
133328,12,0,0,0,0,-1,136212,9,0,0,0,0,0,0,0
133336,12,0,0,0,0,-1,454050,8,0,0,0,0,0,0,0
133338,12,0,0,0,0,-1,458258,14,0,0,0,0,0,0,0
133349,12,0,0,0,0,-1,134454,24,0,0,0,0,0,0,0
133350,12,0,0,0,0,-1,348554,24,0,0,0,0,0,0,0
133351,2,14,1,13,1,-1,0,9,0,0,0,0,0,0,0
133366,4,0,3,2,0,-1,337782,14,0,0,0,0,0,0,0
133372,4,0,5,11,0,-1,133374,14,0,0,0,0,0,0,0
133373,4,0,5,2,0,-1,525133,14,0,0,0,0,0,0,0
133377,12,0,0,0,0,-1,514016,22,0,0,0,0,0,0,0
133379,12,0,0,0,0,-1,136007,17,0,0,0,0,0,0,0
133380,12,0,0,0,0,-1,133024,8,0,0,0,0,0,0,0
133460,2,10,2,17,0,-1,0,13,0,0,0,0,0,0,0
133510,12,0,0,0,0,-1,133473,7,0,0,0,0,0,0,0
133511,15,4,3,0,0,-1,463858,24,0,0,0,0,0,0,0
133515,12,0,0,0,0,-1,237415,7,0,0,0,0,0,0,0
133518,2,0,1,13,1,-1,0,13,0,0,0,0,0,0,0
133542,15,0,5,0,0,-1,351457,24,0,0,0,0,0,0,0
133543,15,5,4,0,0,-1,298656,12,872,0,0,0,0,0,0
133549,0,8,0,0,0,-1,1004900,7,0,0,0,0,0,0,0
133550,15,5,2,0,0,-1,134909,12,872,0,0,0,0,0,0
133553,15,0,0,0,0,-1,646672,22,0,0,0,0,0,0,0
133556,0,8,0,0,0,-1,236445,20,0,0,0,0,0,0,0
133557,0,5,8,0,0,-1,1387662,16,0,0,0,0,0,0,0
133560,5,1,1,0,0,-1,525134,16,0,0,0,0,0,0,0
133561,0,5,8,0,0,-1,1387644,16,0,0,0,0,0,0,0
133562,0,5,8,0,0,-1,1387660,16,0,0,0,0,0,0,0
133563,0,5,8,0,0,-1,1387647,17,0,0,0,0,0,0,0
133564,0,5,8,0,0,-1,1387664,16,0,0,0,0,0,0,0
133565,0,5,8,0,0,-1,1387656,16,0,0,0,0,0,0,0
133566,0,5,8,0,0,-1,1387666,16,0,0,0,0,0,0,0
133567,0,5,8,0,0,-1,1387640,16,0,0,0,0,0,0,0
133568,0,5,8,0,0,-1,1387653,16,0,0,0,0,0,0,0
133569,0,5,8,0,0,-1,1387646,16,0,0,0,0,0,0,0
133570,0,5,8,0,0,-1,1387667,16,0,0,0,0,0,0,0
133571,0,5,8,0,0,-1,1387635,16,0,0,0,0,0,0,0
133572,0,5,8,0,0,-1,1387659,16,0,0,0,0,0,0,0
133573,0,5,8,0,0,-1,1387663,16,0,0,0,0,0,0,0
133574,0,5,8,0,0,-1,1387650,16,0,0,0,0,0,0,0
133575,0,5,8,0,0,-1,1387645,16,0,0,0,0,0,0,0
133576,0,5,8,0,0,-1,1387641,16,0,0,0,0,0,0,0
133577,0,5,8,0,0,-1,1387649,16,0,0,0,0,0,0,0
133578,0,5,8,0,0,-1,1387652,16,0,0,0,0,0,0,0
133579,0,5,8,0,0,-1,1387654,16,0,0,0,0,0,0,0
133580,4,0,4,12,0,-1,464855,8,0,0,0,0,0,0,0
133585,4,0,4,12,0,-1,1100172,14,2054,0,0,0,2,0,0
133586,0,5,8,0,0,-1,132826,17,0,0,0,0,0,0,0
133587,15,0,0,0,0,-1,357813,8,0,0,0,0,0,0,0
133588,7,8,8,0,0,-1,1387651,22,0,0,0,0,0,0,0
133589,7,8,8,0,0,-1,1387643,16,0,0,0,0,0,0,0
133590,7,8,8,0,0,-1,1387658,16,0,0,0,0,0,0,0
133591,7,8,8,0,0,-1,1387661,16,0,0,0,0,0,0,0
133592,7,8,8,0,0,-1,1387665,16,0,0,0,0,0,0,0
133593,7,8,8,0,0,-1,1118046,16,0,0,0,0,0,0,0
133594,0,8,0,0,0,-1,348545,21,0,0,0,0,0,0,0
133595,4,0,4,12,0,-1,971277,14,2054,0,0,0,2,0,0
133596,4,0,4,12,0,-1,1097742,14,2054,0,0,0,2,0,0
133597,4,0,4,12,0,-1,973923,14,2054,0,0,0,2,0,0
133598,4,0,4,12,0,-1,135475,14,2054,0,0,0,2,0,0
133599,12,0,0,0,0,-1,1064188,22,0,0,0,0,0,0,0
133633,4,0,3,2,0,-1,1359992,14,0,0,0,0,0,0,0
133634,4,0,3,11,0,-1,1027832,14,0,0,0,0,0,0,0
133636,4,0,3,2,0,-1,1360039,14,0,0,0,0,0,0,0
133637,4,0,3,11,0,-1,1408445,14,0,0,0,0,0,0,0
133638,4,0,3,11,0,-1,1408447,14,0,0,0,0,0,0,0
133641,4,0,4,12,0,-1,136030,14,0,0,0,0,0,0,0
133642,4,0,4,12,0,-1,134229,14,0,0,0,0,0,0,0
133644,4,0,4,12,0,-1,339292,14,0,0,0,0,0,0,0
133645,4,0,4,12,0,-1,900319,14,0,0,0,0,0,0,0
133646,4,0,4,12,0,-1,535593,14,0,0,0,0,0,0,0
133647,4,0,4,12,0,-1,612968,14,0,0,0,0,0,0,0
133669,12,0,0,0,0,-1,1014024,17,0,0,0,0,0,0,0
133671,9,3,4,0,0,-1,1387620,20,0,0,0,0,0,0,0
133675,12,0,0,0,0,-1,134419,16,0,0,0,0,0,0,0
133677,12,0,0,0,0,-1,656438,24,0,0,0,0,0,0,0
133679,4,0,3,11,0,-1,1408458,14,0,0,0,0,0,0,0
133680,7,8,0,0,0,-1,1387639,15,0,0,0,0,0,0,0
133681,0,5,8,0,0,-1,1387636,16,0,0,0,0,0,0,0
133685,3,11,0,0,0,-1,236263,24,0,0,0,0,0,0,0
133686,3,11,0,0,0,-1,451164,24,0,0,0,0,0,0,0
133687,3,11,0,0,0,-1,136231,24,0,0,0,0,0,0,0
133688,0,8,0,0,0,-1,1126431,12,0,0,0,0,0,0,0
133696,2,15,1,21,3,-1,0,8,0,0,0,0,0,0,0
133701,0,8,0,0,0,-1,1269441,12,0,0,0,0,0,0,0
133702,0,8,0,0,0,-1,134437,17,0,0,0,0,0,0,0
133703,0,8,0,0,0,-1,134434,12,0,0,0,0,0,0,0
133704,0,8,0,0,0,-1,133307,14,0,0,0,0,0,0,0
133705,0,8,0,0,0,-1,970830,12,0,0,0,0,0,0,0
133706,0,8,0,0,0,-1,970833,15,0,0,0,0,0,0,0
133707,0,8,0,0,0,-1,236197,15,0,0,0,0,0,0,0
133708,0,8,0,0,0,-1,415052,22,0,0,0,0,0,0,0
133709,0,8,0,0,0,-1,442735,12,0,0,0,0,0,0,0
133710,0,8,0,0,0,-1,970845,12,0,0,0,0,0,0,0
133711,0,8,0,0,0,-1,294473,16,0,0,0,0,0,0,0
133712,0,8,0,0,0,-1,236553,15,0,0,0,0,0,0,0
133713,0,8,0,0,0,-1,133722,12,0,0,0,0,0,0,0
133714,0,8,0,0,0,-1,970812,15,0,0,0,0,0,0,0
133715,0,8,0,0,0,-1,515955,14,0,0,0,0,0,0,0
133716,0,8,0,0,0,-1,134311,12,0,0,0,0,0,0,0
133717,0,8,0,0,0,-1,134115,21,0,0,0,0,0,0,0
133719,0,8,0,0,0,-1,134169,10,0,0,0,0,0,0,0
133720,0,8,0,0,0,-1,1135365,22,0,0,0,0,0,0,0
133721,0,8,0,0,0,-1,135446,14,0,0,0,0,0,0,0
133722,0,8,0,0,0,-1,876363,23,0,0,0,0,0,0,0
133723,0,8,0,0,0,-1,294472,15,0,0,0,0,0,0,0
133724,0,8,0,0,0,-1,237339,15,0,0,0,0,0,0,0
133725,7,8,0,0,0,-1,133919,15,0,0,0,0,0,0,0
133726,7,8,0,0,0,-1,132186,15,0,0,0,0,0,0,0
133727,7,8,0,0,0,-1,237324,15,0,0,0,0,0,0,0
133728,7,8,0,0,0,-1,133913,15,0,0,0,0,0,0,0
133730,7,8,0,0,0,-1,1387367,15,0,0,0,0,0,0,0
133733,7,8,0,0,0,-1,1387365,15,0,0,0,0,0,0,0
133734,7,8,0,0,0,-1,1387370,15,0,0,0,0,0,0,0
133735,7,8,0,0,0,-1,134048,15,0,0,0,0,0,0,0
133736,7,8,0,0,0,-1,1387375,15,0,0,0,0,0,0,0
133737,7,8,0,0,0,-1,237579,15,0,0,0,0,0,0,0
133739,7,8,0,0,0,-1,1387372,15,0,0,0,0,0,0,0
133741,7,8,0,0,0,-1,645491,15,0,0,0,0,0,0,0
133742,7,8,0,0,0,-1,1387362,15,0,0,0,0,0,0,0
133743,12,0,0,0,0,-1,1045943,15,0,0,0,0,0,0,0
133748,4,0,4,12,0,-1,1029001,12,0,0,0,0,0,0,0
133751,4,0,4,11,0,-1,896700,14,0,0,0,0,0,0,0
133752,12,0,0,0,0,-1,1114455,9,0,0,0,0,0,0,0
133753,12,0,0,0,0,-1,1104343,9,0,0,0,0,0,0,0
133754,12,0,0,0,0,-1,1093191,9,0,0,0,0,0,0,0
133755,19,9,4,29,1,-1,0,8,0,0,0,0,0,0,0
133756,12,0,0,0,0,-1,1045942,15,0,0,0,0,0,0,0
133760,15,0,0,0,0,-1,134327,16,0,0,0,0,0,0,0
133761,12,0,0,0,0,-1,644269,8,0,0,0,0,0,0,0
133762,12,0,0,0,0,-1,1117884,24,0,0,0,0,0,0,0
133763,3,11,0,0,0,-1,348554,8,0,0,0,0,0,0,0
133764,3,11,0,0,0,-1,135799,24,0,0,0,0,0,0,0
133766,4,0,4,12,0,-1,237076,14,0,0,0,0,0,0,0
133767,4,0,3,2,0,-1,1360043,14,0,0,0,0,0,0,0
133768,3,11,0,0,0,-1,1041234,24,0,0,0,0,0,0,0
133775,12,0,0,0,0,-1,249174,8,0,0,0,0,0,0,0
133777,2,4,2,13,3,4,133042,8,0,0,0,0,0,0,0
133780,12,0,0,0,0,-1,134265,16,0,0,0,0,0,0,0
133782,12,0,0,0,0,-1,133797,12,0,0,0,0,0,0,0
133791,12,0,0,0,0,-1,1022406,24,0,0,0,0,0,0,0
133793,12,0,0,0,0,-1,1118739,16,0,0,0,0,0,0,0
133794,12,0,0,0,0,-1,134283,8,0,0,0,0,0,0,0
133795,0,8,0,0,0,-1,538518,16,0,0,0,0,0,0,0
133800,4,1,7,6,0,-1,647865,7,0,0,0,0,0,0,0
133801,12,0,0,0,0,-1,237503,8,0,0,0,0,0,0,0
133802,12,0,0,0,0,-1,839911,20,0,0,0,0,0,0,0
133803,15,4,7,0,0,-1,133642,18,0,0,0,0,0,0,0
133804,15,4,7,0,0,-1,133667,18,0,0,0,0,0,0,0
133807,12,0,0,0,0,-1,134421,12,0,0,0,0,0,0,0
133808,12,0,0,0,0,-1,442735,15,0,0,0,0,0,0,0
133809,4,0,4,11,0,-1,656127,14,0,0,0,0,0,0,0
133810,9,5,0,0,0,-1,1387620,7,0,0,0,0,0,0,0
133831,9,5,0,0,0,-1,1387621,7,0,0,0,0,0,0,0
133851,9,5,0,0,0,-1,1387622,7,0,0,0,0,0,0,0
133874,12,0,0,0,0,-1,651553,16,0,0,0,0,0,0,0
133875,12,0,8,0,0,-1,1405805,8,0,0,0,0,0,0,0
133877,15,0,6,0,0,-1,134939,20,0,0,0,0,0,0,0
133879,12,0,0,0,0,-1,237185,24,0,0,0,0,0,0,0
133880,12,0,0,0,0,-1,236884,17,0,0,0,0,0,0,0
133881,12,0,0,0,0,-1,134924,8,0,0,0,0,0,0,0
133882,12,0,0,0,0,-1,134418,16,0,0,0,0,0,0,0
133885,12,0,0,0,0,-1,294479,16,0,0,0,0,0,0,0
133887,12,0,0,0,0,-1,464023,24,0,0,0,0,0,0,0
133888,0,8,0,0,0,-1,651487,17,0,0,0,0,0,0,0
133889,0,8,0,0,0,-1,464342,17,0,0,0,0,0,0,0
133890,0,8,0,0,0,-1,134525,17,0,0,0,0,0,0,0
133891,0,8,0,0,0,-1,236197,17,0,0,0,0,0,0,0
133892,0,8,0,0,0,-1,134523,17,0,0,0,0,0,0,0
133893,0,5,8,0,0,-1,134021,16,0,0,0,0,0,0,0
133894,12,0,2,0,0,-1,236262,13,0,0,0,0,0,0,0
133895,12,0,0,0,0,-1,133250,24,0,0,0,0,0,0,0
133896,4,1,6,6,0,-1,0,11,0,0,0,0,0,0,0
133901,15,0,7,0,0,-1,237388,20,0,0,0,0,0,0,0
133910,12,0,0,0,0,-1,134158,13,0,0,0,0,0,0,0
133911,0,8,0,0,0,-1,133151,16,0,0,0,0,0,0,0
133912,12,0,0,0,0,-1,133934,15,0,0,0,0,0,0,0
133913,0,5,8,0,0,-1,463521,16,0,0,0,0,0,0,0
133924,12,0,0,0,0,-1,839911,16,0,0,0,0,0,0,0
133925,12,0,0,0,0,-1,840190,16,0,0,0,0,0,0,0
133926,12,0,0,0,0,-1,132766,8,0,0,0,0,0,0,0
133928,12,0,8,0,0,-1,1405816,9,0,0,0,0,0,0,0
133934,12,0,0,0,0,-1,134285,8,0,0,0,0,0,0,0
133935,12,0,0,0,0,-1,134282,8,0,0,0,0,0,0,0
133936,12,0,0,0,0,-1,134284,8,0,0,0,0,0,0,0
133940,0,7,0,0,0,-1,1387610,7,0,0,0,0,0,0,0
133941,12,0,1,0,0,-1,1405809,8,0,0,0,0,0,0,0
133942,0,7,0,0,0,-1,1387612,7,0,0,0,0,0,0,0
133943,12,0,0,0,0,-1,135124,8,0,0,0,0,0,0,0
133944,12,0,0,0,0,-1,1003591,15,0,0,0,0,0,0,0
133945,3,0,3,0,0,-1,0,24,0,0,0,0,0,0,0
133948,2,13,1,22,8,-1,0,9,0,0,0,0,0,0,0
133955,12,0,0,0,0,-1,1020349,22,0,0,0,0,0,0,0
133956,12,0,0,0,0,-1,348536,24,0,0,0,0,0,0,0
133959,4,0,8,23,3,-1,0,8,0,0,0,0,0,0,0
133960,12,0,0,0,0,-1,133884,17,0,0,0,0,0,0,0
133963,2,9,1,13,1,-1,1117778,9,0,0,0,0,0,0,0
133970,4,1,7,6,0,-1,344539,7,0,0,0,0,0,0,0
133972,12,0,0,0,0,-1,970839,15,0,0,0,0,0,0,0
133979,0,5,8,0,0,-1,134434,16,0,0,0,0,0,0,0
133980,0,5,8,0,0,-1,463561,17,0,0,0,0,0,0,0
133981,0,5,8,0,0,-1,133890,16,0,0,0,0,0,0,0
133983,0,5,0,0,0,-1,132818,17,0,0,0,0,0,0,0
133984,0,8,7,0,0,-1,921907,7,0,0,0,0,0,0,0
133986,0,8,7,0,0,-1,618868,7,0,0,0,0,0,0,0
133987,0,8,0,0,0,-1,463545,17,0,0,0,0,0,0,0
133990,0,8,0,0,0,-1,644384,17,0,0,0,0,0,0,0
133991,12,0,0,0,0,-1,136161,14,0,0,0,0,0,0,0
133992,0,8,0,0,0,-1,135992,17,0,0,0,0,0,0,0
133993,0,8,0,0,0,-1,1063279,17,0,0,0,0,0,0,0
133996,4,0,7,1,0,-1,133168,7,0,0,0,0,0,0,0
133997,15,4,3,0,0,-1,463879,14,0,0,0,0,0,0,0
133998,15,4,1,0,0,-1,134139,9,0,0,0,0,0,0,0
133999,12,0,0,0,0,-1,132776,16,0,0,0,0,0,0,0
134000,12,0,0,0,0,-1,0,16,0,0,0,0,0,0,0
134004,15,4,5,0,0,-1,133414,14,0,0,0,0,0,0,0
134005,12,0,0,0,0,-1,463484,20,0,0,0,0,0,0,0
134006,15,4,2,0,0,-1,133749,12,0,0,0,0,0,0,0
134007,15,4,4,0,0,-1,463879,16,0,0,0,0,0,0,0
134008,15,4,2,0,0,-1,133290,24,0,0,0,0,0,0,0
134009,12,0,0,0,0,-1,134216,24,0,0,0,0,0,0,0
134010,12,0,0,0,0,-1,1029739,23,0,0,0,0,0,0,0
134012,4,0,5,1,0,-1,133151,9,0,0,0,0,0,0,0
134013,4,0,7,1,0,-1,236571,7,0,0,0,0,0,0,0
134014,12,0,0,0,0,-1,960687,16,0,0,0,0,0,0,0
134015,12,0,0,0,0,-1,970828,15,0,0,0,0,0,0,0
134016,12,0,0,0,0,-1,132108,17,0,0,0,0,0,0,0
134019,15,4,7,0,0,-1,133152,7,0,0,0,0,0,0,0
134020,15,4,7,0,0,-1,236571,7,0,0,0,0,0,0,0
134021,15,4,5,0,0,-1,133151,9,0,0,0,0,0,0,0
134023,15,4,3,0,0,-1,236154,8,0,0,0,0,0,0,0
134024,15,4,6,0,0,-1,133151,8,0,0,0,0,0,0,0
134025,12,0,0,0,0,-1,645193,24,0,0,0,0,0,0,0
134027,12,0,0,0,0,-1,1135365,12,0,0,0,0,0,0,0
134029,2,9,1,21,1,-1,135643,8,0,0,0,0,0,0,0
134030,2,9,1,22,1,-1,135643,8,0,0,0,0,0,0,0
134033,0,8,0,0,0,-1,1129713,20,0,0,0,0,0,0,0
134035,3,11,3,0,0,-1,0,24,0,0,0,0,0,0,0
134036,2,7,2,21,0,-1,1119643,13,0,0,0,0,0,0,0
134037,2,7,2,21,0,-1,1120327,13,0,0,0,0,0,0,0
134038,2,7,2,21,0,-1,1121208,13,0,0,0,0,0,0,0
134039,2,7,2,21,0,-1,1121756,13,0,0,0,0,0,0,0
134040,15,4,0,0,0,-1,133861,16,0,0,0,0,0,0,0
134041,12,0,0,0,0,-1,652161,16,0,0,0,0,0,0,0
134047,15,2,0,0,0,-1,1303199,16,373,0,0,0,0,0,0
134048,15,0,0,0,0,-1,236875,24,0,0,0,0,0,0,0
134049,15,0,0,0,0,-1,133729,22,0,0,0,0,0,0,0
134051,15,0,0,0,0,-1,1061040,20,0,0,0,0,0,0,0
134052,15,0,0,0,0,-1,133308,7,0,0,0,0,0,0,0
134053,15,0,0,0,0,-1,237385,20,0,0,0,0,0,0,0
134054,15,0,0,0,0,-1,458252,15,0,0,0,0,0,0,0
134056,12,0,0,0,0,-1,646669,16,0,0,0,0,0,0,0
134058,12,0,0,0,0,-1,237509,20,0,0,0,0,0,0,0
134060,12,0,0,0,0,-1,133650,22,0,0,0,0,0,0,0
134062,0,8,0,0,0,-1,236695,20,0,0,0,0,0,0,0
134064,0,8,0,0,0,-1,463874,20,0,0,0,0,0,0,0
134065,12,0,0,0,0,-1,132182,16,0,0,0,0,0,0,0
134069,2,7,1,13,3,7,135694,8,0,0,0,0,0,0,0
134070,2,0,1,13,3,0,898066,8,0,0,0,0,0,0,0
134076,3,11,0,0,0,-1,237236,9,0,0,0,0,0,0,0
134077,3,11,0,0,0,-1,133258,9,0,0,0,0,0,0,0
134078,3,11,0,0,0,-1,1033184,9,0,0,0,0,0,0,0
134079,3,11,0,0,0,-1,1033166,9,0,0,0,0,0,0,0
134081,3,11,0,0,0,-1,454049,9,0,0,0,0,0,0,0
134083,12,0,0,0,0,-1,442739,22,0,0,0,0,0,0,0
134084,12,0,0,0,0,-1,442739,8,0,0,0,0,0,0,0
134085,12,0,0,0,0,-1,1064188,8,0,0,0,0,0,0,0
134088,12,0,0,0,0,-1,646781,19,0,0,0,0,0,0,0
134089,12,0,0,0,0,-1,1379240,19,0,0,0,0,0,0,0
134092,12,0,0,0,0,-1,1001980,16,0,0,0,0,0,0,0
134094,12,0,0,0,0,-1,1112954,24,0,0,0,0,0,0,0
134095,12,0,0,0,0,-1,460686,12,0,0,0,0,0,0,0
134104,12,0,1,0,0,-1,134887,22,0,0,0,0,0,0,0
134105,12,0,1,0,0,-1,642723,22,0,0,0,0,0,0,0
134106,12,0,1,0,0,-1,132886,22,0,0,0,0,0,0,0
134107,12,0,1,0,0,-1,463854,22,0,0,0,0,0,0,0
134108,12,0,0,0,0,-1,135731,8,0,0,0,0,0,0,0
134109,12,0,0,0,0,-1,134243,8,0,0,0,0,0,0,0
134111,4,5,7,16,0,-1,0,7,0,0,0,0,0,0,0
134112,4,5,7,3,0,-1,0,7,0,0,0,0,0,0,0
134114,12,0,0,0,0,-1,1137540,24,0,0,0,0,0,0,0
134115,12,0,0,0,0,-1,442742,22,0,0,0,0,0,0,0
134116,12,0,0,0,0,-1,237388,8,0,0,0,0,0,0,0
134118,0,8,1,0,0,-1,134109,24,0,0,0,0,0,0,0
134119,12,0,0,0,0,-1,348281,9,0,0,0,0,0,0,0
134120,12,0,0,0,0,-1,348282,9,0,0,0,0,0,0,0
134125,0,8,0,0,0,-1,1405813,19,0,0,0,0,0,0,0
134128,12,0,0,0,0,-1,135834,16,0,0,0,0,0,0,0
134133,0,8,1,0,0,-1,133257,24,0,0,0,0,0,0,0
134146,4,0,3,12,0,-1,134901,21,0,0,0,0,0,0,0
134157,4,0,1,11,1,-1,1391718,13,0,0,0,0,0,0,0
134159,4,0,1,12,4,-1,134230,9,0,0,0,0,0,0,0
134160,4,0,1,12,1,-1,134084,13,0,0,0,0,0,0,0
134161,4,0,2,2,2,-1,1360013,13,0,0,0,0,0,0,0
134187,4,0,3,2,0,-1,1360002,14,0,0,0,0,0,0,0
134190,4,0,3,12,0,-1,134422,21,0,0,0,0,0,0,0
134191,4,0,3,11,0,-1,1391714,14,0,0,0,0,0,0,0
134203,4,0,1,12,4,-1,237422,9,0,0,0,0,0,0,0
134204,4,0,1,12,1,-1,135551,13,0,0,0,0,0,0,0
134234,4,0,3,12,0,-1,132124,21,0,0,0,0,0,0,0
134245,4,0,1,11,1,-1,1391704,13,0,0,0,0,0,0,0
134247,4,0,1,12,4,-1,463514,9,0,0,0,0,0,0,0
134248,4,0,1,12,1,-1,133448,13,0,0,0,0,0,0,0
134249,4,0,2,2,2,-1,1360018,13,0,0,0,0,0,0,0
134278,4,0,3,12,0,-1,514020,21,0,0,0,0,0,0,0
134279,4,0,3,11,0,-1,1391709,14,0,0,0,0,0,0,0
134291,4,0,1,12,4,-1,135705,9,0,0,0,0,0,0,0
134292,4,0,1,12,1,-1,609893,13,0,0,0,0,0,0,0
134319,4,0,3,2,0,-1,1360015,14,0,0,0,0,0,0,0
134322,4,0,3,12,0,-1,348538,21,0,0,0,0,0,0,0
134323,4,0,3,11,0,-1,1391708,14,0,0,0,0,0,0,0
134335,4,0,1,12,4,-1,237014,9,0,0,0,0,0,0,0
134336,4,0,1,12,1,-1,134090,13,0,0,0,0,0,0,0
134366,4,0,3,12,0,-1,133209,20,0,0,0,0,0,0,0
134367,4,0,3,11,0,-1,1391721,14,0,0,0,0,0,0,0
134376,4,0,1,2,1,-1,1359998,14,0,0,0,0,0,0,0
134379,4,0,1,12,4,-1,135793,24,0,0,0,0,0,0,0
134380,4,0,1,12,1,-1,134235,8,0,0,0,0,0,0,0
134429,4,2,7,8,0,-1,0,7,0,0,0,0,0,0,0
134487,4,0,3,11,0,-1,1408435,14,0,0,0,0,0,0,0
134488,4,0,3,2,0,-1,1360046,14,0,0,0,0,0,0,0
134489,4,0,3,11,0,-1,1408439,14,0,0,0,0,0,0,0
134490,4,0,3,11,0,-1,1408440,14,0,0,0,0,0,0,0
134491,4,0,3,2,0,-1,1360041,14,0,0,0,0,0,0,0
134492,4,0,3,2,0,-1,1360032,14,0,0,0,0,0,0,0
134494,4,0,1,2,0,-1,0,9,0,0,0,0,0,0,0
134495,4,0,3,2,0,-1,1360034,14,0,0,0,0,0,0,0
134497,4,0,3,2,0,-1,1359994,14,0,0,0,0,0,0,0
134499,4,0,3,2,0,-1,1360021,14,0,0,0,0,0,0,0
134524,4,0,3,11,0,-1,1408449,14,0,0,0,0,0,0,0
134525,4,0,3,11,0,-1,1408443,14,0,0,0,0,0,0,0
134526,4,0,3,11,0,-1,1408451,14,0,0,0,0,0,0,0
134527,4,0,3,11,0,-1,1408433,14,0,0,0,0,0,0,0
134528,4,0,3,11,0,-1,1408438,14,0,0,0,0,0,0,0
134529,4,0,3,2,0,-1,1360042,14,0,0,0,0,0,0,0
134530,4,0,3,11,0,-1,1408452,14,0,0,0,0,0,0,0
134531,4,0,3,11,0,-1,1408434,14,0,0,0,0,0,0,0
134532,4,0,3,11,0,-1,1408454,14,0,0,0,0,0,0,0
134533,4,0,3,11,0,-1,1408461,14,0,0,0,0,0,0,0
134534,4,0,3,11,0,-1,1408444,14,0,0,0,0,0,0,0
134535,4,0,1,11,0,-1,0,13,0,0,0,0,0,0,0
134537,4,0,3,11,0,-1,1408456,14,0,0,0,0,0,0,0
134541,4,0,3,2,0,-1,1359997,14,0,0,0,0,0,0,0
134542,4,0,3,11,0,-1,1408457,14,0,0,0,0,0,0,0
134543,4,0,1,12,0,-1,0,9,0,0,0,0,0,0,0
134544,4,0,1,12,0,-1,0,13,0,0,0,0,0,0,0
134545,4,0,3,12,0,-1,0,21,0,0,0,0,0,0,0
134546,2,14,1,21,1,-1,0,8,0,0,0,0,0,0,0
134548,2,7,1,22,1,-1,0,9,0,0,0,0,0,0,0
134549,12,0,0,0,0,-1,970833,16,0,0,0,0,0,0,0
134550,12,0,2,0,0,-1,656440,24,0,0,0,0,0,0,0
134563,2,1,1,13,1,1,132395,9,0,0,0,0,0,0,0
134564,12,0,0,0,0,-1,237324,15,0,0,0,0,0,0,0
134567,12,0,0,0,0,-1,350868,15,0,0,0,0,0,0,0
134570,12,0,0,0,0,-1,237310,15,0,0,0,0,0,0,0
134573,12,0,0,0,0,-1,237316,15,0,0,0,0,0,0,0
134576,4,0,3,11,0,-1,1025254,14,0,0,0,0,0,0,0
134599,4,0,5,2,0,-1,804083,14,0,0,0,0,0,0,0
134627,4,0,5,2,0,-1,648532,14,0,0,0,0,0,0,0
134660,4,0,5,11,0,-1,133372,14,0,0,0,0,0,0,0
134689,4,0,4,12,0,-1,136008,14,0,0,0,0,0,0,0
134690,4,0,4,12,0,-1,135816,14,0,0,0,0,0,0,0
