ID,EffectAura,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectBasePointsF,ScalingClass,Node__Field_12_0_0_63534_001,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
192000,0,0,6,64,0,0,0,0,1,0,0,0,0,0,0,143383,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,143340
192031,0,0,0,139,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,32340,0,0,32340,0,0,0,0,0,0,0,1,0,143398
192033,0,0,1,139,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32340,0,0,0,0,0,0,0,1,0,143399
192049,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,143404,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,143405
192073,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143421,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143420
192076,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143424,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,22,15,143423
192089,23,0,1,6,0,0,500,0,1,0,0,0,0,0,0,143430,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143345
192104,23,0,0,6,0,0,5000,0,1,0,0,0,0,0,0,143442,0,1,0,0,0,1,0,0,0,127,0,0,0,0,0,0,0,1,0,143440
192114,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,143934,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143449
192115,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143933,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143449
192176,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143460,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143462
192177,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,143461,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143462
192179,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,143464,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143463
192223,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143450,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142292
192224,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143318,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141851
192233,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,143479,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,143475
192237,23,0,0,6,0,0,3000,0,1,0,0,0,0,0,0,143478,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143477
192251,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143487
192263,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143282,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143280
192335,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,143590,0,1,0,0,0,1,0,0,0,127,0,0,49,0,0,0,0,22,30,143535
192336,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143535,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143536
192393,23,0,0,6,0,4096,1000,0,1,0,0,0,0,0,0,143566,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143567
192398,23,0,0,6,0,0,3000,0,1,0,0,0,0,0,0,143572,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,143570
192401,23,0,1,6,0,0,500,0,1,0,0,0,0,0,0,143575,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143572
192436,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,143501,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143591
192447,42,0,1,6,0,0,0,0,1,0,0,0,0,0,0,144278,0,1,0,0,0,1,0,0,0,127,0,0,0,0,0,0,0,1,0,143593
192505,23,0,0,6,0,0,31000,0,1,0,0,0,0,0,0,143642,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143639
192529,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32920,0,0,12,0,0,0,0,18,16,143656
192539,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143664,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143663
192547,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32921,0,0,12,0,0,0,0,18,16,143670
192549,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143665,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143664
192556,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32918,0,0,12,0,0,0,0,18,16,143676
192618,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143713,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143716
192620,394,0,0,6,0,0,0,0,1,0,0,0,0,0,0,143885,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,143718
192622,23,0,0,6,0,0,1500,0,1,0,0,0,0,0,0,143717,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143720
192629,23,0,0,6,0,0,500,0,1,0,0,0,0,0,0,143755,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143724
192750,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143518
192752,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143761,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143759
192758,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,127560,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143762
192765,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143771,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143754
192769,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143766,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143426
192808,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,143786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143280
192809,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,143786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142948
192810,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143696
192815,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,143786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142668
192828,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,143798,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143797
192847,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143336
192878,23,0,0,6,0,0,750,0,1,0,0,0,0,0,0,143830,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143829
192889,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143851,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143825
192890,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,143836,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143825
192891,0,0,3,64,0,0,0,0,1,0,0,0,0,0,0,143837,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143825
192904,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143963,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141853
192905,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,142701,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141855
192906,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143372,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141857
192909,23,0,0,6,0,0,3000,0,1,0,0,0,0,0,0,143848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143846
192932,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,143859,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143832
192949,23,0,0,6,0,0,10000,0,1,0,0,0,0,0,0,143869,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143870
192956,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143873,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143874
193037,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32803,0,0,0,0,0,0,0,1,0,143926
193067,0,0,1,139,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32935,0,0,0,0,0,0,0,1,0,143944
193079,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,126408,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143951
193093,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32924,0,0,0,0,0,0,0,1,0,132187
193094,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32923,0,0,0,0,0,0,0,1,0,132188
193095,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32922,0,0,0,0,0,0,0,1,0,139694
193097,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143959
193145,23,0,1,6,0,0,500,0,1,0,0,0,0,0,0,143992,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143990
193146,23,0,0,6,0,0,300,0,1,0,0,0,0,0,0,143430,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143991
193150,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144025,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143994
193154,23,0,0,6,0,0,10000,1,1,0,0,0,0,0,0,117624,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143996
193155,23,0,0,6,0,0,15000,1,1,0,0,0,0,0,0,117624,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143997
193156,23,0,0,6,0,0,20000,1,1,0,0,0,0,0,0,117624,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143998
193170,23,0,1,6,0,0,2000,0,1,0,0,0,0,0,0,144017,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144006
193199,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,144034,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144022
193209,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144030,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144029
193211,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,144033,0,1,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,6,53,144031
193220,0,0,3,64,0,0,0,0,1,0,0,0,0,0,0,144035,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144022
193234,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,143856,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144040
193262,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144066,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144064
193265,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141577
193266,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141582
193267,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141581
193268,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141580
193269,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141579
193270,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141557
193271,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141578
193272,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141586
193273,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141585
193274,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141583
193275,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142087
193276,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141590
193277,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141589
193278,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142039
193279,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142088
193280,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141588
193281,23,0,1,6,0,0,1000,0,1,0,0,0,0,0,0,144065,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,141584
193288,23,0,0,6,0,0,500,0,1,0,0,0,0,0,0,149306,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144069
193299,23,0,0,6,0,0,200,0,1,0,0,0,0,0,0,144077,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144076
193329,23,0,0,6,0,1,3000,0,1,0,0,0,0,0,0,144107,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,22,15,144089
193377,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144116,0,1,0,0,0,1,0,0,0,0,0,0,88,0,0,0,0,22,7,144115
193379,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144118,0,1,0,0,0,1,0,0,0,0,0,0,88,0,0,0,0,22,30,144117
193458,428,0,1,6,0,0,0,0,1,0,0,0,0,0,0,147044,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144145
193459,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,147079,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144145
193530,23,0,0,6,0,0,500,0,1,0,0,0,0,0,0,144179,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144177
193535,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144182,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,144181
193541,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,104922,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,144185
193542,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,104269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144185
193543,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,104934,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144185
193544,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32941,0,0,12,0,0,0,0,18,16,144186
193552,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144191,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142798
193553,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144195,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142802
193554,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144194,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142801
193555,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144193,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142800
193556,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142799
193567,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144198,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144199
193570,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144201,0,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,0,144202
193572,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144203,0,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,0,144204
193598,23,0,1,6,0,0,600000,0,1,0,0,0,0,0,0,144219,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144217
193610,23,0,0,6,1,0,500,0,1,0,0,0,0,0,0,144225,0,1,0,0,0,1,0,0,0,127,0,0,0,0,0,0,0,1,0,144224
193685,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144277,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,144276
193721,0,0,3,64,0,0,0,0,1,0,0,0,0,0,0,144141,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142708
193757,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144321,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144320
193771,23,0,0,6,0,0,60000,0,1,0,0,0,0,0,0,144331,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,22,15,144330
193794,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144342,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144341
193802,0,0,0,139,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32942,0,0,0,0,0,0,0,1,0,144346
193803,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144345,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144346
193808,0,0,0,139,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32944,0,0,0,0,0,0,0,1,0,144348
193809,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144347,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144348
193823,23,0,0,6,0,0,3000,0,1,0,0,0,0,0,0,144353,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144354
193830,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144363,0,1,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,22,7,144359
193853,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144376,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,144374
193872,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144391,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144385
193893,12,0,1,6,0,0,0,0,1,0,0,12,0,0,0,143009,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,144396
193902,23,0,2,6,0,0,500,0,1,0,0,0,0,0,0,144397,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144396
193912,23,0,1,6,0,0,250,0,1,0,0,0,0,0,0,144376,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144374
194004,23,0,1,6,0,0,2000,0,1,0,0,0,0,0,0,144469,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144434
194006,0,0,3,64,0,0,0,0,1,0,0,0,0,0,0,144447,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144445
194017,23,0,0,6,0,0,500,0,1,0,0,0,0,0,0,144453,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144454
194019,23,0,0,6,0,0,500,0,1,0,0,0,0,0,0,144458,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144456
194021,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,144446,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144454
194037,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,144462,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144463
194050,23,0,0,6,0,0,500,0,1,0,0,0,0,0,0,144495,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144470
194051,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,144472,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144471
194054,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144475,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144474
194077,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144484,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144483
194091,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144494,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144493
194128,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144446,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144425
194140,23,0,2,6,0,0,4000,0,1,0,0,0,0,0,0,144446,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144447
194275,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144538,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144537
194306,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32956,0,0,0,0,0,0,0,1,0,144549
194357,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144585
194358,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144587,0,1,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,1,0,144586
194401,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,144607,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144606
194404,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144609,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144608
194407,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144612,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144611
194412,42,0,1,6,0,0,0,0,1,0,0,0,0,0,0,144622,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144613
194418,23,0,0,6,0,0,5000,0,1,0,0,0,0,0,0,98901,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144617
194419,23,0,0,6,0,0,5000,0,1,0,0,0,0,0,0,98902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144618
194425,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32957,0,0,0,0,0,0,0,1,0,144623
194429,0,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32961,0,0,0,0,0,0,0,1,0,144052
194431,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144624,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144625
194445,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144634,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144635
194451,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,444333,0,1,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,24,0,144638
194471,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,444333,0,1,0,0,0,1,39.9999961853,0,0,0,0,18,0,0,0,0,0,24,0,144652
194505,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,144670,0,1,0,0,0,1,2,0,0,22,0,0,0,0,0,0,0,1,0,144671
194535,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,144699,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144691
194537,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144694,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144693
194540,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144697,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144696
194558,0,0,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32972,0,0,0,0,0,0,0,1,0,144668
194576,226,0,0,6,0,0,15000,0,1,0,0,0,0,0,0,144766,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144718
194608,23,0,0,6,0,0,35000,0,1,0,0,0,0,0,0,144744,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144741
194660,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,144779,0,1,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,87,16,144780
194704,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,144812,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144811
194713,23,0,0,6,0,0,600,0,1,0,0,0,0,0,0,144820,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144819
194731,23,0,1,6,0,0,10000,0,1,0,0,0,0,0,0,144836,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144832
194734,0,0,2,64,0,0,0,0,1,0,0,0,0,0,0,144833,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,142292
