Name_lang,ID,ArtifactAppearanceSetID,DisplayIndex,UnlockPlayerConditionID,ItemAppearanceModifierID,UiSwatchColor,UiModelSaturation,UiModelOpacity,OverrideShapeshiftFormID,OverrideShapeshiftDisplayID,UiItemAppearanceID,UiAltItemAppearanceID,Flags,UiCameraID,UsablePlayerConditionID
Doomhammer,298,170,1,37721,13,8052479,0.5,0.5,0,0,0,0,0,0,0
Doomhammer,299,172,1,37726,17,16745493,0.60000002384,0.44999998808,0,0,0,0,0,0,0
Doomhammer,300,171,2,37731,21,4456425,0.30000001192,0.44999998808,0,0,0,0,0,0,0
Doomhammer,301,173,1,44692,25,5042943,0.40000000596,0.34999999404,0,0,0,0,8,0,0
Doomhammer,302,44,3,37719,11,16769633,0.5,0.5,0,0,0,0,0,0,0
Doomhammer,303,44,4,37720,12,14844592,0.5,0.5,0,0,0,0,0,0,0
Doomhammer,304,170,2,37722,14,16768861,0.5,0.5,0,0,0,0,0,0,0
Doomhammer,305,170,3,37723,15,5963633,0.5,0.5,0,0,0,0,0,0,0
Doomhammer,306,170,4,37724,16,16738109,0.5,0.5,0,0,0,0,0,0,0
Doomhammer,307,172,2,37728,18,4259817,0.5,0.40000000596,0,0,0,0,0,0,0
Doomhammer,308,172,3,37729,19,3075386,0.30000001192,0.44999998808,0,0,0,0,0,0,0
Doomhammer,309,172,4,37730,20,16726646,0.30000001192,0.44999998808,0,0,0,0,0,0,0
Doomhammer,310,171,1,37725,22,9895754,0.30000001192,0.44999998808,0,0,0,0,0,0,0
Doomhammer,311,171,3,37732,23,16762196,0.30000001192,0.44999998808,0,0,0,0,0,0,0
Doomhammer,312,171,4,37733,24,13648383,0.30000001192,0.44999998808,0,0,0,0,0,0,0
Doomhammer,313,173,2,52549,26,-9069901,0.5,0.40000000596,0,0,0,0,16,0,0
Doomhammer,314,173,3,52640,27,2621326,0.40000000596,0.40000000596,0,0,0,0,16,0,0
Doomhammer,315,173,4,52676,28,13168634,0.5,0.40000000596,0,0,0,0,16,0,0
"Ulthalesh, the Deadwind Harvester",316,179,4,37724,13,-1585294,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",317,180,2,37731,17,16769676,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",318,181,3,39786,21,2238949,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",319,182,1,37726,25,2024822,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",320,178,2,37718,10,4439624,0.40000000596,0.64999997616,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",321,178,3,37719,11,10829783,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",322,178,4,37720,12,13118749,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",323,182,2,37728,26,15568426,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",324,182,4,37729,27,6433946,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",325,182,3,37730,28,16124176,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",326,181,2,39784,22,4519215,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",327,181,4,39785,23,15740205,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",328,181,1,42299,24,12074983,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",329,180,1,37725,18,6089290,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",330,180,3,37732,19,10106346,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",331,180,4,37733,20,13835035,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",332,179,2,37722,14,3532867,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",333,179,3,37723,15,10234844,0.5,0.5,0,0,0,0,0,0,0
"Ulthalesh, the Deadwind Harvester",334,179,1,37721,16,14161945,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",336,129,2,37718,10,5424127,0.69999998808,0.55000001192,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",337,130,1,37721,13,4707946,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",338,132,4,37733,17,3855469,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",339,131,3,37729,21,4381060,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",340,133,2,52551,25,6677627,0.5,0.5,0,0,0,0,16,0,0
"Fu Zan, the Wanderer's Companion",341,129,3,37719,11,15082532,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",342,129,4,37720,12,15651405,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",343,130,2,37722,14,6789609,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",344,130,3,37723,15,13970990,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",345,130,4,37724,16,13820224,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",346,132,2,37731,18,4492232,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",347,132,3,37732,19,14559529,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",348,132,1,37725,20,14343983,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",349,131,2,37728,22,7249636,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",350,131,1,37726,23,15283252,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",351,131,4,37730,24,14673484,0.5,0.5,0,0,0,0,0,0,0
"Fu Zan, the Wanderer's Companion",352,133,1,44685,26,5809634,0.5,0.5,0,0,0,0,8,0,0
"Fu Zan, the Wanderer's Companion",353,133,3,52630,27,14628149,0.5,0.5,0,0,0,0,16,0,0
"Fu Zan, the Wanderer's Companion",354,133,4,52663,28,15001147,0.5,0.5,0,0,0,0,16,0,0
"Maw of the Damned",355,32,2,37718,10,12390339,0.60000002384,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",356,32,3,37719,11,9370663,0.5,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",357,32,4,37720,12,3793407,0.60000002384,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",358,92,1,37721,13,16717848,0.5,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",359,93,2,52492,17,10223425,0.5,0.40000000596,0,0,0,0,16,0,0
"Maw of the Damned",360,94,3,37732,21,4313599,0.69999998808,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",361,92,2,37722,14,13763805,0.60000002384,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",362,92,3,37723,15,9502534,0.60000002384,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",363,92,4,37724,16,3070207,0.60000002384,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",364,93,1,44540,18,16715535,0.40000000596,0.40000000596,0,0,0,0,8,0,0
"Maw of the Damned",365,93,3,52615,19,3669950,0.60000002384,0.40000000596,0,0,0,0,16,0,0
"Maw of the Damned",366,93,4,52648,20,14876159,0.60000002384,0.40000000596,0,0,0,0,16,0,0
"Maw of the Damned",367,94,2,37731,22,3866564,0.60000002384,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",368,94,1,37725,23,16730549,0.60000002384,0.40000000596,0,0,0,0,0,0,0
"Maw of the Damned",369,94,4,37733,24,14482943,0.69999998808,0.40000000596,0,0,0,0,0,0,0
"Blades of the Fallen Prince",370,96,1,37721,13,5884671,0.5,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",371,99,1,37725,17,3256556,0.60000002384,0.5,0,0,0,0,0,62,0
"Blades of the Fallen Prince",372,97,2,52493,21,3256556,0.60000002384,0.40000000596,0,0,0,0,16,62,0
"Blades of the Fallen Prince",373,98,1,37726,25,3256556,0.69999998808,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",374,39,2,37718,10,189775,0.60000002384,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",375,39,3,37719,11,15516721,0.80000001192,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",376,39,4,37720,12,3271908,0.69999998808,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",377,96,2,37722,14,3271788,0.69999998808,0.5,0,0,0,0,0,62,0
"Blades of the Fallen Prince",378,96,3,37723,15,16425258,0.5,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",379,96,4,37724,16,3269100,0.80000001192,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",380,99,2,37731,18,3140633,0.60000002384,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",381,99,3,37732,19,16756275,0.60000002384,0.5,0,0,0,0,0,62,0
"Blades of the Fallen Prince",382,99,4,37733,20,16182072,0.69999998808,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",383,97,1,44541,22,3997653,0.60000002384,0.40000000596,0,0,0,0,8,62,0
"Blades of the Fallen Prince",384,97,3,52616,23,12726271,0.60000002384,0.40000000596,0,0,0,0,16,62,0
"Blades of the Fallen Prince",385,97,4,52649,24,15482929,0.5,0.40000000596,0,0,0,0,16,62,0
"Blades of the Fallen Prince",386,98,2,37728,26,3271758,0.60000002384,0.40000000596,0,0,0,0,0,62,0
"Blades of the Fallen Prince",387,98,3,37729,27,12923372,0.60000002384,0.30000001192,0,0,0,0,0,62,0
"Blades of the Fallen Prince",388,98,4,37730,28,16758311,0.69999998808,0.34999999404,0,0,0,0,0,62,0
Apocalypse,389,33,3,37719,11,11678188,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,390,33,4,37720,12,15554105,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,391,102,2,37722,13,3254508,0.60000002384,0.30000001192,0,0,0,0,0,62,0
Apocalypse,392,100,4,37730,17,5165052,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,393,101,4,37733,21,3199231,0.5,0.44999998808,0,0,0,0,0,62,0
Apocalypse,394,103,2,39784,25,3256556,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,395,102,1,37721,14,5565489,0.5,0.30000001192,0,0,0,0,0,62,0
Apocalypse,396,102,3,37723,15,16730401,0.40000000596,0.30000001192,0,0,0,0,0,62,0
Apocalypse,397,102,4,37724,16,16777215,0.5,0.34999999404,0,0,0,0,0,62,0
Apocalypse,398,100,2,37728,18,7859249,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,399,100,1,37726,19,16752945,0.5,0.34999999404,0,0,0,0,0,62,0
Apocalypse,400,100,3,37729,20,15220778,0.40000000596,0.40000000596,0,0,0,0,0,62,0
Apocalypse,401,101,2,37731,22,16736568,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,402,101,3,37732,23,3538903,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,403,101,1,37725,24,15723566,0.5,0.40000000596,0,0,0,0,0,62,0
Apocalypse,404,103,1,42267,26,9318892,0.5,0.34999999404,0,0,0,0,0,62,0
Apocalypse,405,103,3,39785,27,16342826,0.5,0.34999999404,0,0,0,0,0,62,0
Apocalypse,406,103,4,39786,28,2359283,0.5,0.34999999404,0,0,0,0,0,62,0
"Scythe of Elune",407,108,1,37721,13,-12526909,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",408,109,4,37733,17,-13326639,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",409,111,3,37729,21,-12526894,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",410,110,4,39786,25,-11569184,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",411,81,2,37718,10,-8459948,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",412,81,3,37719,11,-5941542,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",413,81,4,37720,12,-1721312,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",414,108,2,37722,14,-12527023,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",415,108,3,37723,15,-6666286,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",416,108,4,37724,16,-282090,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",417,109,2,37731,18,-12527023,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",418,109,3,37732,19,-6603316,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",419,109,1,37725,20,-1,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",420,111,2,37728,22,-524416,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",421,111,1,37726,23,-32382,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",422,111,4,37730,24,-2909614,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",423,110,2,39784,26,-4037147,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",424,110,3,39785,27,-1621953,0.5,0.5,0,0,0,0,0,61,0
"Scythe of Elune",425,110,1,42271,28,-664011,0.5,0.5,0,0,0,0,0,61,0
"Fangs of Ashamane",426,91,1,38416,9,4112989,0.5,0.5,1,66779,0,0,3,0,38416
"Fangs of Ashamane",427,91,2,38417,9,10319436,0.5,0.5,1,66777,0,0,3,0,34467
"Fangs of Ashamane",428,91,3,38418,9,14274424,0.5,0.5,1,66778,0,0,3,0,38418
"Fangs of Ashamane",429,91,6,37719,11,2983883,0.5,0.5,1,66776,0,0,0,0,0
"Fangs of Ashamane",430,91,4,38419,9,9321405,0.5,0.5,1,66780,0,0,3,0,38250
"Fangs of Ashamane",431,91,7,37720,12,13822955,0.5,0.5,1,66781,0,0,0,0,0
"Nature's Fury",432,112,2,37722,14,2876068,0.5,0.5,1,66786,0,0,0,0,0
"Incarnation of Nightmare",433,115,1,37726,21,9057236,0.5,0.5,1,66794,0,0,0,0,0
"Primal Stalker",434,113,1,37725,17,2352725,0.5,0.5,1,66790,0,0,0,0,0
"Ghost of the Pridemother",435,114,1,44681,25,3653887,0.5,0.5,1,66782,0,0,8,0,0
"Nature's Fury",436,112,1,37721,13,13465931,0.5,0.5,1,66787,0,0,0,0,0
"Nature's Fury",437,112,3,37723,15,15580434,0.5,0.5,1,66788,0,0,0,0,0
"Nature's Fury",438,112,4,37724,16,14161390,0.5,0.5,1,66789,0,0,0,0,0
"Incarnation of Nightmare",439,115,2,37728,22,3332826,0.5,0.5,1,66795,0,0,0,0,0
"Incarnation of Nightmare",440,115,3,37729,23,14362155,0.5,0.5,1,66796,0,0,0,0,0
"Incarnation of Nightmare",441,115,4,37730,24,13184910,0.5,0.5,1,66797,0,0,0,0,0
"Primal Stalker",442,113,2,37731,18,15581735,0.5,0.5,1,66791,0,0,0,0,0
"Primal Stalker",443,113,3,37732,19,9779671,0.5,0.5,1,66792,0,0,0,0,0
"Primal Stalker",444,113,4,37733,20,8517880,0.5,0.5,1,66793,0,0,0,0,0
"Ghost of the Pridemother",445,114,2,52480,26,10354500,0.5,0.5,1,66783,0,0,16,0,0
"Ghost of the Pridemother",446,114,3,52621,27,14953215,0.5,0.5,1,66784,0,0,16,0,0
"Ghost of the Pridemother",447,114,4,52654,28,16587541,0.5,0.5,1,66785,0,0,16,0,0
Titanstrike,448,117,1,37721,13,5998826,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,449,118,4,37730,17,3986919,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,450,119,3,37732,21,4907719,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,451,120,3,52624,25,4039121,0.5,0.5,0,0,0,0,16,0,0
Titanstrike,452,116,2,37718,10,9981390,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,453,116,3,37719,11,13972532,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,454,116,4,37720,12,14542138,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,455,117,4,37724,14,10939987,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,456,117,2,37722,15,13251538,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,457,117,3,37723,16,15287107,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,458,118,2,37728,18,3272816,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,459,118,3,37729,19,14959941,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,460,118,1,37726,20,14410551,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,461,119,2,37731,22,7138880,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,462,119,1,37725,23,10304702,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,463,119,4,37733,24,15397434,0.5,0.5,0,0,0,0,0,0,0
Titanstrike,464,120,4,52657,26,8967744,0.5,0.5,0,0,0,0,16,0,0
Titanstrike,465,120,2,52489,27,9257932,0.5,0.5,0,0,0,0,16,0,0
Titanstrike,466,120,1,44684,28,14235190,0.5,0.5,0,0,0,0,8,0,0
"Talonclaw, Spear of the Wild Gods",467,52,2,37718,10,12470239,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",468,52,3,37719,11,3335367,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",469,52,4,37720,12,14018379,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",470,121,2,37722,13,7488970,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",471,122,3,37732,17,3094245,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",472,123,1,37726,21,3468770,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",473,124,1,42279,25,14512207,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",474,121,4,37724,14,9040429,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",475,121,1,37721,15,14699836,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",476,121,3,37723,16,-16711681,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",477,123,2,37728,22,8183624,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",478,123,3,37729,23,4149992,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",479,123,4,37730,24,15876397,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",480,122,2,37731,18,3063335,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",481,122,1,37725,19,15876397,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",482,122,4,37733,20,3007454,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",483,124,2,39784,26,12749187,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",484,124,3,39785,27,10895581,0.5,0.5,0,0,0,0,0,0,0
"Talonclaw, Spear of the Wild Gods",485,124,4,39786,28,15614997,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,486,125,4,37724,13,4284145,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,487,127,4,37730,17,3751385,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,488,126,2,37731,21,4575473,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,489,128,1,44162,25,4191186,0.5,0.5,0,0,0,0,8,0,0
Felo'melorn,490,51,2,37718,10,8470515,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,491,51,3,37719,11,5419819,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,492,51,4,37720,12,9802991,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,493,125,2,37722,14,6147118,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,494,125,3,37723,15,9642695,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,495,125,1,37721,16,15950399,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,496,127,2,37728,18,2417512,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,497,127,3,37729,19,10303436,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,498,127,1,37726,20,15950399,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,499,126,1,37725,22,4780859,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,500,126,3,37732,23,13524967,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,501,126,4,37733,24,16728085,0.5,0.5,0,0,0,0,0,0,0
Felo'melorn,502,128,2,52496,26,9240352,0.5,0.5,0,0,0,0,16,0,0
Felo'melorn,503,128,3,52628,27,12407793,0.5,0.5,0,0,0,0,16,0,0
Felo'melorn,504,128,4,52661,28,15950399,0.5,0.5,0,0,0,0,16,0,0
"Sheilun, Staff of the Mists",505,134,2,37722,13,1493233,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",506,137,4,37733,17,1493233,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",507,135,3,39785,21,1455345,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",508,136,1,37726,25,1493233,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",509,50,2,37718,10,5038232,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",510,50,3,37719,11,15801366,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",511,50,4,37720,12,15593750,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",512,134,1,37721,14,1503655,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",513,134,3,37723,15,15806742,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",514,134,4,37724,16,15397142,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",515,137,2,37731,18,8319254,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",516,137,3,37732,19,11885769,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",517,137,1,37725,20,15807510,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",518,135,2,39784,22,15828300,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",519,135,1,42285,23,2075252,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",520,135,4,39786,24,16716288,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",521,136,2,37728,26,1503543,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",522,136,3,37729,27,8984305,0.5,0.5,0,0,0,0,0,0,0
"Sheilun, Staff of the Mists",523,136,4,37730,28,4675056,0.5,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",524,139,4,37724,13,4176098,0.60000002384,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",525,140,1,37725,17,3466495,0.5,0.64999997616,0,0,0,0,0,0,0
"Fists of the Heavens",526,141,3,37729,21,5128162,0.60000002384,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",527,142,1,42286,25,4170722,0.5,0.60000002384,0,0,0,0,0,0,0
"Fists of the Heavens",528,138,2,37718,10,4710975,0.5,0.60000002384,0,0,0,0,0,0,0
"Fists of the Heavens",529,138,3,37719,11,16728353,0.60000002384,0.55000001192,0,0,0,0,0,0,0
"Fists of the Heavens",530,138,4,37720,12,16771663,0.5,0.60000002384,0,0,0,0,0,0,0
"Fists of the Heavens",531,139,2,37722,14,7143264,0.5,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",532,139,3,37723,15,16734003,0.5,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",533,139,1,37721,16,16449363,0.40000000596,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",534,140,2,37731,18,16398113,0.30000001192,0.55000001192,0,0,0,0,0,0,0
"Fists of the Heavens",535,140,3,37732,19,15066623,0.40000000596,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",536,140,4,37733,20,4186724,0.60000002384,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",537,141,2,37728,22,6487878,0.40000000596,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",538,141,1,37726,23,14828607,0.60000002384,0.5,0,0,0,0,0,0,0
"Fists of the Heavens",539,141,4,37730,24,16773195,0.40000000596,0.40000000596,0,0,0,0,0,0,0
"Fists of the Heavens",540,142,2,39784,26,5634632,0.5,0.55000001192,0,0,0,0,0,0,0
"Fists of the Heavens",541,142,3,39785,27,16728898,0.40000000596,0.60000002384,0,0,0,0,0,0,0
"Fists of the Heavens",542,142,4,39786,28,13954047,0.5,0.60000002384,0,0,0,0,0,0,0
"The Silver Hand",543,143,2,37722,13,46079,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",544,145,1,37726,25,46079,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",545,146,1,37725,21,3324917,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",546,144,3,52633,17,46079,0.5,0.5,0,0,0,0,16,0,0
"The Silver Hand",547,47,2,37718,10,1959674,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",548,47,3,37719,11,9584105,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",549,47,4,37720,12,16257561,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",550,145,2,37728,26,3404714,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",551,145,3,37729,27,8207285,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",552,145,4,37730,28,13312069,0.5,0.5,0,0,0,0,0,0,0
"The Silver Hand",553,143,3,37723,14,9253870,0.5,0.5,0,0,0,0,0,0,0
"Aldrachi Warblades",554,90,1,88116,9,16765254,0.5,0.5,0,0,0,0,1,72,0
"Aldrachi Warblades",555,90,2,37718,10,4619282,0.5,0.5,0,0,0,0,0,72,0
"Aldrachi Warblades",556,90,3,37719,11,7801775,0.5,0.5,0,0,0,0,0,72,0
"Aldrachi Warblades",557,90,4,37720,12,11776947,0.5,0.5,0,0,0,0,0,72,0
"Aldrachi Warblades",558,104,2,37722,13,-11213384,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",559,104,1,37721,14,-2396893,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",560,104,3,37723,15,-13835203,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",561,104,4,37724,16,-4512805,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",562,106,2,37731,17,-12913687,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",563,106,1,37725,18,-7998908,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",564,106,3,37732,19,-2606084,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",565,106,4,37733,20,-2475488,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",566,105,2,37728,21,-7432515,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",567,105,1,37726,22,-1652091,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",568,105,3,37729,23,-10123675,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",569,105,4,37730,24,-9808299,0.5,0.5,0,0,0,0,0,76,0
"Aldrachi Warblades",570,107,2,39784,25,-13123135,0.5,0.5,0,0,0,0,0,76,0
