Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
"Valley of the Four Winds",376,424,6,0,3,0,0,0,0,0,0,58,0,0
"Cavern of Endless Echoes",377,376,0,0,5,0,0,0,0,0,0,0,0,0
"The Wandering Isle",378,947,2,0,6,0,0,0,0,0,0,80,0,0
"Kun-Lai Summit",379,424,6,0,3,0,0,0,0,0,0,60,0,0
"Howlingwind Cavern",380,379,0,0,5,0,0,0,0,0,0,0,0,0
"Pranksters' Hollow",381,379,0,0,5,0,0,0,0,0,0,0,0,0
"Knucklethump Hole",382,379,0,0,5,0,0,0,0,0,0,0,0,0
"The Deeper",383,379,0,0,5,0,0,0,0,0,0,0,0,0
"The Deeper",384,379,0,0,5,0,0,0,0,0,0,0,0,0
"Tomb of Conquerors",385,379,0,0,5,0,0,0,0,0,0,0,0,0
"Ruins of Korune",386,379,0,0,5,0,0,0,0,0,0,0,0,0
"Ruins of Korune",387,379,0,0,5,0,0,0,0,0,0,0,0,0
"Townlong Steppes",388,424,6,0,3,0,0,0,0,0,0,61,0,0
"Niuzao Temple",389,388,0,0,5,0,0,0,0,0,0,0,0,0
"Vale of Eternal Blossoms",390,424,6,0,3,0,0,73083,0,0,2,173,0,0
"Shrine of Two Moons",391,390,0,0,5,0,0,0,0,0,0,0,0,0
"Shrine of Two Moons",392,390,0,0,5,0,0,0,0,0,0,0,0,0
"Shrine of Seven Stars",393,390,0,0,5,0,0,0,0,0,0,0,0,0
"Shrine of Seven Stars",394,390,0,0,5,0,0,0,0,0,0,0,0,0
"Guo-Lai Halls",395,390,0,0,5,0,0,0,0,0,0,0,0,0
"Guo-Lai Halls",396,390,0,0,5,0,0,0,0,0,0,0,0,0
"Eye of the Storm",397,109,0,0,6,0,0,0,0,0,0,0,0,0
"Well of Eternity",398,71,0,0,6,0,0,0,0,0,0,0,0,0
"Hour of Twilight",399,71,0,0,4,0,0,0,0,0,0,0,0,0
"Hour of Twilight",400,399,0,0,4,0,0,0,0,0,0,0,0,0
"End Time",401,71,0,0,4,0,0,0,0,0,0,0,0,0
"End Time",402,401,0,0,4,0,0,0,0,0,0,0,0,0
"End Time",403,401,0,0,4,0,0,0,0,0,0,0,0,0
"End Time",404,401,0,0,4,0,0,0,0,0,0,0,0,0
"End Time",405,401,0,0,4,0,0,0,0,0,0,0,0,0
"End Time",406,401,0,0,4,0,0,0,0,0,0,0,0,0
"Darkmoon Island",407,947,0,0,6,0,0,0,0,0,0,0,0,0
"Darkmoon Island",408,407,0,0,4,0,0,0,0,0,0,0,0,0
"Dragon Soul",409,71,0,0,4,0,0,0,0,0,0,0,0,0
"Dragon Soul",410,409,0,0,4,0,0,0,0,0,0,0,0,0
"Dragon Soul",411,409,0,0,4,0,0,0,0,0,0,0,0,0
"Dragon Soul",412,409,0,0,4,0,0,0,0,0,0,0,0,0
"Dragon Soul",413,409,0,0,4,0,0,0,0,0,0,0,0,0
"Dragon Soul",414,409,0,0,4,0,0,0,0,0,0,0,0,0
"Dragon Soul",415,409,0,0,4,0,0,0,0,0,0,0,0,0
"Dustwallow Marsh",416,70,0,0,6,0,0,0,0,0,0,0,0,0
"Temple of Kotmogu",417,390,0,0,6,0,0,0,0,0,0,0,0,0
"Krasarang Wilds",418,424,6,0,3,0,0,0,0,0,0,59,0,0
"Ruins of Ogudei",419,418,0,0,5,0,0,0,0,0,0,0,0,0
"Ruins of Ogudei",420,418,0,0,5,0,0,0,0,0,0,0,0,0
"Ruins of Ogudei",421,418,0,0,5,0,0,0,0,0,0,0,0,0
"Dread Wastes",422,424,6,0,3,0,0,0,0,0,0,62,0,0
"Silvershard Mines",423,224,0,0,4,0,0,0,0,0,0,0,0,0
Pandaria,424,947,0,0,2,0,0,0,0,0,0,657,0,0
Northshire,425,37,0,0,3,0,0,0,0,0,0,0,0,0
"Echo Ridge Mine",426,37,0,0,5,0,0,0,0,0,0,0,0,0
"Coldridge Valley",427,27,0,0,6,0,0,0,0,0,0,0,0,0
"Frostmane Hovel",428,27,0,0,5,0,0,0,0,0,0,0,0,0
"Temple of the Jade Serpent",429,371,0,0,4,0,0,0,0,0,0,0,0,0
"Temple of the Jade Serpent",430,371,0,0,4,0,0,0,0,0,0,0,0,0
"Scarlet Halls",431,18,0,0,4,0,0,0,0,0,0,0,0,0
"Scarlet Halls",432,18,0,0,4,0,0,0,0,0,0,0,0,0
"The Veiled Stair",433,424,6,0,3,0,0,0,0,0,0,975,0,0
"The Ancient Passage",434,379,0,0,5,0,0,0,0,0,0,0,0,0
"Scarlet Monastery",435,18,0,0,4,0,0,0,0,0,0,0,0,0
"Scarlet Monastery",436,18,0,0,4,0,0,0,0,0,0,0,0,0
"Gate of the Setting Sun",437,390,0,0,4,0,0,0,0,0,0,0,0,0
"Gate of the Setting Sun",438,390,0,0,4,0,0,0,0,0,0,0,0,0
"Stormstout Brewery",439,376,0,0,4,0,0,0,0,0,0,0,0,0
"Stormstout Brewery",440,376,0,0,4,0,0,0,0,0,0,0,0,0
"Stormstout Brewery",441,376,0,0,4,0,0,0,0,0,0,0,0,0
"Stormstout Brewery",442,376,0,0,4,0,0,0,0,0,0,0,0,0
"Shado-Pan Monastery",443,379,0,0,4,0,0,0,0,0,0,0,0,0
"Shado-Pan Monastery",444,443,0,0,4,0,0,0,0,0,0,0,0,0
"Shado-Pan Monastery",445,443,0,0,4,0,0,0,0,0,0,0,0,0
"Shado-Pan Monastery",446,443,0,0,4,0,0,0,0,0,0,0,0,0
"A Brewing Storm",447,371,0,0,6,0,0,0,0,0,0,0,0,0
"The Jade Forest",448,371,0,0,6,0,0,0,0,0,0,0,0,0
"Temple of Kotmogu",449,390,0,0,6,0,0,0,0,0,0,0,0,0
"Unga Ingoo",450,418,0,0,6,0,0,0,0,0,0,0,0,0
"Assault on Zan'vess",451,422,0,0,6,0,0,0,0,0,0,0,0,0
"Brewmoon Festival",452,379,0,0,6,0,0,0,0,0,0,0,0,0
"Mogu'shan Palace",453,390,0,0,4,0,0,0,0,0,0,0,0,0
"Mogu'shan Palace",454,390,0,0,4,0,0,0,0,0,0,0,0,0
"Mogu'shan Palace",455,390,0,0,4,0,0,0,0,0,0,0,0,0
"Terrace of Endless Spring",456,433,0,0,6,0,0,0,0,0,0,0,0,0
"Siege of Niuzao Temple",457,388,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Niuzao Temple",458,457,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Niuzao Temple",459,457,0,0,4,0,0,0,0,0,0,0,0,0
Shadowglen,460,57,6,0,3,0,0,0,0,0,0,0,0,0
"Valley of Trials",461,1,6,0,3,0,0,0,0,0,0,0,0,0
"Camp Narache",462,7,6,0,3,0,0,0,0,0,0,0,0,0
"Echo Isles",463,1,6,0,3,0,0,0,0,0,0,0,0,0
"Spitescale Cavern",464,1,0,0,5,0,0,0,0,0,0,0,0,0
Deathknell,465,18,6,0,3,0,0,0,0,0,0,0,0,0
"Night Web's Hollow",466,18,0,0,5,0,0,0,0,0,0,0,0,0
"Sunstrider Isle",467,94,6,0,3,0,0,0,0,0,0,0,0,0
"Ammen Vale",468,97,6,0,3,0,0,0,0,0,0,0,0,0
"New Tinkertown",469,27,6,0,3,0,0,0,0,0,0,0,0,0
"Frostmane Hold",470,27,0,0,5,0,0,0,0,0,0,0,0,0
"Mogu'shan Vaults",471,390,0,0,4,0,0,0,0,0,0,0,0,0
"Mogu'shan Vaults",472,390,0,0,4,0,0,0,0,0,0,0,0,0
"Mogu'shan Vaults",473,390,0,0,4,0,0,0,0,0,0,0,0,0
"Heart of Fear",474,422,0,0,4,0,0,0,0,0,0,0,0,0
"Heart of Fear",475,422,0,0,4,0,0,0,0,0,0,0,0,0
Scholomance,476,22,0,0,4,0,0,0,0,0,0,0,0,0
Scholomance,477,22,0,0,4,0,0,0,0,0,0,0,0,0
Scholomance,478,22,0,0,4,0,0,0,0,0,0,0,0,0
Scholomance,479,22,0,0,4,0,0,0,0,0,0,0,0,0
"Proving Grounds",480,379,0,0,4,0,0,0,0,0,0,0,0,0
"Crypt of Forgotten Kings",481,379,0,0,4,0,0,0,0,0,0,0,0,0
"Crypt of Forgotten Kings",482,379,0,0,4,0,0,0,0,0,0,0,0,0
"Dustwallow Marsh",483,70,0,0,6,0,0,0,0,0,0,0,0,0
"Krasarang Wilds",486,418,0,0,6,0,0,0,0,0,0,0,0,0
"A Little Patience",487,418,0,0,6,0,0,0,0,0,0,0,0,0
"Dagger in the Dark",488,433,0,0,6,0,0,0,0,0,0,0,0,0
"Dagger in the Dark",489,379,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",490,104,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",491,490,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",492,490,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",493,490,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",494,490,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",495,490,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",496,490,0,0,4,0,0,0,0,0,0,0,0,0
"Black Temple",497,490,0,0,4,0,0,0,0,0,0,0,0,0
"Krasarang Wilds",498,418,0,0,6,0,0,0,0,0,0,0,0,0
"Deeprun Tram",499,84,0,0,4,0,0,0,0,0,0,0,0,0
"Deeprun Tram",500,84,0,0,4,0,0,0,0,0,0,0,0,0
Dalaran,501,13,0,0,4,0,0,0,0,0,0,0,0,0
Dalaran,502,13,0,0,4,0,0,0,0,0,0,0,0,0
"Brawl'gar Arena",503,85,0,0,4,0,0,0,0,0,0,0,0,0
"Isle of Thunder",504,424,6,0,3,0,0,0,0,0,0,167,0,0
"Lightning Vein Mine",505,504,0,0,5,0,0,0,0,0,0,0,0,0
"The Swollen Vault",506,504,0,0,5,0,0,0,0,0,0,0,0,0
"Isle of Giants",507,424,6,0,3,0,0,0,0,0,0,168,0,0
"Throne of Thunder",508,504,0,0,4,0,0,0,0,0,0,0,0,0
"Throne of Thunder",509,504,0,0,4,0,0,0,0,0,0,0,0,0
"Throne of Thunder",510,504,0,0,4,0,0,0,0,0,0,0,0,0
"Throne of Thunder",511,504,0,0,4,0,0,0,0,0,0,0,0,0
"Throne of Thunder",512,504,0,0,4,0,0,0,0,0,0,0,0,0
"Throne of Thunder",513,504,0,0,4,0,0,0,0,0,0,0,0,0
"Throne of Thunder",514,504,0,0,4,0,0,0,0,0,0,0,0,0
"Throne of Thunder",515,504,0,0,4,0,0,0,0,0,0,0,0,0
"Isle of Thunder",516,424,2,0,6,0,0,0,0,0,0,0,0,0
"Lightning Vein Mine",517,516,0,0,5,0,0,0,0,0,0,0,0,0
"Thunder King's Citadel",518,504,0,0,4,0,0,0,0,0,0,0,0,0
"Deepwind Gorge",519,376,0,0,6,0,0,0,0,0,0,0,0,0
"Vale of Eternal Blossoms",520,390,0,0,6,0,0,0,0,0,0,0,0,0
"Vale of Eternal Blossoms",521,390,0,0,4,0,0,0,0,0,0,0,0,0
"The Secrets of Ragefire",522,85,0,0,4,0,0,0,0,0,0,0,0,0
"Dun Morogh",523,27,0,0,6,0,0,0,0,0,0,0,0,0
"Battle on the High Seas",524,12,0,0,6,0,0,0,0,0,0,0,0,0
"Frostfire Ridge",525,572,6,0,3,0,0,0,0,0,0,64,0,0
"Turgall's Den",526,525,0,0,5,0,0,0,0,0,0,0,0,0
"Turgall's Den",527,525,0,0,5,0,0,0,0,0,0,0,0,0
"Turgall's Den",528,525,0,0,5,0,0,0,0,0,0,0,0,0
"Turgall's Den",529,525,0,0,5,0,0,0,0,0,0,0,0,0
Grom'gar,530,525,0,0,5,0,0,0,0,0,0,0,0,0
"Grulloc's Grotto",531,525,0,0,5,0,0,0,0,0,0,0,0,0
"Grulloc's Grotto",532,525,0,0,5,0,0,0,0,0,0,0,0,0
"Snowfall Alcove",533,525,0,0,5,0,0,0,0,0,0,0,0,0
"Tanaan Jungle",534,572,6,0,3,0,0,0,0,0,0,176,0,0
Talador,535,572,6,0,3,0,0,0,0,0,0,66,0,0
"Tomb of Lights",536,535,0,0,5,0,0,0,0,0,0,0,0,0
"Tomb of Souls",537,535,0,0,5,0,0,0,0,0,0,0,0,0
"The Breached Ossuary",538,535,0,0,5,0,0,0,0,0,0,0,0,0
"Shadowmoon Valley",539,572,6,0,3,0,0,0,0,0,0,63,0,0
"Bloodthorn Cave",540,539,0,0,5,0,0,0,0,0,0,0,0,0
"Den of Secrets",541,539,0,0,5,0,0,0,0,0,0,0,0,0
"Spires of Arak",542,572,6,0,3,0,0,0,0,0,0,67,0,0
Gorgrond,543,572,6,0,3,0,0,0,0,0,0,65,0,0
"Moira's Reach",544,543,0,0,5,0,0,0,0,0,0,0,0,0
"Moira's Reach",545,543,0,0,5,0,0,0,0,0,0,0,0,0
"Fissure of Fury",546,543,0,0,5,0,0,0,0,0,0,0,0,0
"Fissure of Fury",547,543,0,0,5,0,0,0,0,0,0,0,0,0
"Cragplume Cauldron",548,543,0,0,5,0,0,0,0,0,0,0,0,0
"Cragplume Cauldron",549,543,0,0,5,0,0,0,0,0,0,0,0,0
Nagrand,550,572,6,0,3,0,0,0,0,0,0,68,0,0
"The Masters' Cavern",551,550,0,0,5,0,0,0,0,0,0,0,0,0
"Stonecrag Gorge",552,550,0,0,5,0,0,0,0,0,0,0,0,0
Oshu'gun,553,550,0,0,5,0,0,0,0,0,0,0,0,0
"Timeless Isle",554,424,6,0,3,0,0,0,0,0,0,169,0,0
"Cavern of Lost Spirits",555,554,0,0,5,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",556,390,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",557,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",558,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",559,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",560,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",561,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",562,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",563,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",564,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",565,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",566,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",567,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",568,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",569,556,0,0,4,0,0,0,0,0,0,0,0,0
"Siege of Orgrimmar",570,556,0,0,4,0,0,0,0,0,0,0,0,0
"Celestial Tournament",571,554,0,0,6,0,0,0,0,0,0,0,0,0
Draenor,572,946,0,0,2,0,0,0,0,0,0,828,0,0
"Bloodmaul Slag Mines",573,525,0,0,4,0,0,0,0,0,0,0,0,0
"Shadowmoon Burial Grounds",574,539,0,0,4,0,0,0,0,0,0,0,0,0
"Shadowmoon Burial Grounds",575,539,0,0,4,0,0,0,0,0,0,0,0,0
"Shadowmoon Burial Grounds",576,539,0,0,4,0,0,0,0,0,0,0,0,0
"Tanaan Jungle",577,572,0,0,6,0,0,0,0,0,0,0,0,0
"Umbral Halls",578,577,0,0,5,0,0,0,0,0,0,0,0,0
"Lunarfall Excavation",579,582,0,0,5,0,0,0,0,0,0,0,0,0
"Lunarfall Excavation",580,582,0,0,5,0,0,0,0,0,0,0,0,0
"Lunarfall Excavation",581,582,0,0,5,0,0,0,0,0,0,0,0,0
Lunarfall,582,539,13,0,6,0,0,64895,0,0,0,0,0,0
"Frostwall Mine",585,590,0,0,5,0,0,0,0,0,0,0,0,0
"Frostwall Mine",586,590,0,0,5,0,0,0,0,0,0,0,0,0
"Frostwall Mine",587,590,0,0,5,0,0,0,0,0,0,0,0,0
Ashran,588,572,0,0,3,0,0,0,0,0,0,0,0,0
"Ashran Mine",589,588,0,0,5,0,0,0,0,0,0,0,0,0
Frostwall,590,525,13,0,6,0,0,64896,0,0,0,0,0,0
Auchindoun,593,535,0,0,4,0,0,0,0,0,0,0,0,0
"Shattrath City",594,572,4096,0,6,0,0,0,0,0,0,0,0,0
"Iron Docks",595,543,0,0,4,0,0,0,0,0,0,0,0,0
"Blackrock Foundry",596,543,0,0,4,0,0,0,0,0,0,0,0,0
"Blackrock Foundry",597,543,0,0,4,0,0,0,0,0,0,0,0,0
"Blackrock Foundry",598,543,0,0,4,0,0,0,0,0,0,0,0,0
"Blackrock Foundry",599,543,0,0,4,0,0,0,0,0,0,0,0,0
"Blackrock Foundry",600,543,0,0,4,0,0,0,0,0,0,0,0,0
Skyreach,601,542,0,0,4,0,0,0,0,0,0,0,0,0
Skyreach,602,542,0,0,4,0,0,0,0,0,0,0,0,0
"Grimrail Depot",606,543,0,0,4,0,0,0,0,0,0,0,0,0
"Grimrail Depot",607,543,0,0,4,0,0,0,0,0,0,0,0,0
"Grimrail Depot",608,543,0,0,4,0,0,0,0,0,0,0,0,0
"Grimrail Depot",609,543,0,0,4,0,0,0,0,0,0,0,0,0
Highmaul,610,550,0,0,4,0,0,0,0,0,0,0,0,0
Highmaul,611,610,0,0,4,0,0,0,0,0,0,0,0,0
Highmaul,612,610,0,0,4,0,0,0,0,0,0,0,0,0
Highmaul,613,610,0,0,4,0,0,0,0,0,0,0,0,0
Highmaul,614,610,0,0,4,0,0,0,0,0,0,0,0,0
Highmaul,615,610,0,0,4,0,0,0,0,0,0,0,0,0
"Upper Blackrock Spire",616,36,0,0,4,0,0,0,0,0,0,0,0,0
"Upper Blackrock Spire",617,36,0,0,4,0,0,0,0,0,0,0,0,0
"Upper Blackrock Spire",618,36,0,0,4,0,0,0,0,0,0,0,0,0
"Broken Isles",619,947,2,0,2,0,1,0,0,0,0,829,0,0
"The Everbloom",620,543,0,0,4,0,0,0,0,0,0,0,0,0
"The Everbloom",621,620,0,0,4,0,0,0,0,0,0,0,0,0
Stormshield,622,588,0,0,6,0,0,0,0,0,0,0,0,0
"Hillsbrad Foothills (Southshore vs. Tarren Mill)",623,25,0,0,6,0,0,0,0,0,0,0,0,0
Warspear,624,588,0,0,6,0,0,0,0,0,0,0,0,0
Dalaran,626,619,0,0,4,0,0,0,0,0,0,0,0,0
Dalaran,627,619,32768,0,4,4,0,0,0,0,0,0,0,0
Dalaran,628,619,0,0,4,0,0,0,0,0,0,0,0,0
Dalaran,629,619,0,0,4,0,0,0,0,0,0,0,0,0
Azsuna,630,619,6,0,3,4,1,0,0,0,0,331,0,0
"Nar'thalas Academy",631,630,0,0,5,0,0,0,0,0,0,0,0,0
"Oceanus Cove",632,630,0,0,5,0,0,0,0,0,0,0,0,0
"Temple of a Thousand Lights",633,630,0,0,5,0,0,0,0,0,0,0,0,0
Stormheim,634,619,6,0,3,4,1,0,0,0,0,334,0,0
"Shield's Rest",635,634,0,0,5,0,0,0,0,0,0,0,0,0
"Stormscale Cavern",636,634,0,0,5,0,0,0,0,0,0,0,0,0
"Thorignir Refuge",637,634,0,0,5,0,0,0,0,0,0,0,0,0
"Thorignir Refuge",638,634,0,0,5,0,0,0,0,0,0,0,0,0
"Aggramar's Vault",639,634,0,0,5,0,0,0,0,0,0,0,0,0
"Vault of Eyir",640,634,0,0,5,0,0,0,0,0,0,0,0,0
Val'sharah,641,619,6,0,3,4,1,0,0,0,0,332,0,0
Darkpens,642,641,0,0,5,0,0,0,0,0,0,0,0,0
"Sleeper's Barrow",643,641,0,0,5,0,0,0,0,0,0,0,0,0
"Sleeper's Barrow",644,641,0,0,5,0,0,0,0,0,0,0,0,0
"Twisting Nether",645,619,0,0,6,0,5,0,0,0,0,0,0,0
"Broken Shore",646,619,6,0,3,4,1,143953,0,0,0,336,0,0
"Acherus: The Ebon Hold",647,619,0,0,5,0,0,0,0,0,0,0,0,0
"Acherus: The Ebon Hold",648,619,0,0,5,0,0,0,0,0,0,0,0,0
Helheim,649,634,0,0,6,0,0,0,0,0,0,0,0,0
Highmountain,650,619,6,0,3,4,1,0,0,0,0,333,0,0
"Bitestone Enclave",651,650,0,0,5,0,0,0,0,0,0,0,0,0
"Thunder Totem",652,650,0,0,5,0,0,0,0,0,0,0,0,0
"Cave of the Blood Trial",653,650,0,0,5,0,0,0,0,0,0,0,0,0
"Mucksnout Den",654,650,0,0,5,0,0,0,0,0,0,0,0,0
"Lifespring Cavern",655,650,0,0,5,0,0,0,0,0,0,0,0,0
"Lifespring Cavern",656,650,0,0,5,0,0,0,0,0,0,0,0,0
"Path of Huln",657,650,0,0,5,0,0,0,0,0,0,0,0,0
"Path of Huln",658,650,0,0,5,0,0,0,0,0,0,0,0,0
"Stonedark Grotto",659,650,0,0,5,0,0,0,0,0,0,0,0,0
"Feltotem Caverns",660,650,0,0,5,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",661,534,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",662,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",663,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",664,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",665,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",666,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",667,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",668,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",669,661,0,0,4,0,0,0,0,0,0,0,0,0
"Hellfire Citadel",670,661,0,0,4,0,0,0,0,0,0,0,0,0
"The Cove of Nashal",671,619,0,0,6,0,0,0,0,0,0,0,0,0
"Mardum, the Shattered Abyss",672,619,0,0,6,0,0,0,0,0,0,699,0,0
"Cryptic Hollow",673,672,0,0,5,0,0,0,0,0,0,0,0,0
"Soul Engine",674,672,0,0,5,0,0,0,0,0,0,0,0,0
"Soul Engine",675,672,0,0,5,0,0,0,0,0,0,0,0,0
"Broken Shore",676,619,2,0,6,0,0,0,0,0,0,0,0,0
"Vault of the Wardens",677,630,64,0,4,0,0,0,0,0,0,0,0,0
"Vault of the Wardens",678,630,64,0,4,0,0,0,0,0,0,0,0,0
"Vault of the Wardens",679,630,64,0,4,0,0,0,0,0,0,0,0,0
Suramar,680,619,6,0,3,4,3,0,0,0,0,335,0,0
"The Arcway Vaults",681,680,0,0,5,0,0,0,0,0,0,0,0,0
"Felsoul Hold",682,680,0,0,5,0,0,0,0,0,0,0,0,0
"The Arcway Vaults",683,680,0,0,5,0,0,0,0,0,0,0,0,0
"Shattered Locus",684,680,0,0,5,0,0,0,0,0,0,0,0,0
"Shattered Locus",685,680,0,0,5,0,0,0,0,0,0,0,0,0
Elor'shan,686,680,0,0,5,0,0,0,0,0,0,0,0,0
Kel'balor,687,680,0,0,5,0,0,0,0,0,0,0,0,0
"Ley Station Anora",688,680,0,0,5,0,0,0,0,0,0,0,0,0
"Ley Station Moonfall",689,680,0,0,5,0,0,0,0,0,0,0,0,0
"Ley Station Aethenar",690,680,0,0,5,0,0,0,0,0,0,0,0,0
"Nyell's Workshop",691,680,0,0,5,0,0,0,0,0,0,0,0,0
"Falanaar Arcway",692,680,0,0,5,0,0,0,0,0,0,0,0,0
"Falanaar Arcway",693,680,0,0,5,0,0,0,0,0,0,0,0,0
"Helmouth Shallows",694,619,4130,0,6,0,0,0,0,0,0,0,0,0
Skyhold,695,619,64,0,4,0,0,0,0,0,0,0,0,0
Stormheim,696,619,0,0,6,0,0,0,0,0,0,334,0,0
Azshara,697,76,0,0,6,0,0,0,0,0,0,0,0,0
"Icecrown Citadel",698,118,64,0,4,0,0,0,0,0,0,0,0,0
"Icecrown Citadel",699,118,64,0,4,0,0,0,0,0,0,0,0,0
"Icecrown Citadel",700,118,64,0,4,0,0,0,0,0,0,0,0,0
"Icecrown Citadel",701,118,64,0,4,0,0,0,0,0,0,0,0,0
"Netherlight Temple",702,619,64,0,4,0,0,0,0,0,0,0,0,0
"Halls of Valor",703,634,64,0,4,0,5,0,0,0,0,0,0,0
"Halls of Valor",704,703,64,0,4,0,0,0,0,0,0,0,0,0
"Halls of Valor",705,703,64,0,4,0,0,0,0,0,0,0,0,0
"Helmouth Cliffs",706,634,64,0,4,0,5,0,0,0,0,0,0,0
"Helmouth Cliffs",707,706,64,0,4,0,0,0,0,0,0,0,0,0
"Helmouth Cliffs",708,706,64,0,4,0,0,0,0,0,0,0,0,0
"The Wandering Isle",709,619,0,0,6,0,0,0,0,0,0,80,0,0
"Vault of the Wardens",710,630,64,0,4,0,0,0,0,0,0,0,0,0
"Vault of the Wardens",711,630,64,0,4,0,0,0,0,0,0,0,0,0
"Vault of the Wardens",712,630,64,0,4,0,0,0,0,0,0,0,0,0
"Eye of Azshara",713,630,64,0,6,0,5,0,0,0,0,0,0,0
Niskara,714,619,0,0,6,0,0,0,0,0,0,0,0,0
"Emerald Dreamway",715,747,0,0,6,0,0,0,0,0,0,0,0,0
Skywall,716,249,64,0,4,0,0,0,0,0,0,0,0,0
"Dreadscar Rift",717,619,0,0,6,0,0,0,0,0,0,0,0,0
"Dreadscar Rift",718,619,0,0,6,0,0,0,0,0,0,0,0,0
"Mardum, the Shattered Abyss",719,619,64,0,4,0,0,0,0,0,0,0,0,0
"Mardum, the Shattered Abyss",720,719,64,0,4,0,0,0,0,0,0,0,0,0
"Mardum, the Shattered Abyss",721,719,64,0,4,0,0,0,0,0,0,0,0,0
"The Violet Hold",723,627,64,0,4,0,0,0,0,0,0,0,0,0
"The Maelstrom",725,948,0,0,6,0,0,0,0,0,0,0,0,0
"The Maelstrom",726,619,0,0,6,0,0,0,0,0,0,54,0,0
"Terrace of Endless Spring",728,433,0,0,6,0,0,0,0,0,0,0,0,0
"Crumbling Depths",729,207,0,0,5,0,0,0,0,0,0,0,0,0
"Neltharion's Lair",731,650,64,0,6,0,5,0,0,0,0,0,0,0
"Violet Hold",732,627,64,0,4,0,0,0,0,0,0,0,0,0
"Darkheart Thicket",733,641,64,0,6,0,5,0,0,0,0,0,0,0
"Hall of the Guardian",734,627,64,0,4,0,0,0,0,0,0,0,0,0
"Hall of the Guardian",735,627,64,0,4,0,0,0,0,0,0,0,0,0
"The Beyond",736,114,64,0,4,0,0,0,0,0,0,0,0,0
"The Vortex Pinnacle",737,249,64,0,4,0,0,0,0,0,0,0,0,0
Firelands,738,198,0,0,6,0,0,0,0,0,0,0,0,0
"Trueshot Lodge",739,650,0,0,3,4,0,42890,0,0,0,0,0,0
"Shadowgore Citadel",740,619,64,0,4,0,0,0,0,0,0,0,0,0
"Shadowgore Citadel",741,619,64,0,4,0,0,0,0,0,0,0,0,0
"Abyssal Maw",742,204,64,0,4,0,0,0,0,0,0,0,0,0
"Abyssal Maw",743,204,64,0,4,0,0,0,0,0,0,0,0,0
Ulduar,744,120,64,0,4,0,0,0,0,0,0,0,0,0
Ulduar,745,120,64,0,4,0,0,0,0,0,0,0,0,0
Ulduar,746,120,64,0,4,0,0,0,0,0,0,0,0,0
"The Dreamgrove",747,641,0,0,6,0,0,35351,0,0,0,0,0,0
Niskara,748,619,0,0,6,0,0,0,0,0,0,0,0,0
"The Arcway",749,680,64,0,4,0,0,0,0,0,0,0,0,0
"Thunder Totem",750,650,0,0,6,0,0,0,0,0,0,0,0,0
"Black Rook Hold",751,641,64,0,4,0,0,0,0,0,0,0,0,0
"Black Rook Hold",752,641,64,0,4,0,0,0,0,0,0,0,0,0
