ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID
14523,0,0,-1,0,3000,79,105688,0,0
14524,0,0,-1,0,3000,79,105689,0,0
14525,0,0,-1,0,3000,79,105691,0,0
14526,0,0,-1,0,3000,79,105693,0,0
14527,0,0,-1,0,3000,79,105694,0,0
14528,0,0,-1,0,3000,79,105696,0,0
14529,0,0,-1,300000,300000,4,105697,0,0
14530,0,0,-1,300000,300000,4,105698,0,0
14532,0,0,-1,300000,300000,4,105701,0,0
14533,0,0,-1,300000,300000,4,105702,0,0
14534,0,0,-1,300000,300000,4,105704,0,0
14535,0,0,-1,300000,300000,4,105706,0,0
14536,0,0,-1,300000,300000,4,105707,0,0
14537,0,0,-1,300000,300000,30,105708,0,0
14538,0,0,-1,300000,300000,4,105709,0,0
14539,0,0,0,3000,3000,0,105759,0,0
14540,0,5,0,-1,-1,0,105815,0,0
14541,0,0,-1,-1,-1,0,113703,0,0
14542,0,0,0,-1,-1,0,105999,0,0
14543,0,0,0,3000,-1,0,105960,0,0
14544,0,0,-1,-1,-1,0,106243,0,0
14545,0,0,0,-1,-1,0,106276,0,0
14546,0,0,0,-1,-1,0,106318,0,0
14547,0,0,0,-1,-1,0,106263,0,0
14552,0,0,-1,-1,-1,0,26587,0,0
14553,0,0,-1,-1,-1,0,26588,0,0
14556,0,0,-1,0,1000,11,107133,0,0
14558,1,6,0,-1,-1,0,107203,0,0
14560,1,6,0,-1,-1,0,107516,0,0
14562,1,6,0,-1,-1,0,107517,0,0
14566,1,6,0,-1,-1,0,107844,0,0
14571,0,0,0,90000,15000,1141,107947,0,0
14572,0,0,0,90000,15000,1141,107948,0,0
14574,0,0,0,90000,15000,1141,107949,0,0
14575,0,0,0,90000,-1,0,107951,0,0
14576,0,0,-1,-1,180000,1236,107926,0,0
14577,0,1,0,-1,-1,0,107786,0,0
14578,0,1,0,-1,-1,0,107805,0,0
14579,0,1,0,-1,-1,0,107810,0,0
14580,0,1,0,-1,-1,0,107895,0,0
14581,0,1,0,-1,-1,0,107824,0,0
14582,0,1,0,-1,-1,0,107832,0,0
14583,0,1,0,-1,-1,0,107836,0,0
14584,0,1,0,-1,-1,0,107961,0,0
14585,0,1,0,-1,-1,0,107971,0,0
14586,0,1,0,-1,-1,0,107963,0,0
14587,0,1,0,-1,-1,0,107967,0,0
14588,0,1,0,-1,-1,0,107969,0,0
14589,0,1,0,-1,-1,0,107983,0,0
14591,0,1,0,-1,-1,0,107984,0,0
14592,0,1,0,-1,-1,0,107989,0,0
14593,0,1,0,-1,-1,0,107987,0,0
14594,0,1,0,-1,-1,0,107995,0,0
14595,0,1,0,-1,-1,0,108006,0,0
14596,0,1,0,-1,-1,0,108002,0,0
14597,0,1,0,-1,-1,0,107998,0,0
14598,0,1,0,-1,-1,0,108007,0,0
14599,0,0,-1,0,1000,11,108029,0,0
14600,0,0,-1,0,1000,11,108034,0,0
14601,0,0,-1,0,1000,11,108033,0,0
14602,0,0,-1,0,0,0,108115,0,0
14603,0,1,0,-1,-1,0,109239,0,0
14604,0,1,0,-1,-1,0,100707,0,0
14605,1,0,0,-1,-1,0,108129,0,0
14606,0,7,0,-1,-1,0,109705,0,0
14607,0,0,0,3000,-1,0,108863,0,0
14608,0,5,0,-1,-1,0,108949,0,0
14609,0,5,0,-1,-1,0,108956,0,0
14610,0,0,-1,-1,-1,0,109086,0,0
14611,0,1,0,-1,-1,0,109078,0,0
14612,0,0,-1,-1,-1,0,109093,0,0
14613,0,0,-1,1000,0,0,109094,0,0
14614,0,0,-1,60000,60000,1430,124199,0,0
14615,0,0,0,-1,-1,0,108811,0,0
14670,0,1,0,-1,-1,0,110211,0,0
14674,0,0,0,300000,300000,1335,107082,0,0
14675,0,0,-1,-1,-1,0,109954,0,0
14676,0,1,0,-1,-1,0,109803,0,0
14677,0,1,0,-1,-1,0,109775,0,0
14678,0,1,0,-1,-1,0,109788,0,0
14679,0,1,0,-1,-1,0,109743,0,0
14680,0,1,0,-1,-1,0,109710,0,0
14681,0,1,0,-1,-1,0,109718,0,0
14682,0,1,0,-1,-1,0,109794,0,0
14683,0,1,0,-1,-1,0,109812,0,0
14684,0,1,0,-1,-1,0,109749,0,0
14685,0,1,0,-1,-1,0,109781,0,0
14686,0,1,0,-1,-1,0,109722,0,0
14687,0,1,0,-1,-1,0,109799,0,0
14688,0,1,0,-1,-1,0,109823,0,0
14689,0,1,0,-1,-1,0,109753,0,0
14690,0,1,0,-1,-1,0,109785,0,0
14691,0,0,0,90000,15000,1141,109714,0,0
14692,0,0,0,90000,15000,1141,109791,0,0
14694,0,0,0,90000,15000,1141,109746,0,0
14695,0,0,0,90000,-1,0,109778,0,0
14696,0,1,0,-1,-1,0,109805,0,0
14697,0,1,0,-1,-1,0,109777,0,0
14698,0,1,0,-1,-1,0,109790,0,0
14699,0,1,0,-1,-1,0,109745,0,0
14700,0,1,0,-1,-1,0,109712,0,0
14701,0,1,0,-1,-1,0,109720,0,0
14702,0,1,0,-1,-1,0,109796,0,0
14703,0,1,0,-1,-1,0,109814,0,0
14704,0,1,0,-1,-1,0,109751,0,0
14705,0,1,0,-1,-1,0,109783,0,0
14706,0,1,0,-1,-1,0,109725,0,0
14707,0,1,0,-1,-1,0,109801,0,0
14709,0,1,0,-1,-1,0,109755,0,0
14710,0,1,0,-1,-1,0,109786,0,0
14711,0,0,0,90000,15000,1141,109715,0,0
14712,0,0,0,90000,15000,1141,109792,0,0
14714,0,0,0,90000,15000,1141,109747,0,0
14715,0,0,0,90000,-1,0,109779,0,0
14728,0,1,0,-1,-1,0,107822,0,0
14729,0,1,0,-1,-1,0,109859,0,0
14730,0,1,0,-1,-1,0,109873,0,0
14731,0,1,0,-1,-1,0,109865,0,0
14732,0,1,0,-1,-1,0,109855,0,0
14733,0,1,0,-1,-1,0,109850,0,0
14734,0,1,0,-1,-1,0,109846,0,0
14735,0,1,0,-1,-1,0,109841,0,0
14736,0,1,0,-1,-1,0,109832,0,0
14737,0,1,0,-1,-1,0,109857,0,0
14738,0,1,0,-1,-1,0,109866,0,0
14739,0,1,0,-1,-1,0,109862,0,0
14740,0,1,0,-1,-1,0,109853,0,0
14741,0,1,0,-1,-1,0,109848,0,0
14742,0,1,0,-1,-1,0,109843,0,0
14743,0,1,0,-1,-1,0,109839,0,0
14744,0,1,0,-1,-1,0,109829,0,0
14745,0,0,-1,0,3000,79,109933,0,0
14746,0,0,-1,-1,-1,0,109946,0,0
14747,0,0,-1,-1,-1,0,109947,0,0
14748,0,0,-1,-1,-1,0,109948,0,0
14750,1,6,0,-1,-1,0,110029,0,0
14754,1,6,0,-1,-1,0,110051,0,0
14755,0,0,0,-1,-1,0,110027,0,0
14756,0,0,0,1500,1500,0,110171,0,0
14757,0,5,0,-1,-1,0,110234,0,0
14758,0,5,0,-1,-1,0,110235,0,0
14759,0,5,0,-1,-1,0,110233,0,0
14760,0,0,-1,0,1000,0,110366,0,0
14761,0,0,0,-1,-1,0,110169,0,0
14762,0,0,-1,3000,3000,0,110434,0,0
14763,0,0,-1,3000,3000,0,110450,0,0
14764,0,0,-1,1500,1500,0,110455,0,0
14765,0,0,-1,1500,1500,0,110456,0,0
14766,0,0,0,10000,10000,0,110557,0,0
14767,0,0,0,-1,1000,0,110648,0,0
14768,0,0,0,-1,-1,0,110697,0,0
14770,0,1,0,-1,-1,0,95521,0,0
14771,0,0,-1,-1,-1,0,111102,0,0
14772,0,0,0,-1,-1,0,111108,0,0
14773,1,5,0,-1,-1,0,131064,0,0
14774,0,0,0,-1,-1,0,111446,0,0
14776,0,0,0,0,0,0,111860,0,0
14784,0,0,0,0,0,0,111868,0,0
14792,0,0,0,0,0,0,111876,0,0
14800,0,0,0,0,0,0,111884,0,0
14808,0,0,-1,60000,1000,11,111842,0,0
14809,0,1,0,-1,-1,0,128989,0,0
14810,0,1,0,-1,-1,0,128445,0,0
14811,0,0,0,60000,10000,1141,128988,0,0
14812,0,1,0,-1,-1,0,128991,0,0
14813,0,1,0,-1,-1,0,128990,0,0
14814,0,0,-1,1500,-1,0,113029,0,0
14815,0,0,0,3000,-1,0,111915,0,0
14824,0,0,0,90000,15000,1141,112871,0,0
14826,1,6,0,-1,-1,0,112994,0,0
14827,0,0,0,1800000,-1,0,113095,0,0
14829,1,6,0,-1,-1,0,113120,0,0
14833,0,0,-1,-1,-1,0,113282,0,0
14834,0,0,0,5000,-1,0,113285,0,0
14835,0,0,0,1000,-1,0,113949,0,0
14836,0,0,0,-1,1500,133,113897,0,0
14837,0,0,0,-1,1500,133,113957,0,0
14838,0,0,-1,-1,-1,0,126935,0,0
14858,0,0,0,-1,-1,0,114033,0,0
14860,1,6,0,-1,-1,0,114090,0,0
14861,0,0,0,300000,300000,30,105708,0,0
14862,0,0,0,3000,-1,0,114245,0,0
14863,0,0,-1,-1,-1,0,114297,0,0
14864,0,0,0,10000,-1,0,103977,0,0
14865,0,0,0,-1,-1,0,114430,0,0
14866,0,0,0,-1,-1,0,114450,0,0
14867,0,5,0,-1,-1,0,114610,0,0
14868,0,0,-1,-1,-1,0,114612,0,0
14869,0,0,-1,-1,-1,0,114619,0,0
14870,0,0,0,1500,-1,0,114648,0,0
14871,0,0,0,-1,-1,0,114706,0,0
14872,0,0,-1,0,1000,11,114726,0,0
14873,0,5,0,-1,-1,0,117434,0,0
14874,0,0,0,-1,-1,0,115347,0,0
14875,0,0,-1,-1,-1,0,115027,0,0
14876,1,5,0,-1,-1,0,115044,0,0
14877,0,0,0,1500,-1,0,115079,0,0
14878,0,0,-1,-1,-1,0,115029,0,0
14879,0,0,-1,0,1000,59,115037,0,0
14880,0,0,0,-1,-1,0,115092,0,0
14881,0,0,0,-1,-1,0,115369,0,0
14882,0,5,0,-1,-1,0,81040,0,0
14885,0,0,0,-1,-1,0,115437,0,0
14886,0,0,0,-1,-1,0,115481,0,0
14887,1,5,0,-1,-1,0,131063,0,0
14888,0,0,-1,-1,-1,0,115550,0,0
14889,1,5,0,-1,-1,0,115553,0,0
14891,0,0,-1,-1,-1,0,115732,0,0
14904,0,0,-1,-1,-1,0,123361,0,0
14905,0,0,-1,-1,-1,0,123388,0,0
14906,0,0,-1,-1,-1,0,123485,0,0
14907,0,0,-1,-1,-1,0,123535,0,0
14908,0,0,-1,-1,-1,0,123565,0,0
14909,0,0,-1,-1,-1,0,123568,0,0
14910,0,5,0,-1,-1,0,116800,0,0
14911,0,0,0,-1,-1,0,116111,0,0
14914,0,1,0,-1,-1,0,117652,0,0
14915,0,1,0,-1,-1,0,117653,0,0
14916,0,1,0,-1,-1,0,117654,0,0
14917,0,1,0,-1,-1,0,117655,0,0
14918,0,1,0,-1,-1,0,117656,0,0
14919,0,1,0,-1,-1,0,117657,0,0
14920,0,1,0,-1,-1,0,117658,0,0
14921,0,1,0,-1,-1,0,117659,0,0
14922,0,1,0,-1,-1,0,117660,0,0
14923,0,1,0,-1,-1,0,117661,0,0
14925,0,0,-10,0,0,0,116356,0,0
14926,0,0,0,-1,-1,0,116484,0,0
14927,0,0,0,0,1000,0,116500,0,0
14928,0,5,0,-1,-1,0,116684,0,0
14929,0,1,0,-1,-1,0,116765,0,0
14930,0,1,0,-1,-1,0,116764,0,0
14931,0,1,0,-1,-1,0,116763,0,0
14932,0,1,0,-1,-1,0,116767,0,0
14933,0,1,0,-1,-1,0,116766,0,0
14934,0,0,-1,15000,15000,0,117164,0,0
14935,0,1,0,-1,-1,0,126482,0,0
14936,0,1,0,-1,-1,0,126268,0,0
14937,0,0,2,-1,-1,0,105693,0,0
14938,0,1,0,-1,-1,0,126516,0,0
14941,0,0,-1,0,1000,11,104235,0,0
14942,0,0,-1,-1,-1,0,117472,0,0
14943,0,0,-1,-1,-1,0,117500,0,0
14944,0,0,0,120000,20000,1141,126260,0,0
14945,0,1,0,-1,-1,0,126473,0,0
14946,0,0,0,5000,-1,0,117631,0,0
14947,0,1,0,-1,-1,0,126237,0,0
14948,0,0,0,150000,25000,1141,126478,0,0
14949,0,0,0,120000,20000,0,126270,0,0
14950,0,0,0,90000,15000,1141,126484,0,0
14951,0,1,0,-1,-1,0,126468,0,0
14952,0,1,0,-1,-1,0,126490,0,0
14953,0,0,0,120000,20000,1141,126519,0,0
14955,1,6,0,-1,-1,0,118089,0,0
14956,0,0,0,2000,-1,0,118103,0,0
14957,0,0,0,3000,3000,0,118222,0,0
14958,0,0,0,-1,-1,0,118276,0,0
14959,0,0,-1,0,1000,11,124239,0,0
14960,0,0,-1,0,1000,11,124240,0,0
14961,0,0,-1,0,1000,11,124241,0,0
14962,0,0,-1,0,1000,11,125074,0,0
14963,0,0,-1,0,1000,11,124243,0,0
14965,0,0,-1,0,1000,11,124242,0,0
14966,0,0,-1,-1,-1,11,11007,0,0
14967,0,0,-1,0,1000,11,124245,0,0
14968,0,0,-1,0,1000,11,124246,0,0
14969,0,0,-1,0,1000,11,124247,0,0
14970,0,0,-1,0,1000,11,125073,0,0
14971,0,0,-1,0,1000,11,124249,0,0
14973,0,0,-1,0,1000,11,124248,0,0
14974,0,0,-1,0,1000,11,11009,0,0
14975,0,0,0,3000,-1,0,118330,0,0
14976,0,0,0,3000,-1,0,118527,0,0
14977,0,1,0,-1,-1,0,118616,0,0
14978,0,1,0,-1,-1,0,118617,0,0
14979,0,1,0,-1,-1,0,118618,0,0
14980,0,1,0,-1,-1,0,118619,0,0
14981,0,1,0,-1,-1,0,118620,0,0
14982,0,1,0,-1,-1,0,118621,0,0
14983,0,1,0,-1,-1,0,118622,0,0
14984,0,1,0,-1,-1,0,118623,0,0
14985,0,1,0,-1,-1,0,118624,0,0
14986,0,1,0,-1,-1,0,118625,0,0
14988,1,6,0,-1,-1,0,118737,0,0
14989,0,1,0,-1,-1,0,118762,0,0
14990,0,1,0,-1,-1,0,118763,0,0
14991,0,1,0,-1,-1,0,118764,0,0
14992,0,1,0,-1,-1,0,118765,0,0
14993,0,1,0,-1,-1,0,118766,0,0
14994,0,0,0,-1,-1,0,118927,0,0
14995,0,0,0,30000,30000,0,118938,0,0
14996,0,1,0,-1,-1,0,118876,0,0
14997,0,1,0,-1,-1,0,118877,0,0
14998,0,1,0,-1,-1,0,118878,0,0
14999,0,1,0,-1,-1,0,118879,0,0
15000,0,1,0,-1,-1,0,118880,0,0
15001,0,1,0,-1,-1,0,118881,0,0
15002,0,1,0,-1,-1,0,118882,0,0
15003,0,1,0,-1,-1,0,118883,0,0
15004,0,1,0,-1,-1,0,118884,0,0
15005,0,1,0,-1,-1,0,118885,0,0
15006,0,0,-1,-1,1000,11,104235,0,0
15007,0,0,0,-1,-1,0,119033,0,0
15008,1,0,-10,0,120000,100,119313,0,0
15009,0,0,-1,0,1000,11,1291842,0,0
15011,0,0,-1,0,1000,11,1291840,0,0
15012,0,0,-1,-1,1000,11,1286535,0,0
15016,0,0,-1,0,1000,11,1290929,0,0
15018,0,0,0,10000,-1,0,119431,0,0
15019,0,0,0,2000,-1,0,119443,0,0
15022,0,0,0,1500,-1,0,119636,0,0
15027,0,0,0,-1,-1,0,119743,0,0
15028,0,0,0,1500,-1,0,119892,0,0
15029,0,0,-1,-1,-1,0,114060,0,0
15032,0,0,-1,-1,-1,0,131863,0,0
15033,0,0,-1,-1,-1,0,131862,0,0
15034,0,0,-1,-1,-1,0,122393,0,0
15035,0,0,-1,-1,-1,0,122392,0,0
15037,0,0,-1,0,1000,11,1291841,0,0
15038,0,0,-1,-1,1000,11,1291838,0,0
15041,1,6,0,-1,-1,0,120043,0,0
15042,0,5,0,-1,-1,0,119921,0,0
15043,1,0,0,300000,300000,30,119920,0,0
15044,0,5,0,-1,-1,0,120103,0,0
15045,1,0,0,-1,60000,1361,120080,0,0
15046,0,5,0,-1,-1,0,120107,0,0
15047,1,0,0,300000,300000,30,120106,0,0
15048,0,0,0,1800000,1500,133,120108,0,0
15049,0,0,0,1500,-1,0,120084,0,0
15051,1,6,0,-1,-1,0,120145,0,0
15053,1,6,0,-1,-1,0,120146,0,0
15054,0,1,0,-1,-1,0,120181,0,0
15055,0,1,0,-1,-1,0,120182,0,0
15056,0,1,0,-1,-1,0,120183,0,0
15057,0,1,0,-1,-1,0,120184,0,0
15058,0,1,0,-1,-1,0,120185,0,0
15059,0,1,0,-1,-1,0,120186,0,0
15060,0,1,0,-1,-1,0,120187,0,0
15061,0,1,0,-1,-1,0,120188,0,0
15062,0,1,0,-1,-1,0,120189,0,0
15063,0,1,0,-1,-1,0,120190,0,0
15064,0,1,0,-1,-1,0,120259,0,0
15065,0,1,0,-1,-1,0,120260,0,0
15066,0,1,0,-1,-1,0,120261,0,0
15067,0,1,0,-1,-1,0,120262,0,0
15068,0,1,0,-1,-1,0,120263,0,0
15070,1,6,0,-1,-1,0,120395,0,0
15072,1,6,0,-1,-1,0,120501,0,0
15074,1,6,0,-1,-1,0,120507,0,0
15075,0,0,0,1500,-1,0,120573,0,0
15076,0,0,0,-1,-1,0,123302,0,0
15077,0,0,0,-1,-1,0,120754,0,0
15079,1,6,0,-1,-1,0,120822,0,0
15082,0,0,-1,3000,-1,0,123498,0,0
15083,0,1,0,-1,-1,0,258981,0,0
15084,0,0,-1,-1,-1,0,130100,0,0
15087,0,0,0,10000,-1,0,121172,0,0
15088,0,0,-1,-1,-1,0,121192,0,0
15089,0,0,-1,-1,-1,0,121193,0,0
15090,0,0,0,-1,-1,0,121527,0,0
15112,0,5,0,-1,-1,0,121906,0,0
15113,0,0,-1,-1,-1,0,122080,0,0
15114,0,0,-1,-1,-1,0,122099,0,0
15115,0,0,-1,-1,-1,0,122101,0,0
15116,0,0,0,1500,-1,0,122157,0,0
15117,0,0,-1,0,0,0,122190,0,0
15118,0,1,0,-1,-1,0,122273,0,0
15119,0,1,0,-1,-1,0,122274,0,0
15120,0,1,0,-1,-1,0,122275,0,0
15121,0,1,0,-1,-1,0,122276,0,0
15122,0,1,0,-1,-1,0,122277,0,0
15123,0,0,0,-1,-1,0,121833,0,0
15137,0,1,0,-1,-1,0,122319,0,0
15138,0,1,0,-1,-1,0,122320,0,0
15139,0,1,0,-1,-1,0,122321,0,0
15140,0,1,0,-1,-1,0,122322,0,0
15141,0,1,0,-1,-1,0,122323,0,0
15142,0,1,0,-1,-1,0,122324,0,0
15143,0,1,0,-1,-1,0,122325,0,0
15144,0,1,0,-1,-1,0,122326,0,0
15145,0,1,0,-1,-1,0,122327,0,0
15146,0,1,0,-1,-1,0,122328,0,0
15147,0,0,-1,-1,-1,0,122386,0,0
15148,0,0,-1,-1,-1,0,122387,0,0
15149,0,0,-1,-1,-1,0,122388,0,0
15150,0,0,0,1000,-1,0,122523,0,0
15163,0,0,-10,0,0,0,6196,0,0
15202,0,1,0,-1,-1,0,122696,0,0
15203,0,1,0,-1,-1,0,122697,0,0
15204,0,1,0,-1,-1,0,122698,0,0
15205,0,1,0,-1,-1,0,122699,0,0
15206,0,1,0,-1,-1,0,122700,0,0
15207,0,1,0,-1,-1,0,122701,0,0
15208,0,1,0,-1,-1,0,122702,0,0
15209,0,1,0,-1,-1,0,122703,0,0
15210,0,1,0,-1,-1,0,122704,0,0
15211,0,1,0,-1,-1,0,122705,0,0
15215,1,6,0,-1,-1,0,122748,0,0
15216,0,0,0,-1,-1,0,122779,0,0
15217,0,0,0,3000,-1,0,122816,0,0
15282,0,0,0,1500,-1,0,122829,0,0
15283,0,0,0,-1,-1,0,122153,0,0
15284,0,1,0,-1,-1,0,122901,0,0
15285,0,1,0,-1,-1,0,122902,0,0
15286,0,1,0,-1,-1,0,122903,0,0
15287,0,1,0,-1,-1,0,122904,0,0
15288,0,1,0,-1,-1,0,122905,0,0
15289,0,1,0,-1,-1,0,122922,0,0
15290,0,1,0,-1,-1,0,122923,0,0
15291,0,1,0,-1,-1,0,122924,0,0
15292,0,1,0,-1,-1,0,122925,0,0
15293,0,1,0,-1,-1,0,122926,0,0
15294,1,0,0,60000,20000,1141,126690,0,0
15295,1,1,0,-1,-1,0,126708,0,0
15300,1,0,0,120000,20000,1190,126697,0,0
15319,1,0,0,60000,20000,1141,126683,0,0
15320,1,1,0,-1,-1,0,126706,0,0
15321,1,0,0,60000,20000,1141,126679,0,0
15322,1,1,0,-1,-1,0,126702,0,0
15341,0,1,0,-1,-1,0,7825,0,0
15343,0,0,-1,-1,1000,59,123145,0,0
15344,0,1,0,-1,-1,0,132586,0,0
15352,1,6,0,-1,-1,0,123160,0,0
15355,0,0,-1,-1,-1,0,123199,0,0
15356,0,0,0,1500,-1,0,123226,0,0
15357,0,0,0,1000,-1,0,123301,0,0
15358,0,0,-10,0,0,0,123362,0,0
15359,0,0,-10,0,0,0,123389,0,0
15425,0,0,-10,0,0,0,123486,0,0
15426,0,0,-10,0,0,0,123537,0,0
15427,0,0,-10,0,0,0,123566,0,0
15428,0,0,-10,0,0,0,123567,0,0
15430,0,0,-1,-1,-1,0,123773,0,0
15431,0,0,-1,-1,-1,0,123774,0,0
15432,0,0,-1,-1,-1,0,123775,0,0
15433,0,0,-1,-1,-1,0,123777,0,0
15435,1,6,0,-1,-1,0,123778,0,0
15439,1,6,0,-1,-1,0,123784,0,0
15440,0,0,-1,-1,-1,0,123799,0,0
15441,0,0,0,-1,-1,0,123803,0,0
15442,0,0,0,6000,-1,0,123873,0,0
15445,0,0,-1,180000,-1,0,123782,0,0
15446,0,0,-1,180000,-1,0,123890,0,0
15447,0,0,-1,180000,-1,0,123891,0,0
15448,0,0,-1,-1,-1,0,123892,0,0
15449,0,0,-1,-1,-1,0,130170,0,0
15450,0,0,-1,-1,-1,0,123894,0,0
15451,0,0,-1,-1,-1,0,123913,0,0
15452,0,0,-1,-1,-1,0,123917,0,0
15460,1,6,0,-1,-1,0,124000,0,0
15461,0,0,0,0,-1,0,124036,0,0
15462,0,0,-1,0,1000,11,105232,0,0
15465,0,0,-1,0,1000,11,105233,0,0
15469,1,6,0,-1,-1,0,127813,0,0
15470,0,0,-1,-1,-1,0,124091,0,0
15471,0,0,-1,-1,-1,0,124119,0,0
15472,0,0,-1,-1,-1,0,124118,0,0
15473,0,0,-1,-1,-1,0,124116,0,0
15474,0,0,-1,-1,-1,11,104235,0,0
15476,1,6,0,-1,-1,0,124152,0,0
15477,0,0,-1,0,-1,0,124281,0,0
15478,0,0,0,1000,-1,0,124174,0,0
15479,0,0,0,1500,-1,0,124178,0,0
15480,0,0,-1,0,-1,0,124282,0,0
15481,0,0,-1,0,-1,0,124298,0,0
15482,0,0,-1,0,-1,0,124299,0,0
15483,0,0,0,3000,3000,0,124323,0,0
15484,0,1,0,-1,-1,0,124353,0,0
15488,0,0,0,-1,-1,0,40803,0,0
15526,0,0,-1,1500,-1,0,124528,0,0
15529,1,6,0,-1,-1,0,124550,0,0
15530,0,0,0,3000,3000,0,124679,0,0
15531,0,0,-1,-1,-1,0,124657,0,0
15533,1,6,0,-1,-1,0,124659,0,0
15535,1,6,0,-1,-1,0,124660,0,0
15536,0,0,0,3000,3000,0,124729,0,0
15537,0,0,-1,1500,-1,0,124907,0,0
15538,0,0,0,-1,-1,0,124927,0,0
15539,0,0,0,-1,-1,0,124960,0,0
15540,0,0,0,0,0,0,125167,0,0
15541,0,0,-1,0,0,0,125055,0,0
15542,0,0,-1,-1,1000,11,1290928,0,0
15543,0,0,0,60000,15000,1141,126599,0,0
15545,0,0,0,60000,15000,1141,126605,0,0
15546,0,0,0,60000,15000,1141,126606,0,0
15547,0,0,0,60000,15000,1141,126597,0,0
15549,0,0,-1,0,1000,11,125109,0,0
15550,0,0,-1,0,1000,11,125107,0,0
15551,0,0,-1,0,1000,11,125114,0,0
15552,0,0,-1,0,1000,11,125116,0,0
15553,0,0,0,300000,300000,4,125282,0,0
15554,0,1,0,-1,-1,0,126534,0,0
15555,0,1,0,-1,-1,0,126552,0,0
15556,0,1,0,-1,-1,0,126579,0,0
15557,0,0,-1,0,1000,150,133994,0,0
15558,0,1,0,-1,-1,0,126583,0,0
15559,0,1,0,-1,-1,0,126590,0,0
15560,0,1,0,-1,-1,0,126207,0,0
15561,0,1,0,-1,-1,0,126208,0,0
15562,0,1,0,-1,-1,0,132602,0,0
15665,0,1,0,-1,-1,0,126647,0,0
15666,0,1,0,-1,-1,0,126641,0,0
15667,0,1,0,-1,-1,0,126650,0,0
15669,0,1,0,-1,-1,0,126658,0,0
15724,0,1,0,-1,-1,0,126660,0,0
15727,0,0,0,1500,-1,0,125634,0,0
15728,0,0,-1,600000,0,0,125686,0,0
15729,0,0,0,30000,-1,0,125748,0,0
15730,0,0,0,20000,-1,0,125700,0,0
15731,0,0,-1,1500,-1,0,126058,0,0
15732,0,0,-1,-1,1000,11,125879,0,0
15733,0,0,0,20000,-1,0,125923,0,0
15734,0,0,-1,-1,-1,0,125889,0,0
15735,0,0,0,-1,-1,0,125989,0,0
15736,0,1,0,-1,-1,0,126212,0,0
15737,0,1,0,-1,-1,0,128896,0,0
15738,0,1,0,-1,-1,0,128887,0,0
15739,0,1,0,-1,-1,0,128853,0,0
15740,0,0,0,20000,-1,0,124301,0,0
15741,0,0,-1,3000,-1,0,126109,0,0
15746,0,0,-1,-1,-1,0,126182,0,0
15747,0,0,-1,-1,-1,0,126180,0,0
15753,0,1,0,-1,-1,0,130147,0,0
15754,0,1,0,-1,-1,0,130145,0,0
15757,1,6,0,-1,-1,0,126247,0,0
15759,1,6,0,-1,-1,0,126249,0,0
15761,1,6,0,-1,-1,0,126251,0,0
15762,0,0,0,120000,-1,0,126318,0,0
15763,0,1,0,-1,-1,0,126342,0,0
15764,0,0,0,120000,-1,0,126555,0,0
15765,0,0,0,7200000,-1,0,127207,0,0
15766,0,0,0,900000,3000,79,127230,0,0
15769,0,0,0,3600000,-1,0,127261,0,0
15772,0,0,0,1800000,-1,0,127249,0,0
15774,0,0,0,600000,-1,0,129861,0,0
15777,0,0,0,300000,-1,0,127266,0,0
15778,0,0,0,300000,-1,0,127269,0,0
15781,0,0,0,600000,-1,0,127292,0,0
15782,0,0,0,3600000,-1,0,127285,0,0
15783,0,0,0,600000,-1,0,129864,0,0
15784,0,0,0,900000,-1,0,129787,0,0
15785,0,1,0,-1,-1,0,129737,0,0
15786,0,0,0,60000,-1,0,129836,0,0
15789,0,0,0,1800000,-1,0,129694,0,0
15790,0,0,0,3600000,-1,0,129803,0,0
15791,0,0,0,3600000,-1,0,127318,0,0
15792,0,0,0,7200000,-1,0,127320,0,0
15793,0,0,-1,604800000,-1,0,127322,0,0
15794,0,0,0,3600000,-1,0,127323,0,0
15795,0,0,0,7200000,-1,0,127325,0,0
15797,0,0,-1,-1,-1,0,128286,0,0
15798,0,0,-1,-1,-1,0,131464,0,0
15799,0,0,50,30000,0,0,126294,0,0
15834,0,0,0,-1,-1,0,126372,0,0
15835,0,0,1,-1,-1,0,126448,0,0
15836,0,1,0,-1,-1,0,126457,0,0
15837,0,0,0,14400000,0,0,126459,0,0
15838,0,0,0,900000,-1,0,126755,0,0
15839,0,0,-20,300000,0,0,126462,0,0
15840,0,0,-1,-1,-1,11,126492,0,0
15843,0,0,-1,-1,-1,11,126494,0,0
15846,0,0,-1,-1,-1,11,126495,0,0
15849,0,0,-1,-1,-1,11,126496,0,0
15852,0,0,-1,-1,-1,11,126497,0,0
15855,0,0,-1,-1,-1,11,126498,0,0
15858,0,0,-1,-1,-1,11,126499,0,0
15861,0,0,-1,-1,-1,11,126500,0,0
15864,0,0,-1,-1,-1,11,126501,0,0
15867,0,0,-1,-1,-1,11,126502,0,0
15870,0,0,-1,-1,-1,11,126503,0,0
15873,0,0,-1,-1,-1,11,126504,0,0
15880,0,0,0,1800000,0,11,126547,0,0
15881,0,0,-1,-1,-1,0,126589,0,0
15882,0,0,-1,-1,-1,0,126587,0,0
