ID,ItemEffectID,ItemID
6182,105876,32381
6183,6152,32406
6184,6153,32408
6185,106887,32411
6186,106888,32411
6187,106985,32412
6188,106986,32412
6189,6158,32413
6190,6159,32424
6191,6160,32426
6192,107597,32429
6193,107598,32429
6194,107601,32430
6195,107602,32430
6196,107589,32431
6197,107590,32431
6198,107587,32432
6199,107588,32432
6200,107595,32433
6201,107596,32433
6202,107593,32434
6203,107594,32434
6204,107591,32435
6205,107592,32435
6206,107599,32436
6207,107600,32436
6208,108373,32437
6209,108374,32437
6210,108369,32438
6211,108370,32438
6212,108375,32439
6213,108376,32439
6214,108377,32440
6215,108378,32440
6216,104931,32441
6217,104932,32441
6218,104935,32442
6219,104936,32442
6220,104937,32443
6221,104938,32443
6222,104933,32444
6223,104934,32444
6224,6193,32446
6225,108371,32447
6226,108372,32447
6227,6196,32449
6228,6197,32453
6229,6198,32455
6230,6199,32456
6231,6200,32457
6232,32617,32458
6233,32618,32458
6234,6203,32461
6235,6204,32465
6236,6205,32465
6237,6206,32467
6238,6207,32471
6239,6208,32472
6240,6209,32473
6241,6210,32474
6242,6211,32475
6243,6212,32476
6244,6213,32478
6245,6214,32479
6246,6215,32480
6247,6216,32481
6248,6217,32483
6249,6218,32485
6250,6219,32486
6251,6220,32487
6252,6221,32488
6253,6222,32489
6254,6223,32490
6255,6224,32491
6256,6225,32492
6257,6226,32493
6258,6227,32494
6259,6228,32495
6260,6229,32496
6261,6230,32498
6262,6231,32498
6263,6232,32500
6264,6233,32501
6265,6234,32503
6266,6235,32505
6267,6236,32534
6268,6237,32538
6269,6238,32539
6270,6239,32542
6271,6240,32563
6272,6241,32566
6273,6242,32576
6274,6243,32578
6275,19927,32588
6276,19928,32588
6277,6246,32594
6278,6247,32596
6279,6248,32597
6280,6249,32598
6281,6250,32599
6282,6251,32600
6283,6252,32601
6284,6253,32602
6285,19281,32616
6286,19282,32616
6287,19279,32617
6288,19280,32617
6289,19283,32622
6290,19284,32622
6291,6260,32646
6292,36855,32654
6293,36856,32654
6294,6263,32657
6295,6264,32658
6296,6265,32667
6297,6266,32668
6298,6267,32670
6299,6268,32671
6300,6269,32672
6301,6270,32673
6302,6271,32674
6303,6272,32675
6304,6273,32676
6305,6274,32677
6306,6275,32678
6307,6276,32679
6308,6277,32680
6309,6278,32681
6310,6279,32682
6311,6280,32683
6312,6281,32684
6313,6282,32685
6314,6283,32686
6315,6284,32694
6316,6285,32695
6317,6286,32696
6318,6287,32698
6319,6288,32721
6320,6289,32722
6321,104927,32736
6322,104928,32736
6323,104925,32737
6324,104926,32737
6325,104929,32738
6326,104930,32738
6327,104923,32739
6328,104924,32739
6329,6298,32741
6330,107515,32744
6331,107516,32744
6332,107529,32745
6333,107530,32745
6334,107519,32746
6335,107520,32746
6336,107525,32747
6337,107526,32747
6338,107521,32748
6339,107522,32748
6340,107523,32749
6341,107524,32749
6342,107517,32750
6343,107518,32750
6344,107527,32751
6345,107528,32751
6346,108279,32752
6347,108280,32752
6348,108281,32753
6349,108282,32753
6350,108277,32754
6351,108278,32754
6352,108283,32755
6353,108284,32755
6354,6323,32757
6355,6324,32758
6356,6325,32762
6357,6326,32763
6358,6327,32764
6359,6328,32765
6360,6329,32766
6361,6330,32767
6362,32639,32768
6363,32640,32768
6364,6333,32770
6365,6334,32771
6366,6335,32773
6367,6336,32782
6368,6337,32783
6369,6338,32784
6370,6339,32825
6371,6340,32834
6372,6341,32839
6373,6342,32840
6374,6343,32844
6375,6344,32845
6376,6345,32846
6377,6346,32847
6378,6347,32849
6379,6348,32850
6380,6349,32851
6381,6350,32852
6382,6351,32857
6383,6352,32857
6384,6353,32858
6385,6354,32858
6386,6355,32859
6387,6356,32859
6388,6357,32860
6389,6358,32860
6390,6359,32861
6391,6360,32861
6392,6361,32862
6393,6362,32862
6394,6363,32863
6395,6364,32864
6396,6365,32895
6397,6366,32896
6398,6367,32898
6399,6368,32899
6400,6369,32900
6401,6370,32901
6402,6371,32902
6403,6372,32903
6404,6373,32904
6405,6374,32905
6406,6375,32907
6407,6376,32909
6408,6377,32910
6409,6378,32912
6410,6379,32915
6411,6380,32917
6412,6381,32918
6413,6382,32919
6414,6383,32920
6415,6384,32921
6416,6385,32947
6417,6386,32948
6418,6387,32960
6419,6388,32965
6420,6389,32966
6421,6390,32967
6422,28038,32971
6423,28039,32971
6424,6393,33001
6425,6395,33004
6426,6396,33009
6427,6397,33016
6428,6398,33017
6429,6399,33018
6430,6400,33019
6431,6401,33020
6432,6402,33021
6433,6403,33023
6434,6404,33024
6435,6405,33025
6436,6406,33026
6437,6408,33028
6438,6409,33029
6439,6410,33030
6440,6411,33031
6441,6412,33032
6442,6413,33033
6443,6414,33034
6444,6415,33035
6445,6416,33036
6446,6417,33040
6447,6418,33042
6448,6419,33043
6449,6420,33044
6450,6421,33047
6451,6422,33048
6452,6423,33050
6453,6424,33052
6454,6425,33053
6455,6426,33061
6456,6427,33069
6457,6428,33070
6458,6429,33072
6459,6430,33079
6460,6431,33081
6461,6432,33082
6462,6433,33083
6463,6434,33088
6464,6435,33091
6465,6436,33092
6466,6437,33093
6467,6438,33095
6468,6439,33096
6469,6440,33096
6470,6441,33098
6471,6442,33101
6472,6443,33108
6473,6444,33113
6474,6445,33119
6475,32766,33124
6476,32767,33124
6477,6448,33129
6478,23362,33148
6479,23363,33148
6480,23364,33149
6481,23365,33149
6482,23366,33150
6483,23367,33150
6484,23368,33151
6485,23369,33151
6486,23370,33152
6487,23371,33152
6488,23372,33153
6489,23373,33153
6490,27415,33154
6491,27416,33154
6492,107085,33155
6493,107086,33155
6494,107077,33156
6495,107078,33156
6496,107083,33157
6497,107084,33157
6498,107089,33158
6499,107090,33158
6500,107079,33159
6501,107080,33159
6502,107081,33160
6503,107082,33160
6504,6475,33164
6505,23374,33165
6506,23375,33165
6507,6478,33166
6508,105031,33174
6509,105032,33174
6510,6481,33185
6511,104973,33186
6512,104974,33186
6513,6484,33188
6514,6485,33190
6515,107693,33205
6516,107694,33205
6517,28040,33217
6518,28041,33217
6519,6490,33218
6520,6491,33219
6521,6492,33221
6522,6493,33223
6523,6494,33224
6524,6495,33224
6525,6496,33225
6526,6497,33225
6527,6498,33226
6528,6499,33234
6529,6500,33236
6530,6501,33238
6531,6502,33246
6532,6503,33254
6533,6504,33278
6534,6505,33282
6535,6506,33284
6536,6507,33288
6537,6508,33288
6538,6509,33290
6539,6510,33302
6540,107087,33305
6541,107088,33305
6542,6513,33306
6543,23376,33307
6544,23377,33307
6545,6516,33308
6546,6517,33310
6547,6518,33311
6548,6519,33312
6549,6520,33321
6550,6521,33323
6551,6522,33335
6552,6523,33336
6553,6524,33339
6554,6525,33340
6555,6526,33341
6556,6527,33342
6557,6528,33343
6558,6529,33344
6559,6530,33346
6560,6531,33349
6561,6533,33352
6562,6534,33418
6563,6535,33441
6564,6536,33442
6565,6537,33443
6566,6538,33444
6567,6539,33445
6568,6540,33447
6569,6541,33448
6570,6542,33449
6571,6543,33450
6572,6544,33451
6573,6545,33452
6574,6546,33454
6575,6547,33457
6576,6548,33458
6577,6549,33459
6578,6550,33460
6579,6551,33461
6580,6552,33462
6581,6553,33472
6582,6554,33475
6583,6555,33477
6584,6556,33486
6585,6557,33554
6586,6558,33563
6587,6559,33567
6588,6560,33581
6589,6561,33604
6590,6562,33606
6591,6563,33607
6592,6564,33613
6593,6565,33614
6594,6566,33615
6595,6567,33616
6596,6568,33618
6597,6569,33621
6598,106983,33622
6599,106984,33622
6600,6572,33627
6601,6573,33634
6602,6574,33637
6603,6575,33665
6604,6576,33671
6605,6577,33676
6606,6578,33684
6607,6579,33690
6608,6580,33696
6609,6581,33700
6610,6582,33707
6611,6583,33712
6612,6584,33717
6613,6585,33723
6614,6586,33729
6615,6587,33739
6616,6588,33744
6617,6589,33750
6618,6590,33759
6619,6591,33767
6620,6592,33774
6621,6593,33778
6622,6594,33779
6623,6595,33780
6624,106927,33783
6625,106928,33783
6626,6598,33784
6627,105357,33792
6628,105358,33792
6629,6601,33796
6630,6602,33797
6631,6603,33806
6632,6604,33808
6633,6605,33809
6634,6606,33809
6635,6607,33816
6636,6608,33816
6637,6609,33818
6638,6610,33818
6639,6611,33819
6640,19995,33820
6641,19996,33820
6642,6614,33825
6643,6615,33828
6644,6616,33829
6645,6617,33830
6646,6618,33831
6647,6619,33832
6648,6620,33837
6649,6621,33851
6650,6622,33852
6651,6623,33865
6652,6624,33866
6653,6625,33867
6654,109086,33869
6655,109087,33869
6656,108949,33870
6657,108950,33870
6658,109080,33871
6659,109081,33871
6660,6632,33872
6661,108951,33873
6662,108952,33873
6663,6635,33874
6664,109084,33875
6665,109085,33875
6666,6638,33924
6667,109082,33925
6668,109083,33925
6669,6641,33927
6670,6642,33929
6671,6643,33930
6672,6644,33931
6673,6645,33932
6674,6646,33933
6675,6647,33934
6676,6648,33935
6677,105091,33954
6678,105092,33954
6679,6651,33956
6680,6652,33960
6681,6653,33976
6682,6654,33976
6683,32653,33977
6684,32654,33977
6685,6657,33993
6686,6658,33993
6687,6659,33999
6688,6660,33999
6689,6661,34000
6690,6662,34001
6691,6663,34002
6692,6664,34003
6693,6665,34008
6694,6666,34013
6695,6667,34017
6696,6668,34018
6697,6669,34019
6698,6670,34020
6699,6671,34021
6700,6672,34022
6701,6673,34023
6702,6674,34024
6703,6675,34026
6704,6676,34029
6705,6677,34032
6706,6678,34044
6707,6682,34049
6708,6683,34050
6709,6684,34051
6710,6685,34053
6711,6686,34055
6712,6687,34056
6713,104665,34060
6714,104666,34060
6715,104667,34061
6716,104668,34061
6717,6692,34062
6718,6693,34063
6719,6694,34064
6720,6695,34065
6721,6696,34068
6722,6697,34076
6723,6698,34077
6724,6699,34078
6725,6700,34082
6726,6701,34083
6727,6702,34092
6728,6703,34092
6729,6704,34108
6730,31881,34109
6731,31882,34109
6732,6707,34111
6733,6708,34113
6734,105815,34114
6735,105816,34114
6736,6711,34121
6737,6712,34124
6738,6713,34125
6739,108947,34126
6740,108948,34126
6741,6716,34127
6742,29968,34129
6743,29969,34129
6744,6719,34130
6745,6720,34140
6746,6721,34150
6747,6729,34161
6748,6730,34162
6749,6731,34163
6750,107567,34172
6751,107568,34172
6752,107563,34173
6753,107564,34173
6754,107569,34174
6755,107570,34174
6756,107565,34175
6757,107566,34175
6758,6740,34191
6759,6741,34207
6760,6742,34227
6761,6743,34248
6762,6747,34253
6763,6748,34255
6764,6749,34257
6765,6750,34258
6766,6751,34260
6767,108687,34261
6768,108688,34261
6769,107877,34262
6770,107878,34262
6771,108729,34319
6772,108730,34319
6773,6758,34330
6774,6759,34334
6775,6760,34338
6776,6761,34353
6777,6762,34354
6778,6763,34355
6779,6764,34356
6780,6765,34357
6781,6766,34368
6782,6767,34410
6783,6768,34411
6784,6769,34412
6785,109018,34413
6786,109019,34413
6787,6772,34414
6788,6773,34420
6789,6774,34425
6790,6775,34425
6791,6776,34427
6792,6777,34428
6793,6778,34429
6794,6779,34430
6795,6780,34440
6796,6781,34470
6797,36774,34471
6798,36775,34471
6799,6784,34472
6800,6785,34473
6801,6786,34475
6802,6787,34477
6803,6788,34478
6804,6789,34478
6805,6790,34480
6806,105553,34481
6807,105554,34481
6808,6793,34483
6809,6794,34489
6810,107755,34491
6811,107756,34491
6812,6797,34492
6813,6798,34492
6814,6799,34493
6815,6800,34493
6816,6801,34494
6817,6802,34496
6818,6803,34497
6819,6804,34498
6820,6805,34499
6821,6806,34500
6822,6807,34518
6823,6808,34518
6824,6809,34519
6825,6810,34519
6826,6811,34533
6827,6812,34535
6828,6813,34535
6829,6814,34537
6830,6815,34538
6831,6816,34539
6832,6817,34576
6833,6818,34577
6834,6819,34578
6835,6820,34579
6836,6821,34580
6837,6822,34598
6838,6823,34599
6839,6824,34620
6840,6825,34624
6841,6826,34626
6842,6827,34646
6843,6828,34669
6844,6829,34677
6845,6830,34678
6846,6831,34679
6847,6832,34680
6849,6834,34684
6851,6836,34686
6852,6837,34688
6853,107109,34689
6854,107110,34689
6855,6840,34691
6856,6841,34692
6857,6842,34710
6858,6843,34711
6859,6844,34715
6860,6845,34721
6861,6846,34722
6862,6847,34747
6863,6848,34748
6864,6849,34749
6865,6850,34750
6866,6851,34751
6867,6852,34752
6868,6853,34753
6869,6854,34754
6870,6855,34755
6871,6856,34756
6872,6857,34757
6873,6858,34758
6874,6859,34759
6875,6860,34760
6876,6861,34761
6877,6862,34762
6878,6863,34763
6879,6864,34764
6880,6865,34765
6881,6866,34766
6882,6867,34767
6883,6868,34768
6884,6869,34769
6885,6870,34772
6886,6871,34779
6887,6872,34780
6888,6873,34781
6889,6874,34782
6890,6875,34806
6891,6876,34811
6892,6877,34812
6893,6878,34830
6894,6879,34832
6895,6880,34833
6896,109006,34834
6897,109007,34834
6898,6883,34836
6899,6884,34844
6900,6885,34847
6901,33565,34848
6902,6886,34850
6903,33566,34851
6904,33567,34852
6905,33568,34853
6906,33569,34854
6907,33570,34855
6908,33571,34856
6909,33572,34857
6910,33573,34858
6911,6887,34861
6912,6888,34862
6913,6889,34869
6914,6890,34870
6915,105727,34872
6916,105728,34872
6917,6893,34897
6918,6894,34908
6919,6895,34913
6920,6896,34915
6921,6897,34920
6922,6898,34954
6923,19289,34955
6924,19290,34955
6925,6901,34961
6926,6902,34962
6927,6903,34968
6928,6904,34971
6929,6905,34973
6930,6906,34975
6931,6907,34978
6932,6908,34979
6933,6909,34981
6934,6910,34991
6935,6911,34998
6936,6912,35003
6937,6913,35011
6938,6914,35022
6939,6915,35028
6940,6916,35032
6941,6917,35043
6942,6918,35049
6943,6919,35053
6944,6920,35060
6945,6921,35067
6946,6922,35078
6947,6923,35083
6948,6924,35089
6949,6925,35098
6950,6926,35111
6951,6927,35116
6952,6928,35121
6953,6929,35125
6954,6930,35127
6955,6931,35181
6956,6932,35182
6957,6933,35183
6958,6934,35184
6959,6935,35185
6960,105799,35186
6961,105800,35186
6962,105791,35187
6963,105792,35187
6964,105789,35189
6965,105790,35189
6966,105805,35190
6967,105806,35190
6968,105803,35191
6969,105804,35191
6970,105801,35192
6971,105802,35192
6972,105797,35193
6973,105798,35193
6974,105795,35194
6975,105796,35194
6976,105785,35195
6977,105786,35195
6978,105793,35196
6979,105794,35196
6980,105787,35197
6981,105788,35197
6982,106869,35198
6983,106870,35198
6984,106863,35199
6985,106864,35199
6986,106859,35200
6987,106860,35200
6988,106867,35201
6989,106868,35201
6990,106865,35202
6991,106866,35202
6992,106861,35203
6993,106862,35203
6994,108321,35204
6995,108322,35204
6996,108319,35205
6997,108320,35205
6998,108315,35206
6999,108316,35206
7000,108317,35207
7001,108318,35207
7002,104969,35208
7003,104970,35208
7004,104967,35209
7005,104968,35209
7006,104965,35210
7007,104966,35210
7008,104971,35211
7009,104972,35211
7010,107615,35212
7011,107616,35212
7012,107613,35213
7013,107614,35213
7014,107619,35214
7015,107620,35214
7016,107625,35215
7017,107626,35215
7018,107617,35216
7019,107618,35216
7020,107621,35217
7021,107622,35217
7022,107611,35218
7023,107612,35218
7024,107623,35219
7025,107624,35219
7026,7002,35223
7027,7003,35224
7028,7004,35225
7029,7005,35225
7030,7006,35226
7031,7007,35226
7032,7008,35227
7033,7009,35228
7034,7010,35230
7035,19997,35233
7036,19998,35233
7037,7013,35237
7038,7014,35238
7039,7015,35238
7040,106805,35239
7041,106806,35239
7042,7018,35240
7043,7019,35240
7044,7020,35241
7045,7021,35241
7046,106837,35242
7047,106838,35242
7048,106823,35243
7049,106824,35243
7050,106821,35244
7051,106822,35244
7052,7028,35245
7053,7029,35245
7054,106841,35246
7055,106842,35246
7056,106809,35247
7057,106810,35247
7058,106833,35248
7059,106834,35248
7060,106831,35249
7061,106832,35249
7062,7038,35250
7063,7039,35250
7064,106839,35251
7065,106840,35251
7066,106807,35252
7067,106808,35252
7068,106813,35253
7069,106814,35253
7070,106815,35254
7071,106816,35254
7072,7048,35255
7073,7049,35255
7074,7050,35256
7075,7051,35256
7076,7052,35257
7077,7053,35257
7078,106819,35258
7079,106820,35258
7080,106845,35259
7081,106846,35259
7082,106843,35260
7083,106844,35260
7084,7060,35261
7085,7061,35261
7086,7062,35262
7087,7063,35262
7088,106811,35263
7089,106812,35263
7090,106829,35264
7091,106830,35264
7092,106801,35265
7093,106802,35265
7094,106835,35266
7095,106836,35266
7096,106825,35267
7097,106826,35267
7098,7074,35268
7099,7075,35268
7100,106827,35269
7101,106828,35269
7102,106817,35270
7103,106818,35270
7104,106803,35271
7105,106804,35271
7106,7082,35272
7107,109168,35273
7108,109169,35273
7109,7085,35275
7110,7086,35278
7111,7087,35281
7112,7088,35285
7113,7089,35287
7114,7090,35288
7115,7091,35293
7116,105463,35294
7117,105464,35294
7118,105465,35295
7119,105466,35295
7120,104963,35296
7121,104964,35296
7122,23378,35297
7123,23379,35297
7124,23380,35298
7125,23381,35298
7126,23382,35299
7127,23383,35299
7128,107605,35300
7129,107606,35300
7130,107607,35301
7131,107608,35301
7132,107609,35302
7133,107610,35302
7134,107603,35303
7135,107604,35303
7136,106847,35304
7137,106848,35304
7138,106851,35305
7139,106852,35305
7140,7116,35306
7141,7117,35306
7142,106849,35307
7143,106850,35307
7144,108311,35308
7145,108312,35308
7146,108313,35309
7147,108314,35309
7148,105783,35310
7149,105784,35310
7150,105781,35311
7151,105782,35311
7152,106789,35322
7153,106790,35322
7154,106793,35323
7155,106794,35323
7156,106791,35325
7157,106792,35325
7158,7134,35326
7159,7135,35327
7160,7136,35328
7161,7137,35335
7162,7138,35338
7163,7139,35345
7164,7140,35349
7165,7141,35349
7166,7142,35350
7167,7143,35350
7168,7144,35352
7169,7145,35356
7170,7146,35361
7171,7147,35366
7172,7148,35371
7173,7149,35377
7174,7150,35382
7175,7151,35387
7176,7152,35392
7177,7153,35396
7178,7154,35397
7179,7155,35398
7180,7156,35399
7181,7157,35400
7182,7158,35401
7183,7159,35403
7184,7160,35408
7185,7161,35413
7186,7162,35417
7187,7163,35418
7188,7164,35419
7189,7165,35420
7190,7166,35421
7191,7167,35422
7192,7168,35423
7193,7169,35424
7194,7170,35425
7195,7171,35426
7196,7172,35427
7197,7173,35428
7198,7174,35429
7199,7175,35430
7200,7176,35431
7201,7177,35432
7202,7178,35436
7203,7179,35437
7204,7180,35438
7205,7181,35439
7206,7182,35440
7207,7183,35441
7208,7184,35442
7209,7185,35443
7210,7186,35445
7211,7187,35446
7212,7188,35447
7213,7189,35448
7214,7190,35449
7215,7191,35451
7216,7192,35452
7217,7193,35453
7218,7194,35454
7219,7195,35455
7220,7196,35456
7221,7197,35457
7222,7198,35458
7223,7199,35459
7224,7200,35460
7225,7201,35461
7226,7202,35462
7227,7203,35468
7228,7204,35471
7229,7205,35473
7230,7206,35475
7231,7207,35477
7232,7208,35479
7233,7209,35491
7234,23384,35498
7235,23385,35498
7236,7212,35499
7237,23386,35500
7238,23387,35500
7239,106855,35502
7240,106856,35502
7241,7217,35504
7242,7218,35504
7243,106857,35505
7244,106858,35505
7245,7221,35506
7246,32645,35513
7247,32646,35513
7248,7224,35514
7249,107537,35517
7250,107538,35517
7251,108291,35518
7252,108292,35518
7253,107533,35519
7254,107534,35519
7255,107545,35520
7256,107546,35520
7257,107541,35521
7258,107542,35521
7259,108287,35522
7260,108288,35522
7261,107531,35523
7262,107532,35523
7263,107535,35524
7264,107536,35524
7265,108289,35525
7266,108290,35525
7267,108285,35526
7268,108286,35526
7269,107543,35527
7270,107544,35527
7271,107539,35528
7272,107540,35528
7273,104939,35529
7274,104940,35529
7275,104945,35530
7276,104946,35530
7277,104943,35531
7278,104944,35531
7279,104941,35532
7280,104942,35532
7281,106785,35533
7282,106786,35533
7283,106777,35534
7284,106778,35534
7285,106779,35535
7286,106780,35535
7287,106783,35536
7288,106784,35536
7289,106781,35537
7290,106782,35537
7291,106787,35538
7292,106788,35538
7293,107547,35539
7294,107548,35539
7295,107551,35540
7296,107552,35540
7297,107549,35541
7298,107550,35541
7299,107557,35542
7300,107558,35542
7301,108299,35544
7302,108300,35544
7303,107561,35545
7304,107562,35545
7305,107559,35546
7306,107560,35546
7307,108297,35548
7308,108298,35548
7309,107553,35549
7310,107554,35549
7311,107555,35550
7312,107556,35550
7313,108295,35551
7314,108296,35551
7315,108293,35552
7316,108294,35552
7317,104947,35553
7318,104948,35553
7319,104953,35554
7320,104954,35554
7321,104949,35555
7322,104950,35555
7323,104951,35556
7324,104952,35556
7325,7301,35557
7326,7302,35563
7327,109162,35564
7328,109163,35564
7329,7305,35565
7330,109142,35566
7331,109143,35566
7332,7308,35581
7333,105817,35582
7334,105818,35582
7335,7311,35586
7336,7312,35622
7337,7313,35623
7338,7314,35624
7339,7315,35625
7340,7316,35627
7341,7317,35671
7342,7318,35674
7343,7319,35688
7344,7320,35690
7345,7321,35693
7346,7322,35694
7347,107101,35695
7348,107102,35695
7349,107099,35696
7350,107100,35696
7351,107103,35697
7352,107104,35697
7353,107105,35698
7354,107106,35698
7355,107107,35699
7356,107108,35699
7357,7333,35700
7358,7334,35702
7359,7335,35703
7360,7336,35704
7361,7337,35705
7362,106853,35708
7363,106854,35708
7364,7340,35710
7365,7341,35713
7366,7342,35716
7367,7343,35717
7368,7344,35718
7369,7345,35720
7370,7348,35728
7371,7349,35729
7372,7350,35730
7373,7351,35731
7374,7352,35734
7375,7353,35736
7376,7354,35739
7377,7355,35746
7378,7356,35748
7379,7357,35749
7380,7358,35750
7381,7359,35751
7382,105471,35752
7383,105472,35752
7384,105625,35753
7385,105626,35753
7386,105469,35754
7387,105470,35754
7388,105473,35755
7389,105474,35755
7390,23388,35756
7391,23389,35756
7392,107075,35762
7393,107076,35762
7394,107069,35763
7395,107070,35763
7396,107071,35764
7397,107072,35764
7398,107073,35765
7399,107074,35765
7400,107093,35766
7401,107094,35766
7402,107097,35767
7403,107098,35767
7404,107095,35768
7405,107096,35768
7406,107091,35769
7407,107092,35769
7408,7386,35794
7409,7387,35797
7410,7388,35828
7411,7389,35837
7412,7390,35838
7413,7391,35850
7414,29978,35906
7415,29979,35906
7416,7394,35907
7417,7395,35908
7418,7396,35935
7419,7397,35937
7420,7398,35941
7421,7399,35943
7422,7400,35944
7423,7401,35946
7424,7402,35947
7425,7403,35948
7426,7404,35949
7427,7405,35950
7428,7406,35951
7429,7407,35952
7430,7408,35953
7431,7409,35954
7432,7410,36726
7433,7411,36732
7434,7412,36734
7435,7413,36738
7436,7414,36745
7437,7415,36747
7438,28042,36748
7439,28043,36748
7440,7418,36751
7441,7419,36760
7442,7420,36764
7443,7421,36770
7444,7422,36771
7445,7423,36774
7446,7424,36775
7447,7425,36777
7448,7426,36779
7449,7427,36781
7450,7428,36786
7451,7429,36787
7452,7430,36796
7453,7431,36799
7454,7432,36815
7455,7433,36818
7456,7434,36827
7457,7435,36831
7458,7436,36834
7459,7437,36835
7460,105725,36837
7461,105726,36837
7462,105741,36838
7463,105742,36838
7464,105739,36839
7465,105740,36839
7466,105723,36840
7467,105724,36840
7468,105641,36841
7469,105642,36841
7470,105589,36842
7471,105590,36842
7472,105599,36843
7473,105600,36843
7474,105577,36844
7475,105578,36844
7476,7454,36847
7477,7455,36849
7478,7456,36850
7479,7457,36851
7480,7458,36859
7481,7459,36860
7482,7460,36862
7483,7461,36863
7484,7462,36864
7485,7463,36865
7486,7464,36871
7487,7465,36872
7488,7466,36873
7489,7467,36874
7490,7468,36899
7491,7469,36935
7492,7470,36936
7493,7471,36942
7494,7472,36955
7495,7473,36956
7496,7474,36960
7497,7475,36963
7498,7476,36964
7499,7477,36965
7500,7478,36966
7501,7479,36967
7502,7480,36968
7503,7481,36970
7504,7482,36972
7505,7483,36993
7506,7484,37006
7507,7485,37011
7508,32649,37012
7509,32650,37012
7510,7488,37013
7511,7489,37018
7512,7490,37045
7513,7491,37063
7514,7492,37064
7515,7493,37071
7516,7494,37091
7517,7495,37092
7518,7496,37093
7519,7497,37094
7520,7498,37097
7521,7499,37098
7522,7500,37111
7523,7501,37118
7524,7502,37125
7525,7503,37127
7526,7504,37128
7527,7505,37129
7528,7506,37140
7529,7507,37143
7530,7508,37145
7531,7509,37147
7532,7510,37156
7533,7511,37159
7534,7512,37160
7535,7513,37166
7536,7514,37173
7537,7515,37187
7538,7516,37198
7539,7517,37202
7540,7518,37220
7541,7519,37252
7542,7520,37253
7543,7521,37254
7544,7522,37259
7545,7523,37264
7546,7524,37265
7547,7525,37287
7548,7526,37297
7549,7527,37297
7550,7528,37298
7551,7529,37298
7552,7530,37300
7553,7531,37304
7554,7532,37306
7555,7533,37307
7556,7534,37311
7557,7535,37312
7558,7536,37313
7559,7537,37314
7560,23390,37326
7561,23391,37326
7562,19809,37329
7563,19810,37329
7564,23392,37335
7565,23393,37335
7566,23394,37336
7567,23395,37336
7568,23396,37337
7569,23397,37337
7570,23398,37339
7571,23399,37339
7572,23400,37340
7573,23401,37340
7574,23402,37341
7575,23403,37341
7576,23404,37342
7577,23405,37342
7578,23406,37343
7579,23407,37343
7580,23408,37344
7581,23409,37344
7582,23410,37346
7583,23411,37346
7584,23412,37347
7585,23413,37347
7586,23414,37348
7587,23415,37348
7588,23416,37349
7589,23417,37349
7590,7568,37358
7591,7569,37372
7592,7570,37381
7593,7571,37390
7594,7572,37431
7595,7573,37438
7596,7574,37445
7597,7575,37449
7598,7576,37452
7599,7577,37459
7600,7578,37460
7601,7579,37464
7602,7580,37465
7603,7581,37488
7604,7582,37489
7605,7583,37490
7606,7584,37491
7607,7585,37492
7608,7586,37493
7609,7587,37494
7610,7588,37495
7611,7589,37496
7612,7590,37497
7613,7591,37498
7614,7592,37499
7615,7593,37504
7616,7594,37504
7617,7595,37539
7618,7596,37542
7619,7597,37555
7620,7598,37556
7621,7599,37557
7622,7600,37558
7623,7601,37559
7624,7602,37560
7625,7603,37561
7626,7604,37562
7627,7605,37563
7628,7606,37567
7629,7607,37568
7630,7608,37570
7631,7609,37576
7632,7610,37577
7633,7611,37577
7634,7612,37578
7635,7613,37582
7636,7614,37583
7637,7615,37584
7638,7616,37585
7639,7617,37589
7640,7618,37596
7641,7619,37598
7642,7620,37598
7643,7621,37601
7644,7622,37602
7645,7623,37603
7646,7624,37604
7647,7625,37621
7648,7626,37638
7649,7627,37657
7650,7628,37660
7651,7629,37661
7652,7630,37664
7653,7631,37665
7654,7632,37676
7655,7633,37676
7656,7634,37700
7657,7635,37701
7658,7636,37702
7659,7637,37703
7660,7638,37704
7661,7639,37705
7662,7640,37708
7663,7641,37710
7664,7642,37711
7665,7643,37716
7666,7644,37719
7667,7645,37719
7668,7646,37723
7669,7647,37727
7670,7648,37734
7671,7649,37742
7672,7650,37750
7673,7651,37815
7674,7652,37816
7675,7653,37827
7676,7654,37827
7677,32651,37828
7678,32652,37828
7679,7657,37835
7680,7658,37844
7681,7659,37859
7682,7660,37860
7683,7661,37863
7684,7662,37864
7685,7663,37865
7686,7664,37872
7687,7665,37873
7688,7666,37877
7689,7667,37878
7690,7668,37881
7691,7669,37887
7692,7670,37888
7693,7671,37892
7694,7672,37893
7695,7673,37894
7696,7674,37895
7697,7675,37896
7698,7676,37897
7699,7677,37898
7700,7678,37899
7701,7679,37900
7702,7680,37901
7703,7681,37902
7704,7682,37903
7705,7683,37904
7706,7684,37905
7707,7685,37906
7708,7686,37907
7709,7687,37908
7710,7688,37909
7711,108711,37915
7712,108712,37915
7713,7691,37923
7714,7692,37925
7715,7693,37932
7716,7694,37933
7717,7695,37934
7718,7696,38050
7719,7697,38050
7720,7698,38070
7721,7699,38071
7722,7700,38072
7723,7701,38073
7724,7702,38074
7725,7703,38075
7726,7704,38076
7727,7705,38077
7728,7706,38078
7729,7707,38079
7730,7708,38080
7731,7709,38081
7732,7710,38083
7733,7711,38089
7734,7712,38149
7735,7713,38175
7736,7714,38212
