Name_lang,Pos_0,Pos_1,Pos_2,MapOffset_0,MapOffset_1,FlightMapOffset_0,FlightMapOffset_1,ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,MinimapAtlasMemberID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID_0,MountCreatureID_1
"test - JZB - Orgrim's Hammer",4.65693998337,-2.34398007393,34.32130050659,0,0,0,0,538,622,0,0,1024,0,4689,0,0,0,0,0
"Bootlegger Outpost, Tanaris",-8683.08984375,-4088.1000976562,40.05530166626,0.00999999978,0.01400000043,0,0,539,1,0,77,3,0,4689,0,0,0,2224,541
"The Sludgewerks, Stonetalon Mountains",1825.9399414062,727.2080078125,162.12300109863,0.00999999978,0,0,0,540,1,0,165,2,0,4689,0,0,0,2224,0
"Mirkfallon Post, Stonetalon Mountains",1379.4200439453,1034.8599853516,165.08799743652,0.01099999994,0,0,0,541,1,0,170,1,0,4689,0,0,0,0,3837
"Whelgar's Retreat, Wetlands",-3222.9299316406,-1989.4899902344,50.54750061035,0.01600000076,0,0,0,551,0,0,168,1,0,4689,0,0,0,0,541
"Greenwarden's Grove, Wetlands",-3306.6499023438,-2718.6899414062,20.48360061646,-0.00600000005,0,0,0,552,0,0,162,1,0,4689,0,0,0,0,3837
"Dun Modr, Wetlands",-2656.5400390625,-2464.2800292969,80.33779907227,0,0,0,0,553,0,0,176,1,0,4689,0,0,0,0,541
"Slabchisel's Survey, Wetlands",-4113.6000976562,-2741.2099609375,18.99110031128,0.00999999978,-0.00499999989,0,0,554,0,0,169,1,0,4689,0,0,0,0,541
"Farstrider Lodge, Loch Modan",-5668.3100585938,-4253.4399414062,407.01501464844,0.01999999955,0.00499999989,0,0,555,0,924,84,1,0,4689,0,0,0,0,541
"Shrine of Aviana, Hyjal",4987.8701171875,-2676.1899414062,1426.3599853516,0,0,0,0,557,1,0,137,3,0,4689,0,0,0,3837,3837
"Grove of Aessina, Hyjal",5163.509765625,-1760.5799560547,1338.4699707031,0.00999999978,-0.01499999966,0,0,558,1,0,91,3,0,4689,0,0,0,3837,3837
"Nordrassil, Hyjal",5584.0600585938,-3569.8400878906,1570.5999755859,0,0,0,0,559,1,0,90,3,0,4689,0,0,0,3837,3837
"Quest Path 2171: [3.x] Transport, Org -> Undercity (Thundercaller)",1281.25,-4803.4599609375,19.67779922485,0,0,0,0,560,1,0,0,1024,0,4689,0,0,0,3574,3574
"Quest Path 2172: [3.x] Transport, Thunder Bluff -> Org (Zephyr)",1338.4499511719,-4788.7900390625,23.72089958191,0,0,0,0,561,1,0,0,1024,0,4689,0,0,0,3574,3574
"Quest Path 2173: [3.x] Transport, Borean Tundra -> Org (Mighty Wind)",1288.0100097656,-4702.0698242188,18.96829986572,0,0,0,0,562,1,0,0,1024,0,4689,0,0,0,3574,3574
"Quest Path 2174: [3.x] Transport, Grom'gol -> Orgrimmar (The Iron Eagle)",1283.8399658203,-4644.6298828125,34.7566986084,0,0,0,0,563,1,0,0,1024,0,4689,0,0,0,3574,3574
"Quest Path 2175: Stonetalon 4.x - Taxi to Thal'darah Overlook Start",2146.4299316406,1538.2800292969,341.24398803711,0,0,0,0,564,1,0,0,1024,0,4689,0,0,0,27127,27127
"Dreamer's Rest, Feralas",-3136.6201171875,1951.6700439453,41.59880065918,0.00999999978,-0.00999999978,0,0,565,1,0,155,1,0,4689,0,0,0,0,3837
"Tower of Estulan, Feralas",-4863.6401367188,1478.1600341797,84.84750366211,0,0,0,0,567,1,0,88,1,0,4689,0,0,0,0,3837
"Camp Ataya, Feralas",-3081.6999511719,2560.1000976562,50.17910003662,-0.00700000022,0,0,0,568,1,0,158,2,0,4689,0,0,0,2224,0
"Stonemaul Hold, Feralas",-4606.5200195312,1898.1899414062,107.84899902344,0,0,0,0,569,1,0,89,2,0,4689,0,0,0,2224,0
"Quest Path 2201: Dun Morogh - Quest - Flight to Ironforge Airfield",-4490.0600585938,-1585.5600585938,509.00500488281,0,0,0,0,574,0,0,0,1024,0,4689,0,0,0,28625,28625
"Quest Path 2203: Dun Morogh - Quest - Striking Back (Bombing Run)",-4560.1499023438,-1641.1899414062,503.32400512695,0,0,0,0,575,0,0,0,1024,0,4689,0,0,0,42097,42097
"Quest Path 2206: Ironforge, Dun Morogh - Quest - Breadcrumb to Loch Modan",-5530.8198242188,-2377.9799804688,400.60900878906,0,0,0,0,577,0,0,0,1024,0,4689,0,0,0,541,541
"Quest Path 2207: Dun Morogh - Quest - Flight to Gol'Bolar from Ironforge Airfield",-5689.3701171875,-1568.7299804688,383.23098754883,0,0,0,0,578,0,0,0,1024,0,4689,0,0,0,28625,28625
"Goldshire, Elwynn",-9433.990234375,85.14929962158,56.73400115967,0.00499999989,-0.00999999978,0,0,582,0,0,96,1,0,4689,0,0,0,0,541
"Moonbrook, Westfall",-10876.900390625,1542.8800048828,54.52890014648,0,0,0,0,583,0,0,92,1,0,4689,0,0,0,0,541
"Furlbrow's Pumpkin Farm, Westfall",-9838.509765625,1273.9300537109,40.70669937134,0.00999999978,0,0,0,584,0,0,95,1,0,4689,0,0,0,0,541
"Quest Path 293: Transport, Auberdine -> Rut'theran Village, Teldrassil (NO LONGER USED in 4.x)",8334.759765625,1029.8299560547,22.79170036316,0,0,0,0,585,1,0,0,1024,0,4689,0,0,0,3574,3574
"Justin Test Node 1",2186.6899414062,1241.3000488281,465.70498657227,0,0,0,0,586,1,0,0,1024,0,4689,0,0,0,42886,27397
"Justin Test Node 2",2186.6899414062,1241.3000488281,465.70498657227,0,0,0,0,587,1,0,0,1024,0,4689,0,0,0,27397,27397
"Eastvale Logging Camp, Elwynn",-9475.7099609375,-1306.7399902344,44.14960098267,0.00499999989,0.00700000022,0,0,589,0,0,97,1,0,4689,0,0,0,0,541
"Fort Livingston, Stranglethorn",-12828.799804688,-413.70999145508,12.96660041809,0,0.00300000003,0,0,590,0,0,98,1,0,4689,0,0,0,0,541
"Explorers' League Digsite, Stranglethorn",-13600.900390625,-85.54859924316,37.80780029297,0.00999999978,-0.01499999966,0,0,591,0,0,103,1,0,4689,0,0,0,0,541
"Hardwrench Hideaway, Stranglethorn",-13288.299804688,722.02801513672,3.75389003754,0.00700000022,0,0,0,592,0,0,175,2,0,4689,0,0,0,2224,0
"Bambala, Stranglethorn",-12092.200195312,-814.09899902344,42.3410987854,-0.00700000022,0,0,0,593,0,0,174,2,0,4689,0,0,0,2224,0
"Whisperwind Grove, Felwood",6078.509765625,-844.99798583984,412.27398681641,0,-0.02400000021,0,0,594,1,0,104,3,0,4689,0,0,0,54271,3837
"Wildheart Point, Felwood",4734.16015625,-883.80603027344,342.93399047852,0,0,0,0,595,1,0,105,3,0,4689,0,0,0,2224,3837
"Shalewind Canyon, Redridge",-9641.669921875,-3479.3701171875,121.95600128174,0,0.00999999978,0,0,596,0,0,173,1,0,4689,0,0,0,0,541
"Irontree Clearing, Felwood",6892.6899414062,-1620.4100341797,503.10598754883,0,-0.00800000038,0,0,597,1,0,106,2,0,4689,0,0,0,2224,0
"Marshtide Watch, Swamp of Sorrows",-10176.599609375,-3836.5400390625,17.98600006104,0,0.0270000007,0,0,598,0,0,108,1,0,4689,0,0,0,0,541
"Bogpaddle, Swamp of Sorrows",-9737.080078125,-3890.7199707031,22.72999954224,-0.00700000022,-0.00499999989,0,0,599,0,0,107,3,0,4689,0,0,0,2224,541
"The Harborage, Swamp of Sorrows",-10118.599609375,-2852.4799804688,23.46409988403,-0.00999999978,0.01499999966,0,0,600,0,0,109,5,0,4689,0,0,0,0,3837
"Galen's Fall, Arathi",-952.37701416016,-1585.7399902344,51.30039978027,0,0,0,0,601,0,64389,172,14,0,4689,0,0,0,3574,0
"Surwich, Blasted Lands",-12761.900390625,-2919.0400390625,7.04835987091,-0.00800000038,0.00499999989,0,0,602,0,46758,110,9,0,4689,0,0,46758,0,3837
"Sunveil Excursion, Blasted Lands",-12357.599609375,-3058.2299804688,90.32420349121,0,0,0,0,603,0,46791,111,10,0,4689,0,0,0,19917,0
"Dreadmaul Hold, Blasted Lands",-10933.299804688,-2790.9799804688,25.69680023193,-0.00999999978,0.01499999966,0,0,604,0,46791,112,14,0,4689,0,0,0,2224,0
"Voldrin's Hold, Vashj'ir",-7209.7099609375,3925.8500976562,14.74660015106,0,0,0,0,605,0,0,134,1,0,4689,0,0,0,0,541
"Sandy Beach, Vashj'ir",-5310.8500976562,3914.419921875,3.22432994843,0,0,0,0,606,0,0,133,1,0,4689,0,0,0,0,541
"Sandy Beach, Vashj'ir",-5267.3500976562,3900.2700195312,0.97490602732,0,0,0,0,607,0,0,131,1,0,4689,0,0,0,0,40848
"Sandy Beach, Vashj'ir",-5671.0200195312,3720.0700683594,1.91568994522,0,0,0,0,608,0,0,115,2,0,4689,0,0,0,2224,0
"Sandy Beach, Vashj'ir",-5669.1899414062,3711.8100585938,1.16278004646,0,0,0,0,609,0,0,114,2,0,4689,0,0,0,40848,0
"Stygian Bounty, Vashj'ir",-6878.5200195312,4244.7099609375,9.77591991425,0.03999999911,0,0,0,610,0,0,116,2,0,4689,0,0,0,2224,0
"Voldrin's Hold, Vashj'ir",-7198.9702148438,3912.3601074219,3.85120010376,0,0,0,0,611,0,0,132,1,0,4689,0,0,0,0,40848
"Stygian Bounty, Vashj'ir",-6880.169921875,4278.0600585938,2.15129995346,0.05000000075,0,0,0,612,0,0,178,2,0,4689,0,0,0,40848,0
"Southern Rocketway, Azshara",2647.7900390625,-6214.3999023438,100.11100006104,0.00400000019,0,0,0,613,1,0,135,2,0,4689,0,0,0,28625,0
"Northern Rocketway, Azshara",4611.3798828125,-7041.7998046875,153.84300231934,0.00700000022,0,0,0,614,1,0,136,2,0,4689,0,0,0,28625,0
"Camp Everstill, Redridge",-9446.6396484375,-2836.9899902344,64.57610321045,0.00999999978,-0.00800000038,0,0,615,0,0,171,1,0,4689,0,0,0,0,541
"Gates of Sothann, Hyjal",4059.3999023438,-3966.75,970.14898681641,0.0120000001,-0.00999999978,0,0,616,1,0,138,3,0,4689,0,0,0,43538,43538
"Hiri'watha Research Station, The Hinterlands",-25.77599906921,-2821.7800292969,125.16999816895,0,0.00800000038,0,0,617,0,0,143,2,0,4689,0,0,0,3574,0
"Stormfeather Outpost, The Hinterlands",312.32598876953,-4105.3598632812,118.28900146484,0.00700000022,0.00300000003,0,0,618,0,0,142,1,0,4689,0,0,0,0,541
"Kharanos, Dun Morogh",-5660.7998046875,-494.85101318359,397.00799560547,0.00700000022,0,0,0,619,0,0,144,1,0,4689,0,0,0,0,541
"Gol'Bolar Quarry, Dun Morogh",-5714.1401367188,-1578.6400146484,383.20401000977,0.0120000001,0.00800000038,0,0,620,0,0,145,1,0,4689,0,0,0,0,541
"Quest Path 2367: QA's Test Path 1",2845.9399414062,769.96502685547,0,0,0,0,0,621,606,0,0,1024,0,4689,0,0,0,13161,13161
"Raven Hill, Duskwood",-10737.599609375,267.04299926758,42.3478012085,0,-0.00899999961,0,0,622,0,0,177,1,0,4689,0,0,0,0,541
"Quest Path 2374: Deeopholm Test Copy",1222.7199707031,-278.97601318359,42.02550125122,0,0,0,0,623,646,0,0,1024,0,4689,0,0,0,3574,3574
"Azure Watch, Azuremyst Isle",-4130.080078125,-12520.5,44.3305015564,0.00999999978,-0.00999999978,0,0,624,530,924,146,1,0,4689,0,0,0,0,3837
"Fairbreeze Village, Eversong Woods",8745.7802734375,-6654.1201171875,69.91660308838,-0.00600000005,0,0,0,625,530,145597,181,2,0,4689,0,0,145597,19917,0
"Quest Path 508: zzzThe Exodar -> Blood Watch, Bloodmyst Isle",-3864.9899902344,-11643.299804688,-137.64599609375,0,0,0,0,626,530,0,0,1024,0,4689,0,0,0,3837,3837
"Quest Path 2376: zzzThe Exodar -> Azure Watch, Azuremyst Isle",-3864.2600097656,-11646.099609375,-137.6369934082,0,0,0,0,627,530,0,0,1024,0,4689,0,0,0,3837,3837
"Quest Path 507: zzzBlood Watch, Bloodmyst Isle -> The Exodar",-3865.9499511719,-11644.599609375,-137.6490020752,0,0,0,0,628,530,0,0,1024,0,4689,0,0,0,3837,3837
"Quest Path 2375: zzzAzure Watch, Azuremyst Isle -> The Exodar",-3870.3000488281,-11645.700195312,-137.67199707031,0,0,0,0,629,530,0,0,1024,0,4689,0,0,0,3837,3837
"Light's Shield Tower, Eastern Plaguelands",2262.1000976562,-4411.5200195312,111.65200042725,0.01499999966,0,0,0,630,0,0,148,3,0,4689,0,0,0,44248,44248
"Falconwing Square, Eversong Woods",9501.9296875,-6767.08984375,16.49360084534,0,0.00999999978,0,0,631,530,145597,180,2,0,4689,0,0,145597,19917,0
"Bloodwatcher Point, Badlands",-6898.25,-3513.9899902344,242.08500671387,0,-0.01499999966,0,0,632,0,0,186,2,0,4689,0,0,0,2224,0
"Dustwind Dig, Badlands",-6594.08984375,-3401.1799316406,279.20901489258,0,0,0,0,633,0,0,188,1,0,4689,0,0,0,0,541
"Dragon's Mouth, Badlands",-7034.5297851562,-2570.7900390625,252.15299987793,0.00700000022,-0.00899999961,0,0,634,0,0,182,1,0,4689,0,0,0,0,541
"Fuselight, Badlands",-6574.9399414062,-3875.1298828125,390.94000244141,0.00700000022,0,0,0,635,0,0,187,3,0,4689,0,0,0,2224,541
"Forsaken High Command, Silverpine Forest",1421.0200195312,1018.2299804688,52.66719818115,0,-0.01499999966,0,0,645,0,0,193,2,0,4689,0,0,0,3574,0
"Forsaken Forward Command, Gilneas",-910.22100830078,1638.5999755859,68.36959838867,0,0,0,0,646,0,10723,189,2,0,4689,0,0,0,3574,0
"Andorhal, Western Plaguelands",1511.8000488281,-1586.9499511719,64.34190368652,0.00400000019,0,0,0,649,0,0,194,2,0,4689,0,0,0,3574,0
"Andorhal, Western Plaguelands",1374.2299804688,-1281.9399414062,59.17399978638,0,0,0,0,650,0,10988,197,1,0,4689,0,0,0,0,541
"The Menders' Stead, Western Plaguelands",1864.3199462891,-1755.8199462891,59.66199874878,0.00999999978,-0.00700000022,0,0,651,0,0,198,3,0,4689,0,0,0,3837,3837
"Ramkahen, Uldum",-9415.01953125,-1042.9699707031,113.39600372314,0,0,0,0,652,1,0,221,3,0,4689,0,0,0,2224,541
"Oasis of Vir'sar, Uldum",-8375.4697265625,791.25897216797,148.42199707031,0,0,0,0,653,1,0,219,3,0,4689,0,0,0,48277,48277
"The Forsaken Front, Silverpine Forest",-114.14199829102,1312.3199462891,56.74160003662,-0.00800000038,0,0,0,654,0,0,199,2,0,4689,0,0,0,3574,0
"Crushblow, Twilight Highlands",-4831.759765625,-4848.9301757812,198.94700622559,0,0,0,0,656,0,0,201,2,0,4689,0,0,0,2224,0
"The Gullet, Twilight Highlands",-3494.6298828125,-4379.4799804688,210.49200439453,0.01700000092,-0.00050000002,0,0,657,0,0,206,2,0,4689,0,0,0,2224,0
"Vermillion Redoubt, Twilight Highlands",-3032.7600097656,-3940.9699707031,282.32699584961,0.01300000027,-0.00800000038,0,0,658,0,10950,204,3,0,4689,0,0,0,26899,26899
"Bloodgulch, Twilight Highlands",-3637.5600585938,-5288.1899414062,42.64419937134,0.00999999978,-0.00700000022,0,0,659,0,0,210,2,0,4689,0,0,0,2224,0
"The Krazzworks, Twilight Highlands",-2780.1799316406,-6409.2797851562,231.9049987793,0,0,0,0,660,0,0,200,2,0,4689,0,0,0,28625,0
"Dragonmaw Port, Twilight Highlands",-4012.4499511719,-6329.25,39.30899810791,0,0,0,0,661,0,0,211,2,0,4689,0,0,0,2224,0
"Highbank, Twilight Highlands",-4863.1000976562,-6740.6098632812,9.41676998138,0,0,0,0,662,0,0,203,1,0,4689,0,0,0,0,541
"Victor's Point, Twilight Highlands",-4170.5498046875,-4748.9301757812,126.78700256348,0,0,0,0,663,0,0,202,1,0,4689,0,0,0,0,541
"Firebeard's Patrol, Twilight Highlands",-4183.8999023438,-5620.1499023438,25.21030044556,0,-0.00800000038,0,0,664,0,0,207,1,0,4689,0,0,0,0,541
"Thundermar, Twilight Highlands",-3146.919921875,-4994.2797851562,128.48500061035,-0.00700000022,-0.01499999966,0,0,665,0,0,208,1,0,4689,0,0,0,0,541
"Kirthaven, Twilight Highlands",-2689.4299316406,-5427.5297851562,190.20700073242,0.01499999966,-0.00800000038,0,0,666,0,0,209,1,0,4689,0,0,0,0,541
"Ruins of Southshore, Hillsbrad",-661.83697509766,-536.49298095703,28.21500015259,0,0.00899999961,0,0,667,0,0,212,2,0,4689,0,0,0,3574,0
"Southpoint Gate, Hillsbrad",-605.18402099609,435.46499633789,79.44470214844,-0.00600000005,0,0,0,668,0,0,214,2,0,4689,0,0,0,3574,0
"Eastpoint Tower, Hillsbrad",-566.88897705078,-1051.1999511719,59.40549850464,0,-0.00700000022,0,0,669,0,0,215,2,0,4689,0,0,0,3574,0
"Strahnbrad, Alterac Mountains",622.85101318359,-979.57800292969,169.62100219727,0.00899999961,0.01999999955,0,0,670,0,0,216,2,0,4689,0,0,0,3574,0
"Hearthglen, Western Plaguelands",2839.7800292969,-1500.5100097656,146.0890045166,0,0.02999999933,0,0,672,0,0,217,3,0,4689,0,0,0,44248,44248
"Iron Summit, Searing Gorge",-7123.0600585938,-1236.6300048828,290.13101196289,0,-0.00499999989,0,0,673,0,0,218,3,0,4689,0,0,0,2224,541
"Schnottz's Landing, Uldum",-10711.900390625,1059.6199951172,24.14900016785,0,0,0,0,674,1,0,220,3,0,4689,0,0,75733,28360,28360
"Flamestar Post, Burning Steppes",-8092.259765625,-1025.7900390625,132.66600036621,-0.0120000001,0,0,0,675,0,0,222,3,0,4689,0,0,0,2224,541
"Chiselgrip, Burning Steppes",-7865.9301757812,-1919.5300292969,144.72200012207,0,-0.01499999966,0,0,676,0,0,223,3,0,4689,0,0,0,2224,541
"Forsaken Rear Guard, Silverpine Forest",1056.0600585938,1518.9000244141,30.13839912415,0,0,0,0,681,0,0,224,2,0,4689,0,0,0,3574,0
"Quest Path 1843: Transport - Gadgetzan to ??? JZB RVM Test [DISABLED]",-7141.7900390625,-3977.9799804688,6.68657016754,0,0,0,0,682,1,0,0,1024,0,4689,0,0,0,36071,36071
"Valormok, Azshara",2988.1298828125,-4161.3598632812,101.26999664307,0,-0.00999999978,0,0,683,1,0,225,6,0,4689,0,0,0,2224,0
"Quest Path 2653: 4.1 - ZG Event - Rebel Camp -> Explorers' League",-13602.400390625,-81.42189788818,36.79159927368,0,0,0,0,728,0,0,0,1024,0,4689,0,0,0,541,541
"Quest Path 2695: PattyMac Taxi Path Speed Test",16626.69921875,16747.599609375,40.57659912109,0,0,0,0,757,451,0,0,1024,0,4689,0,0,0,28783,28783
"Sanctuary of Malorne, Hyjal",4397.7900390625,-2107.5300292969,1204.3399658203,0,0,0,0,781,1,0,229,3,0,4689,0,0,0,3837,3837
"Quest Path 2837: Quest - Jade Forest: (DLA) - Dawnblossom to Jade Mines",2403.8601074219,-2097.1599121094,227.34199523926,0,0,0,0,888,870,0,0,1024,0,4689,0,0,0,61559,61559
"Grookin Hill, Jade Forest",1418.5699462891,-487.70300292969,355.95999145508,0.00999999978,-0.00999999978,0,0,894,870,17197,262,6,0,4689,0,0,0,2224,0
"Dawn's Blossom, Jade Forest",1503.7099609375,-1832.1300048828,246.19999694824,0.00999999978,-0.00999999978,0,0,895,870,0,228,3,0,4689,0,0,0,61559,61587
"Dragon Soul Raid - Wyrmrest Temple Base",-1786.5699462891,-2393.2900390625,45.5805015564,0,0,0,0,906,967,0,0,1024,0,4689,0,0,0,31717,31717
"Dragon Soul Raid - East Sarlac",-1768.5799560547,-3034.75,149.94000244141,0,0,0,0,907,967,0,241,1024,0,4689,0,0,0,31717,31717
"Quest Path 2954: Quest - Valley of the Four Winds (Flyback: Chen A) PRK",516.08898925781,-698.26898193359,247.14199829102,0,0,0,0,918,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2955: Quest - Valley of the Four Winds (Flyback: Chen B) PRK",-44.66669845581,-22.24650001526,154.05000305176,0,0,0,0,919,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2956: Quest - Valley of the Four Winds (Flyback: Chen C) PRK",-203.74299621582,481.77398681641,187.18899536133,0,0,0,0,920,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2957: Quest - Valley of the Four Winds (Flyback: Chen D) PRK",-688.64099121094,1415.7299804688,135.84599304199,0,0,0,0,921,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2958: Quest - Valley of the Four Winds (Flyback: Sad Panda A) PRK",-351.7619934082,-633.40100097656,118.35800170898,0,0,0,0,922,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2959: Quest - Valley of the Four Winds (Flyback: Sad Panda B) PRK",-1159.0899658203,1035.2099609375,21.88409996033,0,0,0,0,923,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2960: Quest - Valley of the Four Winds (Flyback: Horde A) PRK",-894.29498291016,123.98100280762,13.15149974823,0,0,0,0,924,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2961: Quest - Valley of the Four Winds (Flyback: Alliance A) PRK",-1123.5500488281,-191.70500183105,31.39270019531,0,0,0,0,925,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2962: Quest - Valley of the Four Winds (Flyback: Horde B) PRK",-1679.9699707031,1593.7199707031,16.0128993988,0,0,0,0,926,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2963: Quest - Valley of the Four Winds (Flyback: Alliance B) PRK",-1157.7299804688,1768.9599609375,16.98900032043,0,0,0,0,927,870,0,0,1024,0,4689,0,0,0,61588,61588
"Quest Path 2986: Jade Forest: -hmc (Taxi: Glassfin Village to Dawnblossom)",1502.5200195312,-1831.8599853516,246.19900512695,0,0,0,0,935,870,0,0,1024,0,4689,0,0,0,61201,61201
"Quest Path 3002: Jade Forest: -hmc (Taxi: Serpent's Spine to Statue Top)",832.38000488281,-1861.9200439453,172.21000671387,0,0,0,0,949,870,0,0,1024,0,4689,0,0,0,61559,61559
"Quest Path 3003: Jade Forest: -hmc (Taxi: Statue Top to Serpent's Spine)",859.64202880859,-1916.1899414062,63.51300048828,0,0,0,0,950,870,0,0,1024,0,4689,0,0,0,61559,61559
"Quest Path 3004: Quest - Jade Forest - Fort Grookin -> Ka Pao Rise ",522.43402099609,-1665.8900146484,198.89999389648,0,0,0,0,951,870,0,0,1024,0,4689,0,0,0,60799,60799
"Quest Path 3018: Quest - Jade Forest - Glassfin Village -> Ka Pao Rise ",522.43402099609,-1665.8900146484,198.89999389648,0,0,0,0,963,870,0,0,1024,0,4689,0,0,0,60799,60799
"Paw'Don Village, Jade Forest",-307.20001220703,-1762.7700195312,61.59270095825,0.00999999978,-0.00999999978,0,0,966,870,0,232,1,0,4689,0,0,0,0,61587
"The Arboretum, Jade Forest",1600.6600341797,-2530.2700195312,152.21200561523,0.00999999978,-0.00999999978,0,0,967,870,0,231,3,0,4689,0,0,0,61559,61587
"Jade Temple Grounds, Jade Forest",773.24700927734,-2358.9599609375,120.98000335693,0.00999999978,-0.00999999978,0,0,968,870,0,233,3,0,4689,0,0,0,61559,61587
"Sri-La Village, Jade Forest",2550.7600097656,-2418.3200683594,23.95070075989,0.00999999978,-0.00999999978,0,0,969,870,0,230,3,0,4689,0,0,0,61559,61587
"Emperor's Omen, Jade Forest",2400.75,-2099.4299316406,228.03399658203,0.00999999978,-0.00999999978,0,0,970,870,0,50,3,0,4689,0,0,0,61559,61587
"Tian Monastery, Jade Forest",2505.8999023438,-1590.8900146484,400.86801147461,0.00999999978,-0.00999999978,0,0,971,870,0,3,3,0,4689,0,0,0,61559,61587
"Pearlfin Village, Jade Forest",-186.09700012207,-2594.6101074219,0.94461399317,0.00999999978,-0.00999999978,0,0,972,870,0,261,1,0,4689,0,0,0,0,61559
"Honeydew Village, Jade Forest",2927.1599121094,-509.18399047852,268.85598754883,0,0,0,0,973,870,0,1,2,0,4689,0,0,0,61559,0
"Pang's Stead, Valley of the Four Winds",543.91497802734,-637.81402587891,257.77499389648,0,0,0,0,984,870,0,239,7,0,4689,0,0,0,61559,61587
"Halfhill, Valley of the Four Winds",-221.32600402832,464.55899047852,185.44200134277,0,0,0,0,985,870,0,238,3,0,4689,0,0,0,61559,61587
"Zhu's Watch, Krasarang Wilds",-375.68399047852,-647.96502685547,117.51599884033,0,0,0,0,986,870,0,234,3,0,4689,0,0,0,61559,61587
"Thunder Cleft, Krasarang Wilds",-878.27600097656,171.40299987793,13.49009990692,0,0,0,0,987,870,0,237,6,0,4689,0,0,0,2224,0
"The Incursion, Krasarang Wilds",-1125.3100585938,-227.74699401855,31.36730003357,0,0,0,0,988,870,0,236,1,0,4689,0,0,0,0,3837
"Stoneplow, Valley of the Four Winds",-436.54000854492,1886.6999511719,131.13000488281,0,0,0,0,989,870,0,243,3,0,4689,0,0,0,61559,61587
"Dawnchaser Retreat, Krasarang Wilds",-1685.6800537109,1590.3399658203,16.13839912415,0,0,0,0,990,870,0,242,2,0,4689,0,0,0,2224,0
"Sentinel Basecamp, Krasarang Wilds",-1156.6099853516,1770.3800048828,16.98900032043,0,0,0,0,991,870,0,240,5,0,4689,0,0,0,0,3837
"Cradle of Chi-Ji, Krasarang Wilds",-2082.3000488281,1483.6300048828,0.55060398579,0,0,0,0,992,870,0,285,3,0,4689,0,0,0,61559,61587
"Marista, Krasarang Wilds",-2504.0900878906,491.5830078125,2.33204007149,0,0,0,0,993,870,0,235,3,0,4689,0,0,0,61559,61587
"Quest Path 3154: Quest - Kun-Lai Summit - Neverrest Peak -> Valley of Emperors",3575.2299804688,1217.7600097656,748.74700927734,0,0,0,0,998,870,0,0,1024,0,4689,0,0,0,60799,60799
"Quest Path 3173: Quest - Kun-Lai Summit - Valley -> Whispercloud Rise",3622.0900878906,839.25,479.20901489258,0,0,0,0,1009,870,0,0,1024,0,4689,0,0,0,60799,60799
"Quest Path 3066: Quest - Jade Forest - Serpent's Spine -> VotFW - JLR",578.35101318359,-715.82299804688,229.28399658203,0,0,0,0,1016,870,0,0,1024,0,4689,0,0,0,59101,59101
"Binan Village, Kun-Lai Summit",1690.1099853516,303.9580078125,478.58700561523,0,0,0,0,1017,870,0,263,3,0,4689,0,0,0,61559,61587
"Temple of the White Tiger, Kun-Lai Summit",3504.0400390625,690.67700195313,608.18499755859,0,0,0,0,1018,870,0,264,3,0,4689,0,0,0,61559,61587
"Eastwind Rest, Kun-Lai Summit",2250.5900878906,931.56896972656,481.14599609375,0,0,0,0,1019,870,0,265,2,0,4689,0,0,0,2224,0
"Westwind Rest, Kun-Lai Summit",2103.3500976562,1463.8299560547,487.88598632813,0,0,0,0,1020,870,0,266,1,0,4689,0,0,0,0,541
"Zouchin Village, Kun-Lai Summit",4362.9599609375,932.11798095703,110.03900146484,0,0,0,0,1021,870,0,267,3,0,4689,0,0,0,61559,61587
"One Keg, Kun-Lai Summit",3124.5200195312,1224.2800292969,654.23101806641,0,0,0,0,1022,870,0,268,3,0,4689,0,0,0,61559,61587
"Kota Basecamp, Kun-Lai Summit",2716.4299316406,2163.3100585938,589.09802246094,0,0,0,0,1023,870,0,269,3,0,4689,0,0,0,61559,61587
"Shado-Pan Fallback, Kun-Lai Summit",1880.5899658203,2088.580078125,500.85400390625,0,0,0,0,1024,870,0,270,3,0,4689,0,0,0,61559,61587
"Winter's Blossom, Kun-Lai Summit",3151.8500976562,2677.7600097656,579.73498535156,0,0,0,0,1025,870,0,271,3,0,4689,0,0,0,61559,61587
"Tavern in the Mists, The Veiled Stair",784.89898681641,-203.66999816895,402.19198608398,0,0,0,0,1029,870,0,272,3,0,4689,0,0,0,61559,61587
