ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags_0,Flags_1,Flags_2,Flags_3,Flags_4,AllowableRaces_0,AllowableRaces_1
21598,"Royal Qiraji Belt",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21599,"Vek'lor's Gloves of Devastation",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21600,"Boots of Epiphany",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21601,"Ring of Emperor Vek'lor",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21602,"Qiraji Execution Bracers",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21603,"Wand of Qiraji Nobility",4,0,0,0,-1,25,0,0,0,29,0,25088,0,0,0,-1,-1
21604,"Bracelets of Royal Redemption",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21605,"Gloves of the Hidden Temple",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21606,"Belt of the Fallen Emperor",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21607,"Grasp of the Fallen Emperor",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21608,"Amulet of Vek'nilash",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21609,"Regenerating Belt of Vek'nilash",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21610,"Wormscale Blocker",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21611,"Burrower Bracers",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21613,"Wormhide Boots",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21615,"Don Rigoberto's Lost Hat",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21616,"Huhuran's Stinger",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21617,"Wasphide Gauntlets",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21618,"Hive Defiler Wristguards",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21619,"Gloves of the Messiah",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21620,"Ring of the Martyr",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21621,"Cloak of the Golden Hive",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21622,"Sharpened Silithid Femur",4,0,0,0,-1,25,0,0,0,29,0,25088,0,0,0,-1,-1
21623,"Gauntlets of the Righteous Champion",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21624,"Gauntlets of Kalimdor",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21625,"Scarab Brooch",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21626,"Slime-Coated Leggings",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21627,"Cloak of Untold Secrets",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21635,"Barb of the Sand Reaver",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21639,"Pauldrons of the Unrelenting",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21645,"Hive Tunneler's Boots",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21647,"Fetish of the Sand Reaver",4,0,0,0,-1,25,0,0,0,29,524544,24576,0,0,0,-1,-1
21648,"Recomposed Boots",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21650,"Ancient Qiraji Ripper",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21651,"Scaled Sand Reaver Leggings",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21652,"Silithid Carapace Chestguard",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21663,"Robes of the Guardian Saint",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21664,"Barbed Choker",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21665,"Mantle of Wicked Revenge",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21666,"Sartura's Might",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21667,"Legplates of Blazing Light",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21668,"Scaled Leggings of Qiraji Fury",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21669,"Creeping Vine Helm",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21670,"Badge of the Swarmguard",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21671,"Robes of the Battleguard",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21672,"Gloves of Enforcement",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21673,"Silithid Claw",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21674,"Gauntlets of Steadfast Determination",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21675,"Thick Qirajihide Belt",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21676,"Leggings of the Festering Swarm",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21677,"Ring of the Qiraji Fury",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21678,"Necklace of Purity",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21679,"Kalimdor's Revenge",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21680,"Vest of Swift Execution",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21681,"Ring of the Devoured",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21682,"Bile-Covered Gauntlets",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21683,"Mantle of the Desert Crusade",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21684,"Mantle of the Desert's Fury",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21685,"Petrified Scarab",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21686,"Mantle of Phrenic Power",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21687,"Ukko's Ring of Darkness",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21688,"Boots of the Fallen Hero",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21689,"Gloves of Ebru",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21690,"Angelista's Charm",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21691,"Ooze-Ridden Gauntlets",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21692,"Triad Girdle",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21693,"Guise of the Devourer",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21694,"Ternary Mantle",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21695,"Angelista's Touch",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21696,"Robes of the Triumvirate",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21697,"Cape of the Trinity",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21698,"Leggings of Immersion",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21699,"Barrage Shoulders",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21700,"Pendant of the Qiraji Guardian",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21701,"Cloak of Concentrated Hatred",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21702,"Amulet of Foul Warding",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21703,"Hammer of Ji'zhi",4,0,0,0,-1,25,0,0,0,29,0,25088,0,0,0,-1,-1
21704,"Boots of the Redeemed Prophecy",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21705,"Boots of the Fallen Prophet",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21706,"Boots of the Unwavering Will",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21707,"Ring of Swarming Thought",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21708,"Beetle Scaled Wristguards",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21710,"Cloak of the Fallen God",4,0,0,0,-1,25,0,0,0,30,0,8192,0,0,0,-1,-1
21715,"Sand Polished Hammer",4,0,0,0,-1,25,0,0,0,29,524288,24576,0,0,0,-1,-1
21774,"Emerald Crown of Destruction",3,0,0,0,-1,21,0,0,0,28,0,24576,0,0,0,-1,-1
21780,"Blood Crown",3,1,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21800,"Silithid Husked Launcher",3,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21801,"Antenna of Invigoration",3,0,0,0,-1,25,0,0,0,29,0,8704,0,0,0,-1,-1
21802,"The Lost Kris of Zedd",3,0,0,0,-1,25,0,0,0,29,0,8704,0,0,0,-1,-1
21803,"Helm of the Holy Avenger",3,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21804,"Coif of Elemental Fury",3,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21805,"Polished Obsidian Pauldrons",3,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21806,"Gavel of Qiraji Authority",3,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21810,"Treads of the Wandering Nomad",3,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21814,"Breastplate of Annihilation",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21837,"Anubisath Warhammer",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21838,"Garb of Royal Ascension",4,0,0,0,-1,25,0,0,0,29,0,24576,0,0,0,-1,-1
21839,"Scepter of the False Prophet",4,0,0,0,-1,25,0,0,0,30,0,8704,0,0,0,-1,-1
21846,"Spellfire Belt",4,1,0,0,-1,27,0,0,0,31,0,8192,0,0,0,-1,-1
21847,"Spellfire Gloves",4,1,0,0,-1,27,0,0,0,31,0,8192,0,0,0,-1,-1
21848,"Spellfire Robe",4,1,0,0,-1,27,0,0,0,31,0,8192,0,0,0,-1,-1
21849,"Netherweave Bracers",2,1,0,0,-1,25,0,0,0,30,0,24576,0,0,0,-1,-1
21850,"Netherweave Belt",2,1,0,0,-1,25,0,0,0,30,0,24576,0,0,0,-1,-1
21851,"Netherweave Gloves",2,1,0,0,-1,25,0,0,0,31,0,24576,0,0,0,-1,-1
21852,"Netherweave Pants",2,1,0,0,-1,26,0,0,0,31,0,24576,0,0,0,-1,-1
21853,"Netherweave Boots",2,1,0,0,-1,25,0,0,0,31,0,24576,0,0,0,-1,-1
21854,"Netherweave Robe",2,1,0,0,-1,26,0,0,0,32,0,24576,0,0,0,-1,-1
21855,"Netherweave Tunic",2,1,0,0,-1,27,0,0,0,32,0,24576,0,0,0,-1,-1
21856,"Neretzek, The Blood Drinker",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21859,"Imbued Netherweave Pants",3,1,0,0,-1,26,0,0,0,31,0,24576,0,0,0,-1,-1
21860,"Imbued Netherweave Boots",3,1,0,0,-1,27,0,0,0,32,0,24576,0,0,0,-1,-1
21861,"Imbued Netherweave Robe",3,1,0,0,-1,27,0,0,0,32,0,8192,0,0,0,-1,-1
21862,"Imbued Netherweave Tunic",3,1,0,0,-1,27,0,0,0,32,0,8192,0,0,0,-1,-1
21863,"Soulcloth Gloves",4,1,0,0,-1,27,0,0,0,31,0,8192,0,0,0,-1,-1
21864,"Soulcloth Shoulders",4,1,0,0,-1,27,0,0,0,31,0,24576,0,0,0,-1,-1
21865,"Soulcloth Vest",4,1,0,0,-1,27,0,0,0,31,0,8192,0,0,0,-1,-1
21866,"Arcanoweave Bracers",3,1,0,0,-1,27,0,0,0,32,0,24576,0,0,0,-1,-1
21867,"Arcanoweave Boots",3,1,0,0,-1,27,0,0,0,32,0,24576,0,0,0,-1,-1
21868,"Arcanoweave Robe",3,1,0,0,-1,27,0,0,0,32,0,8192,0,0,0,-1,-1
21869,"Frozen Shadoweave Shoulders",4,1,0,0,-1,27,0,0,0,31,0,24576,0,0,0,-1,-1
21870,"Frozen Shadoweave Boots",4,1,0,0,-1,27,0,0,0,31,0,8192,0,0,0,-1,-1
21871,"Frozen Shadoweave Robe",4,1,0,0,-1,27,0,0,0,31,0,8192,0,0,0,-1,-1
21873,"Primal Mooncloth Belt",4,1,0,0,-1,27,0,0,0,32,0,8192,0,0,0,-1,-1
21874,"Primal Mooncloth Shoulders",4,1,0,0,-1,27,0,0,0,31,0,24576,0,0,0,-1,-1
21875,"Primal Mooncloth Robe",4,1,0,0,-1,27,0,0,0,32,0,8192,0,0,0,-1,-1
21888,"Gloves of the Immortal",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
21889,"Gloves of the Redeemed Prophecy",4,0,0,0,2,25,0,0,0,29,0,8192,0,0,0,-1,-1
21890,"Gloves of the Fallen Prophet",4,0,0,0,64,25,0,0,0,29,0,8192,0,0,0,-1,-1
21994,"Belt of Heroism",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
21995,"Boots of Heroism",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
21996,"Bracers of Heroism",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
21997,"Breastplate of Heroism",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
21998,"Gauntlets of Heroism",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
21999,"Helm of Heroism",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22000,"Legplates of Heroism",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22001,"Spaulders of Heroism",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22002,"Darkmantle Belt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22003,"Darkmantle Boots",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22004,"Darkmantle Bracers",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22005,"Darkmantle Cap",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22006,"Darkmantle Gloves",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22007,"Darkmantle Pants",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22008,"Darkmantle Spaulders",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22009,"Darkmantle Tunic",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22010,"Beastmaster's Belt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22011,"Beastmaster's Bindings",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22013,"Beastmaster's Cap",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22015,"Beastmaster's Gloves",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22016,"Beastmaster's Mantle",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22017,"Beastmaster's Pants",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22060,"Beastmaster's Tunic",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22061,"Beastmaster's Boots",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22062,"Sorcerer's Belt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22063,"Sorcerer's Bindings",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22064,"Sorcerer's Boots",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22065,"Sorcerer's Crown",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22066,"Sorcerer's Gloves",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22067,"Sorcerer's Leggings",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22068,"Sorcerer's Mantle",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22069,"Sorcerer's Robes",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22070,"Deathmist Belt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22071,"Deathmist Bracers",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22072,"Deathmist Leggings",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22073,"Deathmist Mantle",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22074,"Deathmist Mask",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22075,"Deathmist Robe",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22076,"Deathmist Sandals",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22077,"Deathmist Wraps",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22078,"Virtuous Belt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22079,"Virtuous Bracers",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22080,"Virtuous Crown",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22081,"Virtuous Gloves",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22082,"Virtuous Mantle",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22083,"Virtuous Robe",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22084,"Virtuous Sandals",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22085,"Virtuous Skirt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22086,"Soulforge Belt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22087,"Soulforge Boots",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22088,"Soulforge Bracers",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22089,"Soulforge Breastplate",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22090,"Soulforge Gauntlets",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22091,"Soulforge Helm",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22092,"Soulforge Legplates",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22093,"Soulforge Spaulders",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22095,"Bindings of The Five Thunders",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22096,"Boots of The Five Thunders",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22097,"Coif of The Five Thunders",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22098,"Cord of The Five Thunders",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22099,"Gauntlets of The Five Thunders",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22100,"Kilt of The Five Thunders",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22101,"Pauldrons of The Five Thunders",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22102,"Vest of The Five Thunders",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22106,"Feralheart Belt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22107,"Feralheart Boots",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22108,"Feralheart Bracers",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22109,"Feralheart Cowl",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22110,"Feralheart Gloves",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22111,"Feralheart Kilt",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22112,"Feralheart Spaulders",3,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22113,"Feralheart Vest",4,0,0,0,-1,0,0,0,0,29,0,8192,8388608,0,0,-1,-1
22191,"Obsidian Plate Tunic",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
22194,"Black Grasp of the Destroyer",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
22195,"Light Obsidian Belt",3,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
22196,"Thick Obsidian Breastplate",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
22197,"Heavy Obsidian Belt",3,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
22198,"Jagged Obsidian Shield",4,0,0,0,-1,25,0,0,0,29,0,8192,0,0,0,-1,-1
22204,"Wristguards of Renown",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22205,"Black Steel Bindings",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22206,"Bouquet of Red Roses",2,-3,0,0,-1,0,0,0,0,1,134250560,139264,0,65536,0,-1,-1
22207,"Sash of the Grand Hunt",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22208,"Lavastone Hammer",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22212,"Golem Fitted Pauldrons",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22220,"Plans: Black Grasp of the Destroyer",3,0,0,0,-1,0,2477,300,0,27,64,8192,0,16384,0,-1,-1
22222,"Plans: Thick Obsidian Breastplate",3,0,0,0,-1,0,2477,300,0,1,64,8192,0,0,0,-1,-1
22223,"Foreman's Head Protector",3,0,0,0,-1,22,0,0,0,28,0,24576,0,0,0,-1,-1
22225,"Dragonskin Cowl",3,0,0,0,-1,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22231,"Kayser's Boots of Precision",3,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
22232,"Marksman's Girdle",3,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
22234,"Mantle of Lost Hope",3,0,0,0,-1,20,0,0,0,27,0,8192,0,0,0,-1,-1
22240,"Greaves of Withering Despair",3,0,0,0,-1,20,0,0,0,27,0,8192,0,0,0,-1,-1
22241,"Dark Warder's Pauldrons",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22242,"Verek's Leash",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22245,"Soot Encrusted Footwear",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22247,"Faith Healer's Boots",3,0,0,0,-1,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22253,"Tome of the Lost",3,0,0,0,-1,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22254,"Wand of Eternal Light",3,0,0,0,-1,22,0,0,0,28,0,25088,0,0,0,-1,-1
22256,"Mana Shaping Handwraps",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22257,"Bloodclot Band",3,0,0,0,-1,20,0,0,0,27,524288,24576,0,0,0,-1,-1
22266,Flarethorn,3,0,0,0,-1,20,0,0,0,27,0,8704,0,0,0,-1,-1
22267,"Spellweaver's Turban",3,0,0,0,-1,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22269,"Shadow Prowler's Cloak",3,0,0,0,-1,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22270,"Entrenching Boots",3,0,0,0,-1,20,0,0,0,27,0,8192,0,0,0,-1,-1
22271,"Leggings of Frenzied Magic",3,0,0,0,-1,20,0,0,0,27,0,8192,0,0,0,-1,-1
22272,"Forest's Embrace",3,0,0,0,-1,0,0,0,0,27,0,8192,8388608,0,0,-1,-1
22274,"Grizzled Pelt",3,0,0,0,-1,0,0,0,0,27,0,8192,8388608,0,0,-1,-1
22275,"Firemoss Boots",3,0,0,0,-1,22,0,0,0,28,0,24576,0,0,0,-1,-1
22276,"Lovely Red Dress",1,-3,0,0,-1,0,0,0,0,1,32768,8192,0,0,0,-1,-1
22277,"Red Dinner Suit",1,-3,0,0,-1,0,0,0,0,1,32768,8192,0,0,0,-1,-1
22278,"Lovely Blue Dress",1,-3,0,0,-1,0,0,0,0,1,32768,8192,0,0,0,-1,-1
22279,"Lovely Black Dress",1,-3,0,0,-1,0,0,0,0,1,32768,8192,0,0,0,-1,-1
22280,"Lovely Purple Dress",1,-3,0,0,-1,0,0,0,0,1,32768,8192,0,0,0,-1,-1
22281,"Blue Dinner Suit",1,-3,0,0,-1,0,0,0,0,1,32768,8192,0,0,0,-1,-1
22282,"Purple Dinner Suit",1,-3,0,0,-1,0,0,0,0,1,32768,8192,0,0,0,-1,-1
22301,"Ironweave Robe",3,0,0,0,400,24,0,0,0,29,0,8192,0,0,0,-1,-1
22302,"Ironweave Cowl",3,0,0,0,400,24,0,0,0,29,0,8192,8388608,0,0,-1,-1
22303,"Ironweave Pants",3,0,0,0,400,24,0,0,0,29,0,8192,0,0,0,-1,-1
22304,"Ironweave Gloves",3,0,0,0,400,23,0,0,0,29,0,8192,0,0,0,-1,-1
22305,"Ironweave Mantle",3,0,0,0,400,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22306,"Ironweave Belt",3,0,0,0,400,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22311,"Ironweave Boots",3,0,0,0,400,23,0,0,0,29,0,8192,8388608,0,0,-1,-1
22313,"Ironweave Bracers",3,0,0,0,400,23,0,0,0,29,0,8192,0,0,0,-1,-1
22314,"Huntsman's Harpoon",3,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
22315,"Hammer of Revitalization",3,0,0,0,-1,23,0,0,0,29,0,8704,0,0,0,-1,-1
22317,"Lefty's Brass Knuckle",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
22318,"Malgen's Long Bow",3,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
