ID,ZoneName,AreaName_lang,ContinentID,ParentAreaID,AreaBit,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,FactionGroupMask,Ambient_multiplier,MountFlags,PvpCombatWorldStateID,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,ContentTuningID,Flags_0,Flags_1,LiquidTypeID_0,LiquidTypeID_1,LiquidTypeID_2,LiquidTypeID_3
1224,BearsHead,"Bear's Head",1,16,419,0,89,0,675,0,0,757,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1225,Ursolan,Ursolan,1,16,420,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1226,RuinsofArkkoran,"Ruins of Arkkoran",1,16,421,0,0,567,675,859,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1227,BayofStorms,"Bay of Storms",1,16,422,0,89,567,675,859,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1228,TheShatteredStrand,"The Shattered Strand",1,16,423,0,0,565,675,859,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1229,TowerofEldara,"Tower of Eldara",1,16,424,0,0,567,675,859,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1230,JaggedReef,"Jagged Reef",1,16,425,0,0,567,675,859,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1231,SouthridgeBeach,"Southridge Beach",1,16,426,0,0,567,675,859,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1232,RavencrestMonument,"Ravencrest Monument",1,16,427,0,0,626,675,864,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1233,ForlornRidge,"Forlorn Ridge",1,16,428,0,89,0,675,215,0,301,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1234,LakeMennar,"Lake Mennar",1,16,429,0,0,625,675,863,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1235,ShadowsongShrine,"Shadowsong Shrine",1,16,430,0,0,0,675,15,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1236,HaldarrEncampment,"Haldarr Encampment",1,16,431,0,0,0,675,3,0,121,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1237,Valormok,Valormok,1,16,432,0,0,0,675,228,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1256,TheRuinedReaches,"The Ruined Reaches",1,16,433,0,0,567,675,859,0,0,0,0,0.15000000596,15,-1,0,0,0,2,1073758272,8192,0,0,0,0
1276,TalondeepVale,"Talondeep Vale",1,331,434,0,0,0,675,0,0,749,0,0,0.15000000596,15,-1,0,0,0,12,1073758272,8192,0,0,0,0
1277,TheTalondeepPath,"The Talondeep Path",1,406,435,0,0,588,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,14,1073758272,8192,0,0,0,0
1296,RocktuskFarm,"Rocktusk Farm",1,14,372,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,70,1073758272,0,0,0,0,0
1297,JaggedswineFarm,"Jaggedswine Farm",1,14,407,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,70,1073758272,0,0,0,0,0
1316,RazorfenDowns,"Razorfen Downs [UNUSED]",1,17,436,0,0,70,675,176,0,0,0,0,0.15000000596,15,-1,0,0,0,3,1073758272,8192,0,0,0,0
1336,LostRiggerCove,"Lost Rigger Cove",1,440,373,0,0,567,675,0,0,709,0,0,0.15000000596,15,-1,0,0,0,28,1073758272,8192,0,0,0,0
1337,Uldaman,Uldaman,70,0,437,0,0,0,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,217,0,12,0,0,0,0
1338,LordamereLake,"Lordamere Lake",0,130,438,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
1339,LordamereLake,"Lordamere Lake",0,267,439,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,0,0,0,0,0
1357,Gallows'Corner,"Gallows' Corner",0,267,440,0,0,592,675,745,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1377,Silithus,Silithus,1,0,374,0,0,590,675,598,0,0,0,0,0.30000001192,15,-1,16,17,0,36,16448,0,0,0,0,0
1397,EmeraldForest,"Emerald Forest",169,0,376,0,89,0,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,825,64,0,0,0,0,0
1417,SunkenTemple,"Sunken Temple",109,0,377,0,0,0,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,216,0,8,0,0,0,0
1437,Rockard,"Dreadmaul Hold",0,4,378,0,89,0,675,733,0,0,0,0,0.15000000596,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
1438,NethergardeKeep,"Nethergarde Keep",0,4,379,0,0,0,675,735,0,646,0,0,0.15000000596,15,-1,0,0,0,34,1075855424,8192,0,0,0,0
1439,DreadmaulPost,"Dreadmaul Post",0,4,380,0,89,0,675,733,0,0,0,0,0.15000000596,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
1440,Serpent'sCoil,"Serpent's Coil",0,4,381,0,0,0,675,731,0,0,0,0,0.15000000596,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
1441,AltarofStorms,"Altar of Storms",0,4,382,0,89,0,675,731,0,0,0,0,0.15000000596,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
1442,FirewatchRidge,"Firewatch Ridge",0,51,383,0,89,0,675,722,0,0,0,0,0.15000000596,15,-1,0,0,0,29,1073758272,8192,0,0,0,0
1443,TheSlagPit,"The Slag Pit",0,51,384,0,0,0,675,724,0,644,0,0,0.15000000596,15,-1,0,0,0,29,1073758272,0,0,0,0,0
1444,TheSeaofCinders,"The Sea of Cinders",0,51,385,0,0,0,675,721,0,0,0,0,0.15000000596,15,-1,0,0,0,29,1073758272,8192,0,0,0,0
1445,BlackrockMountain,"Blackrock Mountain",0,51,386,0,89,0,675,721,0,0,0,0,0.15000000596,15,-1,0,0,0,29,1073758272,0,0,0,0,0
1446,ThoriumPoint,"Thorium Point",0,51,387,0,0,0,675,721,0,0,0,0,0.15000000596,15,-1,0,0,0,29,1075855424,0,0,0,0,0
1457,NethergardeMines,"Nethergarde Mines",0,4,388,0,0,0,675,0,0,647,0,0,0.15000000596,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
1477,TheTempleOfAtalHakkar,"The Temple of Atal'Hakkar",109,0,389,0,0,33,675,657,0,0,0,0,0.15000000596,15,-1,0,0,0,216,0,12,0,0,0,0
1497,Undercity,Undercity,0,0,685,0,0,2124,675,0,0,0,0,4,0.15000000596,15,-1,1,3,0,867,69222712,8192,0,0,0,0
1517,Uldaman,Uldaman,0,3,686,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,27,1073758272,0,0,0,0,0
1518,NotIUsedDeadmines,"Not Used Deadmines",0,40,687,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,6,1073758272,0,0,0,0,0
1519,StormwindCity,"Stormwind City",0,0,688,0,0,43,675,13,0,61,0,2,0.15000000596,15,-1,1,1,0,864,2113848,12288,0,0,0,0
1537,Ironforge,Ironforge,0,0,689,0,0,42,675,0,0,0,0,2,0.15000000596,15,-1,1,3,0,868,2113848,8192,0,0,0,0
1557,SplithoofHold,"Splithoof Hold",1,400,690,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,21,1073758272,8192,0,0,0,0
1577,TheCapeofStranglethorn,"Cape of Stranglethorn",0,5287,691,0,0,0,675,716,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,0,0,0,0,0
1578,SouthernSavageCoast,"Southern Savage Coast",0,5287,692,0,0,567,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,0,0,0,0,0
1579,UnusedTheDeadmines002,"Unused The Deadmines 002",0,0,693,0,0,0,675,0,0,0,0,2,0.15000000596,15,-1,0,0,0,202,16448,0,0,0,0,0
1580,UnusedIroncladCove003,"Unused Ironclad Cove 003",0,1579,694,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,202,1073758272,0,0,0,0,0
1581,TheDeadmines,"The Deadmines",36,0,695,76,0,53,675,947,0,0,0,2,0.15000000596,15,-1,0,0,0,202,0,12,0,0,0,0
1582,IroncladCove,"Ironclad Cove",36,1581,696,76,0,53,675,204,0,181,0,2,0.15000000596,13,-1,0,0,0,202,1073741824,0,0,0,0,0
1583,BlackrockSpire,"Blackrock Spire",229,0,697,0,0,0,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,205,0,12,0,0,0,0
1584,BlackrockDepths,"Blackrock Depths",230,0,698,0,0,0,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,201,0,12,0,0,0,0
1597,RaptorGroundsUNUSED,"Raptor Grounds UNUSED",1,17,699,0,0,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1598,Grol'domFarmUNUSED,"Grol'dom Farm UNUSED",1,17,700,0,0,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1599,Mor'shanBaseCamp,"Mor'shan Base Camp",1,17,701,0,0,0,675,804,0,690,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1600,Honor'sStandUNUSED,"Honor's Stand UNUSED",1,17,702,0,0,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1601,BlackthornRidgeUNUSED,"Blackthorn Ridge UNUSED",1,17,703,0,89,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1602,BramblescarUNUSED,"Bramblescar UNUSED",1,17,704,0,89,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1603,Agama'gorUNUSED,"Agama'gor UNUSED",1,17,705,0,89,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1617,ValleyofHeroes,"Valley of Heroes",0,1519,706,0,0,604,675,13,0,61,0,2,0.15000000596,15,-1,0,0,0,864,1073758208,0,0,0,0,0
1637,Orgrimmar,Orgrimmar,1,0,707,0,0,25,675,1340,0,62,0,4,0,15,-1,1,1,0,866,2113848,12288,0,0,0,0
1638,ThunderBluff,"Thunder Bluff",1,0,708,0,0,45,675,226,0,381,0,4,0.15000000596,15,-1,1,3,0,865,2113848,8192,0,0,0,0
1639,ElderRise,"Elder Rise",1,1638,709,0,89,0,675,754,0,0,0,4,0.15000000596,15,-1,0,0,0,865,1073758272,0,0,0,0,0
1640,SpiritRise,"Spirit Rise",1,1638,710,0,0,0,675,755,0,0,0,4,0.15000000596,15,-1,0,0,0,865,1073758272,0,0,0,0,0
1641,HunterRise,"Hunter Rise",1,1638,711,0,0,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,865,1073758272,0,0,0,0,0
1657,Darnassus,Darnassus,1,0,712,0,89,48,675,76,0,778,0,2,0.15000000596,15,-1,1,3,0,876,2113848,8192,0,0,0,0
1658,CenarionEnclave,"Cenarion Enclave",1,1657,713,0,89,0,675,878,0,103,0,2,0.15000000596,15,-1,0,0,0,876,1073758272,0,0,0,0,0
1659,Craftsmen'sTerrace,"Craftsmen's Terrace",1,1657,714,0,89,0,675,0,0,0,0,2,0.15000000596,15,-1,0,0,0,876,1073758272,0,0,0,0,0
1660,Warrior'sTerrace,"Warrior's Terrace",1,1657,715,0,0,0,675,0,0,0,0,2,0.15000000596,15,-1,0,0,0,876,1073758272,0,0,0,0,0
1661,TheTempleGardens,"The Temple Gardens",1,1657,716,0,0,0,675,0,0,0,0,2,0.15000000596,15,-1,0,0,0,876,1073758272,0,0,0,0,0
1662,Tradesmen'sTerrace,"Tradesmen's Terrace",1,1657,717,0,0,0,675,0,0,0,0,2,0.15000000596,15,-1,0,0,0,876,1073758272,0,0,0,0,0
1677,Gavin'sNaze,"Gavin's Naze",0,267,718,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1678,Sofera'sNaze,"Sofera's Naze",0,267,719,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1679,Corrahn'sDagger,"Corrahn's Dagger",0,267,720,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1680,TheHeadland,"The Headland",0,267,721,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1681,MistyShore,"Misty Shore",0,267,722,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1682,Dandred'sFold,"Dandred's Fold",0,267,723,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1683,GrowlessCave,"Growless Cave",0,267,724,0,0,592,675,745,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1684,ChillwindPoint,"Chillwind Point",0,267,725,0,89,0,675,744,0,0,0,0,0.15000000596,15,-1,0,0,0,11,1073758272,8192,0,0,0,0
1697,RaptorGrounds,"Raptor Grounds [UNUSED]",1,17,726,0,0,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1698,Bramblescar,Bramblescar,1,17,727,0,89,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,8192,0,0,0,0
1699,ThornHill,"Thorn Hill",1,17,728,0,0,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,8192,0,0,0,0
1700,Agama'gor,"Agama'gor [UNUSED]",1,17,729,0,89,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1701,BlackthornRidge,"Blackthorn Ridge [UNUSED]",1,17,730,0,89,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,0,0,0,0,0
1702,Honor'sStand,"Honor's Stand",1,17,731,0,0,0,675,813,0,698,0,4,0.15000000596,15,-1,0,0,0,3,1075855424,8192,0,0,0,0
1703,TheMor'shanRampart,"The Mor'shan Rampart",1,17,732,0,0,0,675,804,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1075855424,8192,0,0,0,0
1704,Grol'domFarm,"Grol'dom Farm",1,17,733,0,0,0,675,0,0,689,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,8192,0,0,0,0
1717,RazorfenKraul,"Razorfen Kraul",1,17,734,0,0,646,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1073758272,8192,0,0,0,0
1718,TheGreatLift,"The Great Lift [UNUSED]",1,17,735,0,0,0,675,0,0,0,0,4,0.15000000596,15,-1,0,0,0,3,1075855424,0,0,0,0,0
1737,MistvaleValley,"Mistvale Valley",0,5287,736,0,0,0,675,716,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,8192,0,0,0,0
1738,Nek'maniWellspring,"Nek'mani Wellspring",0,5287,737,0,0,0,675,0,0,639,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,8192,0,0,0,0
1739,BloodsailCompound,"Hardwrench Hideaway",0,5287,738,0,89,567,675,964,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,8192,0,0,0,0
1740,VentureCo.BaseCamp,"Venture Co. Base Camp",0,33,739,0,0,32,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
1741,GurubashiArena,"Gurubashi Arena",0,5287,740,0,0,0,675,716,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,8192,0,0,0,0
1742,SpiritDen,"Spirit Den",0,5287,741,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,0,0,0,0,0
1757,TheCrimsonVeil,"The Crimson Veil",0,5287,742,0,0,567,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,0,0,0,0,0
1758,TheRiptide,"The Riptide",0,5287,743,0,0,567,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,0,0,0,0,0
1759,TheDamsel'sLuck,"The Damsel's Luck",0,5287,744,0,0,567,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,24,1073758272,0,0,0,0,0
1760,VentureCo.OperationsCenter,"Venture Co. Operations Center",0,33,745,0,0,32,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,18,1073758272,0,0,0,0,0
1761,DeadwoodVillage,"Deadwood Village",1,361,746,0,89,0,675,194,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,8192,0,0,0,0
1762,FelpawVillage,"Felpaw Village",1,361,747,0,89,0,675,194,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,8192,0,0,0,0
1763,Jaedenar,Jaedenar,1,361,748,0,0,0,675,193,0,161,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,8192,0,0,0,0
1764,BloodvenomRiver,"Bloodvenom River",1,361,749,0,89,0,675,193,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,0,0,0,0,0
1765,BloodvenomFalls,"Bloodvenom Falls",1,361,750,0,89,0,675,193,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,8192,0,0,0,0
1766,ShatterScarVale,"Shatter Scar Vale",1,361,751,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,8192,0,0,0,0
1767,IrontreeWoods,"Irontree Woods",1,361,752,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,8192,0,0,0,0
1768,IrontreeCavern,"Irontree Cavern",1,361,753,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,0,0,0,0,0
1769,TimbermawHold,"Timbermaw Hold",1,361,754,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,8192,0,0,0,0
1770,ShadowHold,"Shadow Hold",1,361,755,0,0,0,675,193,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,0,0,0,0,0
1771,ShrineoftheDeceiver,"Shrine of the Deceiver",1,361,756,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,26,1073758272,0,0,0,0,0
1777,Itharius'sCave,"Purespring Cavern",0,8,757,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
1778,Sorrowmurk,Sorrowmurk,0,8,758,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
1779,Draenil'durVillage,"Draenil'dur Village",0,8,759,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,0,0,0,0,0
1780,SplinterspearJunction,"Splinterspear Junction",0,8,760,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
1797,Stagalbog,Stagalbog,0,8,761,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
1798,TheShiftingMire,"The Shifting Mire",0,8,762,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
1817,StagalbogCave,"Stagalbog Cave",0,8,763,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
1837,WitherbarkCaverns,"Witherbark Caverns",0,45,764,0,0,0,675,3,0,0,0,0,0.15000000596,15,-1,0,0,0,17,1073758272,0,0,0,0,0
1857,Thoradin'sWall,"Thoradin's Wall",0,45,765,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,17,1073758272,8192,0,0,0,0
1858,Boulder'gor,Boulder'gor,0,45,766,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,17,1073758272,8192,0,0,0,0
1877,ValleyofFangs,"Valley of Fangs",0,3,767,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,27,1073758272,8192,0,0,0,0
1878,TehDustbowl,"The Dustbowl",0,3,768,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,27,1073758272,8192,0,0,0,0
1879,MirageFlats,"Mirage Flats",0,3,769,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,27,1073758272,8192,0,0,0,0
1880,Featherbeard'sHovel,"Featherbeard's Hovel",0,47,770,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,0,0,0,0,0
1881,Shindigger'sCamp,"Shindigger's Camp",0,47,771,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,0,0,0,0,0
1882,PlaguemistRavine,"Plaguemist Ravine",0,47,772,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,8192,0,0,0,0
1883,ValorwindLake,"Valorwind Lake",0,47,773,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,8192,0,0,0,0
1884,Agol'watha,Agol'watha,0,47,774,0,89,0,675,672,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,8192,0,0,0,0
1885,Hiri'wathaResearchStation,"Hiri'watha Research Station",0,47,775,0,0,0,675,673,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,8192,0,0,0,0
1886,TheCreepingRuin,"The Creeping Ruin",0,47,776,0,0,0,675,673,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,8192,0,0,0,0
1887,Bogen'sLedge,"Bogen's Ledge",0,47,777,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,0,0,0,0,0
1897,TheMaker'sTerrace,"The Maker's Terrace",0,3,778,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,27,1073758272,8192,0,0,0,0
1898,DustwindGulch,"Dustwind Gulch",0,3,779,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,27,1073758272,8192,0,0,0,0
1917,Shaol'watha,Shaol'watha,0,47,780,0,0,0,675,674,0,0,0,0,0.15000000596,15,-1,0,0,0,20,1073758272,8192,0,0,0,0
1937,NoonshadeRuins,"Noonshade Ruins",1,440,781,0,0,567,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,28,1073758272,8192,0,0,0,0
1938,BrokenPillar,"Broken Pillar",1,440,782,0,89,567,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,28,1073758272,8192,0,0,0,0
1939,AbyssalSands,"Abyssal Sands",1,440,783,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,28,1073758272,8192,0,0,0,0
1940,SouthbreakShore,"Southbreak Shore",1,440,784,0,0,567,675,0,0,710,0,0,0.15000000596,15,-1,0,0,0,28,1073758272,8192,0,0,0,0
1941,CavernsofTime,"Caverns of Time",1,0,785,0,89,0,675,0,0,0,0,0,1,15,-1,0,0,0,959,16448,0,0,0,0,0
1942,TheMarshlands,"The Marshlands",1,490,786,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,32,1073758272,8192,0,0,0,0
1943,IronstonePlateau,"Ironstone Plateau",1,490,787,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,32,1073758272,8192,0,0,0,0
1957,BlackcharCave,"Blackchar Cave",0,51,788,0,89,0,675,721,0,0,0,0,0.15000000596,15,-1,0,0,0,29,1073758272,8192,0,0,0,0
1958,TannerCamp,"Tanner Camp",0,51,789,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,29,1073758272,8192,0,0,0,0
1959,DustfireValley,"Dustfire Valley",0,51,790,0,89,0,675,721,0,0,0,0,0.15000000596,15,-1,0,0,0,29,1073758272,8192,0,0,0,0
1977,ZulGurub,Zul'Gurub,859,0,791,0,11,32,675,986,0,886,0,0,0.15000000596,13,-1,0,0,0,262,0,12,0,0,0,0
1978,MistyReedFarm,"Misty Reed Farm",0,8,792,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
1997,BloodvenomPost,"Bloodvenom Post ",1,361,793,0,89,0,675,698,0,0,0,0,0.15000000596,15,-1,0,0,0,0,1075855424,0,0,0,0,0
1998,TalonbranchGlade,"Talonbranch Glade ",1,361,794,0,0,0,675,697,0,0,0,0,0.15000000596,15,-1,0,0,0,0,1073758272,8192,0,0,0,0
2017,Stratholme,Stratholme,329,0,795,0,0,37,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,214,0,12,0,0,0,0
2037,QuelThalas,Quel'Thalas,0,0,796,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,825,16448,0,0,0,0,0
2057,Scholomance,Scholomance,289,0,797,0,0,37,675,15,0,0,0,0,0.15000000596,15,-1,0,0,0,212,0,0,0,0,0,0
2077,TwilightVale,"Twilight Vale",1,148,798,0,0,623,675,867,0,0,0,0,0.15000000596,15,-1,0,0,0,5,1073758272,0,0,0,0,0
2078,TwilightShore,"Twilight Shore",1,148,799,0,0,583,675,873,0,0,0,0,0.15000000596,15,-1,0,0,0,5,1073758272,0,0,0,0,0
2079,AlcazIsland,"Alcaz Island",1,15,800,0,89,600,675,684,0,0,0,0,0.15000000596,13,-1,0,0,0,23,1073758272,8192,0,0,0,0
2097,DarkcloudPinnacle,"Darkcloud Pinnacle",1,400,801,0,89,0,675,751,0,0,0,0,0.15000000596,15,-1,0,0,0,21,1073758272,8192,0,0,0,0
2098,DawningWoodCatacombs,"Dawning Wood Catacombs",0,10,802,0,89,0,675,771,0,0,0,0,0.15000000596,15,-1,0,0,0,13,1073758272,0,0,0,0,0
2099,StonewatchKeep,"Stonewatch Keep",0,44,803,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,10,1073758272,0,0,0,0,0
2100,Maraudon,Maraudon,349,0,804,0,0,0,675,7,0,0,0,0,0.15000000596,15,-1,0,0,0,206,0,12,0,0,0,0
2101,StoutlagerInn,"Stoutlager Inn",0,38,805,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,9,1073758272,0,0,0,0,0
2102,ThunderbrewDistillery,"Thunderbrew Distillery",0,1,806,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,74,1073758272,0,0,0,0,0
2103,MenethilKeep,"Menethil Keep",0,11,807,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,15,1073758272,0,0,0,0,0
2104,DeepwaterTavern,"Deepwater Tavern",0,11,808,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,15,1115701248,0,0,0,0,0
2117,ShadowGrave,"Shadow Grave",0,85,809,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,75,1073758208,0,0,0,0,0
2118,BrillTownHall,"Brill Town Hall",0,85,810,0,89,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,75,1073758272,0,0,0,0,0
2119,Gallows'EndTavern,"Gallows' End Tavern",0,85,811,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,75,1073758272,0,0,0,0,0
2137,ThePoolsofVisionUNUSED,"The Pools of VisionUNUSED",1,215,812,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,71,1073758272,0,0,0,0,0
