Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
Honor the Elders which are located in the Alliance capital cities.,Elders of the Alliance,,915,-1,-1,0,160,0,10,0,15,135982,122868,0
Total deaths in 25-player raids,Total deaths in 25-player raids,,916,-1,-1,0,125,0,0,9,5,136243,123328,0
Total deaths in 10-player raids,Total deaths in 10-player raids,,917,-1,-1,0,125,0,0,9,4,136243,121887,0
Total deaths in 5-player dungeons,Total deaths in 5-player dungeons,,918,-1,-1,0,125,0,0,1,2,136243,132285,0
Gold earned from auctions,Gold earned from auctions,,919,-1,-1,0,140,0,0,1,5,136243,129051,0
Gold from vendors,Gold from vendors,,921,-1,-1,0,140,0,0,1,10,136243,122872,0
Mana potions consumed,Mana potions consumed,,922,-1,-1,0,145,0,0,9,7,136243,127086,0
Elixirs consumed,Elixirs consumed,,923,-1,-1,0,145,0,0,9,10,136243,122014,0
Most Northrend factions at Exalted,Most Northrend factions at Exalted,,924,-1,-1,0,147,0,0,33,4,136243,128200,0
Most Outland factions at Exalted,Most Outland factions at Exalted,,925,-1,-1,0,147,0,0,33,5,136243,122874,0
Most Horde factions at Exalted,Most Horde factions at Exalted,,926,-1,0,0,147,0,0,33,7,136243,122893,0
Equipped epic items in item slots,Equipped epic items in item slots,,927,-1,-1,0,191,0,0,33,1,136243,123810,0
Extra bank slots purchased,Extra bank slots purchased,,928,-1,-1,0,191,0,0,1,7,136243,122118,0
Total factions encountered,Total factions encountered,,931,-1,-1,0,147,0,0,1,8,136243,123035,0
Total 5-player dungeons entered,Total 5-player dungeons entered,,932,-1,-1,0,14807,0,0,1,1,136243,127328,0
Total 10-player raids entered,Total 10-player raids entered,,933,-1,-1,0,14807,0,0,1,7,136243,123037,0
Total 25-player raids entered,Total 25-player raids entered,,934,-1,-1,0,14807,0,0,1,8,136243,123830,0
Complete the Elune's Blessing quest by defeating Omen.,Elune's Blessing,,937,-1,-1,0,160,0,10,0,9,237537,127650,0
Complete all of Hemet Nesingwary quests in Northrend up to and including Post-partum Aggression.,The Snows of Northrend,,938,-1,-1,0,14863,0,10,0,17,132187,125282,0
Complete all of Hemet Nesingwary quests in Nagrand up to and including The Ultimate Bloodsport.,Hills Like White Elekk,,939,-1,-1,0,14862,0,10,0,1,132254,128511,0
Complete all of Hemet Nesingwary quests in Stranglethorn Vale up to and including The Green Hills of Stranglethorn and Big Game Hunter.,The Green Hills of Stranglethorn,,940,-1,-1,0,14861,0,10,0,1,132267,126916,0
"Complete the Green Hills of Stranglethorn, Hills Like White Elekk and Snows of Northrend achievements.",Hemet Nesingwary: The Collected Quests,,941,-1,-1,0,96,0,10,0,15,135614,122004,0
"Raise your reputation level from unfriendly to exalted with Timbermaw Hold, Sporeggar and the Kurenai.",The Diplomat,Title Reward: The Diplomat,942,-1,1,0,201,0,25,0,12,133146,124168,0
"Raise your reputation level from unfriendly to exalted with Timbermaw Hold, Sporeggar and The Mag'har.",The Diplomat,Title Reward: The Diplomat,943,-1,0,0,201,0,25,0,13,133146,123039,0
Earn exalted status with Timbermaw Hold.,They Love Me In That Tunnel,,944,-1,-1,0,14864,0,15,0,2,236696,126101,0
Earn exalted status with the Argent Dawn and the Argent Crusade.,The Argent Champion,Title Reward: The Argent Champion,945,-1,-1,0,201,0,25,0,14,135921,127798,0
Earn exalted status with the Argent Dawn.,The Argent Dawn,,946,-1,-1,0,14864,0,15,0,1,133440,129053,0
Earn exalted status with the Argent Crusade.,The Argent Crusade,,947,-1,-1,0,14866,0,15,0,1,133441,122169,0
Earn exalted reputation with 5 home cities.,Ambassador of the Alliance,Title Reward: Ambassador,948,-1,1,0,201,0,10,0,11,236592,127078,0
Earn exalted status with The Kalu'ak .,Tuskarrmageddon,,949,-1,-1,0,14866,0,15,0,2,236697,127163,0
Earn exalted status with the Frenzyheart Tribe.,Frenzyheart Tribe,,950,-1,-1,0,14866,0,10,0,3,132266,127522,0
Earn exalted status with the The Oracles.,The Oracles,,951,-1,-1,0,14866,0,10,0,4,134169,122171,0
Earn exalted status with the The Oracles and the Frenzyheart Tribe.,Mercenary of Sholazar,,952,-1,-1,0,14866,0,10,0,5,136056,126778,0
Earn exalted status with the Cenarion Circle and Cenarion Expedition.,Guardian of Cenarius,Title Reward: Guardian of Cenarius,953,-1,-1,0,201,0,25,0,15,132280,122180,0
Earn exalted status with the Hydraxian Waterlords.,Hydraxian Waterlords,,955,-1,-1,0,14864,0,10,0,4,135862,121528,0
Earn exalted status with the Brood of Nozdormu.,Brood of Nozdormu,,956,-1,-1,0,14864,0,10,0,5,134156,127165,0
Earn exalted status with the Zandalar Tribe.,Hero of the Zandalar Tribe,,957,-1,-1,0,14864,0,10,0,3,132529,123127,0
Earn exalted status with the Ashtongue Deathsworn.,Sworn to the Deathsworn,,958,-1,-1,0,14865,0,10,0,13,236691,123129,0
Earn exalted status with The Scale of the Sands.,The Scale of the Sands,,959,-1,-1,0,14865,0,10,0,14,132856,127167,0
Earn exalted status with The Violet Eye.,The Violet Eye,,960,-1,-1,0,14865,0,10,0,15,135933,126808,0
Complete the 8 daily quests for the Frenzyheart listed below.,Honorary Frenzyheart,,961,-1,-1,0,14863,0,10,0,15,236824,122217,0
Complete the 8 daily quests for the Oracles listed below.,Savior of the Oracles,,962,-1,-1,0,14863,0,10,0,16,236827,127505,0
Visit the Candy Buckets in Kalimdor.,Tricks and Treats of Kalimdor,,963,-1,1,0,158,0,10,0,18,236546,127524,0
Fall 65 yards without dying.,Going Down?,,964,-1,-1,0,92,0,10,0,21,237570,122909,0
Visit the Candy Buckets in Kalimdor.,Tricks and Treats of Kalimdor,,965,-1,0,0,158,0,10,0,14,236546,125327,0
Visit the Candy Buckets in Eastern Kingdoms.,Tricks and Treats of Eastern Kingdoms,,966,-1,1,0,158,0,10,0,19,133983,127718,0
Visit the Candy Buckets in Eastern Kingdoms.,Tricks and Treats of Eastern Kingdoms,,967,-1,0,0,158,0,10,0,15,133983,127127,0
Visit the Candy Buckets in Outland.,Tricks and Treats of Outland,,968,-1,0,0,158,0,10,0,16,133985,125777,0
Visit the Candy Buckets in Outland.,Tricks and Treats of Outland,,969,-1,1,0,158,0,10,0,20,133985,122911,0
"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.",Tricks and Treats of Azeroth,,970,-1,1,0,158,0,20,0,21,133984,122120,0
"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.",Tricks and Treats of Azeroth,,971,-1,0,0,158,0,20,0,17,133984,123121,0
Receive a handful of a candy from one of the Candy Buckets located in an inn.,Trick or Treat!,,972,-1,-1,0,158,0,10,0,1,133986,123125,0
Complete 5 daily quests.,5 Daily Quests Complete,,973,-1,-1,0,96,0,10,0,9,236672,125169,0
Complete 50 daily quests.,50 Daily Quests Complete,,974,-1,-1,973,96,0,10,0,10,236673,121930,0
Complete 200 daily quests.,200 Daily Quests Complete,,975,-1,-1,974,96,0,10,0,11,236674,125100,0
Complete 500 daily quests.,500 Daily Quests Complete,,976,-1,-1,975,96,0,10,0,12,236675,127326,0
Complete 1000 daily quests.,1000 Daily Quests Complete,,977,-1,-1,976,96,0,10,0,13,236676,123405,0
Complete 3000 quests.,3000 Quests Completed,Title Reward: The Seeker,978,-1,-1,32,96,0,50,0,8,236671,127361,0
Obtain a Flimsy Mask during Hallow's End.,The Mask Task,,979,-1,-1,0,158,1,10,0,5,133569,123407,0
Obtain The Horseman's Reins from The Headless Horseman in the Scarlet Monastery during Hallow's End.,The Horseman's Reins,,980,-1,-1,0,81,1,0,0,119,132501,123497,0
Show off your sparkling smile by using a Tooth Pick.,That Sparkling Smile,,981,-1,-1,0,158,0,10,0,7,236550,121918,0
"Get an honorable, killing blow on five different races.",Know Thy Enemy,,1005,-1,0,0,95,0,10,0,13,132155,123043,0
Kill 50 enemy players in any of your home cities.,City Defender,,1006,-1,0,0,95,0,10,136,18,236629,124785,0
Earn exalted status with The Wyrmrest Accord.,The Wyrmrest Accord,,1007,-1,-1,0,14866,0,10,0,6,236699,126790,0
Earn exalted status with The Kirin Tor.,The Kirin Tor,,1008,-1,-1,0,14866,0,10,0,7,236693,121555,0
Earn exalted status with the Knights of the Ebon Blade.,Knights of the Ebon Blade,,1009,-1,-1,0,14866,0,10,0,8,236694,121321,0
"Gain exalted reputation with the Argent Crusade, Wyrmrest Accord, Kirin Tor and Knights of the Ebon Blade.",Northrend Vanguard,,1010,-1,-1,0,14866,0,20,0,9,136001,125128,0
Gain exalted reputation with the Horde Expedition.,The Winds of the North,,1011,-1,0,0,14866,0,20,0,10,136003,127503,0
Gain exalted reputation with the Alliance Vanguard.,The Winds of the North,,1012,-1,1,0,14866,0,20,0,11,136002,126158,0
Raise 35 reputations to Exalted.,35 Exalted Reputations,,1014,-1,-1,518,201,0,10,0,8,236687,126156,0
Raise 40 reputations to Exalted.,40 Exalted Reputations,Title Reward: The Exalted,1015,-1,-1,1014,201,0,10,0,9,236688,123916,0
Obtain a companion pet.,Can I Keep Him?,,1017,-1,-1,0,92,0,10,0,23,132599,127178,0
Equip 10 unique tabards.,Ten Tabards,,1020,-1,-1,621,92,10,10,160,29,135026,123131,621
Equip 25 unique tabards.,Twenty-Five Tabards,Reward: Tabard of the Achiever,1021,-1,-1,1020,92,25,10,160,30,132671,121557,621
Honor the flames of Eastern Kingdoms.,Flame Warden of Eastern Kingdoms,,1022,-1,1,0,161,0,10,0,4,135265,127569,0
Honor the flames of Kalimdor.,Flame Warden of Kalimdor,,1023,-1,1,0,161,0,10,0,5,135265,121946,0
Honor the flames of Outland.,Flame Warden of Outland,,1024,530,1,0,161,0,10,0,6,135265,122927,0
Honor the flames of Eastern Kingdoms.,Flame Keeper of Eastern Kingdoms,,1025,-1,0,0,161,0,10,0,12,135265,125362,0
Honor the flames of Kalimdor.,Flame Keeper of Kalimdor,,1026,-1,0,0,161,0,10,0,13,135265,123206,0
Honor the flames of Outland.,Flame Keeper of Outland,,1027,530,0,0,161,0,10,0,14,135265,122935,0
Desecrate the Horde's bonfires in Eastern Kingdoms.,Extinguishing Eastern Kingdoms,,1028,-1,1,0,161,0,10,0,8,135820,124258,0
Desecrate the Horde's bonfires in Kalimdor.,Extinguishing Kalimdor,,1029,-1,1,0,161,0,10,0,9,135820,125374,0
Desecrate the Horde's bonfires in Outland.,Extinguishing Outland,,1030,-1,1,0,161,0,10,0,10,135820,127808,0
Desecrate the Alliance's bonfires in Eastern Kingdoms.,Extinguishing Eastern Kingdoms,,1031,-1,0,0,161,0,10,0,16,135820,124461,0
Desecrate the Alliance's bonfires in Kalimdor.,Extinguishing Kalimdor,,1032,-1,0,0,161,0,10,0,17,135820,123295,0
Desecrate the Alliance's bonfires in Outland.,Extinguishing Outland,,1033,-1,0,0,161,0,10,0,18,135820,124795,0
"Complete the Flame Warden of Eastern Kingdoms, Kalimdor and Outland achievements.",The Fires of Azeroth,,1034,-1,1,0,161,0,10,0,7,135807,126188,0
"Complete the Extinguishing Eastern Kingdoms, Kalimdor and Outland achievements.",Desecration of the Horde,,1035,-1,1,0,161,0,10,0,11,135820,122974,0
"Complete the Flame Keeper of Eastern Kingdoms, Kalimdor and Outland achievements.",The Fires of Azeroth,,1036,-1,0,0,161,0,10,0,15,135807,123049,0
"Complete the Extinguishing Eastern Kingdoms, Kalimdor and Outland achievements.",Desecration of the Alliance,,1037,-1,0,0,161,0,10,0,19,135820,125589,0
Complete the Midsummer achievements listed below.,The Flame Warden,Title Reward: Flame Warden,1038,-1,1,0,155,0,20,0,7,135268,125495,0
Complete the Midsummer achievements listed below.,The Flame Keeper,Title Reward: Flame Keeper,1039,-1,0,0,155,0,20,0,8,135269,123321,0
Ruin Hallow's End for the Horde by completing Sergeant Hartman's quests which involve crashing the wickerman festival and cleaning up the stinkbombs from Southshore.,Rotten Hallow,,1040,-1,1,0,158,0,10,0,8,236549,125734,0
"Ruin Hallow's End for the Alliance by completing Darkcaller Yanka's quests which involve going to Southshore, ruining the kegs with rotten eggs and tossing stinkbombs into the town.",Rotten Hallow,,1041,-1,0,0,158,0,10,0,9,236549,126125,0
Number of hugs,Number of hugs,,1042,-1,-1,0,131,0,0,1,1,136243,122978,0
Greed rolls made on loot,Greed rolls made on loot,,1043,-1,-1,0,191,0,0,1,8,136243,133359,0
Need rolls made on loot,Need rolls made on loot,,1044,-1,-1,0,191,0,0,1,9,136243,122980,0
Total cheers,Total cheers,,1045,-1,-1,0,131,0,0,1,5,136243,121330,0
Total facepalms,Total facepalms,,1047,-1,-1,0,131,0,0,1,2,136243,122982,0
Deaths in 2v2,Deaths in 2v2,,1057,-1,-1,0,123,0,0,1,1,136243,132316,0
Total waves,Total waves,,1065,-1,-1,0,131,0,0,1,6,136243,123085,0
Total times LOL'd,Total times LOL'd,,1066,-1,-1,0,131,0,0,9,4,136243,123087,0
Total times playing world's smallest violin,Total times playing world's smallest violin,,1067,-1,-1,0,131,0,0,1,3,136243,125810,0
Keli'dan the Breaker kills (The Blood Furnace),Keli'dan the Breaker kills (The Blood Furnace),,1068,542,-1,0,14822,0,5,1,1,136124,121910,0
Nexus-Prince Shaffar kills (Mana Tombs),Nexus-Prince Shaffar kills (Mana Tombs),,1069,557,-1,0,14822,0,5,1,2,136039,131939,0
Epoch Hunter kills (The Escape From Durnholde),Epoch Hunter kills (The Escape From Durnholde),,1070,560,-1,0,14822,0,5,1,3,134156,123093,0
Quagmirran kills (Slave Pens),Quagmirran kills (Slave Pens),,1071,547,-1,0,14822,0,5,1,4,134186,123095,0
Black Stalker kills (Underbog),Black Stalker kills (Underbog),,1072,546,-1,0,14822,0,5,1,5,136029,124914,0
Exarch Maladaar kills (Auchenai Crypts),Exarch Maladaar kills (Auchenai Crypts),,1073,558,-1,0,14822,0,5,1,6,135188,123263,0
Talon King Ikiss kills (Sethekk Halls),Talon King Ikiss kills (Sethekk Halls),,1074,556,-1,0,14822,0,5,1,7,132926,125403,0
Murmur kills (Shadow Labyrinth),Murmur kills (Shadow Labyrinth),,1075,555,-1,0,14822,0,5,1,8,133534,125512,0
Aeonus kills (Opening of the Dark Portal),Aeonus kills (Opening of the Dark Portal),,1076,269,-1,0,14822,0,5,1,9,134154,132289,0
Warlord Kalithresh kills (The Steamvault),Warlord Kalithresh kills (The Steamvault),,1077,545,-1,0,14822,0,5,1,10,135127,126210,0
Warchief Kargath Bladefist kills (The Shattered Halls),Warchief Kargath Bladefist kills (The Shattered Halls),,1078,540,-1,0,14822,0,5,1,11,132344,126121,0
Pathaleon the Calculator kills (The Mechanar),Pathaleon the Calculator kills (The Mechanar),,1079,554,-1,0,14822,0,5,1,12,135480,123918,0
Warp Splinter kills (The Botanica),Warp Splinter kills (The Botanica),,1080,553,-1,0,14822,0,5,1,13,135692,128214,0
Harbinger Skyriss kills (The Arcatraz),Harbinger Skyriss kills (The Arcatraz),,1081,552,-1,0,14822,0,5,1,14,132776,124734,0
Kael'thas Sunstrider kills (Magister's Terrace),Kael'thas Sunstrider kills (Magister's Terrace),,1082,585,-1,0,14822,0,5,1,15,134373,132867,0
Prince Malchezaar kills (Karazhan),Prince Malchezaar kills (Karazhan),,1083,532,-1,0,14822,0,5,1,16,135735,123982,0
Zul'jin kills (Zul'Aman),Zul'jin kills (Zul'Aman),,1084,568,-1,0,14822,0,5,1,17,133095,123920,0
Gruul kills (Gruul's Lair),Gruul kills (Gruul's Lair),,1085,565,-1,0,14822,0,5,1,18,135084,132645,0
Magtheridon kills (Magtheridon's Lair),Magtheridon kills (Magtheridon's Lair),,1086,544,-1,0,14822,0,5,1,19,135564,125514,0
Lady Vashj kills (Serpentshrine Cavern),Lady Vashj kills (Serpentshrine Cavern),,1087,548,-1,0,14822,0,5,1,20,132852,124716,0
Kael'thas Sunstrider kills (Tempest Keep),Kael'thas Sunstrider kills (Tempest Keep),,1088,550,-1,0,14822,0,5,1,21,135208,128934,0
Illidan Stormrage kills (The Black Temple),Illidan Stormrage kills (The Black Temple),,1089,564,-1,0,14822,0,5,1,22,135561,126212,0
Kil'jaeden kills (Sunwell Plateau),Kil'jaeden kills (Sunwell Plateau),,1090,580,-1,0,14822,0,5,1,23,134993,124718,0
Edwin VanCleef kills (Deadmines),Edwin VanCleef kills (Deadmines),,1091,36,-1,0,14821,0,5,1,1,133694,126214,0
Archmage Arugal kills (Shadowfang Keep),Archmage Arugal kills (Shadowfang Keep),,1092,33,-1,0,14821,0,5,1,3,135752,126119,0
Scarlet Commander Mograine kills (Scarlet Monastery),Scarlet Commander Mograine kills (Scarlet Monastery),,1093,189,-1,0,14821,0,5,1,2,133154,123922,0
Chief Ukorz Sandscalp kills (Zul'Farrak),Chief Ukorz Sandscalp kills (Zul'Farrak),,1094,209,-1,0,14821,0,5,1,5,132482,124720,0
Emperor Dagran Thaurissan kills (Blackrock Depths),Emperor Dagran Thaurissan kills (Blackrock Depths),,1095,230,-1,0,14821,0,5,1,6,132839,121201,0
General Drakkisath kills (Blackrock Spire),General Drakkisath kills (Blackrock Spire),,1096,229,-1,0,14821,0,5,1,7,134966,128218,0
Baron Rivendare kills (Stratholme),Baron Rivendare kills (Stratholme),,1097,329,-1,0,14821,0,5,1,4,237511,129790,0
Onyxia kills (Onyxia's Lair),Onyxia kills (Onyxia's Lair),,1098,249,-1,0,14821,0,5,1,9,134153,125417,0
Ragnaros kills (Molten Core),Ragnaros kills (Molten Core),,1099,409,-1,0,14821,0,5,1,8,135790,132287,0
Nefarian kills (Blackwing Lair),Nefarian kills (Blackwing Lair),,1100,469,-1,0,14821,0,5,1,10,134154,131444,0
C'Thun kills (Temple of Ahn'Qiraj),C'Thun kills (Temple of Ahn'Qiraj),,1101,531,-1,0,14821,0,5,1,12,133575,126160,0
Hakkar kills (Zul'Gurub),Hakkar kills (Zul'Gurub),,1102,309,-1,0,14821,0,5,1,11,133798,124722,0
Lich King 5-player dungeons completed (final boss killed),Lich King 5-player dungeons completed (final boss killed),,1103,-1,-1,0,14807,0,0,9,9,136243,125419,0
Lich King 10-player raids completed (final boss killed),Lich King 10-player raids completed (final boss killed),,1104,-1,-1,0,14807,0,0,9,10,136243,123966,0
Deaths in Eye of the Storm,Deaths in Eye of the Storm,,1106,-1,-1,0,124,0,0,1,4,136243,123980,0
Deaths in 3v3,Deaths in 3v3,,1107,-1,-1,0,123,0,0,1,2,136243,124724,0
Deaths in 5v5,Deaths in 5v5,,1108,-1,-1,0,123,0,0,1,3,136243,124726,0
5v5 Arena Honorable Kills,5v5 Arena Honorable Kills,,1109,-1,-1,0,136,0,0,1,9,136243,123058,0
3v3 Arena Honorable Kills,3v3 Arena Honorable Kills,,1110,-1,-1,0,136,0,0,1,8,136243,132465,0
2v2 Arena Honorable Kills,2v2 Arena Honorable Kills,,1111,-1,-1,0,136,0,0,1,7,136243,124728,0
Eye of the Storm Honorable Kills,Eye of the Storm Honorable Kills,,1112,-1,-1,0,136,0,0,1,13,136243,121286,0
Alterac Valley Honorable Kills,Alterac Valley Honorable Kills,,1113,-1,-1,0,136,0,0,1,10,136243,121288,0
Arathi Basin Honorable Kills,Arathi Basin Honorable Kills,,1114,-1,-1,0,136,0,0,1,11,136243,121742,0
Warsong Gulch Honorable Kills,Warsong Gulch Honorable Kills,,1115,-1,-1,0,136,0,0,1,12,136243,126786,0
Bandage used most,Bandage used most,,1125,-1,-1,0,145,0,0,17,2,136243,121744,344
"Complete the quest, ""A Thief's Reward"", by stealing the flames from your enemy's capital cities.",King of the Fire Festival,,1145,-1,-1,0,161,1,10,0,3,133076,121943,0
Gold spent on travel,Gold spent on travel,,1146,-1,-1,0,140,0,0,1,11,136243,123079,0
Gold spent at barber shops,Gold spent at barber shops,,1147,-1,-1,0,140,0,0,1,12,136243,125713,0
Gold spent on postage,Gold spent on postage,,1148,-1,-1,0,140,0,0,1,13,136243,123081,0
Talent tree respecs,Talent tree respecs,,1149,-1,-1,0,130,0,0,1,1,136243,121905,0
Gold spent on talent tree respecs,Gold spent on talent tree respecs,,1150,-1,-1,0,140,0,0,1,14,136243,124912,0
"In Alterac Valley, kill 50 enemy players in the Hall of the Stormpike.",Loyal Defender,,1151,30,1,0,14801,0,10,0,6,236368,123060,0
Defend 3 bases in a single Arathi Basin battle.,Overly Defensive,,1153,-1,-1,0,14802,0,10,0,6,236346,123083,0
Win a duel against another player.,Duel-icious,,1157,-1,-1,0,95,0,10,0,10,132148,124409,0
Earn a 2200 personal rating in the 2v2 bracket of the arena at level 80.,Just the Two of Us: 2200,,1159,-1,-1,401,165,0,10,0,9,236329,140622,0
Earn a 2200 personal rating in the 3v3 bracket of the arena at level 80.,Three's Company: 2200,,1160,-1,-1,405,165,0,10,0,13,236336,140630,0
Earn a 2200 personal rating in the 5v5 bracket of the arena at level 80.,High Five: 2200,,1161,-1,-1,404,165,0,10,0,17,236343,140638,0
Win ten ranked matches in a row with a rating above 1800 at level 80.,Hotter Streak,,1162,-1,-1,0,165,0,10,0,19,135805,125765,0
Win Alterac Valley while your team controls both mines.,Everything Counts,,1164,30,0,0,14801,0,10,0,8,236389,121777,0
"Equip Haris Pilton's ""Gigantique"" Bag.","My Storage is ""Gigantique""",,1165,-1,-1,0,92,0,10,0,35,133660,126788,0
Loot the Autographed Picture of Tigule in Alterac Valley.,To the Looter Go the Spoils,,1166,30,-1,0,14801,0,10,0,18,134946,126123,0
Complete the Alterac Valley achievements listed below.,Master of Alterac Valley,,1167,-1,1,0,14801,0,25,0,19,133308,121205,0
Complete the Alterac Valley achievements listed below.,Master of Alterac Valley,,1168,-1,0,0,14801,0,25,0,20,133308,125405,0
Complete the Arathi Basin achievements listed below.,Master of Arathi Basin,,1169,-1,1,0,14802,0,25,0,16,133282,126080,0
Complete the Arathi Basin achievements listed below.,Master of Arathi Basin,,1170,-1,0,0,14802,0,25,0,17,133282,127816,0
Complete the Eye of the Storm achievements listed below.,Master of Eye of the Storm,,1171,-1,-1,0,14803,0,25,0,13,136032,125237,0
Complete the Warsong Gulch achievements listed below.,Master of Warsong Gulch,,1172,-1,1,0,14804,0,25,0,19,134420,124812,0
Complete the Warsong Gulch achievements listed below.,Master of Warsong Gulch,,1173,-1,0,0,14804,0,25,0,20,134420,124824,0
Complete the arena achievements listed below.,The Arena Master,Title Reward: Arena Master,1174,-1,-1,0,165,0,50,0,25,236541,124836,0
Complete the battleground achievements listed below.,Battlemaster,Title Reward: Battlemaster,1175,-1,0,0,95,0,50,0,44,236626,124845,0
Loot 100 gold.,Got My Mind On My Money,,1176,-1,-1,0,92,0,10,0,12,133789,121891,0
"Loot 1,000 gold.",Got My Mind On My Money,,1177,-1,-1,1176,92,0,10,0,13,133787,132302,0
"Loot 5,000 gold.",Got My Mind On My Money,,1178,-1,-1,1177,92,0,10,0,14,133786,125259,0
"Loot 10,000 gold.",Got My Mind On My Money,,1180,-1,-1,1178,92,0,10,0,15,133785,121941,0
"Loot 25,000 gold.",Got My Mind On My Money,,1181,-1,-1,1180,92,0,10,0,16,133784,127125,0
"Make 10,000 gold from quest rewards.",The Bread Winner,,1182,-1,-1,0,96,0,10,0,17,133799,121893,0
Sample 12 beers featured in the Brew of the Month club.,Brew of the Year,,1183,-1,-1,0,162,0,10,0,6,133201,121961,0
Drink the Brewfest beers listed below.,Strange Brew,,1184,-1,1,0,162,0,10,0,1,132795,124176,0
Eat 8 of the Brewfest foods listed below.,The Brewfest Diet,,1185,-1,-1,0,162,0,10,0,4,133196,125447,0
"Defend the Brewfest camp from the Dark Iron attack and complete the quest, ""This One Time, When I Was Drunk...""",Down With The Dark Iron,,1186,-1,-1,0,162,1,10,0,9,134575,126175,0
Obtain the keys listed below.,The Keymaster,,1187,-1,-1,0,92,0,10,0,36,134247,125715,0
Shoot 10 players with the Silver Shafted Arrow.,Shafted!,,1188,-1,-1,0,187,0,10,0,15,132382,123914,0
Complete 80 quests in Hellfire Peninsula.,To Hellfire and Back,,1189,-1,1,0,14862,0,10,0,2,236778,126806,0
Complete 54 quests in Zangarmarsh.,Mysteries of the Marsh,,1190,-1,-1,0,14862,0,10,0,4,236855,127520,0
Complete 63 quests in Terokkar Forest.,Terror of Terokkar,,1191,-1,1,0,14862,0,10,0,5,236847,124186,0
Complete 75 quests in Nagrand.,Nagrand Slam,,1192,-1,1,0,14862,0,10,0,7,236810,124188,0
Complete 86 quests in Blade's Edge Mountains.,On the Blade's Edge,,1193,-1,-1,0,14862,0,10,0,9,236719,123235,0
Complete 120 quests in Netherstorm.,Into the Nether,,1194,-1,-1,0,14862,0,10,0,10,236811,124190,0
Complete 90 quests in Shadowmoon Valley.,Shadow of the Betrayer,,1195,-1,-1,0,14862,0,10,0,11,236816,121804,0
Total kills,Total kills,,1197,-1,-1,0,128,0,0,9,1,136243,124192,0
Total kills that grant experience or honor,Total kills that grant experience or honor,,1198,-1,-1,0,128,0,0,9,2,136243,121801,0
Professions learned,Professions learned,,1199,-1,-1,0,132,0,0,33,1,136243,124195,0
Secondary skills at maximum skill,Secondary skills at maximum skill,,1200,-1,-1,0,132,0,0,33,3,136243,126945,0
Professions at maximum skill,Professions at maximum skill,,1201,-1,-1,0,132,0,0,33,2,136243,124395,0
Weapon skills at maximum skill,Weapon skills at maximum skill,,1202,-1,-1,0,132,0,0,33,4,136243,121784,0
Drink the Brewfest beers listed below.,Strange Brew,,1203,-1,0,0,162,0,10,0,2,132795,125767,0
Gained exalted status with The Scryers and The Aldor.,Hero of Shattrath,,1205,-1,-1,0,81,0,0,0,113,135760,123314,0
Show the critters of Azeroth how much you /love them.,To All The Squirrels I've Loved Before,,1206,-1,-1,0,92,0,10,0,37,237182,123988,0
Catch a fish in each of the specific nodes listed below.,Outland Angler,,1225,530,-1,0,171,0,10,0,17,236576,123228,0
Revived by druids,Revived by druids,,1229,-1,-1,0,127,0,0,9,3,136243,123660,0
Keristrasza kills (The Nexus),Keristrasza kills (The Nexus),,1231,576,-1,0,14823,0,5,1,3,135840,126128,0
Anub'arak kills (Azjol-Nerub),Anub'arak kills (Azjol-Nerub),,1232,601,-1,0,14823,0,5,1,5,135442,128932,0
Herald Volazj kills (Ahn'kahet: The Old Kingdom),Herald Volazj kills (Ahn'kahet: The Old Kingdom),,1233,619,-1,0,14823,0,5,1,7,134321,125894,0
The Prophet Tharon'ja kills (Drak'Tharon Keep),The Prophet Tharon'ja kills (Drak'Tharon Keep),,1234,600,-1,0,14823,0,5,1,9,135198,124478,0
Cyanigosa kills (The Violet Hold),Cyanigosa kills (The Violet Hold),,1235,608,-1,0,14823,0,5,1,11,135440,128911,0
Gal'darah kills (Gundrak),Gal'darah kills (Gundrak),,1236,604,-1,0,14823,0,5,1,13,135004,124482,0
Sjonnir the Ironshaper kills (Halls of Stone),Sjonnir the Ironshaper kills (Halls of Stone),,1237,599,-1,0,14823,0,5,1,15,134448,132085,0
Loken kills (Halls of Lightning),Loken kills (Halls of Lightning),,1238,602,-1,0,14823,0,5,1,17,135990,125023,0
Ley-Guardian Eregos kills (The Oculus),Ley-Guardian Eregos kills (The Oculus),,1239,578,-1,0,14823,0,5,1,19,135834,129740,0
King Ymiron kills (Utgarde Pinnacle),King Ymiron kills (Utgarde Pinnacle),,1240,575,-1,0,14823,0,5,1,21,133560,126192,0
Mal'Ganis defeated (Caverns of Time: Stratholme),Mal'Ganis defeated (Caverns of Time: Stratholme),,1241,595,-1,0,14823,0,5,1,23,136002,124484,0
Ingvar the Plunderer kills (Utgarde Keep),Ingvar the Plunderer kills (Utgarde Keep),,1242,574,-1,0,14823,0,5,1,1,133112,126628,0
Learn the ability to find fish.,Fish Don't Leave Footprints,,1243,-1,-1,0,171,0,10,0,20,236572,125156,0
Read the books listed below.,Well Read,,1244,-1,-1,0,92,0,10,0,41,133736,126516,0
