ID,EffectAura,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectBasePointsF,ScalingClass,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
369541,0,0,0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,269892,0,16,0,0,0,0,0,47,0,243265
369721,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1345,0,0,0,0,0,0,0,1,0,243366
369722,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1346,0,0,0,0,0,0,0,1,0,243367
369822,3,2,0,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0.10256409645,0,1,41.52628326416,0,0,0,0,0,0,0,0,0,1,0,239326
370118,0,16,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.02967359126,0,1,377.27545166016,0,0,0,0,144,0,0,0,0,87,8,243527
370221,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,46734,0,0,0,0,0,0,0,1,0,243588
370465,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1347,0,0,0,0,0,0,0,1,0,243721
370926,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,447.80474853516,0,0,0,0,8,0,0,0,0,87,16,244006
370981,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,12,0,0,0,0,18,8,244039
371263,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1352,0,0,0,0,0,0,0,0,0,244210
371264,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1353,0,0,0,0,0,0,0,0,0,244211
371265,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1348,0,0,0,0,0,0,0,0,0,244212
371266,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1349,0,0,0,0,0,0,0,0,0,244213
371267,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1400,0,0,0,0,0,0,0,0,0,244214
371268,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1401,0,0,0,0,0,0,0,0,0,244215
371269,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1358,0,0,0,0,0,0,0,0,0,244216
371270,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1359,0,0,0,0,0,0,0,0,0,244217
371271,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1354,0,0,0,0,0,0,0,0,0,244218
371272,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1355,0,0,0,0,0,0,0,0,0,244219
371273,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1402,0,0,0,0,0,0,0,0,0,244220
371274,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1403,0,0,0,0,0,0,0,0,0,244221
371275,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1380,0,0,0,0,0,0,0,0,0,244222
371276,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1381,0,0,0,0,0,0,0,0,0,244223
371277,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1360,0,0,0,0,0,0,0,0,0,244224
371278,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1361,0,0,0,0,0,0,0,0,0,244225
371279,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1404,0,0,0,0,0,0,0,0,0,244226
371280,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1405,0,0,0,0,0,0,0,0,0,244227
371281,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1382,0,0,0,0,0,0,0,0,0,244228
371282,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1383,0,0,0,0,0,0,0,0,0,244229
371283,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,244230
371284,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1363,0,0,0,0,0,0,0,0,0,244231
371285,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1406,0,0,0,0,0,0,0,0,0,244232
371286,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1407,0,0,0,0,0,0,0,0,0,244233
371287,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1384,0,0,0,0,0,0,0,0,0,244234
371288,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1385,0,0,0,0,0,0,0,0,0,244235
371289,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1364,0,0,0,0,0,0,0,0,0,244236
371290,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1365,0,0,0,0,0,0,0,0,0,244237
371291,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1408,0,0,0,0,0,0,0,0,0,244238
371292,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1409,0,0,0,0,0,0,0,0,0,244239
371293,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1386,0,0,0,0,0,0,0,0,0,244240
371294,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1387,0,0,0,0,0,0,0,0,0,244241
371295,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1366,0,0,0,0,0,0,0,0,0,244242
371296,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1367,0,0,0,0,0,0,0,0,0,244243
371297,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1410,0,0,0,0,0,0,0,0,0,244244
371298,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1411,0,0,0,0,0,0,0,0,0,244245
371299,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1388,0,0,0,0,0,0,0,0,0,244246
371300,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1389,0,0,0,0,0,0,0,0,0,244247
371301,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1368,0,0,0,0,0,0,0,0,0,244248
371302,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1369,0,0,0,0,0,0,0,0,0,244249
371303,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1412,0,0,0,0,0,0,0,0,0,244250
371304,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1413,0,0,0,0,0,0,0,0,0,244251
371305,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1390,0,0,0,0,0,0,0,0,0,244252
371306,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1391,0,0,0,0,0,0,0,0,0,244253
371307,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1370,0,0,0,0,0,0,0,0,0,244254
371308,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1371,0,0,0,0,0,0,0,0,0,244255
371309,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1414,0,0,0,0,0,0,0,0,0,244256
371310,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1415,0,0,0,0,0,0,0,0,0,244257
371311,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1372,0,0,0,0,0,0,0,0,0,244258
371312,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1373,0,0,0,0,0,0,0,0,0,244259
371313,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1392,0,0,0,0,0,0,0,0,0,244260
371314,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1393,0,0,0,0,0,0,0,0,0,244261
371315,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1416,0,0,0,0,0,0,0,0,0,244262
371316,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1417,0,0,0,0,0,0,0,0,0,244263
371317,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1394,0,0,0,0,0,0,0,0,0,244264
371318,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1395,0,0,0,0,0,0,0,0,0,244265
371319,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1374,0,0,0,0,0,0,0,0,0,244266
371320,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1375,0,0,0,0,0,0,0,0,0,244267
371321,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1418,0,0,0,0,0,0,0,0,0,244268
371322,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1419,0,0,0,0,0,0,0,0,0,244269
371323,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1396,0,0,0,0,0,0,0,0,0,244270
371324,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1397,0,0,0,0,0,0,0,0,0,244271
371325,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1376,0,0,0,0,0,0,0,0,0,244272
371326,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1377,0,0,0,0,0,0,0,0,0,244273
371327,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1420,0,0,0,0,0,0,0,0,0,244274
371328,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1421,0,0,0,0,0,0,0,0,0,244275
371329,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1378,0,0,0,0,0,0,0,0,0,244276
371330,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1399,0,0,0,0,0,0,0,0,0,244277
371331,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1398,0,0,0,0,0,0,0,0,0,244278
371332,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1379,0,0,0,0,0,0,0,0,0,244279
371333,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1422,0,0,0,0,0,0,0,0,0,244280
371334,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1423,0,0,0,0,0,0,0,0,0,244281
371467,0,0,0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10616,0,0,0,0,0,0,0,1,0,244385
371551,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,447.80474853516,0,0,0,0,32,0,0,0,0,87,16,244449
371555,0,0,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,58316,0,0,0,0,0,0,0,1,0,244452
371581,0,0,5,154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,0,1,0,244467
371589,0,0,5,154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,0,1,0,244468
371597,0,0,5,154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,0,1,0,244469
371605,0,0,5,154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,0,1,0,244470
371676,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,41.42193603516,0,0,0,0,88,0,0,0,0,18,16,235120
371754,430,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1716,0,0,0,0,0,0,0,1,0,244534
371817,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5116,0,0,0,0,0,0,0,1,0,244569
371839,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.29999995232,447.80474853516,0,0,0,0,14,0,0,0,0,63,16,244583
372207,0,0,1,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,122116,0,0,0,0,0,0,0,1,0,243710
372296,0,14,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,288.83404541016,0,0,0,0,0,0,0,0,0,6,0,239216
372722,0,23,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,39.10594558716,0,0,0,0,0,0,0,0,0,6,0,244750
372744,395,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10716,0,0,0,0,0,0,0,1,0,245104
372893,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,245188,0,1,0,0,0,1,0,0,0,0,16,16,0,0,0,0,53,91,245189
373054,0,16,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.29999995232,783.65826416016,0,0,0,0,14,0,0,0,0,63,16,244583
373055,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.29999995232,447.80474853516,0,0,0,0,14,0,0,0,0,63,16,244583
373058,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,123086,64,16,0,0,0,0,0,78,0,245281
373161,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,671.70709228516,0,0,0,0,88,0,0,0,0,6,129,238502
373162,0,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,447.80474853516,0,0,0,0,88,0,0,0,0,6,129,238502
373269,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,259128,0,0,0,27,16,0,0,0,0,73,138,245384
373402,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,0,245466
373533,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05112782121,0,1,37.2237701416,0,0,0,0,22,0,0,0,0,22,15,244318
373825,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1.14999997616,447.80474853516,0,0,0,0,0,0,0,0,0,1,0,245634
373827,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1.14999997616,447.80474853516,0,0,0,0,0,0,0,0,0,1,0,245634
373896,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1450,0,0,0,0,0,0,0,0,0,245680
373899,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1449,0,0,0,0,0,0,0,0,0,245683
373900,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1448,0,0,0,0,0,0,0,0,0,245684
373901,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1447,0,0,0,0,0,0,0,0,0,245685
374039,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1451,0,0,0,0,0,0,0,1,0,245755
374086,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,447.80474853516,0,0,0,0,32,0,0,0,0,87,16,245772
374218,0,0,0,144,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,0,400,0,0,16,0,0,0,0,1,47,245856
374251,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47703,0,0,0,0,0,0,0,1,0,245876
374324,3,0,0,6,0,0,250,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,447.80474853516,0,0,0,0,0,0,0,0,0,6,0,245921
374337,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47698,0,0,0,0,0,0,0,1,0,245931
374774,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,16,0,0,0,0,106,86,246184
374812,3,16,1,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,41.42193603516,0,0,0,0,0,0,0,0,0,6,0,246208
374838,0,0,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,16,0,0,0,0,0,0,0,1,0,246224
374855,0,0,0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8966,0,0,16,0,0,0,0,62,78,246238
375016,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15000000596,0,1,447.80474853516,0,0,0,0,14,0,0,0,0,63,16,241216
375188,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,559.75592041016,0,0,0,0,29,0,0,0,0,22,15,246366
375196,3,15,0,6,0,0,250,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,447.80474853516,0,0,0,0,0,0,0,0,0,6,0,245921
375421,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,447.80474853516,0,0,0,0,0,0,0,0,0,6,0,246505
375547,0,16,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1019462496,0,1,603.97662353516,0,0,0,0,32,0,0,0,0,87,16,244449
375550,0,17,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1057934463,0,1,22.22230911255,0,0,0,0,88,0,0,0,0,87,16,244449
375595,0,17,0,2,0,0,0,0,1,0,0,22,0,0,0,0,0,1,0,0.01511335,0,1,22.22230911255,0,0,0,0,41,0,0,0,0,22,7,245632
375733,0,0,0,213,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,63,86,246673
375905,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47794,0,0,0,0,0,0,0,1,0,246787
376099,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47840,0,0,0,0,0,0,0,1,0,246910
376107,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,559.75592041016,0,0,0,0,0,0,0,0,0,1,0,246916
376121,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,559.75592041016,0,0,0,0,0,0,0,0,0,1,0,246927
376124,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05000000075,0,1,559.75592041016,0,0,0,0,0,0,0,0,0,1,0,246930
376206,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5316,0,0,0,0,0,0,0,18,0,246987
376274,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47826,0,0,0,0,0,0,0,1,0,247027
376314,0,0,0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10919,0,16,0,0,0,0,0,47,0,247048
376363,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47837,0,0,0,0,0,0,0,1,0,247077
376418,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,16,0,0,0,0,78,0,247106
376419,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,16,0,0,0,0,81,0,247106
376431,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47841,0,0,0,0,0,0,0,1,0,247115
376443,0,16,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1019462496,0,1,603.97662353516,0,0,0,0,32,0,0,0,0,87,16,245772
376495,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47956,0,0,0,0,0,0,0,1,0,247129
376520,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47849,0,0,0,0,0,0,0,1,0,247139
376521,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47850,0,0,0,0,0,0,0,1,0,247140
376533,437,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,247149
376562,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47852,0,0,0,0,0,0,0,1,0,247169
376574,0,0,14,154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,0,1,0,247129
376593,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47954,0,0,0,0,0,0,0,1,0,247191
376627,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47863,0,0,0,0,0,0,0,1,0,247202
376631,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47866,0,0,0,0,0,0,0,1,0,247204
376643,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47954,0,0,0,0,0,0,0,1,0,247212
376682,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47956,0,0,0,0,0,0,0,1,0,247227
376759,3,0,0,6,0,0,1500,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,245.29664611816,0,0,0,0,0,0,0,0,0,1,0,247270
376859,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47881,0,0,0,0,0,0,0,1,0,247337
376911,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,247386,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,53,86,247381
377070,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47887,0,0,0,0,0,0,0,1,0,247476
377098,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377099,0,0,1,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377100,0,0,2,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377101,0,0,3,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377102,0,0,4,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377103,0,0,5,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377104,0,0,6,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377105,0,0,7,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377106,0,0,8,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377107,0,0,9,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
377108,0,0,10,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,124601,3468,16,0,0,0,0,0,142,0,247482
463889,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.40000000596,0,1,245.29664611816,0,0,0,0,13,0,0,0,0,87,16,247548
464023,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1457,0,0,0,0,0,0,0,1,0,247627
464024,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1459,0,0,0,0,0,0,0,1,0,247628
464025,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1458,0,0,0,0,0,0,0,1,0,247629
464026,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1456,0,0,0,0,0,0,0,1,0,247630
464217,293,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,916,0,0,0,0,0,0,0,1,0,247741
464542,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47954,0,0,0,0,0,0,0,1,0,247933
464545,11,0,1,6,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,1,200,0,0,0,0,0,0,0,0,0,6,0,247956
464560,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47956,0,0,0,0,0,0,0,1,0,247936
464577,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47957,0,0,0,0,0,0,0,1,0,247978
