Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Explore Silithus, revealing the covered areas of the world map.","Explore Silithus",,856,-1,-1,0,14778,0,10,0,20,236829,125171,0
"Explore Winterspring, revealing the covered areas of the world map.","Explore Winterspring",,857,-1,-1,0,14778,0,10,0,21,236854,121728,0
"Explore Ghostlands, revealing the covered areas of the world map.","Explore Ghostlands",,858,-1,-1,0,14777,0,10,0,9,236765,125284,0
"Explore Eversong Woods, revealing the covered areas of the world map.","Explore Eversong Woods",,859,-1,-1,0,14777,0,10,0,4,236762,125516,0
"Explore Azuremyst Isle, revealing the covered areas of the world map.","Explore Azuremyst Isle",,860,-1,-1,0,14778,0,10,0,4,236715,127470,0
"Explore Bloodmyst Isle, revealing the covered areas of the world map.","Explore Bloodmyst Isle",,861,-1,-1,0,14778,0,10,0,8,236721,124936,0
"Explore  Hellfire Peninsula, revealing the covered areas of the world map.","Explore Hellfire Peninsula",,862,-1,-1,0,14779,0,10,0,1,236778,126662,0
"Explore Zangarmarsh, revealing the covered areas of the world map.","Explore Zangarmarsh",,863,-1,-1,0,14779,0,10,0,2,236855,122943,0
"Explore Shadowmoon Valley, revealing the covered areas of the world map.","Explore Shadowmoon Valley",,864,-1,-1,0,14779,0,10,0,7,236816,127306,0
"Explore Blade's Edge Mountains, revealing the covered areas of the world map.","Explore Blade's Edge Mountains",,865,-1,-1,0,14779,0,10,0,5,236719,124055,0
"Explore Nagrand, revealing the covered areas of the world map.","Explore Nagrand",,866,-1,-1,0,14779,0,10,0,4,236810,127286,0
"Explore Terokkar Forest, revealing the covered areas of the world map.","Explore Terokkar Forest",,867,-1,-1,0,14779,0,10,0,3,236847,125465,0
"Explore Isle of Quel'Danas, revealing the covered areas of the world map.","Explore Isle of Quel'Danas",,868,-1,-1,0,14777,1,10,0,25,236806,125458,0
"Get 50000 honorable kills.","50000 Honorable Kills",,869,-1,-1,239,95,0,10,135168,12,236660,122962,0
"Honor the flames of Outland.","Flame Warden of Outland",,1024,530,1,0,161,0,10,0,8,135265,122927,0
"Get 100000 honorable kills.","100000 Honorable Kills","Title Reward: Of the Horde or Of the Alliance",870,-1,-1,869,95,0,10,143360,13,236661,128708,0
"Obtain the Bloodsail Admiral's Hat... and try to get some fresh air every now and then.","Avast Ye, Admiral!","Title: Bloodsail Admiral",871,-1,-1,0,81,0,0,0,149,133168,126652,0
"Return 5 flags in a single Warsong Gulch battle.","Frenzied Defender",,872,489,-1,0,14804,0,10,0,5,236372,126332,0
"Win Alterac Valley without losing a tower or captain. You must also control all of the Alliance's towers.","Frostwolf Perfection",,873,30,0,0,14801,0,20,0,12,133285,125883,0
"Win 200 ranked arena matches.","Vengefully Dedicated",,875,-1,-1,398,165,0,10,0,3,236535,122178,0
"Win 300 ranked arena matches.","Brutally Dedicated","Reward: Tabard of Brute Force",876,-1,-1,875,165,0,10,0,4,236536,127716,0
"Bake a Delicious Chocolate Cake.","The Cake Is Not A Lie",,877,-1,-1,0,170,0,10,0,7,133783,121530,0
"Catch one of the rare fish in the list below.","One That Didn't Get Away",,878,-1,-1,0,171,1,10,0,12,133921,123683,0
"Owner of one of the original epic mounts that are no longer attainable.","Old School Ride",,879,-1,-1,0,81,1,0,131072,150,132248,125208,0
"Obtain the Swift Zulian Tiger from High Priest Thekal in Zul'Gurub.","Swift Zulian Tiger",,880,-1,-1,0,81,1,0,131072,153,132242,127801,0
"Obtain the Swift Razzashi Raptor from Bloodlord Mandokir in Zul'Gurub.","Swift Razzashi Raptor",,881,-1,-1,0,81,1,0,131072,154,132253,122964,0
"Obtain the Fiery Warhorse's Reins from Attumen the Huntsman in Karazhan.","Fiery Warhorse's Reins",,882,-1,-1,0,81,1,0,131072,155,132238,123694,0
"Obtain the Reins of the Raven Lord from Anzu in Sethekk Halls.","Reins of the Raven Lord",,883,-1,-1,0,81,1,0,131072,156,132372,125304,0
"Obtain the Swift White Hawkstrider from Kael'thas Sunstrider in Magister's Terrace.","Swift White Hawkstrider",,884,-1,-1,0,81,1,0,131072,157,132235,122966,0
"Obtain the Ashes of Al'ar from Kael'thas Sunstrider in Tempest Keep.","Ashes of Al'ar",,885,-1,-1,0,81,1,0,131072,158,134468,127796,0
"Obtain the Swift Nether Drake from Arena Season 1 of The Burning Crusade.","Swift Nether Drake",,886,-1,-1,0,81,1,0,131072,164,132249,127803,0
"Obtain the Merciless Nether Drake from Arena Season 2 of The Burning Crusade.","Merciless Nether Drake",,887,-1,-1,0,81,1,0,131072,165,132249,123697,0
"Obtain the Vengeful Nether Drake from Arena Season 3 of The Burning Crusade.","Vengeful Nether Drake",,888,-1,-1,0,81,1,0,131072,166,132249,125542,0
"Learn the journeyman riding skill.","Fast and Furious",,889,-1,-1,891,92,0,10,0,19,132225,123700,0
"Learn the expert riding skill.","Into The Wild Blue Yonder",,890,-1,-1,889,92,0,10,0,20,132239,123908,0
"Learn the apprentice riding skill.","Giddy Up!",,891,-1,-1,0,92,1,10,0,18,132261,123652,0
"Learn the artisan riding skill.","The Right Stuff",,892,-1,-1,890,92,0,10,0,21,132268,123910,0
"Obtain the Cenarion War Hippogryph from the Cenarion Expedition in Zangarmarsh.","Cenarion War Hippogryph",,893,-1,-1,0,14865,1,10,131072,3,132265,131967,0
"Earn exalted status within the Sha'tari Skyguard.","Flying High Over Skettis",,894,-1,-1,0,14865,0,10,0,4,132191,129049,0
"Earn exalted status within Ogri'la.","A Quest a Day Keeps the Ogres at Bay",,896,-1,-1,0,14865,0,10,0,5,133594,123654,0
"Earn exalted status with the Shattered Sun Offensive.","You're So Offensive",,897,-1,-1,0,14865,0,10,0,6,134993,124459,0
"Earn exalted status with Netherwing.","On Wings of Nether",,898,-1,-1,0,14865,0,10,0,7,132250,123309,0
"Earn exalted status with the Kurenai.","Oh My, Kurenai",,899,-1,1,0,14865,0,15,0,8,134060,125126,0
"Earn exalted status with Sporeggar.","The Czar of Sporeggar",,900,-1,-1,0,14865,0,15,0,11,134532,125545,0
"Earn exalted status with The Mag'har.","Mag'har of Draenor",,901,-1,0,0,14865,0,15,0,9,134060,124700,0
"Earn exalted status with The Consortium.","Chief Exalted Officer",,902,-1,-1,0,14865,0,10,0,10,132881,126168,0
"Earn exalted status with The Scryers or The Aldor.","Shattrath Divided",,903,-1,-1,0,14865,1,10,0,12,135745,123311,0
"Complete each of Old Man Barlo's 5 fishing daily quests listed below.","Old Man Barlowned",,905,-1,-1,0,171,0,10,0,16,236575,125306,0
"Complete each of The Rokk's 4 cooking daily quests listed below.","Kickin' It Up a Notch",,906,-1,-1,0,170,0,10,0,8,133778,125248,0
"Raise your reputation values in Warsong Gulch, Arathi Basin and Alterac Valley to Exalted.","The Justicar","Title Reward: Justicar",907,-1,1,0,95,0,20,0,41,134474,127466,0
"Complete 100 battlegrounds at max level.","Call to Arms!",,908,-1,1,0,95,0,10,136,42,236309,123862,0
"Complete 100 battlegrounds at max level.","Call to Arms!",,909,-1,0,0,95,0,10,136,43,236309,124867,0
"Honor the Elders which are located inside the dungeons.","Elders of the Dungeons",,910,-1,-1,0,160,0,10,0,14,135982,124702,0
"Honor the Elders which are located in Kalimdor.","Elders of Kalimdor",,911,-1,-1,0,160,0,10,0,12,135982,126058,0
"Honor the Elders which are located in Eastern Kingdoms","Elders of Eastern Kingdoms",,912,-1,-1,0,160,0,10,0,11,135982,127617,0
"Complete the Lunar Festival achievements listed below.","To Honor One's Elders","Title Reward: Elder",913,-1,-1,0,155,0,30,131072,1,236704,125435,0
"Honor the Elders which are located in the Horde capital cities.","Elders of the Horde",,914,-1,-1,0,160,0,10,0,16,135982,126164,0
"Honor the Elders which are located in the Alliance capital cities.","Elders of the Alliance",,915,-1,-1,0,160,0,10,0,15,135982,122868,0
"Total deaths in 25-player raids","Total deaths in 25-player raids",,916,-1,-1,0,125,0,0,9,5,136243,123328,0
"Total deaths in 10-player raids","Total deaths in 10-player raids",,917,-1,-1,0,125,0,0,9,4,136243,121887,0
"Total deaths in 5-player dungeons","Total deaths in 5-player dungeons",,918,-1,-1,0,125,0,0,1,2,136243,132285,0
"Gold earned from auctions","Gold earned from auctions",,919,-1,-1,0,140,0,0,1,5,136243,129051,0
"Gold from vendors","Gold from vendors",,921,-1,-1,0,140,0,0,1,10,136243,122872,0
"Mana potions consumed","Mana potions consumed",,922,-1,-1,0,145,0,0,9,7,136243,127086,0
"Elixirs consumed","Elixirs consumed",,923,-1,-1,0,145,0,0,9,10,136243,122014,0
"Most Northrend factions at Exalted","Most Northrend factions at Exalted",,924,-1,-1,0,147,0,0,33,4,136243,128200,0
"Most Outland factions at Exalted","Most Outland factions at Exalted",,925,-1,-1,0,147,0,0,33,5,136243,122874,0
"Most Horde factions at Exalted","Most Horde factions at Exalted",,926,-1,0,0,147,0,0,33,7,136243,122893,0
"Equipped epic items in item slots","Equipped epic items in item slots",,927,-1,-1,0,191,0,0,33,1,136243,123810,0
"Extra bank slots purchased","Extra bank slots purchased",,928,-1,-1,0,191,0,0,1,7,136243,122118,0
"Total factions encountered","Total factions encountered",,931,-1,-1,0,147,0,0,1,8,136243,123035,0
"Total 5-player dungeons entered","Total 5-player dungeons entered",,932,-1,-1,0,14807,0,0,1,1,136243,127328,0
"Total 10-player raids entered","Total 10-player raids entered",,933,-1,-1,0,14807,0,0,1,14,136243,123037,0
"Total 25-player raids entered","Total 25-player raids entered",,934,-1,-1,0,14807,0,0,1,15,136243,123830,0
"Complete the Elune's Blessing quest by defeating Omen.","Elune's Blessing",,937,-1,-1,0,160,0,10,0,9,237537,127650,0
"Complete all of Hemet Nesingwary quests in Northrend up to and including Post-partum Aggression.","The Snows of Northrend",,938,-1,-1,0,14863,0,10,0,17,132187,125282,0
"Complete all of Hemet Nesingwary quests in Nagrand up to and including The Ultimate Bloodsport.","Hills Like White Elekk",,939,-1,-1,0,14862,0,10,0,1,132254,128511,0
"Complete all of Hemet Nesingwary quests in Stranglethorn Vale up to and including Big Game Hunter.","The Green Hills of Stranglethorn",,940,-1,-1,0,14861,0,10,0,20,132267,126916,0
"Complete the Green Hills of Stranglethorn, Hills Like White Elekk and Snows of Northrend achievements.","Hemet Nesingwary: The Collected Quests",,941,-1,-1,0,96,0,10,131072,18,135614,122004,0
"Raise your reputation level from unfriendly to exalted with Timbermaw Hold, Sporeggar and the Kurenai.","The Diplomat","Title Reward: The Diplomat",942,-1,1,0,201,0,25,0,15,133146,124168,0
"Raise your reputation level from unfriendly to exalted with Timbermaw Hold, Sporeggar and The Mag'har.","The Diplomat","Title Reward: The Diplomat",943,-1,0,0,201,0,25,0,16,133146,123039,0
"Earn exalted status with Timbermaw Hold.","They Love Me In That Tunnel",,944,-1,-1,0,14864,0,15,0,2,236696,126101,0
"Earn exalted status with the Argent Dawn and the Argent Crusade.","The Argent Champion","Title Reward: The Argent Champion",945,-1,-1,0,201,0,25,0,17,135921,127798,0
"Earn exalted status with the Argent Dawn.","The Argent Dawn",,946,-1,-1,0,14864,0,15,0,1,133440,129053,0
"Earn exalted status with the Argent Crusade.","The Argent Crusade",,947,-1,-1,0,14866,0,15,0,1,133441,122169,0
"Earn Exalted reputation with all six Alliance factions.","Ambassador of the Alliance","Title Reward: Ambassador",948,-1,1,0,201,0,10,0,14,236592,127078,0
"Earn exalted status with The Kalu'ak.",Tuskarrmageddon,,949,-1,-1,0,14866,0,15,0,2,236697,127163,0
"Earn exalted status with the Frenzyheart Tribe.","Frenzyheart Tribe",,950,-1,-1,0,14866,0,10,0,3,132266,127522,0
"Earn exalted status with the The Oracles.","The Oracles",,951,-1,-1,0,14866,0,10,0,4,134169,122171,0
"Earn exalted status with the The Oracles and the Frenzyheart Tribe.","Mercenary of Sholazar",,952,-1,-1,0,14866,0,10,131072,5,136056,126778,0
"Earn exalted status with the Cenarion Circle and Cenarion Expedition.","Guardian of Cenarius","Title Reward: Guardian of Cenarius",953,-1,-1,0,201,0,25,0,18,132280,122180,0
"Earn exalted status with the Hydraxian Waterlords.","Hydraxian Waterlords",,955,-1,-1,0,14864,0,10,0,3,135862,121528,0
"Earn exalted status with the Brood of Nozdormu.","Brood of Nozdormu",,956,-1,-1,0,14864,0,10,0,4,134156,127165,0
"Earn exalted status with the Zandalar Tribe.","Hero of the Zandalar Tribe",,957,-1,-1,0,81,0,0,0,268,132529,123127,0
"Earn exalted status with the Ashtongue Deathsworn.","Sworn to the Deathsworn",,958,-1,-1,0,14865,0,10,0,13,236691,123129,0
"Earn exalted status with The Scale of the Sands.","The Scale of the Sands",,959,-1,-1,0,14865,0,10,0,14,132856,127167,0
"Earn exalted status with The Violet Eye.","The Violet Eye",,960,-1,-1,0,14865,0,10,0,15,135933,126808,0
"Complete the 8 daily quests for the Frenzyheart listed below.","Honorary Frenzyheart",,961,-1,-1,0,14863,0,10,0,15,236824,122217,0
"Complete the 8 daily quests for the Oracles listed below.","Savior of the Oracles",,962,-1,-1,0,14863,0,10,0,16,236827,127505,0
"Visit the Candy Buckets in Kalimdor.","Tricks and Treats of Kalimdor",,963,-1,1,0,158,0,10,0,14,236546,127524,0
"Fall 65 yards without dying.","Going Down?",,964,-1,-1,0,92,0,10,0,23,237570,122909,0
"Visit the Candy Buckets in Kalimdor.","Tricks and Treats of Kalimdor",,965,-1,0,0,158,0,10,0,20,236546,125327,0
"Visit the Candy Buckets in Eastern Kingdoms.","Tricks and Treats of Eastern Kingdoms",,966,-1,1,0,158,0,10,0,15,133983,127718,0
"Visit the Candy Buckets in Eastern Kingdoms.","Tricks and Treats of Eastern Kingdoms",,967,-1,0,0,158,0,10,0,21,133983,127127,0
"Visit the Candy Buckets in Outland.","Tricks and Treats of Outland",,968,-1,0,0,158,0,10,0,22,133985,125777,0
"Visit the Candy Buckets in Outland.","Tricks and Treats of Outland",,969,-1,1,0,158,0,10,0,16,133985,122911,0
"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.","Tricks and Treats of Azeroth",,970,-1,1,0,158,0,20,131072,19,133984,122120,0
"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.","Tricks and Treats of Azeroth",,971,-1,0,0,158,0,20,131072,25,133984,123121,0
"Receive a handful of treats from one of the Candy Buckets located in an inn.","Trick or Treat!",,972,-1,-1,0,158,0,10,0,1,133986,123125,0
"Complete 5 daily quests.","5 Daily Quests Complete",,973,-1,-1,0,96,0,10,0,9,236672,125169,0
"Complete 50 daily quests.","50 Daily Quests Complete",,974,-1,-1,973,96,0,10,0,10,236673,121930,0
"Complete 200 daily quests.","200 Daily Quests Complete",,975,-1,-1,974,96,0,10,0,11,236674,125100,0
"Complete 500 daily quests.","500 Daily Quests Complete",,976,-1,-1,975,96,0,10,0,12,236675,127326,0
"Complete 1000 daily quests.","1000 Daily Quests Complete",,977,-1,-1,976,96,0,10,0,13,236676,123405,0
"Complete 3000 quests.","3000 Quests Completed","Title Reward: The Seeker",978,-1,-1,32,96,0,50,0,8,236671,127361,0
"Obtain a Mask during Hallow's End.","The Mask Task",,979,-1,-1,0,158,1,10,0,5,133569,123407,0
"Obtain The Horseman's Reins from The Headless Horseman in the Scarlet Monastery during Hallow's End.","The Horseman's Reins",,980,-1,-1,0,81,1,0,131072,152,132501,123497,0
"Show off your sparkling smile by using a Tooth Pick.","That Sparkling Smile",,981,-1,-1,0,158,0,10,0,7,236550,121918,0
"Get an honorable, killing blow on six different races.","Know Thy Enemy",,1005,-1,0,0,95,0,10,0,18,132155,123043,0
"Kill 50 enemy players in any of your home cities.","City Defender",,1006,-1,0,0,95,0,10,136,23,236629,124785,0
"Earn exalted status with The Wyrmrest Accord.","The Wyrmrest Accord",,1007,-1,-1,0,14866,0,10,0,6,236699,126790,0
"Earn exalted status with The Kirin Tor.","The Kirin Tor",,1008,-1,-1,0,14866,0,10,0,7,236693,121555,0
"Earn exalted status with the Knights of the Ebon Blade.","Knights of the Ebon Blade",,1009,-1,-1,0,14866,0,10,0,8,236694,121321,0
"Gain exalted reputation with the Argent Crusade, Wyrmrest Accord, Kirin Tor and Knights of the Ebon Blade.","Northrend Vanguard",,1010,-1,-1,0,14866,0,20,0,9,136001,125128,0
"Gain exalted reputation with the Horde Expedition.","The Winds of the North",,1011,-1,0,0,14866,0,20,0,10,136003,127503,0
"Gain exalted reputation with the Alliance Vanguard.","The Winds of the North",,1012,-1,1,0,14866,0,20,0,11,136002,126158,0
"Raise 35 reputations to Exalted.","35 Exalted Reputations",,1014,-1,-1,518,201,0,10,131200,9,236687,165206,0
"Raise 40 reputations to Exalted.","40 Exalted Reputations","Title Reward: The Exalted",1015,-1,-1,1014,201,0,10,131200,10,236688,165309,0
"Obtain a companion pet.","Can I Keep Him?",,1017,-1,-1,0,92,0,10,131072,25,132599,22150,0
"Equip 10 unique tabards.","Ten Tabards",,1020,-1,-1,621,92,10,10,160,34,135026,123131,621
"Equip 25 unique tabards.","Twenty-Five Tabards","Reward: Tabard of the Achiever",1021,-1,-1,1020,92,25,10,160,35,132671,121557,621
"Honor the flames of Eastern Kingdoms.","Flame Warden of Eastern Kingdoms",,1022,-1,1,0,161,0,10,0,5,135265,127569,0
"Honor the flames of Kalimdor.","Flame Warden of Kalimdor",,1023,-1,1,0,161,0,10,0,6,135265,121946,0
,"Erudax kills (Grim Batol)",,5732,670,-1,0,15096,0,0,1,9,136243,19228,0
"Honor the flames of Eastern Kingdoms.","Flame Keeper of Eastern Kingdoms",,1025,-1,0,0,161,0,10,0,17,135265,125362,0
"Honor the flames of Kalimdor.","Flame Keeper of Kalimdor",,1026,-1,0,0,161,0,10,0,18,135265,123206,0
"Honor the flames of Outland.","Flame Keeper of Outland",,1027,530,0,0,161,0,10,0,20,135265,122935,0
"Desecrate the Horde's bonfires in Eastern Kingdoms.","Extinguishing Eastern Kingdoms",,1028,-1,1,0,161,0,10,0,11,135820,124258,0
"Desecrate the Horde's bonfires in Kalimdor.","Extinguishing Kalimdor",,1029,-1,1,0,161,0,10,0,12,135820,125374,0
"Desecrate the Horde's bonfires in Outland.","Extinguishing Outland",,1030,-1,1,0,161,0,10,0,14,135820,127808,0
"Desecrate the Alliance's bonfires in Eastern Kingdoms.","Extinguishing Eastern Kingdoms",,1031,-1,0,0,161,0,10,0,23,135820,124461,0
"Desecrate the Alliance's bonfires in Kalimdor.","Extinguishing Kalimdor",,1032,-1,0,0,161,0,10,0,24,135820,123295,0
"Desecrate the Alliance's bonfires in Outland.","Extinguishing Outland",,1033,-1,0,0,161,0,10,0,26,135820,124795,0
"Complete the Flame Warden achievements.","The Fires of Azeroth",,1034,-1,1,0,161,0,10,131072,9,135807,126188,0
"Complete the Extinguishing Eastern Kingdoms, Kalimdor and Outland achievements.","Desecration of the Horde",,1035,-1,1,0,161,0,10,131072,15,135820,122974,0
"Complete the Flame Keeper achievements.","The Fires of Azeroth",,1036,-1,0,0,161,0,10,131072,21,135807,123049,0
"Complete all Extinguishing achievements.","Desecration of the Alliance",,1037,-1,0,0,161,0,10,131072,27,135820,125589,0
"Complete the Midsummer achievements listed below.","The Flame Warden","Title Reward: Flame Warden",1038,-1,1,0,155,0,20,131072,7,135268,125495,0
"Complete the Midsummer achievements listed below.","The Flame Keeper","Title Reward: Flame Keeper",1039,-1,0,0,155,0,20,131072,8,135269,123321,0
"Ruin Hallow's End for the Horde and foil their attempts to wreck the Alliance celebration by completing the following quests.","Rotten Hallow",,1040,-1,1,0,158,0,10,0,8,236549,125734,0
"Ruin Hallow's End for the Alliance and foil their attempts to wreck the Horde celebration by completing the following quests.","Rotten Hallow",,1041,-1,0,0,158,0,10,0,9,236549,126125,0
"Number of hugs","Number of hugs",,1042,-1,-1,0,131,0,0,1,1,136243,122978,0
"Greed rolls made on loot","Greed rolls made on loot",,1043,-1,-1,0,191,0,0,1,8,136243,133359,0
"Need rolls made on loot","Need rolls made on loot",,1044,-1,-1,0,191,0,0,1,9,136243,122980,0
"Total cheers","Total cheers",,1045,-1,-1,0,131,0,0,1,5,136243,121330,0
"Total facepalms","Total facepalms",,1047,-1,-1,0,131,0,0,1,2,136243,122982,0
"Deaths in 2v2","Deaths in 2v2",,1057,-1,-1,0,123,0,0,1,1,136243,132316,0
"Total waves","Total waves",,1065,-1,-1,0,131,0,0,1,6,136243,123085,0
"Total times LOL'd","Total times LOL'd",,1066,-1,-1,0,131,0,0,9,4,136243,123087,0
"Total times playing world's smallest violin","Total times playing world's smallest violin",,1067,-1,-1,0,131,0,0,1,3,136243,125810,0
"Keli'dan the Breaker kills (The Blood Furnace)","Keli'dan the Breaker kills (The Blood Furnace)",,1068,542,-1,0,14822,0,5,1,1,136124,121910,0
"Nexus-Prince Shaffar kills (Mana Tombs)","Nexus-Prince Shaffar kills (Mana Tombs)",,1069,557,-1,0,14822,0,5,1,2,136039,131939,0
"Epoch Hunter kills (The Escape From Durnholde)","Epoch Hunter kills (The Escape From Durnholde)",,1070,560,-1,0,14822,0,5,1,3,134156,123093,0
"Quagmirran kills (Slave Pens)","Quagmirran kills (Slave Pens)",,1071,547,-1,0,14822,0,5,1,4,134186,123095,0
"Black Stalker kills (Underbog)","Black Stalker kills (Underbog)",,1072,546,-1,0,14822,0,5,1,5,136029,124914,0
"Exarch Maladaar kills (Auchenai Crypts)","Exarch Maladaar kills (Auchenai Crypts)",,1073,558,-1,0,14822,0,5,1,6,135188,123263,0
"Talon King Ikiss kills (Sethekk Halls)","Talon King Ikiss kills (Sethekk Halls)",,1074,556,-1,0,14822,0,5,1,7,132926,125403,0
"Murmur kills (Shadow Labyrinth)","Murmur kills (Shadow Labyrinth)",,1075,555,-1,0,14822,0,5,1,8,133534,125512,0
"Aeonus kills (Opening of the Dark Portal)","Aeonus kills (Opening of the Dark Portal)",,1076,269,-1,0,14822,0,5,1,9,134154,132289,0
"Warlord Kalithresh kills (The Steamvault)","Warlord Kalithresh kills (The Steamvault)",,1077,545,-1,0,14822,0,5,1,10,135127,126210,0
"Warchief Kargath Bladefist kills (The Shattered Halls)","Warchief Kargath Bladefist kills (The Shattered Halls)",,1078,540,-1,0,14822,0,5,1,11,132344,126121,0
"Pathaleon the Calculator kills (The Mechanar)","Pathaleon the Calculator kills (The Mechanar)",,1079,554,-1,0,14822,0,5,1,12,135480,123918,0
"Warp Splinter kills (The Botanica)","Warp Splinter kills (The Botanica)",,1080,553,-1,0,14822,0,5,1,13,135692,128214,0
"Harbinger Skyriss kills (The Arcatraz)","Harbinger Skyriss kills (The Arcatraz)",,1081,552,-1,0,14822,0,5,1,14,132776,124734,0
,"Erudax kills (Heroic Grim Batol)",,5733,670,-1,0,15096,0,0,1,10,136243,20570,0
"Kael'thas Sunstrider kills (Magister's Terrace)","Kael'thas Sunstrider kills (Magister's Terrace)",,1082,585,-1,0,14822,0,5,1,15,134373,132867,0
"Prince Malchezaar kills (Karazhan)","Prince Malchezaar kills (Karazhan)",,1083,532,-1,0,14822,0,5,1,16,135735,123982,0
"Zul'jin kills (Zul'Aman)","Zul'jin kills (Zul'Aman)",,1084,568,-1,0,14822,0,5,1,17,133095,123920,0
"Gruul kills (Gruul's Lair)","Gruul kills (Gruul's Lair)",,1085,565,-1,0,14822,0,5,1,18,135084,132645,0
"Magtheridon kills (Magtheridon's Lair)","Magtheridon kills (Magtheridon's Lair)",,1086,544,-1,0,14822,0,5,1,19,135564,125514,0
"Lady Vashj kills (Serpentshrine Cavern)","Lady Vashj kills (Serpentshrine Cavern)",,1087,548,-1,0,14822,0,5,1,20,132852,124716,0
"Kael'thas Sunstrider kills (Tempest Keep)","Kael'thas Sunstrider kills (Tempest Keep)",,1088,550,-1,0,14822,0,5,1,21,135208,128934,0
"Illidan Stormrage kills (The Black Temple)","Illidan Stormrage kills (The Black Temple)",,1089,564,-1,0,14822,0,5,1,22,135561,126212,0
"Kil'jaeden kills (Sunwell Plateau)","Kil'jaeden kills (Sunwell Plateau)",,1090,580,-1,0,14822,0,5,1,23,134993,124718,0
,"Captain Cookie kills (Deadmines)",,1091,36,-1,0,14821,0,5,9,2,133694,126214,0
,"Lord Godfrey kills (Shadowfang Keep)",,1092,33,-1,0,14821,0,5,9,5,135752,126119,0
"Scarlet Commander Mograine kills (Scarlet Monastery)","Scarlet Commander Mograine kills (Scarlet Monastery)",,1093,189,-1,0,14821,0,5,1,3,133154,123922,0
"Chief Ukorz Sandscalp kills (Zul'Farrak)","Chief Ukorz Sandscalp kills (Zul'Farrak)",,1094,209,-1,0,14821,0,5,1,7,132482,124720,0
"Emperor Dagran Thaurissan kills (Blackrock Depths)","Emperor Dagran Thaurissan kills (Blackrock Depths)",,1095,230,-1,0,14821,0,5,1,9,132839,121201,0
"General Drakkisath kills (Blackrock Spire)","General Drakkisath kills (Upper Blackrock Spire)",,1096,229,-1,0,14821,0,5,1,13,134966,128218,0
"Rivendare kills (Stratholme)","Rivendare kills (Stratholme)",,1097,329,-1,0,14821,0,5,9,6,237511,129790,0
"Onyxia kills (Onyxia's Lair)","Onyxia kills (Onyxia's Lair)",,1098,249,-1,0,14821,0,5,1,14,134153,125417,0
"Ragnaros kills (Molten Core)","Ragnaros kills (Molten Core)",,1099,409,-1,0,14821,0,5,1,10,135790,132287,0
"Nefarian kills (Blackwing Lair)","Nefarian kills (Blackwing Lair)",,1100,469,-1,0,14821,0,5,1,11,134154,131444,0
"C'Thun kills (Temple of Ahn'Qiraj)","C'Thun kills (Temple of Ahn'Qiraj)",,1101,531,-1,0,14821,0,5,1,15,133575,126160,0
"Hakkar kills (Zul'Gurub)","Hakkar kills (Zul'Gurub)",,1102,309,-1,0,14821,0,5,1,12,133798,124722,0
"Lich King 5-player dungeons completed (final boss killed)","Lich King 5-player dungeons completed (final boss killed)",,1103,-1,-1,0,14807,0,0,9,16,136243,125419,0
"Lich King 10-player raids completed (final boss killed)","Lich King 10-player raids completed (final boss killed)",,1104,-1,-1,0,14807,0,0,9,17,136243,123966,0
"Deaths in Eye of the Storm","Deaths in Eye of the Storm",,1106,-1,-1,0,124,0,0,1,4,136243,123980,0
"Deaths in 3v3","Deaths in 3v3",,1107,-1,-1,0,123,0,0,1,2,136243,124724,0
"Deaths in 5v5","Deaths in 5v5",,1108,-1,-1,0,123,0,0,1,3,136243,124726,0
"5v5 Arena Honorable Kills","5v5 Arena Honorable Kills",,1109,-1,-1,0,136,0,0,1,9,136243,123058,0
"3v3 Arena Honorable Kills","3v3 Arena Honorable Kills",,1110,-1,-1,0,136,0,0,1,8,136243,132465,0
"2v2 Arena Honorable Kills","2v2 Arena Honorable Kills",,1111,-1,-1,0,136,0,0,1,7,136243,124728,0
"Eye of the Storm Honorable Kills","Eye of the Storm Honorable Kills",,1112,-1,-1,0,136,0,0,1,13,136243,121286,0
"Alterac Valley Honorable Kills","Alterac Valley Honorable Kills",,1113,-1,-1,0,136,0,0,1,10,136243,121288,0
"Arathi Basin Honorable Kills","Arathi Basin Honorable Kills",,1114,-1,-1,0,136,0,0,1,11,136243,121742,0
"Warsong Gulch Honorable Kills","Warsong Gulch Honorable Kills",,1115,-1,-1,0,136,0,0,1,12,136243,126786,0
"Bandage used most","Bandage used most",,1125,-1,-1,0,145,0,0,17,2,136243,121744,344
"Complete the quest, ""A Thief's Reward"", by stealing the flames from your enemy's capital cities.","King of the Fire Festival",,1145,-1,-1,0,161,1,10,0,3,133076,121943,0
"Gold spent on travel","Gold spent on travel",,1146,-1,-1,0,140,0,0,1,11,136243,123079,0
"Gold spent at barber shops","Gold spent at barber shops",,1147,-1,-1,0,140,0,0,1,12,136243,125713,0
"Gold spent on postage","Gold spent on postage",,1148,-1,-1,0,140,0,0,1,13,136243,123081,0
"Talent tree respecs","Talent tree respecs",,1149,-1,-1,0,130,0,0,1,1,136243,121905,0
