ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
20659,"Unidentifiable Meat Dish",20636,1,0,16997,0,0
20660,"Violet Morel",20636,1,0,16999,0,0
20661,"Whitecrest Gumbo",20636,1,0,17000,0,0
20662,"Lavascale Fillet",20636,1,0,16972,0,0
20663,"Smoked String Cheese",20636,1,0,16991,0,0
20664,"Crocolisk Au Gratin",20636,1,0,16961,0,0
20665,"Severed Sagefish Head",20636,1,0,16987,0,0
20666,"Tender Baked Turtle",20636,1,0,16995,0,0
20667,"Pickled Guppy",20636,1,0,16979,0,0
20668,"Simmered Squid",20636,1,0,16988,0,0
20669,"Broiled Mountain Trout",20636,1,0,16958,0,0
20670,"Gilnean White",20636,1,0,16965,0,0
20671,"Mushroom Sauce Mudfish",20636,1,0,16977,0,0
20672,"Rock-Hard Biscuit",20636,1,0,16982,0,0
20673,"Lurker Lunch",20636,1,0,16975,0,0
20674,"Basilisk Liverdog",20636,1,0,16954,0,0
20675,"Delicious Sagefish Tail",20636,1,0,16962,0,0
20676,"Hearty Seafood Soup",20636,1,0,16969,0,0
20677,"Lightly Fried Lurker",20636,1,0,16974,0,0
20678,"Pine Nut Bread",20636,1,0,16980,0,0
20679,"Seasoned Crab",20636,1,0,16986,0,0
20680,"Stewed Rabbit",20636,1,0,16993,0,0
20681,"Vile Purple Fungus",20636,1,0,16998,0,0
20682,"Beer-Basted Crocolisk",20636,1,0,16955,0,0
20683,"Blackbelly Sushi",20636,1,0,16956,0,0
20684,"Blackened Surprise",20636,1,0,16957,0,0
20686,"Drink the following Cataclysm beverages.",0,0,4,0,0,0
20687,"Fungus Squeezings",20686,1,0,16946,8,0
20688,"Highland Spirits",20686,1,0,16948,0,0
20689,"Murky Water",20686,1,0,16950,1,0
20690,"Starfire Espresso",20686,1,0,16953,2,0
20691,"Darkbrew Lager",20686,1,0,17002,9,0
20692,"Greasy Whale Milk",20686,1,0,16947,4,0
20693,"Sparkling Oasis Water",20686,1,0,16952,5,0
20694,"Fresh Water",20686,1,0,16945,6,0
20695,"Highland Spring Water",20686,1,0,16949,7,0
20696,"South Island Iced Tea",20686,1,0,16951,3,0
20699,"Deaths from falling",20698,0,0,16821,0,0
20702,Zul'Drak,20701,1,0,18167,0,0
20703,"Borean Tundra",20701,1,0,18163,0,0
20704,"Sholazar Basin",20701,1,0,18164,0,0
20705,Dragonblight,20701,1,0,18165,0,0
20706,"Grizzly Hills",20701,1,0,18168,0,0
20707,"Howling Fjord",20701,1,0,18169,0,0
20708,"Storm Peaks",20701,1,0,18166,0,0
20709,"Crystalsong Forest",20701,1,0,18170,0,0
20712,"Howling Fjord",20711,1,0,18175,0,0
20713,"Borean Tundra",20711,1,0,18171,0,0
20714,Dragonblight,20711,1,0,18173,0,0
20715,"Grizzly Hills",20711,1,0,18174,0,0
20716,"Sholazar Basin",20711,1,0,18176,0,0
20717,Zul'Drak,20711,1,0,18178,0,0
20718,"Crystalsong Forest",20711,1,0,18172,0,0
20719,"Storm Peaks",20711,1,0,18177,0,0
20722,"Sholazar Basin",20721,1,0,18184,0,0
20723,"Borean Tundra",20721,1,0,18179,0,0
20724,"Grizzly Hills",20721,1,0,18182,0,0
20725,"Howling Fjord",20721,1,0,18183,0,0
20726,"Storm Peaks",20721,1,0,18185,0,0
20727,Zul'Drak,20721,1,0,18186,0,0
20728,Dragonblight,20721,1,0,18181,0,0
20729,"Crystalsong Forest",20721,1,0,18180,0,0
20732,"Sholazar Basin",20731,1,0,18192,0,0
20733,"Borean Tundra",20731,1,0,18187,0,0
20734,"Crystalsong Forest",20731,1,0,18188,0,0
20735,"Howling Fjord",20731,1,0,18191,0,0
20736,"Storm Peaks",20731,1,0,18193,0,0
20737,Zul'Drak,20731,1,0,18194,0,0
20738,"Grizzly Hills",20731,1,0,18190,0,0
20739,Dragonblight,20731,1,0,18189,0,0
20742,Deepholm,20741,1,0,18197,0,0
20743,"Twilight Highlands",20741,1,0,18195,0,0
20744,Hyjal,20741,1,0,18198,0,0
20745,Vashj'ir,20741,1,0,18199,0,0
20746,Uldum,20741,1,0,18196,0,0
20749,Hyjal,20748,1,0,18198,0,0
20750,Uldum,20748,1,0,18203,0,0
20751,Vashj'ir,20748,1,0,18199,0,0
20752,"Twilight Highlands",20748,1,0,18202,0,0
20753,Deepholm,20748,1,0,18197,0,0
20756,"Twilight Highlands",20755,1,0,18210,0,0
20757,Uldum,20755,1,0,18211,0,0
20760,,20759,1,0,18860,0,2
20764,,20763,525,0,5592,0,2
20767,"The Black Knight",20766,1,0,14401,0,2
20770,"Valiona and Theralion",20769,1,0,16278,0,2
20771,"Valiona and Theralion",20769,1,0,16279,0,2
20774,"Pick up flag while it's at the base",20773,1,0,5601,0,2
20778,"Twin Peaks flags captured",20777,0,0,14869,0,0
20781,"Complete 50,000 quests.",20780,50000,0,15475,0,1
20784,"Adventurer's Journal",20783,1,0,18649,0,0
20785,"Banner of the Fallen",20783,1,0,18650,0,0
20786,"Captured Insignia",20783,1,0,18651,0,0
20789,,20788,1,0,18245,0,2
20792,"Thunder Bluff",20791,1,0,17782,0,0
20793,Undercity,20791,1,0,17783,0,0
20794,Orgrimmar,20791,1,0,17780,0,0
20795,"Silvermoon City",20791,1,0,17781,0,0
20798,Occu'thar,20797,1,0,18093,0,2
20801,"Dragonwrath, Tarecgosa's Rest",20800,1,0,17719,0,2
20802,"Dragonwrath, Tarecgosa's Rest",20800,1,0,17851,0,2
20805,"Logged in during 7th anniversary event",20804,1,0,17804,0,2
20808,"Borean Tundra, Taunka'le Village",20807,1,0,17637,0,0
20809,"Dragonblight, Agmar's Hammer",20807,1,0,17643,0,0
20810,"Howling Fjord, Vengeance Landing",20807,1,0,17652,0,0
20811,"Dalaran, Sunreaver's Sanctuary",20807,1,0,17641,0,0
20812,"Dragonblight, Wyrmrest Temple",20807,1,0,17669,0,0
20813,"Howling Fjord, Camp Winterhoof",20807,1,0,17649,0,0
20814,"Howling Fjord, Kamagua",20807,1,0,17673,0,0
20815,"Sholazar Basin, Nesingwary Base Camp",20807,1,0,17681,0,0
20816,"Storm Peaks, Grom'arsh Crash Site",20807,1,0,17656,0,0
20817,"Howling Fjord, New Agamand",20807,1,0,17651,0,0
20818,"Borean Tundra, Unu'pe",20807,1,0,17661,0,0
20819,"Dalaran, The Underbelly",20807,1,0,17665,0,0
20820,"Dragonblight, Venomspite",20807,1,0,17645,0,0
20821,"Storm Peaks, Bouldercrag's Refuge",20807,1,0,17676,0,0
20822,"Zul'Drak, Zim'Torga",20807,1,0,17680,0,0
20823,"Storm Peaks, K3",20807,1,0,17678,0,0
20824,"Storm Peaks, Camp Tunka'lo",20807,1,0,17655,0,0
20825,"Grizzly Hills, Camp Oneqwah",20807,1,0,17647,0,0
20826,"Grizzly Hills, Conquest Hold",20807,1,0,17648,0,0
20827,"Borean Tundra, Warsong Hold",20807,1,0,17639,0,0
20828,"Dalaran, The Legerdemain Lounge",20807,1,0,17663,0,0
20829,"Borean Tundra, Bor'gorok Outpost",20807,1,0,17636,0,0
20830,"Dragonblight, Moa'ki Harbor",20807,1,0,17666,0,0
20831,"Zul'Drak, The Argent Stand",20807,1,0,17679,0,0
21208,"Death Knight",17858,1,0,19287,2,0
21609,"Peppered Puffball",15901,0,0,19450,498,2
22150,"Obtain a companion pet",0,0,4,0,0,0
22151,"Obtain a companion pet",22150,1,0,68031,0,1
22152,"Obtain 15 unique companion pets",0,0,4,0,0,0
22153,"Obtain 15 unique companion pets",22152,15,0,68031,0,1
22154,"Obtain 25 unique companion pets",0,0,4,0,0,0
22155,"Obtain 25 unique companion pets",22154,25,0,68031,0,1
22156,"Obtain 50 unique companion pets",0,0,4,0,0,0
22157,"Obtain 50 unique companion pets",22156,50,0,68031,0,1
22158,"Obtain 75 unique companion pets",0,0,4,0,0,0
22159,"Collect 75 unique pets.",22158,75,0,68031,0,1
24789,server-only,0,1,6,0,0,2
24790,"Alterac Valley Runecloth Bandage",24789,1,0,3301,0,0
24791,"Arathi Basin Mageweave Bandage",24789,1,0,3302,1,0
24792,"Arathi Basin Runecloth Bandage",24789,1,0,3303,2,0
24793,"Arathi Basin Silk Bandage",24789,1,0,3304,3,0
24794,"Defiler's Mageweave Bandage",24789,1,0,3305,4,0
24795,"Defiler's Runecloth Bandage",24789,1,0,3306,5,0
24796,"Defiler's Silk Bandage",24789,1,0,3307,6,0
24800,"Heavy Linen Bandage",24789,1,0,3311,7,0
24801,"Heavy Mageweave Bandage",24789,1,0,3312,8,0
24802,"Heavy Netherweave Bandage",24789,1,0,3313,9,0
24803,"Heavy Runecloth Bandage",24789,1,0,3314,10,0
24804,"Heavy Silk Bandage",24789,1,0,3315,11,0
24805,"Linen Bandage",24789,1,0,3316,12,0
24806,"Mageweave Bandage",24789,1,0,3317,13,0
24807,"Netherweave Bandage",24789,1,0,3318,14,0
24808,"Runecloth Bandage",24789,1,0,3319,15,0
24809,"Silk Bandage",24789,1,0,3320,16,0
24811,"Warsong Gulch Mageweave Bandage",24789,1,0,3322,17,0
24812,"Warsong Gulch Runecloth Bandage",24789,1,0,3323,18,0
24813,"Warsong Gulch Silk Bandage",24789,1,0,3324,19,0
24814,"Wool Bandage",24789,1,0,3325,20,0
24815,"Highlander's Mageweave Bandage",24789,1,0,7902,21,0
24816,"Highlander's Runecloth Bandage",24789,1,0,7903,22,0
24817,"Highlander's Silk Bandage",24789,1,0,7901,23,0
24818,"Heavy Wool Bandage",24789,1,0,7900,24,0
24819,"Triage Bandage",24789,1,0,7904,25,0
24828,"Alterac Valley Runecloth Bandage",24827,1,0,3301,0,0
24829,"Arathi Basin Mageweave Bandage",24827,1,0,3302,1,0
24830,"Arathi Basin Runecloth Bandage",24827,1,0,3303,2,0
24831,"Arathi Basin Silk Bandage",24827,1,0,3304,3,0
24832,"Defiler's Mageweave Bandage",24827,1,0,3305,4,0
24833,"Defiler's Runecloth Bandage",24827,1,0,3306,5,0
24834,"Defiler's Silk Bandage",24827,1,0,3307,6,0
24838,"Heavy Linen Bandage",24827,1,0,3311,7,0
24839,"Heavy Mageweave Bandage",24827,1,0,3312,8,0
24840,"Heavy Netherweave Bandage",24827,1,0,3313,9,0
24841,"Heavy Runecloth Bandage",24827,1,0,3314,10,0
24842,"Heavy Silk Bandage",24827,1,0,3315,11,0
24843,"Linen Bandage",24827,1,0,3316,12,0
24844,"Mageweave Bandage",24827,1,0,3317,13,0
24845,"Netherweave Bandage",24827,1,0,3318,14,0
24846,"Runecloth Bandage",24827,1,0,3319,15,0
24847,"Silk Bandage",24827,1,0,3320,16,0
24849,"Warsong Gulch Mageweave Bandage",24827,1,0,3322,17,0
24850,"Warsong Gulch Runecloth Bandage",24827,1,0,3323,18,0
24851,"Warsong Gulch Silk Bandage",24827,1,0,3324,19,0
24852,"Wool Bandage",24827,1,0,3325,20,0
24853,"Highlander's Mageweave Bandage",24827,1,0,7902,21,0
24854,"Highlander's Runecloth Bandage",24827,1,0,7903,22,0
24855,"Highlander's Silk Bandage",24827,1,0,7901,23,0
24856,"Heavy Wool Bandage",24827,1,0,7900,24,0
24857,"Triage Bandage",24827,1,0,7904,25,0
24875,"Auchenai Healing Potion",24874,0,0,4288,0,0
24877,"Bottled Nethergon Vapor",24874,0,0,4289,1,0
24878,"Crystal Healing Potion",24874,0,0,4290,2,0
24879,"Discolored Healing Potion",24874,0,0,4291,3,0
24880,"Fel Regeneration Potion",24874,0,0,4292,4,0
24881,"Greater Healing Potion",24874,0,0,4293,5,0
24882,"Healing Potion",24874,0,0,4294,6,0
24883,"Lesser Healing Potion",24874,0,0,4295,7,0
24884,"Major healing Draught",24874,0,0,4296,8,0
24885,"Major Healing Potion",24874,0,0,4297,9,0
24887,"Minor Healing Potion",24874,0,0,4299,11,0
24889,"Rulkster's Secret Sauce",24874,0,0,4301,13,0
24890,"Super Healing Potion",24874,0,0,4310,14,0
24892,"Superior Healing Draught",24874,0,0,4304,16,0
24893,"Superior Healing Potion",24874,0,0,4305,17,0
24894,"Volatile Healing Potion",24874,0,0,4306,18,0
24896,"Healing Potion Injector",24874,0,0,4309,20,0
24898,"Super Healing Potion",24874,0,0,4310,22,0
24904,"Combat Healing Potion",24874,1,0,7908,26,0
24906,"Major Combat Healing Potion",24874,1,0,5178,27,0
24907,"Major Combat Healing Potion",24874,1,0,5179,28,0
24908,"Major Combat Healing Potion",24874,1,0,5180,29,0
24909,"Major Combat Healing Potion",24874,1,0,5181,30,0
24923,"Auchenai Healing Potion",24922,0,0,4288,0,0
24925,"Bottled Nethergon Vapor",24922,0,0,4289,1,0
24926,"Crystal Healing Potion",24922,0,0,4290,2,0
24927,"Discolored Healing Potion",24922,0,0,4291,3,0
24928,"Fel Regeneration Potion",24922,0,0,4292,4,0
24929,"Greater Healing Potion",24922,0,0,4293,5,0
24930,"Healing Potion",24922,0,0,4294,6,0
24931,"Lesser Healing Potion",24922,0,0,4295,7,0
24932,"Major healing Draught",24922,0,0,4296,8,0
24933,"Major Healing Potion",24922,0,0,4297,9,0
24935,"Minor Healing Potion",24922,0,0,4299,11,0
24937,"Rulkster's Secret Sauce",24922,0,0,4301,13,0
24938,"Super Healing Potion",24922,0,0,4310,14,0
24940,"Superior Healing Draught",24922,0,0,4304,16,0
24941,"Superior Healing Potion",24922,0,0,4305,17,0
24942,"Volatile Healing Potion",24922,0,0,4306,18,0
24944,"Healing Potion Injector",24922,0,0,4309,20,0
24946,"Super Healing Potion",24922,0,0,4310,22,0
24952,"Combat Healing Potion",24922,1,0,7908,26,0
24954,"Major Combat Healing Potion",24922,1,0,5178,27,0
24955,"Major Combat Healing Potion",24922,1,0,5179,28,0
24956,"Major Combat Healing Potion",24922,1,0,5180,29,0
24957,"Major Combat Healing Potion",24922,1,0,5181,30,0
24970,"Mythical Mana Potion",3886,0,0,19155,37,0
24971,"Potion of Concentration",3886,0,0,20843,38,0
24972,"Master Mana Potion",3886,0,0,20844,39,0
24973,"Potion of Focus",3886,0,0,20845,40,0
24975,"Auchenai Mana Potion",24974,0,0,4308,0,0
24977,"Mana Potion Injector",24974,0,0,4311,1,0
24978,"Super Mana Potion",24974,0,0,4312,2,0
24979,"Bottled Nethergon Energy",24974,0,0,4313,3,0
24980,"Crystal Mana Potion",24974,0,0,4314,4,0
24984,"Fel Mana Potion",24974,0,0,4321,8,0
24985,"Greater Mana Potion",24974,0,0,4322,9,0
24986,"Lesser Mana Potion",24974,0,0,4323,10,0
24988,"Major Mana Draught",24974,0,0,4326,12,0
24989,"Superior Mana Draught",24974,0,0,4327,13,0
24990,"Major Mana Potion",24974,0,0,4328,14,0
24992,"Mana Potion",24974,0,0,4330,16,0
24993,"Minor Mana Potion",24974,0,0,4331,17,0
24994,"Rulkster's Brain Juice",24974,0,0,4332,18,0
24995,"Superior Mana Potion",24974,0,0,4333,19,0
24997,"Unstable Mana Potion",24974,0,0,4335,21,0
25000,"Major Combat Mana Potion",24974,0,0,5185,23,0
25003,"Combat Mana Potion",24974,1,0,7905,24,0
25004,"Major Combat Mana Potion",24974,0,0,5186,25,0
25005,"Major Combat Mana Potion",24974,0,0,5187,26,0
25006,"Major Combat Mana Potion",24974,0,0,5188,27,0
25017,"Auchenai Mana Potion",25016,0,0,4308,0,0
25019,"Mana Potion Injector",25016,0,0,4311,1,0
25020,"Super Mana Potion",25016,0,0,4312,2,0
25021,"Bottled Nethergon Energy",25016,0,0,4313,3,0
25022,"Crystal Mana Potion",25016,0,0,4314,4,0
25026,"Fel Mana Potion",25016,0,0,4321,8,0
25027,"Greater Mana Potion",25016,0,0,4322,9,0
25028,"Lesser Mana Potion",25016,0,0,4323,10,0
25030,"Major Mana Draught",25016,0,0,4326,12,0
25031,"Superior Mana Draught",25016,0,0,4327,13,0
25032,"Major Mana Potion",25016,0,0,4328,14,0
25034,"Mana Potion",25016,0,0,4330,16,0
25035,"Minor Mana Potion",25016,0,0,4331,17,0
25036,"Rulkster's Brain Juice",25016,0,0,4332,18,0
25037,"Superior Mana Potion",25016,0,0,4333,19,0
25039,"Unstable Mana Potion",25016,0,0,4335,21,0
25042,"Major Combat Mana Potion",25016,0,0,5185,23,0
25045,"Combat Mana Potion",25016,1,0,7905,24,0
25046,"Major Combat Mana Potion",25016,0,0,5186,25,0
25047,"Major Combat Mana Potion",25016,0,0,5187,26,0
25048,"Major Combat Mana Potion",25016,0,0,5188,27,0
25058,"Elixir of Minor Accuracy",285,0,0,20846,111,0
25059,"Ghost Elixir",285,0,0,19162,112,0
25060,"Elixir of the Naga",285,0,0,19163,113,0
25061,"Elixir of the Cobra",285,0,0,19157,114,0
25062,"Elixir of Deep Earth",285,0,0,19156,115,0
25063,"Elixir of Impossible Accuracy",285,0,0,19158,116,0
25064,"Prismatic Elixir",285,0,0,19161,117,0
25065,"Elixir of Mighty Speed",285,0,0,19160,118,0
25066,"Elixir of the Master",285,0,0,19159,119,0
25067,"Mantid Elixir",285,0,0,20847,120,0
25068,"Mad Hozen Elixir",285,0,0,20848,121,0
25069,"Elixir of Weaponry",285,0,0,20849,122,0
25070,"Elixir of the Rapids",285,0,0,20850,123,0
25071,"Elixir of Peace",285,0,0,20851,124,0
25072,"Elixir of Perfection",285,0,0,20852,125,0
25073,"Elixir of Mirrors",285,0,0,20853,126,0
25074,"Monk's Elixir",285,0,0,20854,127,0
25076,"Sheen of Zanza",25075,0,0,4337,0,0
25077,"Elixir of Deep Earth",25075,0,0,19156,1,0
25078,"Elixir of the Cobra",25075,0,0,19157,2,0
25079,"Elixir of Impossible Accuracy",25075,0,0,19158,3,0
25080,"Elixir of the Master",25075,0,0,19159,4,0
25081,"Elixir of the Mighty Speed",25075,0,0,19160,5,0
25082,"Prismatic Elixir",25075,0,0,19161,6,0
25083,"Ghost Elixir",25075,0,0,19162,7,0
25084,"Elixir of the Naga",25075,0,0,19163,8,0
25085,"Strong Troll's Blood Elixir",25075,0,0,8648,9,0
25086,"Spirit of Zanza",25075,0,0,4338,10,0
25087,"Swiftness of Zanza",25075,0,0,4339,11,0
25088,"Adept's Elixir",25075,0,0,4340,12,0
25089,"Arcane Elixir",25075,0,0,4341,13,0
25090,"Bloodberry Elixir",25075,0,0,4342,14,0
25091,"Catseye Elixir",25075,0,0,4343,15,0
25092,"Cerebral Cortex Compound",25075,0,0,4344,16,0
25093,"Earthen Elixir",25075,0,0,4345,17,0
25094,"Elixir of Agility",25075,0,0,4346,18,0
25095,"Elixir of Brute Force",25075,0,0,4347,19,0
25096,"Elixir of Camouflage",25075,0,0,4348,20,0
25097,"Elixir of Defense",25075,0,0,4349,21,0
25098,"Elixir of Demonslaying",25075,0,0,4350,22,0
25099,"Elixir of Detect Demon",25075,0,0,4351,23,0
25100,"Elixir of Detect Lesser Invisibility",25075,0,0,4352,24,0
25101,"Elixir of Detect Undead",25075,0,0,4353,25,0
25102,"Elixir of Draenic Wisdom",25075,0,0,4354,26,0
25103,"Elixir of Dream Vision",25075,0,0,4355,27,0
25104,"Elixir of Empowerment",25075,0,0,4356,28,0
25105,"Elixir of Firepower",25075,0,0,4357,29,0
25106,"Elixir of Fortitude",25075,0,0,4358,30,0
25107,"Elixir of Frost Power",25075,0,0,4359,31,0
25108,"Elixir of Giant Growth",25075,0,0,4360,32,0
25109,"Elixir of Giants",25075,0,0,4361,33,0
25110,"Elixir of Greater Agility",25075,0,0,4362,34,0
25111,"Elixir of Greater Defense",25075,0,0,4363,35,0
25112,"Elixir of Greater Firepower",25075,0,0,4364,36,0
25113,"Elixir of Greater Intellect",25075,0,0,4365,37,0
25114,"Elixir of Greater Water Breathing",25075,0,0,4366,38,0
25115,"Elixir of Healing Power",25075,0,0,4367,39,0
25116,"Elixir of Ironskin",25075,0,0,4368,40,0
25117,"Elixir of Lesser Agility",25075,0,0,4369,41,0
25118,"Elixir of Lion's Strength",25075,0,0,4370,42,0
25119,"Elixir of Major Agility",25075,0,0,4371,43,0
25120,"Elixir of Major Defense",25075,0,0,4372,44,0
25121,"Elixir of Major Firepower",25075,0,0,4373,45,0
25122,"Elixir of Major Fortitude",25075,0,0,4374,46,0
25123,"Elixir of Major Frost Power",25075,0,0,4375,47,0
25124,"Elixir of Major Mageblood",25075,0,0,4376,48,0
25125,"Elixir of Major Shadow Power",25075,0,0,4377,49,0
25126,"Elixir of Major Strength",25075,0,0,4378,50,0
25127,"Elixir of Mastery",25075,0,0,4379,51,0
25128,"Elixir of Mighty Agility",25075,0,0,4380,52,0
25129,"Elixir of Mighty Defense",25075,0,0,4381,53,0
25130,"Elixir of Mighty Fortitude",25075,0,0,4382,54,0
25131,"Elixir of Mighty Mageblood",25075,0,0,4383,55,0
25132,"Elixir of Mighty Strength",25075,0,0,4384,56,0
25133,"Elixir of Minor Agility",25075,0,0,4385,57,0
25134,"Elixir of Minor Defense",25075,0,0,4386,58,0
25135,"Elixir of Minor Fortitude",25075,0,0,4387,59,0
25136,"Elixir of Ogre's Strength",25075,0,0,4388,60,0
25137,"Elixir of Shadow Power",25075,0,0,4389,61,0
25138,"Elixir of Spirit",25075,0,0,4390,62,0
25139,"Elixir of Superior Defense",25075,0,0,4391,63,0
25140,"Elixir of Toughness",25075,0,0,4392,64,0
25141,"Elixir of Water Breathing",25075,0,0,4393,65,0
25142,"Elixir of Water Walking",25075,0,0,4394,66,0
25143,"Elixir of Wisdom",25075,0,0,4395,67,0
25144,"Elixir of the Mongoose",25075,0,0,4396,68,0
25145,"Elixir of the Sages",25075,0,0,4397,69,0
25146,"Elixir of the Searching Eye",25075,0,0,4398,70,0
25147,"Fel Strength Elixir",25075,0,0,4399,71,0
25148,"Gift of Arthas",25075,0,0,4400,72,0
25149,"Gizzard Gum",25075,0,0,4401,73,0
25150,"Greater Arcane Elixir",25075,0,0,4402,74,0
25151,"Ground Scorpok Assay",25075,0,0,4403,75,0
25152,"Lung Juice Cocktail",25075,0,0,4404,76,0
25153,R.O.I.D.S.,25075,0,0,4405,77,0
25154,"Noggenfogger Elixir",25075,0,0,4406,78,0
25155,"Onslaught Elixir",25075,0,0,4407,79,0
25156,"Elixir of Mighty Defense",25075,0,0,8062,80,0
25157,"Elixir of Mighty Thoughts",25075,0,0,8066,81,0
25158,"Crystal Ward",25075,0,0,8068,82,0
25159,"Juju Chill",25075,0,0,8070,83,0
25160,"Juju Might",25075,0,0,8072,84,0
25161,"Major Troll's Blood Elixir",25075,0,0,8074,85,0
25162,"Elixir of Deadly Strikes",25075,0,0,8032,86,0
25163,"Elixir of Accuracy",25075,0,0,8031,87,0
25164,"Murkweed Elixir",25075,0,0,8090,88,0
25165,"Zort's Protective Elixir",25075,0,0,8089,89,0
25166,"Zort's Protective Elixir",25075,0,0,8088,90,0
25167,"Drakuru's Elixir",25075,0,0,8087,91,0
25168,"Elixir of Shadows",25075,0,0,8086,92,0
25169,"Ahuurn's Elixir",25075,0,0,8085,93,0
25170,"Videre Elixir",25075,0,0,8084,94,0
25171,"Bloodkelp Elixir of Resistance",25075,0,0,8083,95,0
25172,"Bloodkelp Elixir of Dodging",25075,0,0,8082,96,0
25173,"Worg's Blood Elixir",25075,0,0,8081,97,0
25174,"Guru's Elixir",25075,0,0,8080,98,0
25175,"Spellpower Elixir",25075,0,0,8079,99,0
25176,"Wrath Elixir",25075,0,0,8078,100,0
25177,"Mighty Troll's Blood Elixir",25075,0,0,8077,101,0
25178,"Weak Troll's Blood Elixir",25075,0,0,8076,102,0
25179,"Mageblood Elixir",25075,0,0,8075,103,0
25180,"Winterfall Firewater",25075,0,0,8073,104,0
25181,"Juju Escape",25075,0,0,8071,105,0
25182,"Juju Ember",25075,0,0,8069,106,0
25183,"Crystal Force",25075,0,0,8067,107,0
25184,"Elixir of Lightning Speed",25075,0,0,8065,108,0
25185,"Elixir of Armor Piercing",25075,0,0,8064,109,0
25186,"Elixir of Expertise",25075,0,0,8063,110,0
25187,"Elixir of Minor Accuracy",25075,0,0,20846,111,0
25188,"Ghost Elixir",25075,0,0,19162,112,0
25189,"Elixir of the Naga",25075,0,0,19163,113,0
25190,"Elixir of the Cobra",25075,0,0,19157,114,0
25191,"Elixir of Deep Earth",25075,0,0,19156,115,0
25192,"Elixir of Impossible Accuracy",25075,0,0,19158,116,0
25193,"Prismatic Elixir",25075,0,0,19161,117,0
25194,"Elixir of Mighty Speed",25075,0,0,19160,118,0
25195,"Elixir of the Master",25075,0,0,19159,119,0
25196,"Mantid Elixir",25075,0,0,20847,120,0
25197,"Mad Hozen Elixir",25075,0,0,20848,121,0
25198,"Elixir of Weaponry",25075,0,0,20849,122,0
25199,"Elixir of the Rapids",25075,0,0,20850,123,0
25200,"Elixir of Peace",25075,0,0,20851,124,0
25201,"Elixir of Perfection",25075,0,0,20852,125,0
25202,"Elixir of Mirrors",25075,0,0,20853,126,0
25203,"Monk's Elixir",25075,0,0,20854,127,0
25205,"Sheen of Zanza",25204,0,0,4337,0,0
25214,"Strong Troll's Blood Elixir",25204,0,0,8648,1,0
25215,"Spirit of Zanza",25204,0,0,4338,2,0
25216,"Swiftness of Zanza",25204,0,0,4339,3,0
25217,"Adept's Elixir",25204,0,0,4340,4,0
25218,"Arcane Elixir",25204,0,0,4341,5,0
25219,"Bloodberry Elixir",25204,0,0,4342,6,0
25220,"Catseye Elixir",25204,0,0,4343,7,0
25221,"Cerebral Cortex Compound",25204,0,0,4344,8,0
25222,"Earthen Elixir",25204,0,0,4345,9,0
25223,"Elixir of Agility",25204,0,0,4346,10,0
25224,"Elixir of Brute Force",25204,0,0,4347,11,0
25225,"Elixir of Camouflage",25204,0,0,4348,12,0
25226,"Elixir of Defense",25204,0,0,4349,13,0
25227,"Elixir of Demonslaying",25204,0,0,4350,14,0
25228,"Elixir of Detect Demon",25204,0,0,4351,15,0
25229,"Elixir of Detect Lesser Invisibility",25204,0,0,4352,16,0
25230,"Elixir of Detect Undead",25204,0,0,4353,17,0
25231,"Elixir of Draenic Wisdom",25204,0,0,4354,18,0
25232,"Elixir of Dream Vision",25204,0,0,4355,19,0
25233,"Elixir of Empowerment",25204,0,0,4356,20,0
25234,"Elixir of Firepower",25204,0,0,4357,21,0
25235,"Elixir of Fortitude",25204,0,0,4358,22,0
25236,"Elixir of Frost Power",25204,0,0,4359,23,0
25237,"Elixir of Giant Growth",25204,0,0,4360,24,0
25238,"Elixir of Giants",25204,0,0,4361,25,0
25239,"Elixir of Greater Agility",25204,0,0,4362,26,0
25240,"Elixir of Greater Defense",25204,0,0,4363,27,0
25241,"Elixir of Greater Firepower",25204,0,0,4364,28,0
25242,"Elixir of Greater Intellect",25204,0,0,4365,29,0
25243,"Elixir of Greater Water Breathing",25204,0,0,4366,30,0
25244,"Elixir of Healing Power",25204,0,0,4367,31,0
25245,"Elixir of Ironskin",25204,0,0,4368,32,0
25246,"Elixir of Lesser Agility",25204,0,0,4369,33,0
25247,"Elixir of Lion's Strength",25204,0,0,4370,34,0
25248,"Elixir of Major Agility",25204,0,0,4371,35,0
25249,"Elixir of Major Defense",25204,0,0,4372,36,0
25250,"Elixir of Major Firepower",25204,0,0,4373,37,0
25251,"Elixir of Major Fortitude",25204,0,0,4374,38,0
25252,"Elixir of Major Frost Power",25204,0,0,4375,39,0
25253,"Elixir of Major Mageblood",25204,0,0,4376,40,0
25254,"Elixir of Major Shadow Power",25204,0,0,4377,41,0
25255,"Elixir of Major Strength",25204,0,0,4378,42,0
25256,"Elixir of Mastery",25204,0,0,4379,43,0
25262,"Elixir of Minor Agility",25204,0,0,4385,44,0
25263,"Elixir of Minor Defense",25204,0,0,4386,45,0
25264,"Elixir of Minor Fortitude",25204,0,0,4387,46,0
25265,"Elixir of Ogre's Strength",25204,0,0,4388,47,0
25266,"Elixir of Shadow Power",25204,0,0,4389,48,0
25268,"Elixir of Superior Defense",25204,0,0,4391,49,0
