ID,Name_lang,HordeName_lang,Duration,EffectArg[0],EffectArg[1],EffectArg[2],EffectScalingPoints[0],EffectScalingPoints[1],EffectScalingPoints[2],IconFileDataID,ItemLevelMin,ItemLevelMax,TransmogUseConditionID,TransmogCost,EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect[0],Effect[1],Effect[2],ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
2681,+$k1 Nature Resistance,,0,3,0,0,0.3,0,0,0,28,50,0,0,10,0,0,0,33,0,0,55,0,4,0,0,-1,0,0,0,25
2682,+$k1 Frost Resistance,,0,4,0,0,0.3,0,0,0,28,50,0,0,10,0,0,0,33,0,0,55,0,4,0,0,-1,0,0,0,25
2683,+$k1 Shadow Resistance,,0,5,0,0,0.3,0,0,0,28,50,0,0,10,0,0,0,33,0,0,55,0,4,0,0,-1,0,0,0,25
2684,+100 Attack Power vs Undead,,3600,28893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,0,0,0,0,0,0,50
2686,+$k1 Strength,,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,60,0,5,0,0,0,0,0,0,50
2687,+$k1 Agility,,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,60,0,5,0,0,0,0,0,0,50
2688,+$k1 Stamina,,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
2689,+$k1 Versatility,,0,40,0,0,1,0,0,0,0,0,0,0,16,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2690,+$k1 Intellect,,0,5,0,0,1,0,0,0,0,0,0,0,6,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2691,+$k1 Strength,,0,4,0,0,1,0,0,0,0,0,0,0,6,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2692,+$k1 Intellect,,0,5,0,0,1,0,0,0,0,0,0,0,7,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2693,+$k1 Agility,,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2694,+$k1 Intellect,,0,5,0,0,1,0,0,0,0,0,0,0,6,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2695,+$k1 Critical Strike,,0,32,0,0,1,0,0,0,0,0,0,0,12,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2696,+$k1 Dodge,,0,13,0,0,1,0,0,0,0,0,0,0,12,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2697,+$k1 Critical Strike,,0,32,17,0,1,0,0,0,0,0,0,0,12,6,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2698,+$k1 Stamina,,0,7,0,0,1,0,0,0,0,0,0,0,9,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2699,+$k1 Versatility,,0,40,0,0,1,0,0,0,0,0,0,0,12,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2700,+$k1 Versatility,,0,40,0,0,1,0,0,0,0,0,0,0,6,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2701,+$k1 Versatility,,0,40,0,0,1,0,0,0,0,0,0,0,12,0,0,0,32,0,0,60,0,5,0,0,-3,0,0,0,27
2702,+12 Agility (2 Red Gems),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
2703,+4 Agility per different colored gem,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2704,+$k1 Strength if 4 blue gems equipped,,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2705,+$k2 Haste and +$k1 Intellect,,0,5,36,0,0.5,0.5,0,0,0,0,0,0,3,6,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2706,+$k1 Dodge and +$k2 Stamina,,0,13,7,0,0.5,0.5,0,0,0,0,0,0,6,4,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2707,+$k2 Intellect and +$k1 Versatility,,0,40,5,0,0.5,0.5,0,0,0,0,0,0,6,3,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2708,+$k1 Intellect and +$k2 Stamina,,0,5,7,0,0.5,0.5,0,0,0,0,0,0,3,4,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2709,+$k1 Intellect and +$k2 Versatility,,0,5,40,0,0.5,0.5,0,0,0,0,0,0,3,6,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2710,+$k1 Agility and +$k2 Stamina,,0,3,7,0,0.5,0.5,0,0,0,0,0,0,3,4,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2711,+$k1 Strength and +$k2 Stamina,,0,4,7,0,0.5,0.5,0,0,0,0,0,0,3,4,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2712,Sharpened VI,,3600,0,0,0,0.245,0,0,0,26,50,0,0,3,0,0,0,33,0,0,50,0,2,0,0,-1,0,0,0,25
2713,Sharpened VII,,3600,32,0,0,0.286,0.245,0,0,30,50,0,0,4,12,0,0,33,0,0,60,0,5,2,0,-1,0,0,0,25
2714,Felsteel Spike,,0,29455,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
2715,+$k1 Spell Power and +$k2 Versatility,,0,45,40,0,0.48,0.18,0,0,30,50,0,0,16,6,0,0,33,0,0,60,0,5,5,0,-1,0,0,0,25
2716,+$k1 Stamina and +$k2 Armor,,0,7,0,0,0.48,0.3,0,0,30,50,0,0,16,100,0,0,33,0,0,60,0,5,4,0,-1,0,0,0,25
2717,+$k1 Attack Power and +$k2 Critical Strike,,0,38,32,0,0.4,0.42,0,0,30,50,0,0,13,14,0,0,33,0,0,60,0,5,5,0,-1,0,0,0,25
2718,Lesser Rune of Warding,,3600,42135,0,0,0,0,0,0,28,50,0,0,0,0,0,0,0,0,0,55,0,3,0,0,0,0,0,0,50
2719,Lesser Ward of Shielding,,3600,29674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,0,0,0,0,0,0,50
2720,Greater Ward of Shielding,,0,29701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,0,0,0,0,0,0,50
2721,+$k1 Spell Power and +$k2 Critical Strike,,0,45,32,0,0.45,0.42,0,0,30,50,0,0,15,14,0,0,33,0,0,60,0,5,5,0,-1,0,0,0,25
2722,Scope (+$k1 Damage),,0,0,0,0,0.3,0,0,0,28,50,0,0,3,0,0,0,33,0,0,55,0,2,0,0,-1,0,0,0,25
2723,Scope (+$k1 Damage),,0,0,0,0,0.36,0,0,0,28,50,0,0,4,0,0,0,33,0,0,55,0,2,0,0,-1,0,0,0,25
2724,Scope (+$k1 Critical Strike),,0,20,0,0,0.85,0,0,0,30,50,0,0,28,0,0,0,33,0,0,60,0,5,0,0,-1,0,0,0,25
2725,+$k1 Strength,,0,4,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2726,+$k1 Agility,,0,3,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2727,+$k1 Intellect,,0,5,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2728,+$k1 Intellect,,0,5,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2729,+$k1 Agility,,0,3,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2730,+$k1 Dodge,,0,13,0,0,1,0,0,0,0,0,0,0,16,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2731,+$k1 Stamina,,0,7,0,0,1,0,0,0,0,0,0,0,12,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2732,+$k1 Versatility,,0,40,0,0,1,0,0,0,0,0,0,0,16,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2733,+$k1 Versatility,,0,40,0,0,1,0,0,0,0,0,0,0,16,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2734,+$k1 Intellect,,0,5,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2735,+$k1 Critical Strike,,0,32,20,0,1,0,0,0,0,0,0,0,16,8,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2736,+$k1 Critical Strike,,0,32,0,0,1,0,0,0,0,0,0,0,16,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2737,+$k1 Dodge,,0,13,0,0,1,0,0,0,0,0,0,0,16,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2738,+$k1 Strength and +$k2 Stamina,,0,4,7,0,0.5,0.5,0,0,0,0,0,0,4,6,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2739,+$k1 Agility and +$k2 Stamina,,0,3,7,0,0.5,0.5,0,0,0,0,0,0,4,6,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2740,+$k1 Intellect and +$k2 Stamina,,0,5,7,0,0.5,0.5,0,0,0,0,0,0,5,6,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2741,+$k1 Intellect and +$k2 Versatility,,0,5,40,0,0.5,0.5,0,0,0,0,0,0,4,8,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2742,+$k1 Intellect and +$k2 Haste,,0,5,36,0,0.5,0.5,0,0,0,0,0,0,4,8,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2743,+$k1 Dodge and +$k2 Stamina,,0,13,7,0,0.5,0.5,0,0,0,0,0,0,8,6,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2744,+$k1 Intellect and +$k2 Versatility,,0,5,40,0,0.5,0.5,0,0,0,0,0,0,4,8,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2745,+$k1 Spell Power and +$k2 Stamina,,0,45,7,0,0.16,0.16,0,0,26,50,0,0,25,15,0,0,33,0,0,50,0,5,5,0,-1,0,0,0,27
2746,+$k1 Spell Power and +$k2 Stamina,,0,45,7,0,0.16,0.16,0,0,30,50,0,0,35,20,0,0,33,0,0,60,0,5,5,0,-1,0,0,0,27
2747,+$k1 Spell Power and +$k2 Stamina,,0,45,7,0,0.16,0.16,0,0,26,50,0,0,25,15,0,0,33,0,0,50,0,5,5,0,-1,0,0,0,27
2748,+$k1 Spell Power and +$k2 Stamina,,0,45,7,0,0.16,0.16,0,0,30,50,0,0,35,20,0,0,33,0,0,60,0,5,5,0,-1,0,0,0,27
2749,+$k1 Intellect,,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2750,6 mana per 5 sec.,,0,43,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2751,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2752,+$k2 Critical Strike and +$k1 Strength,,0,4,32,20,0.5,0.5,0,0,0,0,0,0,3,6,3,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2753,+$k1 Critical Strike and +$k2 Strength,,0,4,32,20,0.5,0.5,0,0,0,0,0,0,4,8,4,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2754,+$k1 Parry,,0,14,0,0,1,0,0,0,0,0,0,0,16,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2755,+$k2 Critical Strike and +$k1 Agility,,0,3,32,0,0.5,0.5,0,0,0,0,0,0,3,6,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2756,+$k1 Agility and +$k2 Critical Strike,,0,3,32,17,0.5,0.5,0,0,0,0,0,0,4,8,4,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2757,+$k2 Critical Strike and +$k1 Stamina,,0,7,32,20,0.5,0.5,0,0,0,0,0,0,4,6,3,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2758,+$k2 Critical Strike and +$k1 Stamina,,0,7,32,20,0.5,0.5,0,0,0,0,0,0,6,8,4,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2759,+$k1 Armor,,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,4,0,0,-4,0,0,0,27
2760,+$k2 Critical Strike and +$k1 Intellect,,0,32,5,0,0.5,0.5,0,0,0,0,0,0,6,3,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2761,+$k1 Intellect and +$k2 Critical Strike,,0,5,32,0,0.5,0.5,0,0,0,0,0,0,4,8,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2762,+$k1 Critical Strike and +$k2 Versatility,,0,32,40,0,0.5,0.5,0,0,0,0,0,0,6,3,0,0,32,0,0,60,0,5,5,0,-3,0,0,0,27
2763,+$k1 Critical Strike and +$k2 Versatility,,0,32,40,0,0.5,0.5,0,0,0,0,0,0,8,4,0,0,32,0,0,60,0,5,5,0,-4,0,0,0,27
2764,+$k1 Critical Strike,,0,32,17,0,1,0,0,0,0,0,0,0,16,8,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2765,+$k1 Versatility,,0,40,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,5,0,0,-4,0,0,0,27
2766,+$k1 Intellect,,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2767,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2768,+$k1 Spell Power,,0,45,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2769,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2770,+$k1 Spell Power,,0,45,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2771,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2772,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2773,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2774,+$k1 Intellect,,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2775,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2776,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2777,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2778,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2779,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2780,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2781,+$k1 Stamina,,0,7,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2782,+$k1 Agility,,0,3,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,5,0,0,-4,0,0,0,32
2783,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2784,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2785,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2786,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2787,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2788,+$k1 Armor,,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,32,0,0,60,0,4,0,0,-4,0,0,0,27
2789,+$k1 Armor,,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,32,0,0,60,0,4,0,0,-5,0,0,0,27
2790,ZZOLDLesser Rune of Warding,,120,29504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50
2791,Greater Rune of Warding,,3600,42136,0,0,0,0,0,0,30,50,0,0,0,0,0,0,0,0,0,60,0,3,0,0,0,0,0,0,50
2792,+$k1 Stamina,,0,7,0,0,0.12,0,0,0,26,50,0,0,8,0,0,0,32,0,0,50,0,5,0,0,-1,0,0,0,27
2793,+$k1 Dodge,,0,13,0,0,0.18,0,0,0,28,50,0,0,8,0,0,0,33,0,0,55,0,5,0,0,-1,0,0,0,27
2794,+$k1 Versatility,,0,40,0,0,0.18,0,0,0,28,50,0,0,8,0,0,0,33,0,0,55,0,5,0,0,-1,0,0,0,27
2795,Comfortable Insoles,,1800,32427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
2796,+$k1 Dodge,,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2797,+$k1 Dodge,,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2798,+$i Intellect (+$n/+$f),,0,32557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2799,+$i Stamina (+$n/+$f),,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2800,+$i Armor (+$n/+$f),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2801,+$k1 Armor,,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,4,0,0,-4,0,0,0,27
2827,+$k1 Critical Strike and $11818s1% Spell Reflect,,0,32,11818,0,1,0,0,0,0,0,0,0,28,0,0,0,32,0,0,60,0,5,3,0,-4,0,0,0,27
2828,Chance to Increase Spell Cast Speed,,0,32837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,60,0,3,0,0,-4,0,0,0,27
2829,+$k1 Critical Strike and Minor Run Speed Increase,,0,32,24090,0,1,0,0,0,0,0,0,0,24,0,0,0,32,0,0,60,0,5,3,0,-4,0,0,0,27
2830,+$k1 Critical Strike and Reduces Snare/Root Duration by $55378s1%,,0,32,55378,0,1,0,0,0,0,0,0,0,24,0,0,0,32,0,0,60,0,5,3,0,-4,0,0,0,27
2831,+$k1 Stamina and Stun Duration Reduced by 10%,,0,7,55358,0,1,0,0,0,0,0,0,0,18,0,0,0,32,0,0,60,0,5,3,0,-4,0,0,0,27
2832,+$k1 Intellect and 2% Reduced Threat,,0,5,32842,0,1,0,0,0,0,0,0,0,12,0,0,0,32,0,0,60,0,5,3,0,-4,0,0,0,27
2833,+$k1 Dodge and Chance to Restore Health on Hit,,0,13,32844,0,1,0,0,0,0,0,0,0,24,0,0,0,32,0,0,60,0,5,3,0,-4,0,0,0,27
2834,+$k1 Melee Damage and Chance to Stun Target,,0,0,37982,0,0.377,0,0,0,0,0,0,0,3,0,0,0,32,0,0,60,0,2,3,0,0,0,0,0,27
2835,+$k1 Intellect and Chance to restore mana on spellcast,,0,5,27521,0,1,0,0,0,0,0,0,0,12,0,0,0,32,0,0,60,0,5,3,0,-4,0,0,0,27
2836,3 mana per 5 sec.,,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2837,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2838,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2839,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2840,+$k1 Stamina,,0,7,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2841,+$k1 Stamina,,0,7,0,0,0.24,0,0,0,30,50,0,0,10,0,0,0,32,0,0,60,0,5,0,0,-1,0,0,0,25
2842,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2843,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2844,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2845,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2846,4 mana per 5 sec.,,0,43,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2847,4 mana per 5 sec.,,0,43,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2848,5 mana per 5 sec.,,0,43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2849,+7 Dodge,,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2850,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2851,+$k1 Stamina,,0,7,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2852,7 mana per 5 sec,,0,43,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2853,8 mana per 5 sec,,0,43,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2854,3 mana per 5 sec,,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2855,5 mana per 5 sec.,,0,43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2856,+$k1 Armor,,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,32,0,0,60,0,4,0,0,-4,0,0,0,27
2857,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2858,+$k1 Critical Strike,,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2859,+$k1 Armor,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,50
2860,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2861,+$k1 Dodge,,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2862,+$k1 Armor,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,50
2863,+$k1 Intellect,,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2864,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2865,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2866,+$k1 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2867,+$k1 Armor,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,50
2868,+$k1 Stamina,,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2869,+$k1 Intellect,,0,5,0,0,0.5,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,5,0,0,0,0,0,0,27
2870,+$k1 Parry,,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2871,+$k1 Dodge,,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2872,+$k1 Spell Power,,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2873,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2874,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2875,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,5,0,0,0,0,0,0,50
2876,+$k1 Dodge,,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2877,+$k1 Agility,,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2878,+$k1 Armor,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,50
2879,+$k1 Strength,,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2880,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2881,+2 Versatility,,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2882,+$k1 Stamina,,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2883,+$k1 Stamina,,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
2884,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,50
