ID,ClassID,SubclassID,Material,InventoryType,RequiredLevel,SheatheType,RandomSelect,ItemRandomSuffixGroupID,Sound_override_subclassID,ScalingStatDistributionID,IconFileDataID,ItemGroupSoundsID,ContentTuningID,MaxDurability,AmmunitionType,Field_5_5_4_67090_015,ScalingStatValue,DamageType_0,DamageType_1,DamageType_2,DamageType_3,DamageType_4,Resistances_0,Resistances_1,Resistances_2,Resistances_3,Resistances_4,Resistances_5,Resistances_6,MinDamage_0,MinDamage_1,MinDamage_2,MinDamage_3,MinDamage_4,MaxDamage_0,MaxDamage_1,MaxDamage_2,MaxDamage_3,MaxDamage_4
6745,4,1,7,16,0,0,0,0,-1,0,133765,7,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,4,0,5,11,0,1,0,0,-1,0,133356,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,4,0,5,11,0,1,0,0,-1,0,133348,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,4,1,7,16,0,0,0,0,-1,0,133763,7,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,4,2,8,8,0,0,0,0,-1,0,132537,7,0,65,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6753,12,0,0,0,0,0,0,0,-1,0,135225,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6755,15,0,1,0,0,0,0,0,-1,0,134344,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6756,1,0,8,18,0,0,0,0,-1,0,134344,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6757,4,0,5,11,0,0,0,0,-1,0,133347,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6766,12,0,0,0,25,0,0,0,-1,0,134253,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6767,12,0,0,0,0,0,0,0,-1,0,133290,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6773,4,3,5,5,0,0,0,0,-1,0,132629,10,0,115,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6774,4,0,3,23,0,7,0,0,-1,0,135465,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,12,0,0,0,12,0,0,0,-1,0,133739,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6776,12,0,0,0,20,0,0,0,-1,0,133739,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6777,12,0,0,0,0,0,0,0,-1,0,133743,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6778,12,0,0,0,0,0,0,0,-1,0,133739,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,4,1,7,6,0,0,0,0,-1,0,132513,7,0,40,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6781,0,0,0,0,0,0,0,0,-1,0,132791,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,0,0,0,0,0,0,0,0,-1,0,133277,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6784,4,2,8,10,0,0,0,0,-1,0,132938,7,0,40,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,4,0,7,20,0,0,0,0,-1,0,135016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,4,2,8,6,0,0,0,0,-1,0,132500,7,0,40,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,4,1,7,16,0,0,0,0,-1,0,133764,7,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6790,4,0,1,11,0,0,0,0,-1,0,133344,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6791,4,1,7,8,0,0,0,0,-1,0,132536,7,0,55,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6792,4,3,5,3,0,0,0,0,-1,0,135060,10,0,70,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6793,4,3,5,9,0,0,0,0,-1,0,132613,10,0,40,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,4,2,8,10,0,0,0,0,-1,0,132960,7,0,40,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6797,2,19,2,26,0,3,0,0,-1,0,135465,21,0,75,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,22,0,0,0,0
6798,2,3,1,26,0,1,0,0,-1,0,135613,8,0,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,94,0,0,0,0
6801,4,1,7,20,0,0,0,0,-1,0,132680,7,0,115,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6802,2,7,1,13,0,3,0,0,-1,0,135317,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,34,0,0,0,0
6803,4,0,3,23,0,2,0,0,-1,0,135138,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6804,2,4,2,13,0,3,0,0,-1,0,133042,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,61,0,0,0,0
6805,12,0,0,0,0,0,0,0,-1,0,134227,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6806,2,19,2,26,0,3,0,0,-1,0,135466,21,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,32,0,0,0,0
6807,0,5,0,0,25,0,0,0,-1,0,133748,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,12,0,0,0,0,0,0,0,-1,0,133276,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6811,0,8,0,0,0,0,0,0,-1,0,134440,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6812,0,0,0,0,0,0,0,0,-1,0,132594,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6827,15,0,1,0,0,0,0,0,-1,0,132762,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6828,4,6,1,14,0,4,0,0,-1,0,134956,9,0,55,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6829,2,7,1,13,0,3,0,0,-1,0,135328,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,39,0,0,0,0
6830,2,1,1,17,0,1,0,0,-1,0,132395,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,159,0,0,0,0
6831,2,15,1,13,0,3,0,0,-1,0,135311,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,70,0,0,0,0
6832,4,1,7,16,0,0,0,0,-1,0,132656,7,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6834,4,1,7,5,0,0,0,0,-1,0,135022,7,0,55,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6835,4,0,7,7,0,0,0,0,-1,0,134581,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6837,4,0,7,20,0,0,0,0,-1,0,132645,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,12,0,0,0,0,0,0,0,-1,0,134227,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6840,12,0,0,0,0,0,0,0,-1,0,134228,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6842,0,0,0,0,0,0,0,0,-1,0,134327,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,12,0,0,0,0,0,0,0,-1,0,132789,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6845,12,0,0,0,0,0,0,0,-1,0,135227,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6848,12,0,0,0,0,0,0,0,-1,0,134128,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6849,12,0,0,0,0,0,0,0,-1,0,132835,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6851,0,0,0,0,0,0,0,0,-1,0,135227,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6852,0,0,0,0,0,0,0,0,-1,0,134074,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6866,12,0,0,0,12,0,0,0,-1,0,133439,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6886,2,16,1,25,1,0,0,0,-1,0,135641,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6887,0,5,0,0,35,0,0,0,-1,0,133887,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6888,0,5,0,0,1,0,0,0,-1,0,132834,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,7,8,4,0,0,0,0,0,-1,0,132832,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6890,0,5,0,0,5,0,0,0,-1,0,133969,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6893,13,0,0,0,0,0,0,0,-1,0,134240,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6894,12,0,0,0,0,0,0,0,-1,0,134131,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,12,0,0,0,0,0,0,0,-1,0,133046,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6896,2,14,6,10,15,3,0,0,-1,0,135736,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,100,0,0,0,0
6897,9,0,0,0,30,0,0,0,-1,0,133734,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6898,4,0,0,23,0,7,0,0,-1,0,134335,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,4,1,7,20,0,0,0,0,-1,0,132666,7,0,135,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,4,1,7,16,24,0,0,0,-1,0,134305,7,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,4,2,8,9,20,0,0,0,-1,0,132607,7,0,40,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,2,15,1,13,20,3,0,0,-1,0,134298,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,38,0,0,0,0
6905,2,1,1,17,20,1,0,0,-1,0,135576,9,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,34,0,0,0,0
6906,4,3,5,10,20,0,0,0,-1,0,132944,10,0,40,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,4,3,5,5,20,0,0,0,-1,0,135010,10,0,125,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,4,1,7,6,20,0,0,0,-1,0,132513,7,0,40,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6909,2,8,1,17,20,1,0,0,-1,0,135352,9,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,84,0,0,0,0
6910,4,1,7,7,20,0,0,0,-1,0,134594,7,0,95,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,4,2,8,6,20,0,0,0,-1,0,132514,7,0,40,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,12,0,0,0,0,0,0,0,-1,0,136065,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913,12,0,0,0,0,0,0,0,-1,0,136065,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926,0,0,0,0,0,0,0,0,-1,0,133457,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6927,0,0,0,0,0,0,0,0,-1,0,133854,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,12,0,0,0,0,0,0,0,-1,0,135469,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,2,4,2,13,1,0,0,0,-1,0,135612,8,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6947,0,8,3,0,10,0,0,0,-1,0,132273,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,15,0,0,0,0,0,0,0,-1,0,134414,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6949,0,8,3,0,28,0,0,0,-1,0,132273,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,0,8,3,0,36,0,0,0,-1,0,132273,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,15,0,3,0,38,0,0,0,-1,0,136066,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6953,2,5,2,17,0,1,0,0,-1,0,133042,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,37,0,0,0,0
6966,2,0,1,13,0,3,0,0,-1,0,132395,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0
6967,2,7,1,13,0,3,0,0,-1,0,135274,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0
6968,2,4,2,13,0,3,0,0,-1,0,133057,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0
6969,2,15,1,13,0,3,0,0,-1,0,135641,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0
6970,4,6,1,14,0,4,0,0,-1,0,134951,9,0,40,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6971,4,3,5,1,0,0,0,0,-1,0,133141,10,0,70,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,4,3,5,5,0,0,0,0,-1,0,132629,10,0,140,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6973,4,3,5,7,0,0,0,0,-1,0,134583,10,0,85,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,4,3,5,10,0,0,0,0,-1,0,132938,10,0,40,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6975,2,1,1,17,0,1,0,0,-1,0,132403,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,154,0,0,0,0
6976,2,5,2,17,0,1,0,0,-1,0,133045,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,146,0,0,0,0
6977,2,8,1,17,0,1,0,0,-1,0,135313,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,124,0,0,0,0
6978,2,0,1,13,0,3,0,0,-1,0,132408,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0
6979,2,0,1,13,0,3,0,0,-1,0,132392,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0
6980,2,15,1,13,0,3,0,0,-1,0,135651,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0
6982,2,4,2,13,0,3,0,0,-1,0,133487,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0
6983,2,4,2,13,0,3,0,0,-1,0,133045,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0
6986,15,0,7,0,0,0,0,0,-1,0,134200,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,8,0,8,0,0,0,0,0,-1,0,134304,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6990,12,0,0,0,0,0,0,0,-1,0,135230,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6992,12,0,0,0,0,0,0,0,-1,0,132766,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,12,0,0,0,0,0,0,0,-1,0,135435,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,12,0,0,0,0,0,0,0,-1,0,133457,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,4,1,7,8,0,0,0,0,-1,0,132539,7,0,50,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,4,2,8,6,0,0,0,0,-1,0,132493,7,0,35,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,2,19,2,26,0,3,0,0,-1,0,135466,21,0,90,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,21,0,0,0,0
7002,4,6,1,14,0,4,0,0,-1,0,134948,9,0,65,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004,4,1,7,16,0,0,0,0,-1,0,133770,7,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7005,2,14,1,13,1,3,0,0,-1,0,135637,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0
7026,4,1,7,6,4,0,0,0,-1,0,132494,7,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,4,1,7,8,23,0,0,0,-1,0,132539,7,0,55,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7046,4,1,7,7,23,0,0,0,-1,0,134588,7,0,85,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7047,4,1,7,10,24,0,0,0,-1,0,132956,7,0,40,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7048,4,1,7,1,24,0,0,0,-1,0,133131,7,0,70,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7049,4,1,7,10,25,0,0,0,-1,0,132950,7,0,40,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7050,4,1,7,1,27,0,0,0,-1,0,133693,7,0,70,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7051,4,1,7,5,29,0,0,0,-1,0,135008,7,0,115,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7052,4,1,7,6,30,0,0,0,-1,0,132511,7,0,40,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7053,4,1,7,16,30,0,0,0,-1,0,132655,7,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7054,4,1,7,20,33,0,0,0,-1,0,132643,7,0,135,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7055,4,1,7,6,30,0,0,0,-1,0,132493,7,0,40,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7056,4,1,7,16,31,0,0,0,-1,0,132657,7,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7057,4,1,7,3,31,0,0,0,-1,0,135049,7,0,70,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7058,4,1,7,5,30,0,0,0,-1,0,135008,7,0,115,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,4,1,7,3,33,0,0,0,-1,0,135054,7,0,70,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,4,1,7,3,33,0,0,0,-1,0,135058,7,0,70,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7061,4,1,7,6,34,0,0,0,-1,0,132513,7,0,40,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062,4,1,7,7,34,0,0,0,-1,0,134586,7,0,85,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7063,4,1,7,20,36,0,0,0,-1,0,132666,7,0,115,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7064,4,1,7,10,37,0,0,0,-1,0,132939,7,0,40,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7065,4,1,7,5,28,0,0,0,-1,0,132647,7,0,115,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7067,7,10,0,0,0,0,0,0,-1,0,134572,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7068,7,10,0,0,0,0,0,0,-1,0,135805,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7069,7,10,0,0,0,0,0,0,-1,0,136107,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070,7,10,0,0,0,0,0,0,-1,0,134714,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7071,7,1,0,0,0,0,0,0,-1,0,133607,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7072,7,11,0,0,0,0,0,0,-1,0,134303,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7074,15,0,8,0,0,0,0,0,-1,0,133723,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7075,7,10,0,0,0,0,0,0,-1,0,135231,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7076,7,10,0,0,0,0,0,0,-1,0,136102,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,7,10,0,0,0,0,0,0,-1,0,135819,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7078,7,10,0,0,0,0,0,0,-1,0,135830,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7079,7,10,0,0,0,0,0,0,-1,0,134333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7080,7,10,0,0,0,0,0,0,-1,0,136007,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7081,7,10,0,0,0,0,0,0,-1,0,136018,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7082,7,10,0,0,0,0,0,0,-1,0,136022,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,2,10,2,17,5,2,0,0,-1,0,135146,13,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0
7095,4,1,7,8,4,0,0,0,-1,0,132539,7,0,35,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7096,15,0,8,0,0,0,0,0,-1,0,132929,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7099,15,0,4,0,0,1,0,0,-1,0,133708,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
