ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
12985,"Lord Marrowgar",12984,1,0,13091,1,2
12987,"Heroic Rotface 25 (TRACKING ONLY) <DND>",0,0,4,0,0,0
12988,Rotface,12987,1,0,13120,1,2
12990,"Heroic Blood Princes 10 (TRACKING ONLY) <DND>",0,0,4,0,0,0
12991,"Defeat the Blood Prince Council",12990,1,0,13122,1,2
12993,"Defeat Murmur on Heroic Difficulty while in a guild group.",0,1,8,0,0,0
12994,Murmur,12993,1,0,14363,1,2
12996,"Defeat Lady Vashj in Serpentshrine Cavern while in a guild group.",0,1,8,0,0,0
12997,"Lady Vashj",12996,1,0,14377,1,2
12999,"Defeat Anub'arak on Heroic Difficulty while in a guild group.",0,0,4,0,0,0
13000,Anub'arak,12999,1,0,14388,1,2
13002,"Complete 58 quests in Winterspring.",0,0,4,0,0,0
13003,Winterspring,13002,58,0,13851,1,1
13005,"Complete 60 quests in Bloodmyst Isle.",0,0,4,0,0,0
13006,"Bloodmyst Isle",13005,60,0,13838,1,1
13014,"Kill 2500 enemy players in any Alliance home city.",0,2500,5,0,0,0
13015,"Stormwind City",13014,2500,0,5020,1,3
13016,Ironforge,13014,2500,0,5021,2,3
13017,Darnassus,13014,2500,0,5022,3,3
13018,"Cenarion Enclave",13014,2500,0,5023,4,3
13019,"Craftsmen's Terrace",13014,2500,0,5024,5,3
13020,"Tradesmen's Terrace",13014,2500,0,5026,7,3
13021,"Warrior's Terrace",13014,2500,0,5027,8,3
13022,"The Exodar",13014,2500,0,5028,9,3
13023,"Valley of Heroes",13014,2500,0,5029,10,3
13024,"Stormwind Harbor",13014,2500,0,5030,11,3
13025,"The Temple Gardens",13014,2500,0,5025,6,3
13027,"Earn the Field Marshal title on all of the classes below.",0,0,4,0,0,0
13028,Mage,13027,1,0,15567,4,0
13029,Rogue,13027,1,0,15570,7,0
13030,Shaman,13027,1,0,15571,8,0
13031,Druid,13027,1,0,15565,2,0
13032,Hunter,13027,1,0,15566,3,0
13033,Paladin,13027,1,0,15568,5,0
13034,Priest,13027,1,0,15569,6,0
13035,Warlock,13027,1,0,15572,9,0
13036,"Death Knight",13027,1,0,15564,1,0
13037,Warrior,13027,1,0,15573,10,0
13039,"Complete 40 quests in Stonetalon Mountains.",0,0,4,0,0,0
13040,"Stonetalon Mountains",13039,40,0,13845,1,1
13042,"Complete 41 quests in Un'Goro Crater.",0,0,4,0,0,0
13043,"Un'Goro Crater",13042,41,0,13850,1,1
13045,"Lord Marrowgar kills (Heroic Icecrown 25 player)",0,0,4,0,0,0
13046,"Lord Marrowgar",13045,1,0,13091,1,0
13048,"Rotface kills (Heroic Icecrown 25 player)",0,0,4,0,0,0
13049,Rotface,13048,1,0,13120,1,0
13051,"Victories over the Lich King (Heroic Icecrown 10 player)",0,0,4,0,0,0
13052,"The Lich King",13051,1,0,13137,1,0
13055,Bronjahm,13054,1,0,13166,1,0
13058,Bronjahm,13057,1,0,13167,1,0
13061,Shannox,13060,1,0,18056,1,2
13062,Shannox,13060,1,0,18057,2,2
13067,"Defeat Trollgore in Drak'Tharon Keep on Heroic Difficulty before Consume reaches ten stacks.",0,0,4,0,0,0
13068,Trollgore,13067,1,0,7579,1,2
13071,Merrymaker,13070,0,0,7566,7,0
13072,"Hallowed Be Thy Name",13070,0,0,7558,6,0
13073,"For The Children",13070,0,0,7555,3,0
13074,"Fool For Love",13070,0,0,7561,1,0
13075,"The Flame Keeper",13070,0,0,7563,4,0
13076,Brewmaster,13070,0,0,7564,5,0
13077,"To Honor One's Elders",13070,0,0,7553,0,0
13078,"Noble Gardener",13070,0,0,9880,2,0
13080,"Auriaya kills (Ulduar 25 player)",0,0,4,0,0,0
13081,Auriaya,13080,1,0,9966,1,0
13083,"Defeat the bosses of The Siege area of Ulduar in 10-player mode.",0,0,4,0,0,0
13084,"Flame Leviathan",13083,1,0,9968,1,0
13085,"Ignis the Furnace Master",13083,1,0,9972,4,0
13086,Razorscale,13083,1,0,9970,2,0
13087,"XT-002 Deconstructor",13083,1,0,9974,3,0
13089,"Defeat the bosses of The Siege area of Ulduar in 25-player mode.",0,0,4,0,0,0
13090,"XT-002 Deconstructor",13089,1,0,9957,3,0
13091,"Flame Leviathan",13089,1,0,9969,1,0
13092,Razorscale,13089,1,0,9955,2,0
13093,"Ignis the Furnace Master",13089,1,0,9956,4,0
13095,"Defeat Taran-Zhu in Shado-pan Monastery on Heroic Difficulty.",0,0,4,0,0,0
13100,"Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 25-player mode.",0,1,8,0,0,0
13101,"Lady Deathwhisper",13100,1,0,12997,1,2
13102,"Lady Deathwhisper",13100,1,0,12998,2,2
13104,"Obtain a Wooly Mammoth from Mei Francis in Dalaran.",0,1,8,0,0,0
13105,"Wooly Mammoth",13104,0,0,7371,1,2
13106,"Wooly Mammoth",13104,0,0,7372,2,2
13108,"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 10-player mode.",0,0,4,0,0,0
13109,"The Four Horsemen",13108,1,0,7600,1,2
13113,"Obtain 600 skill points in cooking.",0,0,4,0,0,0
13114,"Obtain 600 skill points in cooking.",13113,600,0,5701,0,2
13116,"First druid on the realm to achieve level 85.",0,0,4,0,0,0
13117,"Level to 85",13116,85,0,5214,0,2
13119,"First mage on the realm to achieve level 85.",0,0,4,0,0,0
13120,"Level to 85",13119,85,0,5018,0,2
13122,"Defeat Mutanus the Devourer while in a guild group.",0,1,8,0,0,0
13123,"Mutanus the Devourer",13122,1,0,14317,1,2
13125,"Defeat Hogger while in a guild group.",0,1,8,0,0,0
13126,Hogger,13125,1,0,14321,1,2
13128,"Defeat the bosses in the Bastion of Twilight.",0,0,4,0,0,0
13129,"Valiona and Theralion",13128,1,0,13576,2,0
13130,"Halfus Wyrmbreaker",13128,1,0,13577,1,0
13131,"Ascendant Council",13128,1,0,13578,3,0
13132,Cho'gall,13128,1,0,13579,4,0
13134,"Defeat Loken on Heroic Difficulty while in a guild group.",0,0,4,0,0,0
13135,Loken,13134,1,0,14394,1,2
13137,"Win 150 rated battlegrounds.",0,0,4,0,0,0
13138,"Win 150 rated battlegrounds",13137,150,0,15289,1,1
13143,"Defeat Lord Godfrey in Shadowfang Keep on Heroic Difficulty.",0,0,4,0,0,0
13144,"Lord Godfrey",13143,1,0,16790,1,2
13146,"Purchase all 8 guild bank tabs.",0,0,4,0,0,0
13147,"Purchase all 8 guild bank tabs.",13146,8,0,14794,0,2
13149,"Complete 40 quests in Burning Steppes.",0,0,4,0,0,0
13150,"Burning Steppes",13149,40,0,13709,1,1
13152,"Complete 90 quests in Darkshore.",0,0,4,0,0,0
13153,Darkshore,13152,90,0,13839,1,1
13155,"Defeat the Assembly of Iron with Steelbreaker as the last member alive in 25-player mode.",0,0,4,0,0,0
13156,"Flame Leviathan",13155,1,0,10087,1,2
13158,"XT-002 Deconstructor kills (Ulduar 10 player)",0,0,4,0,0,0
13159,"XT-002 Deconstructor",13158,1,0,9974,1,0
13250,"Tender Wolf Steak",13185,0,0,7094,145,2
13164,"Defeat Atramedes in Blackwing Descent on Heroic Difficulty.",0,1,8,0,0,0
13165,Atramedes,13164,1,0,16266,1,2
13166,Atramedes,13164,1,0,16267,2,2
13171,"Wielder of Shadowmourne.",0,0,4,0,0,0
13172,Shadowmourne,13171,1,0,12975,1,2
13174,"Gunship Battle victories (Heroic Icecrown 25 player)",0,0,4,0,0,0
13175,"Claim victory in the Gunship Battle",13174,1,0,13111,1,0
13177,"Defeat Taran Zhu while every party member is at maximum hatred in Shado-pan Monastery on Heroic Difficulty.",0,0,4,0,0,0
13179,"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 25-player mode.",0,0,4,0,0,0
13180,"The Four Horsemen",13179,1,0,7601,1,2
13182,"Eat 25 Noblegarden Chocolates during the Noblegarden celebration.",0,0,4,0,0,0
13183,"Eat 25 Noblegarden Chocolates",13182,25,0,9119,1,1
13185,"Sample 50 different kinds of Azeroth's delectable dishes.",0,50,8,0,0,0
13186,"Chocolate Cake Slice",13185,0,0,6522,419,2
13187,"Alterac Swiss",13185,0,0,6449,407,2
13188,"Black Mushroom",13185,0,0,6460,359,2
13189,"Blackened Trout",13185,0,0,6465,348,2
13190,"Bobbing Apple",13185,0,0,6471,367,2
13191,"Spiced Wolf Ribs",13185,0,0,7028,143,2
13192,"Crocolisk Steak",13185,0,0,6551,388,2
13193,"Spicy Blue Nettlefish",13185,0,0,7031,173,2
13194,"Spicy Crawdad",13185,0,0,7032,0,2
13195,"Tundra Berries",13185,0,0,7100,158,2
13196,"Winter Veil Cookie",13185,0,0,7109,176,2
13197,"Winter Kimchi",13185,0,0,7112,181,2
13198,"Westfall Stew",13185,0,0,7117,192,2
13199,"Tek'Abim Banana",13185,0,0,7120,198,2
13200,"Tough Hunk of Bread",13185,0,0,7125,208,2
13201,"Tricky Treat",13185,0,0,8718,62,2
13202,"Pyroblast Cinnamon Ball",13185,0,0,8719,60,2
13203,G.N.E.R.D.S.,13185,0,0,8720,58,2
13204,"Soothing Spearmint Candy",13185,0,0,8721,56,2
13205,"Chewy Fel Taffy",13185,0,0,8722,54,2
13206,"Bag of Popcorn",13185,0,0,8723,52,2
13207,"Bag of Peanuts",13185,0,0,8724,50,2
13208,"Healing Herb",13185,0,0,6716,278,2
13209,"Heavy Crocolisk Stew",13185,0,0,6719,290,2
13210,"Heavy Kodo Stew",13185,0,0,6720,296,2
13211,"Spiced Chili Crab",13185,0,0,7018,455,2
13212,"Baked Salmon",13185,0,0,7312,467,2
13213,"Darkmoon Dog",13185,0,0,7313,470,2
13214,"Pickled Egg",13185,0,0,6901,259,2
13215,"Poached Northern Sculpin",13185,0,0,6907,271,2
13216,"Roasted Clefthoof",13185,0,0,6925,307,2
13217,"Rockscale Cod",13185,0,0,6931,320,2
13218,"Mithril Head Trout",13185,0,0,6881,219,2
13219,"Darkshore Grouper",13185,0,0,6564,298,2
13220,"Dalaran Apple Bowl",13185,1,0,7952,125,2
13221,"Raw Greater Sagefish",13185,1,0,7968,100,2
13222,"Grilled Bonescale",13185,0,0,6702,222,2
13223,"Heaven Peach",13185,0,0,6718,288,2
13224,"Hot Buttered Trout",13185,0,0,6728,327,2
13225,"Mulgore Spice Bread",13185,0,0,6889,235,2
13226,"Mystery Stew",13185,0,0,6892,241,2
13227,"Oronok's Tuber of Agility",13185,0,0,6897,251,2
13228,"Oronok's Tuber of Strength",13185,0,0,6900,256,2
13229,"Roasted Boar Meat",13185,0,0,6924,304,2
13230,"Goldenbark Apple",13185,0,0,6696,187,2
13231,"Graccu's Homemade Meat Pie",13185,0,0,6699,210,2
13232,"Haunted Herring",13185,0,0,6715,276,2
13233,"Moon Harvest Pumpkin",13185,0,0,6886,229,2
13234,"Dalaran Clam Chowder",13185,0,0,6561,262,2
13235,"Sauteed Goby",13185,0,0,6971,433,2
13236,"Smoked Black Bear Meat",13185,0,0,7003,456,2
13237,"Black Jelly",13185,0,0,10658,474,2
13238,"Smoked Rockfin",13185,0,0,7005,430,2
13239,"Spiced Beef Jerky",13185,0,0,7017,452,2
13240,"Spider Sausage",13185,0,0,7035,161,2
13241,"Versicolor Treat",13185,0,0,7096,150,2
13242,"Crunchy Serpent",13185,0,0,6553,386,2
13243,"Shimmering Minnow",13185,1,0,7984,101,2
13244,"Frog Leg Stew",13185,0,0,6688,408,2
13245,"Dwarven Mild",13185,0,0,7314,472,2
13246,"Monster Omelet",13185,0,0,6885,227,2
13247,"Mutton Chop",13185,0,0,6891,239,2
13248,"Naaru Ration",13185,0,0,6893,243,2
13249,"Spiced Worm Burger",13185,0,0,7029,157,2
13251,"Senggin Root",13185,0,0,6989,466,2
13252,"Sizzling Grizzly Flank",13185,0,0,6995,432,2
13253,"Skyguard Rations",13185,0,0,6998,457,2
13254,"Smoked Bear Meat",13185,0,0,7002,447,2
13255,"Stolen Ribs",13185,0,0,7045,166,2
13256,"Grilled King Crawler Legs",13185,0,0,6703,228,2
13257,"Deep Fried Candybar",13185,0,0,6567,331,2
13258,"Sickly Looking Fish",13185,0,0,6994,464,2
13259,"Warsong Gulch Iron Ration",13185,0,0,8689,44,2
13260,"Defiler's Enriched Ration",13185,0,0,8694,18,2
13261,"Defiler's Field Ration",13185,0,0,8695,16,2
13262,"Highlander's Enriched Ration",13185,0,0,8697,12,2
13263,"Oronok's Tuber of Agility",13185,0,0,6898,253,2
13264,"Redridge Goulash",13185,0,0,6918,292,2
13265,"Roasted Moongraze Tenderloin",13185,0,0,6927,311,2
13266,"Warsong Gulch Field Ration",13185,0,0,8690,42,2
13267,"Fillet of Icefin",13185,0,0,6678,414,2
13268,"Fish Feast",13185,0,0,6681,427,2
13269,"Fresh Eagle Meat",13185,0,0,6685,421,2
13270,"Giant Clam Scorcho",13185,0,0,6691,420,2
13271,"Gingerbread Cookie",13185,0,0,6693,438,2
13272,"Goretusk Liver Pie",13185,0,0,6698,203,2
13273,"Grilled Mudfish",13185,0,0,6704,230,2
13274,"Grim Guzzler Boar",13185,0,0,6708,246,2
13275,"Pickled Kodo Foot",13185,0,0,6903,263,2
13276,"Red-speckled Mushroom",13185,0,0,6917,291,2
13277,"Runn Tum Tuber Suprise",13185,0,0,6933,324,2
13278,"Curiously Tasty Omelet",13185,0,0,6558,233,2
13279,"Bellara's Nutterbar",13185,0,0,6457,362,2
13280,"Underwater Mushroom Cap",13185,1,0,7988,127,2
13281,"Windblossom Berries",13185,1,0,7989,126,2
13282,"Bad Egg Nog",13185,1,0,6452,131,2
13283,"Honeyed Holiday Ham",13185,1,0,7959,119,2
13284,"Scooby Snack",13185,0,0,6986,444,2
13285,"Rhino Dogs",13185,0,0,6920,297,2
13286,"Sauteed Sunfish",13185,0,0,6972,448,2
13287,"Styleen's Sour Suckerpop",13185,0,0,7088,133,2
13288,"Un'Goro Etherfruit",13185,0,0,7099,155,2
13289,"Wild Ricecake",13185,0,0,7113,184,2
13290,"Fatty Bluefin",13185,0,0,6585,345,2
13291,"Raw Mithril Head Trout",13185,1,0,7971,94,2
13292,"Raw Spotted Yellowtail",13185,1,0,7979,107,2
13293,"Grilled Shadowmoon Tuber",13185,0,0,6706,240,2
13294,"Grilled Squid",13185,0,0,6707,242,2
13295,"Harvest Fruit",13185,0,0,6713,269,2
13296,"Helboar Bacon",13185,0,0,6721,300,2
13297,"Holiday Cheesewheel",13185,0,0,6724,312,2
13298,"Moser's Magnificent Muffin",13185,0,0,6888,232,2
13299,"Mammoth Meal",13185,0,0,6874,202,2
13300,"Marsh Lichen",13185,0,0,6875,205,2
13301,"Mega Mammoth Meal",13185,0,0,6877,211,2
13302,"Grilled Sculpin",13185,0,0,6705,234,2
13303,"Kaldorei Spider Kabob",13185,0,0,6736,344,2
13304,"Lobster Stew",13185,0,0,6742,355,2
13305,"Mag'har Mild Cheese",13185,0,0,6873,197,2
13306,"Dragonbreath Chili",13185,0,0,6577,266,2
13307,"Defiler's Iron Ration",13185,0,0,8696,14,2
13308,Lollipop,13185,0,0,8700,40,2
13309,"Snapper Extreme",13185,0,0,7009,471,2
13310,"Slow-Roasted Eel",13185,1,0,8004,104,2
13311,"Afrazi Forest Strider Drumstick",13185,1,0,8030,130,2
13312,"Oronok's Tuber of Spell Power",13185,0,0,6899,255,2
13313,"Raw Black Truffle",13185,0,0,6913,283,2
13314,"Raw Tallhorn Chunk",13185,0,0,6914,285,2
13315,"Roasted Kodo Meat",13185,0,0,6926,309,2
13316,"Highlander's Iron Ration",13185,0,0,8699,8,2
13317,"Warsong Gulch Enriched Ration",13185,0,0,8688,46,2
13318,"Sweet Surprise",13185,0,0,8708,82,2
13319,"Conjured Cinnamon Roll",13185,0,0,6530,400,2
13320,"Crusader's Rations",13185,0,0,6555,194,2
13321,Cuttlesteak,13185,0,0,6559,245,2
13322,"Luminous Bluetail",13185,1,0,7961,116,2
13323,"Raw Brilliant Smallfish",13185,1,0,7965,112,2
13324,"Raw Longjaw Mud Snapper",13185,1,0,7970,96,2
13325,"Raw Rockscale Cod",13185,1,0,7975,86,2
13326,"Raw Summer Bass",13185,1,0,7980,106,2
13327,"Spotted Yellowtail",13185,1,0,7986,129,2
13328,"Cooked Glossy Mightfish",13185,0,0,6541,381,2
13329,"Cooked Northrend Fish 12 PH",13185,0,0,6542,380,2
13330,"Critter Bites",13185,0,0,6549,390,2
13331,"Longjaw Mud Snapper",13185,0,0,6868,164,2
13332,"Murloc Fin Soup",13185,0,0,6890,236,2
13333,"Nightfin Soup",13185,0,0,6894,244,2
13334,"Poached Sunscale Salmon",13185,0,0,6908,272,2
13335,"Lily Root",13185,0,0,8687,48,2
13336,"Highlander's Field Ration",13185,0,0,8698,10,2
13337,"Very Berry Cream",13185,0,0,8707,26,2
13338,"Edible Stalks",13185,0,0,8714,70,2
13339,"Arathi Basin Field Ration",13185,0,0,8691,24,2
13340,"Sour Goat Cheese",13185,0,0,7013,460,2
13341,"Spice Bread",13185,0,0,7016,445,2
13342,"Spiced Mammoth Treats",13185,0,0,7019,468,2
13343,"Succulent Orca Stew",13185,0,0,7089,136,2
13344,"Sweet Potato Bread",13185,0,0,7091,140,2
13345,"Tasty Cupcake",13185,0,0,7093,144,2
13346,"Worm Delight",13185,0,0,7106,170,2
13347,"Shiny Red Apple",13185,0,0,6991,443,2
13348,"Barbecued Buzzard Wings",13185,0,0,6453,373,2
13349,"Charred Wolf Meat",13185,0,0,6521,416,2
13350,"Harvest Boar",13185,0,0,6710,254,2
13351,"Rainbow Fin Albacore",13185,0,0,6910,277,2
13352,Lollipop,13185,0,0,6867,148,2
13353,"Poached Bluefish",13185,0,0,6904,265,2
13354,"Poached Emperor Salmon",13185,0,0,6905,267,2
13355,"Rhinolicious Wormsteak",13185,0,0,6921,299,2
13356,"Salted Venison",13185,0,0,6969,426,2
13357,Shinsollo,13185,0,0,6990,435,2
13358,"Sporeling Snack",13185,0,0,7039,159,2
13359,"Smoked Sagefish",13185,0,0,7006,440,2
13360,"Snapvine Watermelon",13185,0,0,7010,437,2
13361,"Shoveltusk Steak",13185,0,0,6993,458,2
13362,"Smoked Desert Dumplings",13185,0,0,7004,462,2
13363,"Conjured Sweet Roll",13185,0,0,6539,383,2
13364,"Dirge's Kickin' Chimaerok Chops",13185,0,0,6576,250,2
13365,"Strider Stew",13185,0,0,7123,204,2
13366,"Ravager Dog",13185,0,0,6911,279,2
13367,"Red Hot Wings",13185,0,0,6915,287,2
13368,"Red Velvet Cupcake",13185,0,0,6916,289,2
13369,"Lean Wolf Steak",13185,0,0,6740,352,2
13370,"Elderberry Pie",13185,0,0,8713,72,2
13371,"Refreshing Red Apple",13185,0,0,6919,295,2
13372,"Ripe Watermelon",13185,0,0,6922,301,2
13373,"Roast Raptor",13185,0,0,6923,303,2
13374,"Homemade Cherry Pie",13185,0,0,6725,314,2
13375,"Honey Bread",13185,0,0,6726,321,2
13376,"Juicy Bear Burger",13185,0,0,6734,339,2
13377,"Jungle Stew",13185,0,0,6735,342,2
13378,"Kibler's Bits",13185,0,0,6737,346,2
13379,"Lean Venison",13185,0,0,6739,350,2
13380,"Leg Meat",13185,0,0,6741,353,2
13381,"Loch Frenzy Delight",13185,0,0,6743,357,2
13382,"Honey-Spiced Liichen",13185,0,0,6727,325,2
13383,"Hot Smoked Bass",13185,0,0,6730,332,2
13384,"Darkclaw Lobster",13185,1,0,7953,124,2
13385,"Large Raw Mightfish",13185,1,0,7960,117,2
13386,"Edible Fern",13185,0,0,8716,66,2
13387,"Nagrand Cherry",13185,0,0,8715,68,2
13388,"Moist Cornbread",13185,0,0,6883,223,2
13389,"Arathi Basin Enriched Ration",13185,0,0,8692,22,2
13390,"Arathi Basin Iron Ration",13185,0,0,8693,20,2
13391,"Festival Dumplings",13185,0,0,8704,32,2
13392,"Midsummer Sausage",13185,0,0,8711,76,2
13393,"Raw Loch Frenzy",13185,1,0,7969,98,2
13394,"Raw Raindbow Fin Albacore",13185,1,0,7973,90,2
13395,"Raw Slitherskin Mackerel",13185,1,0,7977,109,2
13396,"Hot Lion Chops",13185,0,0,6729,330,2
13397,"Mingo's Fortune Giblets",13185,0,0,6880,217,2
13398,"Ravager Egg Omelet",13185,0,0,6912,280,2
13399,"Sagefish Delight",13185,0,0,6934,326,2
13400,"Hot Wolf Ribs",13185,0,0,6731,333,2
13401,"Raw Nightfin Snapper",13185,1,0,7972,92,2
13402,"Raw Redgill",13185,1,0,7974,88,2
13403,"Raw Sagefish",13185,1,0,7976,84,2
13404,"Raw Spinefin Halibut",13185,1,0,7978,108,2
13405,"Raw Sunscale Salmon",13185,1,0,7981,105,2
13406,"Raw Whitescale Salmon",13185,1,0,7982,103,2
13407,"Candy Corn",13185,0,0,8701,38,2
13408,"Roasted Mystery Beast",13185,1,0,7983,102,2
13409,"The Essential Brewfest Pretzel",13185,1,0,7987,128,2
13410,"Dry Pork Ribs",13185,0,0,6582,329,2
13411,"Enriched Manna Biscuit",13185,0,0,6583,335,2
13412,"Spiced Wolf Meat",13185,0,0,7027,135,2
13413,"Stormwind Brie",13185,0,0,7047,315,2
13414,"Sunspring Carp",13185,0,0,7122,201,2
13415,"Jessen's Special Slop",13185,0,0,6733,338,2
13416,Grizzleberries,13185,0,0,6709,252,2
13417,"Harvest Bread",13185,0,0,6711,258,2
13418,"Harvest Fish",13185,0,0,6712,264,2
13419,"Haunch of Meat",13185,0,0,6714,270,2
13420,"Conjured Mana Strudel",13185,0,0,6534,396,2
13421,"Goblin Deviled Clams",13185,0,0,6694,153,2
13422,"Gooey Spider Cake",13185,0,0,6697,199,2
13423,"Great Feast",13185,0,0,6701,218,2
13424,"Berry Pie Slice",13185,0,0,6458,361,2
13425,"Tasty Lion Steak",13185,0,0,7121,200,2
13426,"Carrot Cupcake",13185,0,0,6519,375,2
13427,"Charred Bear Kabobs",13185,0,0,6520,412,2
13428,"Clam Chowder",13185,0,0,6525,405,2
13429,"Clamlette Surprise",13185,0,0,6527,403,2
13430,"Conjured Bread",13185,0,0,6529,401,2
13431,"Spinefin Halibut",13185,0,0,7036,171,2
13432,"Succulent Pork Ribs",13185,0,0,7090,138,2
13433,"Golden Fish Sticks",13185,0,0,6695,183,2
13434,"Coyote Steak",13185,0,0,6544,378,2
13435,"Deeprun Rat Kabob",13185,0,0,6569,343,2
13436,"Delicious Baked Ham",13185,0,0,6570,349,2
13437,"Conjured Croissant",13185,0,0,6531,399,2
13438,"Toasted Smorc",13185,0,0,8710,78,2
13439,"Fire-toasted Bun",13185,0,0,8712,74,2
13440,"Goblin Gumbo",13185,0,0,8717,64,2
13441,"Bladespire Bagel",13185,0,0,6467,371,2
13442,"Chocolate Square",13185,0,0,6523,454,2
13443,"Conjured Mana Pie",13185,0,0,6533,397,2
13444,"Dried King Bolete",13185,0,0,6580,306,2
13445,"Conjured Rye",13185,0,0,6537,393,2
13446,"Candy Cane",13185,0,0,6483,261,2
13447,"Scorpid Surprise",13185,0,0,6987,451,2
13448,"Dried Mushroom Rations",13185,0,0,6581,319,2
13449,"Smoked Salmon",13185,0,0,7007,446,2
13450,"Smoked Talbuk Venison",13185,0,0,7008,461,2
13451,"Soft Banana Bread",13185,0,0,7011,439,2
13452,"Soothing Turtle Bisque",13185,0,0,7012,453,2
13453,"Sparkling Frostcap",13185,0,0,7014,469,2
13454,"Special Chicken Feed",13185,0,0,7015,436,2
13455,"Talbuk Steak",13185,0,0,7092,142,2
13456,"Very Burnt Worg",13185,0,0,7095,147,2
13457,"Underspore Pod",13185,0,0,7097,152,2
13458,"Mightfish Steak",13185,0,0,6878,212,2
13459,"Mixed Berries",13185,0,0,6882,220,2
13460,"Mon'Nathal Shortribs",13185,0,0,6884,224,2
13461,"Sand Pear Pie",13185,0,0,6970,428,2
13462,"Bat Bites",13185,0,0,6454,225,2
13463,"Blackened Worg Steak",13185,0,0,6466,340,2
13464,"Blessed Sunfruit",13185,0,0,6468,370,2
13465,"Stormgarde Muenster",13185,0,0,7087,132,2
13466,"Clefthoof Ribs",13185,0,0,6528,402,2
13467,"Conjured Mana Biscuit",13185,0,0,6532,398,2
13468,"Conjured Sourdough",13185,0,0,6538,384,2
13469,"Cookie's Jumbo Gumbo",13185,0,0,6543,379,2
13470,"Crab Cake",13185,0,0,6545,377,2
13471,"Crispy Bat Wing",13185,0,0,6547,392,2
13472,"Crispy Lizard Tail",13185,0,0,6548,391,2
13473,"Crocolisk Gumbo",13185,0,0,6550,389,2
13474,"Cured Ham Steak",13185,0,0,6557,221,2
13475,"Dalaran Doughnut",13185,0,0,6562,274,2
13476,"Dalaran Sharp",13185,0,0,6563,286,2
13477,"Darnassian Bleu",13185,0,0,6565,310,2
13478,"Deep Fried Plantains",13185,0,0,6568,337,2
13479,"Delicious Cave Mold",13185,0,0,6571,137,2
13480,"Deviate Fish",13185,0,0,6573,214,2
13481,"Diamond Berries",13185,0,0,6574,226,2
13482,"Dig Rat Stew",13185,0,0,6575,238,2
13483,"Dragonfin Filet",13185,0,0,6578,282,2
13484,"Feltail Delight",13185,0,0,6586,351,2
13485,"Clam Bar",13185,0,0,6524,425,2
13486,"Savory Snowplum",13185,0,0,6985,431,2
13487,"Baked Manta Ray",13185,0,0,6451,213,2
13488,"Blackened Basilisk",13185,0,0,6462,358,2
13489,"Bonestripper Buzzard Hotwings",13185,0,0,6473,365,2
13490,"Steaming Chicken Soup",13185,0,0,7042,134,2
13491,"Conjured Pumpernickel",13185,0,0,6536,394,2
13492,"Cooked Crab Claw",13185,0,0,6540,382,2
13493,"Filet of Redgill",13185,0,0,6676,406,2
13494,"Fillet of Frenzy",13185,0,0,6677,410,2
13495,"Graccu's Mince Meat Fruitcake",13185,0,0,6700,216,2
13496,"Imperial Manta Steak",13185,0,0,6732,336,2
13497,"Northern Stew",13185,0,0,6895,247,2
13498,"Crusty Flatbread",13185,0,0,6556,209,2
13499,"Broiled Bloodfin",13185,0,0,6478,318,2
13500,"Buzzard Bites",13185,0,0,6479,305,2
13501,"Cabbage Kimchi",13185,0,0,6480,293,2
13502,"Hellfire Spineleaf",13185,0,0,6722,302,2
13503,"Herb Baked Egg",13185,0,0,6723,308,2
13504,"Seasoned Wolf Kabob",13185,0,0,6988,459,2
13505,"Shoveltusk Soup",13185,0,0,6992,450,2
13506,"Skullfish Soup",13185,0,0,6997,449,2
13507,"Bean Soup",13185,0,0,6455,372,2
13508,"Beer Basted Boar Ribs",13185,0,0,6456,237,2
13509,"Big Bear Steak",13185,0,0,6459,360,2
13510,"Blackened Dragonfin",13185,0,0,6463,356,2
13511,"Blood Sausage",13185,0,0,6469,369,2
13512,"Bloodbelly Fish",13185,0,0,6470,368,2
13513,"Conjured Muffin",13185,0,0,6535,395,2
13514,"Clamlette Surprise",13185,0,0,6526,404,2
13515,"Fine Aged Cheddar",13185,0,0,6679,418,2
13516,"Firecracker Salmon",13185,0,0,6680,422,2
13517,"Fisherman's Feast",13185,0,0,6682,409,2
13518,"Fissure Plant",13185,0,0,6683,413,2
13519,"Forest Mushroom Cap",13185,0,0,6684,417,2
13520,"Freshly Baked Bread",13185,0,0,6686,423,2
13521,"Friendship Bread",13185,0,0,6687,429,2
13522,Frostberries,13185,0,0,6689,411,2
13523,"Roasted Quail",13185,0,0,6928,313,2
13524,"Roasted Worg",13185,0,0,6929,316,2
13525,"Rock-Salted Pretzel",13185,0,0,6930,317,2
13526,"Tender Shovelsteak Steak",13185,0,0,7103,163,2
13527,"Zangar Trout",13185,0,0,7104,165,2
13528,"Zangar Caps",13185,0,0,7105,167,2
13529,"Winter Veil Loaf",13185,0,0,7108,174,2
13530,"Winter Veil Candy",13185,0,0,7110,178,2
13531,"Winter Squid",13185,0,0,7111,180,2
13532,"Wild Hog Shank",13185,0,0,7114,186,2
