Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Obtain an Ice Mammoth.","Ice Mammoth",,2082,-1,-1,0,14866,1,10,131072,12,236241,10341,0
"Obtain a Grand Ice Mammoth.","Grand Ice Mammoth",,2083,-1,-1,0,14866,1,10,0,13,236241,123,0
"Purchase a Signet of the Kirin Tor, Band of the Kirin Tor, Loop of the Kirin Tor, or Ring of the Kirin Tor in Dalaran.","Ring of the Kirin Tor",,2084,-1,-1,0,92,1,10,0,65,133415,8638,0
"Loot 50 Stone Keeper's Shards.","50 Stone Keeper's Shards",,2085,-1,-1,0,81,0,0,0,311,134375,11051,0
"Loot 100 Stone Keeper's Shards.","100 Stone Keeper's Shards",,2086,-1,-1,2085,81,0,0,0,312,134375,14395,0
"Loot 250 Stone Keeper's Shards.","250 Stone Keeper's Shards",,2087,-1,-1,2086,81,0,0,0,313,134375,14881,0
"Loot 500 Stone Keeper's Shards.","500 Stone Keeper's Shards",,2088,-1,-1,2087,81,0,0,0,314,134375,14673,0
"Loot 1000 Stone Keeper's Shards.","1000 Stone Keeper's Shards",,2089,-1,-1,2088,81,0,0,0,315,134375,11007,0
"Earn the Challenger title in an arena season.",Challenger,,2090,-1,-1,0,165,1,10,0,23,236537,12725,0
"Earn the Gladiator title in an arena season.",Gladiator,"Rewards: Custom Gladiator Mount",2091,-1,-1,0,165,1,10,12288,26,236540,10561,0
"Earn the Duelist title in an arena season.",Duelist,,2092,-1,-1,0,165,1,10,4096,25,236539,14311,0
"Earn the Rival title in an arena season.",Rival,,2093,-1,-1,0,165,1,10,4096,24,236538,12737,0
"Fish up the copper coins listed below from the Dalaran fountain.","A Penny For Your Thoughts",,2094,571,-1,0,171,0,10,0,34,237283,12748,0
"Fish up the silver coins listed below from the Dalaran fountain.","Silver in the City",,2095,571,-1,0,171,0,10,0,35,237282,8721,0
"Complete the coin fishing achievements listed below.","The Coin Master","Reward: Titanium Seal of Dalaran",2096,-1,-1,0,171,0,10,131072,45,133785,8797,0
"Obtain a Mekgineer's Chopper or a Mechano-hog.","Get to the Choppa!",,2097,-1,-1,0,92,1,10,131072,62,134248,10536,0
"Obtained a Tabard of the Argent Dawn from the Scourge Invasion event.","Tabard of the Argent Dawn",,2116,-1,-1,0,81,0,0,0,290,135026,12650,0
"Complete the Heroic dungeon achievements listed below.","Glory of the Hero","Reward: Red Proto-Drake",2136,-1,-1,0,168,0,25,131072,19,133127,9760,0
"Complete the 10-player raid achievements listed below.","Glory of the Raider (10 player)","Reward: Plagued Proto-Drake",2137,-1,-1,0,168,0,25,131072,20,133124,129490,0
"Complete the 25-player raid achievements listed below.","Glory of the Raider (25 player)","Reward: Black Proto-Drake",2138,-1,-1,0,168,0,25,131072,23,133074,128609,0
"Defeat Heigan the Unclean in Naxxramas without anyone in the raid dying in 25-player mode.","The Safety Dance (25 player)",,2139,533,-1,0,14922,0,10,0,28,132301,9730,0
"Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 25-player mode.","Momma Said Knock You Out (25 player)",,2140,-1,-1,0,14922,0,10,0,30,136138,10608,0
"Obtain 10 mounts.","Stable Keeper",,2141,-1,-1,0,92,0,10,131072,67,132254,10644,0
"Obtain 25 mounts.","Filling Up The Barn",,2142,-1,-1,2141,92,0,10,131072,68,132259,10605,0
"Obtain 50 mounts.","Leading the Cavalry","Reward: Albino Drake",2143,-1,-1,2142,92,0,10,131072,69,236237,10647,0
"Complete the world events achievements listed below.","What a Long, Strange Trip It's Been","Rewards: Violet Proto-Drake",2144,-1,-1,0,155,0,50,143360,13,236369,10454,0
"Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 10-player mode.","The Hundred Club (10 player)",,2146,533,-1,0,14922,0,10,0,39,134155,13776,0
"Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 25-player mode.","The Hundred Club (25 player)",,2147,533,-1,0,14922,0,10,0,40,134155,14732,0
"Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 10-player mode.","Denyin' the Scion (10 player)",,2148,616,-1,0,14922,0,10,0,49,132843,10684,0
"Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 25-player mode.","Denyin' the Scion (25 player)",,2149,616,-1,0,14922,0,10,0,50,132843,14651,0
"Defeat Grand Magus Telestra in The Nexus on Heroic Difficulty after having killed her images within 5 seconds of the first one dying during each split.","Split Personality",,2150,-1,-1,0,14806,0,10,0,33,236496,9800,0
"Defeat Trollgore in Drak'Tharon Keep on Heroic Difficulty before Consume reaches ten stacks.","Consumption Junction",,2151,600,-1,0,14806,0,10,0,48,250120,13067,0
"Defeat Gal'darah in Gundrak on Heroic Difficulty and have 5 unique party members get impaled throughout the fight.","Share The Love",,2152,604,-1,0,14806,0,10,0,57,132246,10611,0
"Defeat Zuramat the Obliterator in The Violet Hold on Heroic Difficulty without killing any void sentries.","A Void Dance",,2153,608,-1,0,14806,0,10,0,55,132886,10540,0
"Defeat the Tribunal of Ages encounter in the Halls of Stone on Heroic Difficulty without allowing Brann Bronzebeard to take any damage.","Brann Spankin' New",,2154,599,-1,0,14806,0,10,0,62,236444,8985,0
"Defeat Sjonnir the Ironshaper in the Halls of Stone on Heroic Difficulty and kill 5 Iron Sludges during the encounter.","Abuse the Ooze",,2155,599,-1,0,14806,0,10,0,61,134437,10047,0
"Defeat Skadi the Ruthless in Utgarde Pinnacle on Heroic Difficulty after having killed Grauf from 100% to dead in a single pass.","My Girl Loves to Skadi All the Time",,2156,575,-1,0,14806,0,10,0,70,236419,10713,0
"Defeat King Ymiron in Utgarde Pinnacle on Heroic Difficulty without anyone in the party triggering Bane.","King's Bane",,2157,575,-1,0,14806,0,10,0,71,236421,14654,0
"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 10-player mode.","And They Would All Go Down Together (10 player)",,2176,533,-1,0,14922,0,10,0,37,237534,13108,0
"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 25-player mode.","And They Would All Go Down Together (25 player)",,2177,533,-1,0,14922,0,10,0,38,237534,13179,0
"Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 10-player mode.","Shocking! (10 player)",,2178,533,-1,0,14922,0,10,0,31,135769,10614,0
"Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 25 player mode.","Shocking! (25 player)",,2179,533,-1,0,14922,0,10,0,32,135769,15137,0
"Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.","Subtraction (10 player)",,2180,533,-1,0,14922,0,10,0,33,135768,11179,0
"Destroy each of the vehicles listed below.","Destruction Derby",,2476,571,0,0,14901,0,10,0,6,135783,9970,0
"Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.","Subtraction (25 player)",,2181,533,-1,0,14922,0,10,0,34,135768,11207,0
"Defeat Loatheb in Naxxramas without killing any spores in 10-player mode.","Spore Loser (10 player)",,2182,533,-1,0,14922,0,10,0,35,134220,9803,0
"Defeat Loatheb in Naxxramas without killing any spores in 25-player mode.","Spore Loser (25 player)",,2183,533,-1,0,14922,0,10,0,36,134220,9806,0
"Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 10 player mode.","Just Can't Get Enough (10 player)",,2184,533,-1,0,14922,0,10,0,41,135774,9957,0
"Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 25-player mode.","Just Can't Get Enough (25 player)",,2185,533,-1,0,14922,0,10,0,42,135774,14667,0
"Within one raid lockout period, defeat every boss in Naxxramas without allowing any raid member to die during any of the boss encounters in 25-player mode.","The Immortal","Title Reward: The Immortal",2186,533,-1,0,81,0,0,0,289,135986,129071,0
"Within one raid lockout period, defeat every boss in Naxxramas without allowing any raid member to die during any of the boss encounters in 10-player mode.","The Undying","Title Reward: The Undying",2187,533,-1,0,81,0,0,0,288,135969,128300,0
"Kill 50 rookery whelps within 15 seconds.",Leeeeeeeeeeeeeroy!,"Title: Jenkins",2188,229,-1,0,14808,0,10,0,26,236234,12368,0
"Destroy 5 vehicles using a turret in a single battle.","Artillery Expert",,2189,607,-1,0,14881,0,10,0,12,132385,11210,0
"Kill 5 players carrying seaforium in a single battle.","Drop It Now!",,2190,607,-1,0,14881,0,10,0,14,236272,12371,0
"Kill 100 players in the Courtyard of the Ancients.","Ancient Courtyard Protector",,2191,607,-1,0,14881,0,10,0,16,132282,8939,0
"Win a Strand of the Ancients battle without losing any siege vehicles.","Not Even a Scratch",,2192,607,0,0,14881,0,10,0,10,132337,12291,0
"Plant 5 Seaforium charges which successfully damage a wall in a single battle.","Explosives Expert",,2193,607,-1,0,14881,0,10,0,8,133713,8967,0
"Complete the Strand of the Ancients achievements listed below.","Master of Strand of the Ancients",,2194,-1,-1,0,14881,0,25,135168,17,236394,8970,0
"Kill 10 players in each of the Wintergrasp areas listed below.","Wintergrasp Ranger",,2199,571,-1,0,14901,0,10,0,4,236224,10467,0
"Defend the beach without losing any walls.","Defense of the Ancients",,2200,607,0,0,14881,0,10,0,6,132341,14195,0
"Total deaths in 5-player heroic dungeons","Total deaths in 5-player Heroic dungeons",,2219,-1,-1,0,125,0,0,1,3,136243,13770,0
"Kill one of the extremely rare and hard to find Northrend creatures listed below.","Northern Exposure",,2256,-1,-1,0,14780,1,10,0,10,236834,9821,0
"Kill all of the extremely rare and hard to find Northrend creatures listed below.",Frostbitten,,2257,-1,-1,2256,14780,0,25,131072,11,236751,8942,2256
"Summons accepted","Summons accepted",,2277,-1,-1,0,134,0,0,1,2,136243,9846,0
"Obtain the Brutal Nether Drake from Arena Season 4 of The Burning Crusade.","Brutal Nether Drake",,2316,-1,-1,0,81,1,0,131072,202,132249,12530,0
"Raise your reputation to Honored with the Bloodsail Buccaneers, and Exalted with Booty Bay, Everlook, Gadgetzan, Ratchet, Darkmoon Faire, and Ravenholdt.","Insane in the Membrane","Title Reward: The Insane",2336,-1,-1,0,81,0,0,0,298,236206,10687,0
"Completed the Dreadsteed of Xoroth warlock quest.","Dreadsteed of Xoroth",,2357,-1,-1,0,81,0,0,0,206,132238,8825,0
"Completed the paladin quest to obtain a Charger.",Charger,,2358,-1,-1,0,81,1,0,0,212,132226,11196,0
"Completed the druid quest to obtain Swift Flight Form.","Swift Flight Form",,2359,-1,-1,0,81,0,0,0,214,132128,11200,0
"Battleground played the most","Battleground played the most",,2396,-1,-1,0,153,0,0,1,2,136243,11279,839
"Battleground won the most","Battleground won the most",,2397,-1,-1,0,153,0,0,1,4,136243,8828,840
"Logged in during WoW's 4th Anniversary.","WoW's 4th Anniversary",,2398,-1,-1,0,81,0,0,0,292,133783,11204,0
"Lay an egg in Un'Goro Crater's Golakka Hot Springs as a rabbit during the Noblegarden celebration.","Hard Boiled",,2416,-1,-1,0,159,0,10,0,6,236998,12294,0
"Eat 25 Noblegarden Chocolates during the Noblegarden celebration.","Chocolate Lover",,2417,-1,-1,0,159,0,10,0,2,236570,13182,0
"Eat 100 Noblegarden Chocolates during the Noblegarden celebration.",Chocoholic,,2418,-1,-1,2417,159,0,10,0,3,236570,8673,0
"Find your pet Spring Rabbit another one to love in each of the towns listed below.","Spring Fling",,2419,-1,1,0,159,0,10,0,7,237000,12297,0
"Hide a Brightly Colored Egg in Silvermoon City.","Noble Garden",,2420,-1,0,0,159,0,10,0,9,236997,10044,0
"Hide a Brightly Colored Egg in Stormwind City.","Noble Garden",,2421,-1,1,0,159,0,10,0,10,236997,9960,0
"Use Spring Flowers to place rabbit ears upon players.","Shake Your Bunny-Maker",,2422,-1,-1,0,159,0,10,0,11,133939,14735,0
"Use Spring Robes to plant a flower in each of the deserts listed below.","Desert Rose",,2436,-1,-1,0,159,0,10,0,12,237578,9963,0
"Slew Prince Tenris Mirkblood and acquired his Vampiric Batling pet.","Vampire Hunter",,2456,-1,-1,0,81,1,0,0,304,132182,15013,0
"Obtain an Aqual Quintessence.","The Fifth Element",,2496,-1,-1,0,81,0,0,0,208,135862,9976,0
"Find your pet Spring Rabbit another one to love in each of the towns listed below.","Spring Fling",,2497,-1,0,0,159,0,10,0,8,237000,12524,0
"Collect 75 unique pets.","Lil' Game Hunter","Reward: Little Fawn",2516,-1,-1,1250,15118,0,10,135168,5,132599,22158,0
"Obtain 100 mounts.","Mountain o' Mounts","Reward: Blue Dragonhawk Mount",2536,-1,1,2143,92,0,10,135168,70,132188,3059,0
"Obtain 100 mounts.","Mountain o' Mounts","Reward: Red Dragonhawk Mount",2537,-1,0,2143,92,0,10,135168,73,132188,14389,0
"Slay the following pests.","Pest Control",,2556,-1,-1,0,92,0,10,0,48,132196,12388,0
"Show more critters of Azeroth how much you /love them.","To All The Squirrels Who Shared My Life",,2557,-1,-1,0,92,0,10,0,45,237182,8808,0
"Kiss someone wearing an Elegant Dress while wearing a White Tuxedo Shirt and Black Tuxedo Pants.","Blushing Bride",,2576,-1,-1,0,159,0,10,0,13,136209,13779,0
"Mr. Bigglesworth kills","Mr. Bigglesworth kills",,2596,533,-1,0,14823,0,10,1,40,134155,13782,0
"Find a Brightly Colored Egg.","I Found One!",,2676,-1,-1,0,159,0,10,0,1,237000,9112,0
"Visit your class trainer when you are at least level 30 and activate your Dual Talent Specialization.","Dual Talent Specialization",,2716,-1,-1,0,92,0,10,0,66,236544,9654,0
"Train to compete in the Argent Tournament by becoming an Aspirant for your race's faction.","Argent Aspiration",,2756,-1,-1,0,14941,1,10,0,1,236690,10432,0
"Train to compete in the Argent Tournament by becoming a Valiant for your race's faction.","Argent Valor",,2758,-1,-1,2756,14941,1,10,0,2,236689,8399,0
"Earn exalted status with and the right to represent Darnassus in the Argent Tournament.","Exalted Champion of Darnassus","Title Reward: of Darnassus",2760,-1,1,2777,14941,0,10,0,8,255141,7110,0
"Earn exalted status with and the right to represent the Exodar in the Argent Tournament.","Exalted Champion of the Exodar","Title Reward: of the Exodar",2761,-1,1,2778,14941,0,10,0,10,255137,7896,0
"Earn exalted status with and the right to represent the Gnomeregan Exiles in the Argent Tournament.","Exalted Champion of Gnomeregan","Title Reward: of Gnomeregan",2762,-1,1,2779,14941,0,10,0,12,255139,6991,0
"Earn exalted status with and the right to represent Ironforge in the Argent Tournament.","Exalted Champion of Ironforge","Title Reward: of Ironforge",2763,-1,1,2780,14941,0,10,0,14,255138,11149,0
"Earn exalted status with and the right to represent Stormwind in the Argent Tournament.","Exalted Champion of Stormwind","Title Reward: of Stormwind",2764,-1,1,2781,14941,0,10,0,16,255140,10356,0
"Earn exalted status with and the right to represent Orgrimmar in the Argent Tournament.","Exalted Champion of Orgrimmar","Title Reward: of Orgrimmar",2765,-1,0,2783,14941,0,10,0,21,255142,7900,0
"Earn exalted status with and the right to represent Sen'jin in the Argent Tournament.","Exalted Champion of Sen'jin","Title Reward: of Sen'jin",2766,-1,0,2784,14941,0,10,0,23,255145,14356,0
"Earn exalted status with and the right to represent Silvermoon City in the Argent Tournament.","Exalted Champion of Silvermoon City","Title Reward: of Silvermoon",2767,-1,0,2785,14941,0,10,0,25,255136,8471,0
"Earn exalted status with and the right to represent Thunder Bluff in the Argent Tournament.","Exalted Champion of Thunder Bluff","Title Reward: of Thunder Bluff",2768,-1,0,2786,14941,0,10,0,27,255144,8559,0
"Earn exalted status with and the right to represent the Undercity in the Argent Tournament.","Exalted Champion of the Undercity","Title Reward: of the Undercity",2769,-1,0,2787,14941,0,10,0,29,255143,8064,0
"Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.","Exalted Champion of the Alliance",,2770,-1,1,2782,14941,0,10,131072,18,255130,8504,0
"Earn exalted status with and the right to represent every Horde race's faction in the Argent Tournament.","Exalted Champion of the Horde",,2771,-1,0,2788,14941,0,10,131072,31,255132,8563,0
"Defeat another player in a mounted duel at the Argent Tournament.",Tilted!,,2772,-1,-1,0,14941,0,10,0,3,135128,8501,0
"Unmask and defeat the Black Knight at the Argent Tournament.","It's Just a Flesh Wound",,2773,-1,-1,0,14941,0,10,0,5,133146,7642,0
"Earn the right to represent Darnassus in the Argent Tournament.","Champion of Darnassus",,2777,-1,1,0,14941,0,10,0,7,255141,8074,0
"Earn the right to represent the Exodar in the Argent Tournament.","Champion of the Exodar",,2778,-1,1,0,14941,0,10,0,9,255137,10439,0
"Earn the right to represent the Gnomeregan Exiles in the Argent Tournament.","Champion of Gnomeregan",,2779,-1,1,0,14941,0,10,0,11,255139,7645,0
"Earn the right to represent Ironforge in the Argent Tournament.","Champion of Ironforge",,2780,-1,1,0,14941,0,10,0,13,255138,7706,0
"Earn the right to represent Stormwind in the Argent Tournament.","Champion of Stormwind",,2781,-1,1,0,14941,0,10,0,15,255140,8601,0
"Earn the right to represent every Alliance race's faction in the Argent Tournament.","Champion of the Alliance",,2782,-1,1,0,14941,0,10,131072,17,255130,2159,0
"Earn the right to represent Orgrimmar in the Argent Tournament.","Champion of Orgrimmar",,2783,-1,0,0,14941,0,10,0,20,255142,4811,0
"Earn the right to represent Sen'jin in the Argent Tournament.","Champion of Sen'jin",,2784,-1,0,0,14941,0,10,0,22,255145,8061,0
"Earn the right to represent Silvermoon City in the Argent Tournament.","Champion of Silvermoon City",,2785,-1,0,0,14941,0,10,0,24,255136,2166,0
"Earn the right to represent Thunder Bluff in the Argent Tournament.","Champion of Thunder Bluff",,2786,-1,0,0,14941,0,10,0,26,255144,8511,0
"Earn the right to represent the Undercity in the Argent Tournament.","Champion of the Undercity",,2787,-1,0,0,14941,0,10,0,28,255143,8991,0
"Earn the right to represent every Horde race's faction in the Argent Tournament.","Champion of the Horde",,2788,-1,0,0,14941,0,10,131072,30,255132,3425,0
"Join the Brew of the Month club.","Brew of the Month",,2796,-1,-1,0,162,1,10,0,5,133697,11033,0
"Complete the Noblegarden achievements listed below.","Noble Gardener","Title Reward: the Noble",2798,-1,-1,0,155,0,10,131072,3,237000,8116,0
"Earn exalted status with and the right to represent every Horde race's faction in the Argent Tournament.","Exalted Argent Champion of the Horde","Title Reward: Crusader. Unlocks Crusader dailies at the Argent Tournament.",2816,-1,0,2771,14941,0,10,131072,32,255132,10314,0
"Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.","Exalted Argent Champion of the Alliance","Title Reward: Crusader. Unlocks Crusader dailies at the Argent Tournament.",2817,-1,1,2770,14941,0,10,131072,19,255130,10735,0
"Best a rider of every racial faction at the Argent Tournament.","Lance a Lot",,2836,-1,-1,0,14941,0,10,0,4,135128,8514,0
"Flame Leviathan kills (Ulduar 10 player)","Flame Leviathan kills (Ulduar 10 player)",,2856,603,-1,0,14823,0,10,1,62,134155,9115,0
"Razorscale kills (Ulduar 10 player)","Razorscale kills (Ulduar 10 player)",,2857,603,-1,0,14823,0,10,1,63,134155,7229,0
"Ignis the Furnace Master kills (Ulduar 10 player)","Ignis the Furnace Master kills (Ulduar 10 player)",,2858,603,-1,0,14823,0,10,1,64,134155,12332,0
"XT-002 Deconstructor kills (Ulduar 10 player)","XT-002 Deconstructor kills (Ulduar 10 player)",,2859,603,-1,0,14823,0,10,1,65,134155,13158,0
"Assembly of Iron kills (Ulduar 10 player)","Assembly of Iron kills (Ulduar 10 player)",,2860,603,-1,0,14823,0,10,1,66,134155,14884,0
"Kologarn kills (Ulduar 10 player)","Kologarn kills (Ulduar 10 player)",,2861,603,-1,0,14823,0,10,1,67,134155,14887,0
"Hodir victories (Ulduar 10 player)","Hodir victories (Ulduar 10 player)",,2862,603,-1,0,14823,0,10,1,69,134155,10183,0
"Thorim victories (Ulduar 10 player)","Thorim victories (Ulduar 10 player)",,2863,603,-1,0,14823,0,10,1,70,134155,8479,0
"Freya victories (Ulduar 10 player)","Freya victories (Ulduar 10 player)",,2864,603,-1,0,14823,0,10,1,71,134155,12335,0
"Mimiron victories (Ulduar 10 player)","Mimiron victories (Ulduar 10 player)",,2865,603,-1,0,14823,0,10,1,72,134155,8235,0
"General Vezax kills (Ulduar 10 player)","General Vezax kills (Ulduar 10 player)",,2866,603,-1,0,14823,0,10,1,73,134155,7217,0
"Algalon the Observer kills (Ulduar 10 player)","Algalon the Observer kills (Ulduar 10 player)",,2867,603,-1,0,14823,0,10,1,75,134155,8446,0
"Auriaya kills (Ulduar 10 player)","Auriaya kills (Ulduar 10 player)",,2868,603,-1,0,14823,0,10,1,68,134155,12338,0
"Yogg-Saron kills (Ulduar 10 player)","Yogg-Saron kills (Ulduar 10 player)",,2869,603,-1,0,14823,0,10,1,74,134155,13983,0
"Emalon the Storm Watcher kills (Wintergrasp 10 player)","Emalon the Storm Watcher kills (Wintergrasp 10 player)",,2870,624,-1,0,14823,0,10,1,90,135836,14890,0
"Flame Leviathan kills (Ulduar 25 player)","Flame Leviathan kills (Ulduar 25 player)",,2872,603,-1,0,14823,0,10,1,76,134155,14893,0
"Razorscale kills (Ulduar 25 player)","Razorscale kills (Ulduar 25 player)",,2873,603,-1,0,14823,0,10,1,77,134155,14423,0
"Ignis the Furnace Master kills (Ulduar 25 player)","Ignis the Furnace Master kills (Ulduar 25 player)",,2874,603,-1,0,14823,0,10,1,78,134155,14340,0
"Kologarn kills (Ulduar 25 player)","Kologarn kills (Ulduar 25 player)",,2875,603,-1,0,14823,0,10,1,81,134155,9039,0
"Mimiron victories (Ulduar 25 player)","Mimiron victories (Ulduar 25 player)",,2879,603,-1,0,14823,0,10,1,86,134155,8485,0
"General Vezax kills (Ulduar 25 player)","General Vezax kills (Ulduar 25 player)",,2880,603,-1,0,14823,0,10,1,87,134155,7816,0
"Algalon the Observer kills (Ulduar 25 player)","Algalon the Observer kills (Ulduar 25 player)",,2881,603,-1,0,14823,0,10,1,89,134155,14299,0
"Auriaya kills (Ulduar 25 player)","Auriaya kills (Ulduar 25 player)",,2882,603,-1,0,14823,0,10,1,82,134155,13080,0
"Yogg-Saron kills (Ulduar 25 player)","Yogg-Saron kills (Ulduar 25 player)",,2883,603,-1,0,14823,0,10,1,88,134155,14366,0
"XT-002 Deconstructor kills (Ulduar 25 player)","XT-002 Deconstructor kills (Ulduar 25 player)",,2884,603,-1,0,14823,0,10,1,79,134155,8482,0
"Assembly of Iron kills (Ulduar 25 player)","Assembly of Iron kills (Ulduar 25 player)",,2885,603,-1,0,14823,0,10,1,80,134155,14398,0
"Defeat the bosses of The Siege area of Ulduar in 10-player mode.","The Siege of Ulduar (10 player)",,2886,603,-1,0,14922,0,10,0,67,254106,13083,0
"Defeat the bosses of The Siege area of Ulduar in 25-player mode.","The Siege of Ulduar (25 player)",,2887,603,-1,0,14922,0,10,0,68,254106,13089,0
"Defeat the bosses of The Antechamber area of Ulduar in 10-player mode.","The Antechamber of Ulduar (10 player)",,2888,603,-1,0,14922,0,10,0,69,298677,7861,0
"Defeat the bosses of The Antechamber area of Ulduar in 25-player mode.","The Antechamber of Ulduar (25 player)",,2889,603,-1,0,14922,0,10,0,70,298677,14401,0
"Defeat the Keeper bosses of Ulduar in 10-player mode.","The Keepers of Ulduar (10 player)",,2890,603,-1,0,14922,0,10,0,71,254115,12575,0
"Defeat the Keeper bosses of Ulduar in 25-player mode.","The Keepers of Ulduar (25 player)",,2891,603,-1,0,14922,0,10,0,72,254115,10322,0
"Defeat the bosses of The Descent into Madness area of Ulduar in 10-player mode.","The Descent into Madness (10 player)",,2892,603,-1,0,14922,0,10,0,73,254105,7527,0
"Defeat the bosses of The Descent into Madness area of Ulduar in 25-player mode.","The Descent into Madness (25 player)",,2893,603,-1,0,14922,0,10,0,74,254105,10719,0
"Defeat every boss in Ulduar in 10-player mode.","The Secrets of Ulduar (10 player)",,2894,-1,-1,0,14922,0,25,131072,75,254111,12341,0
"Defeat every boss in Ulduar in 25-player mode.","The Secrets of Ulduar (25 player)",,2895,-1,-1,0,14922,0,25,131072,76,254111,14105,0
"Defeat each boss in Ulduar in 10-player mode without allowing any raid member to die to that boss at any point during that raid lockout period.","Champion of Ulduar","Title Reward: Champion of Ulduar",2903,603,-1,0,81,0,0,0,303,135969,129029,0
"Defeat each boss in Ulduar in 25-player mode without allowing any raid member to die to that boss at any point during that raid lockout period.","Conqueror of Ulduar","Title Reward: Conqueror of Ulduar",2904,603,-1,0,81,0,0,0,305,135986,129715,0
"Defeat Flame Leviathan on the first try without anyone repairing their vehicle in 10-player mode.","Unbroken (10 player)",,2905,603,-1,0,14922,0,10,0,79,134521,12308,0
"Defeat Flame Leviathan on the first try without anyone repairing their vehicle in 25-player mode.","Unbroken (25 player)",,2906,603,-1,0,14922,0,10,0,80,134521,10127,0
"Defeat Flame Leviathan while in each of the following vehicles in 10-player mode.","Three Car Garage (10 player)",,2907,603,-1,0,14922,0,10,0,81,132996,8994,0
"Defeat Flame Leviathan while in each of the following vehicles in 25-player mode.","Three Car Garage (25 player)",,2908,603,-1,0,14922,0,10,0,82,132996,7819,0
"Destroy a Flame Leviathan Defense Turret in 10-player mode.","Take Out Those Turrets (10 player)",,2909,603,-1,0,14922,0,10,0,83,254102,14938,0
"Destroy a Flame Leviathan Defense Turret in 25-player mode.","Take Out Those Turrets (25 player)",,2910,603,-1,0,14922,0,10,0,84,134285,10752,0
"Defeat Flame Leviathan without causing a System Shutdown in 10-player mode.","Shutout (10 player)",,2911,603,-1,0,14922,0,10,0,85,133860,7270,0
"Defeat Flame Leviathan without causing a System Shutdown in 25-player mode.","Shutout (25 player)",,2912,603,-1,0,14922,0,10,0,86,133860,9707,0
"Defeat Flame Leviathan with at least 1 Orbital Defense System active in 10-player mode.","Orbital Bombardment (10 player)",,2913,603,-1,0,14922,0,10,0,87,134336,10374,0
"Defeat Flame Leviathan with at least 2 Orbital Defense Systems active in 10-player mode.","Orbital Devastation (10 player)",,2914,603,-1,2913,14922,0,10,0,88,134335,7866,0
"Defeat Flame Leviathan with at least 3 Orbital Defense Systems active in 10-player mode.","Nuked from Orbit (10 player)",,2915,603,-1,2914,14922,0,10,0,89,134337,11276,0
"Defeat Flame Leviathan with 2 Orbital Defense Systems active in 25-player mode.","Orbital Devastation (25 player)",,2916,603,-1,2918,14922,0,10,0,92,134335,10442,0
"Defeat Flame Leviathan with 3 Orbital Defense Systems active in 25-player mode.","Nuked from Orbit (25 player)",,2917,603,-1,2916,14922,0,10,0,93,134337,8613,0
"Defeat Flame Leviathan with 1 Orbital Defense System active in 25-player mode.","Orbital Bombardment (25 player)",,2918,603,-1,0,14922,0,10,0,91,134336,10445,0
"Defeat Razorscale without allowing her to fly into the air more than once in 10-player mode.","A Quick Shave (10 player)",,2919,603,-1,0,14922,0,10,0,95,298670,7858,0
"Defeat Razorscale without allowing her to fly into the air more than once in 25-player mode.","A Quick Shave (25 player)",,2921,603,-1,0,14922,0,10,0,96,298670,14111,0
"Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 10-player mode.","Iron Dwarf, Medium Rare (10 player)",,2923,603,-1,0,14922,0,10,0,97,254108,14947,0
"Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 25-player mode.","Iron Dwarf, Medium Rare (25 player)",,2924,603,-1,0,14922,0,10,0,98,254108,9710,0
"Defeat Ignis the Furnace Master after shattering 2 Iron Constructs within 5 seconds in 10-player mode.","Shattered (10 player)",,2925,603,-1,0,14922,0,10,0,99,135849,8005,0
"Defeat Ignis the Furnace Master after shattering 2 Iron Constructs within 5 seconds in 25-player mode.","Shattered (25 player)",,2926,603,-1,0,14922,0,10,0,100,135849,9754,0
"Survive being thrown into Ignis the Furnace Master's Slag Pot in 10-player mode.","Hot Pocket (10 player)",,2927,603,-1,0,14922,0,10,0,101,135817,8755,0
"Survive being thrown into Ignis the Furnace Master's Slag Pot in 25-player mode.","Hot Pocket (25 player)",,2928,603,-1,0,14922,0,10,0,102,135817,12505,0
