Display_lang,ID,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags_0,Flags_1,Flags_2,Flags_3,Flags_4,AllowableRace_0,AllowableRace_1
"Enduring Cap",3020,3,-2,0,0,-1,0,0,0,0,33,0,8192,0,0,0,-1,-1
"Ranger Bow",3021,3,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Bluegill Breeches",3022,2,-2,0,0,-1,0,0,0,0,23,0,8192,0,0,0,-1,-1
"Large Bore Blunderbuss",3023,1,-2,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
"BKP 2700 ""Enforcer""",3024,1,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"BKP 42 ""Ultra""",3025,1,-2,0,0,-1,0,0,0,0,36,0,8192,0,0,0,-1,-1
"Reinforced Bow",3026,1,-2,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
"Heavy Recurve Bow",3027,1,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
Longbow,3028,1,-2,0,0,-1,0,0,0,0,34,0,8192,0,0,0,-1,-1
"Razor Arrow",3030,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Solid Shot",3033,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Heavy Shortbow",3036,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Whipwood Recurve Bow",3037,2,-2,0,0,-1,0,0,0,0,34,0,8192,0,0,0,-1,-1
"Short Ash Bow",3039,2,-2,0,0,-1,0,0,0,0,23,0,8192,0,0,0,-1,-1
"Hunter's Muzzle Loader",3040,2,-2,0,0,-1,0,0,0,0,19,0,8192,0,0,0,-1,-1
"""Mage-Eye"" Blunderbuss",3041,2,-2,0,0,-1,0,0,0,0,31,0,8192,0,0,0,-1,-1
"BKP ""Sparrow"" Smallbore",3042,2,-2,0,0,-1,0,0,0,0,33,0,8192,0,0,0,-1,-1
"Lambent Scale Boots",3045,2,-2,0,0,-1,0,0,0,0,27,0,8192,0,0,0,-1,-1
"Lambent Scale Gloves",3047,2,-2,0,0,-1,0,0,0,0,27,0,8192,0,0,0,-1,-1
"Lambent Scale Legguards",3048,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Lambent Scale Breastplate",3049,2,-2,0,0,-1,0,0,0,0,27,0,8192,0,0,0,-1,-1
"Humbert's Chestpiece",3053,2,-2,0,0,-1,0,0,0,0,28,0,8192,0,0,0,-1,-1
"Forest Leather Chestpiece",3055,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Forest Leather Pants",3056,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Forest Leather Boots",3057,2,-2,0,0,-1,0,0,0,0,24,0,8192,0,0,0,-1,-1
"Forest Leather Gloves",3058,2,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Bright Boots",3065,2,-2,0,0,-1,0,0,0,0,23,0,8192,0,0,0,-1,-1
"Bright Gloves",3066,2,-2,0,0,-1,0,0,0,0,24,0,8192,0,0,0,-1,-1
"Bright Pants",3067,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Bright Robe",3069,2,-2,0,0,-1,0,0,0,0,27,0,8192,0,0,0,-1,-1
"Ensign Cloak",3070,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Striking Hatchet",3071,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Smoldering Robe",3072,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Smoldering Pants",3073,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Smoldering Gloves",3074,2,-2,0,0,-1,0,0,0,0,24,0,8192,0,0,0,-1,-1
"Eye of Flame",3075,4,-2,0,0,-1,0,0,0,0,55,0,8192,0,0,0,-1,-1
"Smoldering Boots",3076,2,-2,0,0,-1,0,0,0,0,23,0,8192,0,0,0,-1,-1
"Naga Heartpiercer",3078,3,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Skorn's Rifle",3079,2,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Coldridge Hammer",3103,2,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Off Hand Test Dagger",3145,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Siege Brigade Vest",3151,1,-2,0,0,-1,0,0,0,0,10,0,8192,0,0,0,-1,-1
"Driving Gloves",3152,1,-2,0,0,-1,0,0,0,0,6,0,8192,0,0,0,-1,-1
"Oil-Stained Cloak",3153,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Thelsamar Axe",3154,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Burnt Hide Bracers",3158,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Ironplate Buckler",3160,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Robe of the Keeper",3161,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Ironheart Chain",3166,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Hook Dagger",3184,2,-2,0,0,-1,0,0,0,0,20,0,8192,0,0,0,-1,-1
"Acrobatic Staff",3185,2,-2,0,0,-1,0,0,0,0,34,0,8192,0,0,0,-1,-1
"Viking Sword",3186,2,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Sacrificial Kris",3187,2,-2,0,0,-1,0,0,0,0,44,0,8192,0,0,0,-1,-1
"Coral Claymore",3188,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Wood Chopper",3189,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
Beatstick,3190,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
"Arced War Axe",3191,3,-2,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
"Short Bastard Sword",3192,2,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Oak Mallet",3193,2,-2,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
"Black Malice",3194,3,-2,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
"Barbaric Battle Axe",3195,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Edged Bastard Sword",3196,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Stonecutter Claymore",3197,2,-2,0,0,-1,0,0,0,0,35,0,8192,0,0,0,-1,-1
"Battering Hammer",3198,2,-2,0,0,-1,0,0,0,0,23,0,8192,0,0,0,-1,-1
"Battle Slayer",3199,2,-2,0,0,-1,0,0,0,0,22,0,8192,0,0,0,-1,-1
"Burnt Leather Bracers",3200,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
"Barbarian War Axe",3201,2,-2,0,0,-1,0,0,0,0,28,0,8192,0,0,0,-1,-1
"Forest Leather Bracers",3202,2,-2,0,0,-1,0,0,0,0,24,0,8192,0,0,0,-1,-1
"Dense Triangle Mace",3203,3,-2,0,0,-1,0,0,0,0,28,0,8192,0,0,0,-1,-1
"Deepwood Bracers",3204,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Inscribed Leather Bracers",3205,2,-2,0,0,-1,0,0,0,0,17,0,8192,0,0,0,-1,-1
"Cavalier Two-Hander",3206,2,-2,0,0,-1,0,0,0,0,28,0,8192,0,0,0,-1,-1
"Hunting Bracers",3207,1,-2,0,0,-1,0,0,0,0,14,0,8192,0,0,0,-1,-1
"Conk Hammer",3208,2,-2,0,0,-1,0,0,0,0,48,0,8192,0,0,0,-1,-1
"Ancient War Sword",3209,2,-2,0,0,-1,0,0,0,0,32,0,8192,0,0,0,-1,-1
"Brutal War Axe",3210,2,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Burnished Bracers",3211,2,-2,0,0,-1,0,0,0,0,19,0,8192,0,0,0,-1,-1
"Lambent Scale Bracers",3212,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Veteran Bracers",3213,1,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Warrior's Bracers",3214,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Warm Winter Robe",3216,1,-2,0,0,-1,0,0,0,0,10,0,8192,0,0,0,-1,-1
"Foreman Belt",3217,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Wicked Dagger",3222,3,-2,0,0,-1,0,0,0,0,20,0,8192,0,0,0,-1,-1
"Frostmane Scepter",3223,2,-2,0,0,-1,0,0,0,0,11,0,8192,0,0,0,-1,-1
"Silver-Lined Bracers",3224,1,-2,0,0,-1,0,0,0,0,10,0,8192,0,0,0,-1,-1
"Bloodstained Knife",3225,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Nightbane Staff",3227,2,-2,0,0,-1,0,0,0,0,23,0,8192,0,0,0,-1,-1
"Jimmied Handcuffs",3228,3,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Tarantula Silk Sash",3229,2,-2,0,0,-1,0,0,0,0,23,0,8192,0,0,0,-1,-1
"Black Wolf Bracers",3230,3,-2,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
"Cutthroat Pauldrons",3231,2,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Scarlet Initiate Robes",3260,1,-2,0,0,-1,0,0,0,0,4,0,8192,0,0,0,-1,-1
"Webbed Cloak",3261,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Putrid Wooden Hammer",3262,1,-2,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
"Webbed Pants",3263,1,-2,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
"Forsaken Shortsword",3267,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Forsaken Dagger",3268,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Forsaken Maul",3269,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Flax Vest",3270,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Zombie Skin Leggings",3272,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Rugged Mail Vest",3273,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Flax Boots",3274,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Flax Gloves",3275,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Deathguard Buckler",3276,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Executor Staff",3277,1,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Aura Proc Damage Sword",3278,0,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Battle Chain Boots",3279,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Battle Chain Bracers",3280,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Battle Chain Gloves",3281,1,-2,0,0,-1,0,0,0,0,11,0,8192,0,0,0,-1,-1
"Battle Chain Pants",3282,2,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Battle Chain Tunic",3283,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Tribal Boots",3284,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Tribal Bracers",3285,1,-2,0,0,-1,0,0,0,0,10,0,8192,0,0,0,-1,-1
"Tribal Gloves",3286,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Tribal Pants",3287,2,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Tribal Vest",3288,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Ancestral Boots",3289,1,-2,0,0,-1,0,0,0,0,11,0,8192,0,0,0,-1,-1
"Ancestral Gloves",3290,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Ancestral Woollies",3291,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Ancestral Tunic",3292,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Deadman Cleaver",3293,1,-2,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
"Deadman Club",3294,1,-2,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
"Deadman Blade",3295,1,-2,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
"Deadman Dagger",3296,1,-2,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
"Brackwater Boots",3302,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Brackwater Bracers",3303,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Brackwater Gauntlets",3304,1,-2,0,0,-1,0,0,0,0,14,0,8192,0,0,0,-1,-1
"Brackwater Leggings",3305,2,-2,0,0,-1,0,0,0,0,16,0,8192,0,0,0,-1,-1
"Brackwater Vest",3306,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Barbaric Cloth Boots",3307,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Barbaric Cloth Gloves",3308,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Barbaric Loincloth",3309,2,-2,0,0,-1,0,0,0,0,16,0,8192,0,0,0,-1,-1
"Barbaric Cloth Vest",3310,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Ceremonial Leather Ankleguards",3311,1,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Ceremonial Leather Bracers",3312,1,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Ceremonial Leather Harness",3313,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Ceremonial Leather Gloves",3314,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Ceremonial Leather Loincloth",3315,2,-2,0,0,-1,0,0,0,0,17,0,8192,0,0,0,-1,-1
"Short Sabre",3319,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Bonecaster Sash",3320,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Gray Fur Booties",3321,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Wispy Cloak",3322,1,-2,0,0,-1,0,0,0,0,6,0,8192,0,0,0,-1,-1
"Ghostly Bracers",3323,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
"Ghostly Mantle",3324,2,-2,0,0,-1,0,0,0,0,28,0,8192,0,0,0,-1,-1
"Vile Fin Battle Axe",3325,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Monster - Mace2H, Basic Stone Hammer",3326,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Vile Fin Oracle Staff",3327,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Spider Web Robe",3328,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Spiked Wooden Plank",3329,1,-2,0,0,-1,0,0,0,0,11,0,8192,0,0,0,-1,-1
"Dargol's Hauberk",3330,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Melrache's Cape",3331,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Perrine's Boots",3332,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Farmer's Shovel",3334,1,-2,0,0,-1,0,0,0,0,7,0,8192,0,0,0,-1,-1
"Farmer's Broom",3335,1,-2,0,0,-1,0,0,0,0,6,0,8192,0,0,0,-1,-1
"Flesh Piercer",3336,2,-2,0,0,-1,0,0,0,0,29,0,8192,0,0,0,-1,-1
"Gauntlets of Ogre Strength",3341,2,-2,0,0,-1,0,0,0,0,32,0,8192,0,0,0,-1,-1
"Captain Sanders' Shirt",3342,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Captain Sanders' Sash",3344,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Silk Wizard Hat",3345,2,-2,0,0,-1,0,0,0,0,37,0,8192,0,0,0,-1,-1
"Monster - Item, Shovel",3346,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Monster - Item, Bone",3350,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Monster - Item, Rolling Pin",3351,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Stitches' Femur",3360,1,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Monster - Mace, Spiked Heavy",3361,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Monster - Item, Broom",3362,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Frayed Belt",3363,0,-2,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
"Monster - Sword, Rapier",3364,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Frayed Bracers",3365,0,-2,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
"Monster - Sword2H, Katana",3366,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Monster - Item, Pitchfork",3367,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Monster - Item, Harpoon",3368,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Patchwork Belt",3370,0,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
"Patchwork Bracers",3373,0,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Calico Belt",3374,0,-2,0,0,-1,0,0,0,0,14,0,8192,0,0,0,-1,-1
"Calico Bracers",3375,0,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Canvas Belt",3376,0,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Canvas Bracers",3377,0,-2,0,0,-1,0,0,0,0,19,0,8192,0,0,0,-1,-1
"Brocade Belt",3378,0,-2,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
"Brocade Bracers",3379,0,-2,0,0,-1,0,0,0,0,22,0,8192,0,0,0,-1,-1
"Cross-Stitched Belt",3380,0,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Cross-Stitched Bracers",3381,0,-2,0,0,-1,0,0,0,0,28,0,8192,0,0,0,-1,-1
"Ringed Helm",3392,2,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Lucine Longsword",3400,2,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
Doomspike,3413,3,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Crested Scepter",3414,3,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Staff of the Friar",3415,3,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Martyr's Chain",3416,3,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Onyx Claymore",3417,3,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Red Rose",3419,1,-2,0,0,-1,0,0,0,0,20,0,8192,0,0,0,-1,-1
"Black Rose",3420,1,-2,0,0,-1,0,0,0,0,40,0,8192,0,0,0,-1,-1
"Simple Wildflowers",3421,1,-2,0,0,-1,0,0,0,0,10,0,8192,0,0,0,-1,-1
"Beautiful Wildflowers",3422,1,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Bouquet of White Roses",3423,1,-2,0,0,-1,0,0,0,0,50,0,8192,0,0,0,-1,-1
"Bouquet of Black Roses",3424,1,-2,0,0,-1,0,0,0,0,60,0,8192,0,0,0,-1,-1
"Bold Yellow Shirt",3426,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Stylish Black Shirt",3427,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Common Gray Shirt",3428,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Guardsman Belt",3429,2,-2,0,0,-1,0,0,0,0,24,0,8192,0,0,0,-1,-1
"Sniper Rifle",3430,2,-2,0,0,-1,0,0,0,0,44,0,8192,0,0,0,-1,-1
"Bone-Studded Leather",3431,2,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Monster - Glaive - 1 Blade Basic",3432,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Monster - Spear, Badass",3433,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Zombie Skin Bracers",3435,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
"Clasped Belt",3437,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
"Zombie Skin Boots",3439,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
Bonecracker,3440,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Apprentice Sash",3442,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Ceremonial Tomahawk",3443,1,-2,0,0,-1,0,0,0,0,10,0,8192,0,0,0,-1,-1
"Tiller's Vest",3444,1,-2,0,0,-1,0,0,0,0,11,0,8192,0,0,0,-1,-1
"Ceremonial Knife",3445,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Darkwood Staff",3446,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Cryptwalker Boots",3447,1,-2,0,0,-1,0,0,0,0,8,0,8192,0,0,0,-1,-1
"Mystic Shawl",3449,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Faerleia's Shield",3450,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Nightglow Concoction",3451,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Ceranium Rod",3452,2,-2,0,0,-1,0,0,0,0,22,0,8192,0,0,0,-1,-1
"Quilted Bracers",3453,1,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Reconnaissance Boots",3454,1,-2,0,0,-1,0,0,0,0,14,0,8192,0,0,0,-1,-1
"Deathstalker Shortsword",3455,1,-2,0,0,-1,0,0,0,0,11,0,8192,0,0,0,-1,-1
"Stamped Trousers",3457,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"Rugged Mail Gloves",3458,2,-2,0,0,-1,0,0,0,0,18,0,8192,0,0,0,-1,-1
"High Robe of the Adjudicator",3461,2,-2,0,0,-1,0,0,0,0,24,0,8192,0,0,0,-1,-1
Talonstrike,3462,2,-2,0,0,-1,0,0,0,0,24,0,8192,0,0,0,-1,-1
"Feathered Arrow",3464,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Exploding Shot",3465,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Copper Chain Boots",3469,1,-2,0,0,-1,0,0,0,0,9,0,8192,0,0,0,-1,-1
"Copper Chain Vest",3471,2,-2,0,0,-1,0,0,0,0,10,0,8192,0,0,0,-1,-1
"Runed Copper Gauntlets",3472,2,-2,0,0,-1,0,0,0,0,12,0,8192,0,0,0,-1,-1
"Runed Copper Pants",3473,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Gemmed Copper Gauntlets",3474,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Cloak of Flames",3475,4,-2,0,0,-1,0,0,0,0,65,0,8192,0,0,0,-1,-1
"Rough Bronze Shoulders",3480,2,-2,0,0,-1,0,0,0,0,22,0,8192,0,0,0,-1,-1
"Silvered Bronze Shoulders",3481,2,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Silvered Bronze Boots",3482,2,-2,0,0,-1,0,0,0,0,26,0,8192,0,0,0,-1,-1
"Silvered Bronze Gauntlets",3483,2,-2,0,0,-1,0,0,0,0,27,0,8192,0,0,0,-1,-1
"Green Iron Boots",3484,2,-2,0,0,-1,0,0,0,0,29,0,8192,0,0,0,-1,-1
"Green Iron Gauntlets",3485,2,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Heavy Copper Broadsword",3487,2,-2,0,0,-1,0,0,0,0,19,0,8192,0,0,0,-1,-1
"Copper Battle Axe",3488,2,-2,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
"Thick War Axe",3489,2,-2,0,0,-1,0,0,0,0,17,0,8192,0,0,0,-1,-1
"Deadly Bronze Poniard",3490,2,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Heavy Bronze Mace",3491,2,-2,0,0,-1,0,0,0,0,25,0,8192,0,0,0,-1,-1
"Mighty Iron Hammer",3492,2,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Raptor's End",3493,2,-2,0,0,-1,0,0,0,0,30,0,8192,0,0,0,-1,-1
"Monster - Claw",3494,0,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Cloak of the People's Militia",3511,2,-2,0,0,-1,0,0,0,0,15,0,8192,0,0,0,-1,-1
"Red Leather C03 Breastplate",3528,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Russet Belt",3593,1,-2,0,0,-1,0,0,0,0,37,0,8192,0,0,0,-1,-1
"Unused Red Leather C03 Pants",3532,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Red Leather C03 Boots",3533,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Unused Red Leather C03 Gloves",3534,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Red Leather C03 Bracers",3535,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Black Leather D02 Breastplate",3537,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Unused Black Leather D02 Pants",3539,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Black Leather D02 Boots",3541,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Unused Black Leather D02 Gloves",3543,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Black Leather D02 Bracers",3545,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"White Leather D03 Breastplate",3547,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
"Unused White Leather D03 Pants",3548,1,-2,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
